nfy_amt,pub_dt
2860514079.0,20210426
95832110.0,20230426
342998891.0,20210630
103197987.0,20210426
1548258090.0,20240424
17687437.0,20200416
117633559.0,20230426
3472000.0,20200416
50591476.0,20210426
87740000.0,20200630
1300825405.0,20200630
82783379.0,20200630
17206124.0,20210630
75840000.0,20230426
20476779.0,20210426
13084602.0,20210426
65832110.0,20230630
6065030.0,20210426
2500000.0,20200630
101412477.0,20220614
0.0,20220426
1502805638.0,20210426
11091587.0,20200416
7880530.0,20230426
17206124.0,20210426
3472000.0,20200630
577710442.0,20200416
0.0,20220426
703408891.0,20220614
0.0,20220614
3472000.0,20210630
1342998891.0,20200416
3482982946.0,20230426
0.0,20230426
2500000.0,20220426
45044843.0,20230426
67371793.0,20220426
0.0,20210426
2500000.0,20230426
103197987.0,20210630
67371793.0,20220614
0.0,20210426
0.0,20230630
6057280.0,20200416
0.0,20230426
0.0,20200630
1342998891.0,20220426
56268675.0,20220614
0.0,20200630
0.0,20230426
301150001.0,20210426
0.0,20220426
1060000.0,20230426
23221161.0,20230426
114487055.0,20200416
20505141.0,20200630
16721624.0,20220614
14203868.0,20230426
0.0,20200630
404347988.0,20210426
805983357.0,20210630
1110652479.0,20230630
0.0,20230630
0.0,20210630
2500000.0,20210426
94042183.0,20220426
1342998891.0,20240424
99684582.0,20230630
2091826019.0,20230426
0.0,20210426
0.0,20230630
87720000.0,20210630
6065030.0,20210630
6061030.0,20220614
7877030.0,20240424
9725000.0,20220426
0.0,20200416
2452000.0,20230426
1415863814.0,20220426
101412477.0,20220426
10832126.0,20210630
2500000.0,20210630
0.0,20200416
17687437.0,20200630
0.0,20220614
1342998891.0,20230630
23221161.0,20230630
1415863814.0,20220614
114487055.0,20200630
0.0,20200630
14081499.0,20200416
3075000.0,20220426
0.0,20210426
9725000.0,20210426
570230407.0,20200630
3075000.0,20220614
0.0,20210630
0.0,20230426
684717462.0,20200630
110771978.0,20210630
1314451337.0,20220426
91268675.0,20220426
0.0,20230630
2651328818.0,20200630
22177406.0,20220614
14203868.0,20230630
448274916.0,20210630
0.0,20240424
1357874.0,20230426
112197008.0,20200630
0.0,20210630
70623715.0,20240424
0.0,20210426
2500000.0,20200416
9725000.0,20200416
69911419.0,20200630
50591476.0,20210630
12900959.0,20240424
6057280.0,20200630
0.0,20200416
10832126.0,20210426
19351822.0,20210630
0.0,20230630
11231954.0,20220614
0.0,20240424
2500000.0,20230630
87740000.0,20200416
73607713.0,20220426
7880530.0,20230630
0.0,20240424
16721624.0,20220426
0.0,20200416
1027685141.0,20230426
42071135.0,20240424
1342998891.0,20230426
0.0,20210630
12714298.0,20220614
0.0,20210630
69911419.0,20200416
346551576.0,20210630
840850706.0,20220614
0.0,20200416
2452000.0,20230630
87720000.0,20210426
9725000.0,20220614
9725000.0,20210630
99684582.0,20230426
1314451337.0,20220614
0.0,20200630
0.0,20220614
2327664389.0,20200416
0.0,20220426
76150000.0,20240424
3472000.0,20210426
14819999.0,20200630
1342998891.0,20210426
852636.0,20240424
0.0,20240424
2500000.0,20240424
9725000.0,20200630
865936.0,20240424
71922548.0,20210630
1480786860.0,20230630
0.0,20220614
1127369723.0,20230426
135579062.0,20220614
0.0,20220614
22177406.0,20220426
243353589.0,20210630
1228643.0,20230630
45044843.0,20230630
82783379.0,20200416
1228643.0,20230426
1060000.0,20230630
6061030.0,20220426
47898596.0,20220614
94042183.0,20220614
1453469357.0,20220426
13084602.0,20210630
2500000.0,20220614
1357874.0,20230630
0.0,20220426
112197008.0,20200416
117633559.0,20230630
1342998891.0,20200630
0.0,20230426
71922548.0,20210426
23202148.0,20240424
692197497.0,20200416
119629933.0,20230630
12714298.0,20220426
75840000.0,20230630
11091587.0,20200630
1218095946.0,20240424
47898596.0,20220426
11231954.0,20220426
977899476.0,20200416
1010967897.0,20230630
111896935.0,20210426
20505141.0,20200416
