valchgland,extractdt,parid
0,2024-05-24T00:00:00.000,1000030010
0,2024-05-24T00:00:00.000,1000010201
0,2025-01-03T00:00:00.000,1000041048
0,2024-05-24T00:00:00.000,1000041012
0,2025-01-03T00:00:00.000,1000041017
0,2024-05-24T00:00:00.000,1000041018
0,2025-01-03T00:00:00.000,1000041013
0,2025-01-03T00:00:00.000,1000051005
0,2024-05-24T00:00:00.000,1000030001
0,2024-05-24T00:00:00.000,1000041020
0,2024-12-11T00:00:00.000,1000050010
-4786645,2024-05-24T00:00:00.000,1000030001
0,2024-05-24T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041008
0,2025-05-12T00:00:00.000,1000051007
0,2025-01-03T00:00:00.000,1000041044
0,2024-05-24T00:00:00.000,1000051005
-583830,2024-05-24T00:00:00.000,1000030010
0,2024-12-21T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041028
0,2025-01-03T00:00:00.000,1000041033
0,2025-01-03T00:00:00.000,1000041043
0,2025-01-03T00:00:00.000,1000041004
0,2024-05-24T00:00:00.000,1000041033
0,2024-05-24T00:00:00.000,1000041011
0,2025-01-03T00:00:00.000,1000041015
0,2024-05-24T00:00:00.000,1000041051
0,2025-01-03T00:00:00.000,1000041047
0,2024-05-24T00:00:00.000,1000041005
0,2024-12-21T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041007
0,2024-05-24T00:00:00.000,1000041050
0,2024-05-24T00:00:00.000,1000020002
0,2024-12-20T00:00:00.000,1000010010
865801,2024-09-20T00:00:00.000,1000010150
0,2025-01-03T00:00:00.000,1000041023
0,2024-05-24T00:00:00.000,1000041022
0,2024-05-24T00:00:00.000,1000051002
0,2024-05-24T00:00:00.000,1000020002
0,2024-05-24T00:00:00.000,1000041026
0,2025-01-03T00:00:00.000,1000051004
0,2025-01-03T00:00:00.000,1000041020
0,2024-12-30T00:00:00.000,1000030003
0,2024-05-24T00:00:00.000,1000030002
0,2025-01-02T00:00:00.000,1000010010
0,2024-11-13T00:00:00.000,1000020002
0,2025-01-03T00:00:00.000,1000041039
0,2024-05-24T00:00:00.000,1000041029
0,2024-12-30T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041025
0,2024-05-24T00:00:00.000,1000051007
0,2024-11-14T00:00:00.000,1000020002
0,2024-12-30T00:00:00.000,1000030004
0,2025-01-03T00:00:00.000,1000041046
0,2025-01-02T00:00:00.000,1000010010
0,2025-05-12T00:00:00.000,1000051002
0,2025-01-03T00:00:00.000,1000041049
0,2024-05-24T00:00:00.000,1000020023
0,2024-05-24T00:00:00.000,1000010010
0,2024-12-30T00:00:00.000,1000010111
0,2024-05-24T00:00:00.000,1000041009
0,2024-05-24T00:00:00.000,1000020003
0,2024-12-30T00:00:00.000,1000010111
0,2024-05-24T00:00:00.000,1000051006
0,2024-05-24T00:00:00.000,1000051001
0,2025-01-03T00:00:00.000,1000041016
0,2024-05-24T00:00:00.000,1000020001
0,2024-12-30T00:00:00.000,1000010112
0,2024-12-30T00:00:00.000,1000010201
0,2025-01-03T00:00:00.000,1000041002
0,2025-01-03T00:00:00.000,1000051006
0,2024-05-24T00:00:00.000,1000050010
0,2024-07-01T00:00:00.000,1000010010
0,2025-01-03T00:00:00.000,1000041022
0,2025-01-03T00:00:00.000,1000041024
0,2024-05-24T00:00:00.000,1000041010
0,2024-09-20T00:00:00.000,1000010010
0,2025-01-03T00:00:00.000,1000041031
0,2025-01-03T00:00:00.000,1000041025
0,2025-01-02T00:00:00.000,1000010010
0,2025-01-03T00:00:00.000,1000051003
0,2025-01-03T00:00:00.000,1000041032
0,2024-05-24T00:00:00.000,1000051004
0,2024-05-24T00:00:00.000,1000020001
0,2024-05-24T00:00:00.000,1000041041
0,2025-01-03T00:00:00.000,1000051004
0,2024-12-20T00:00:00.000,1000010010
0,2025-01-03T00:00:00.000,1000041006
0,2024-05-24T00:00:00.000,1000041003
0,2024-12-30T00:00:00.000,1000030002
0,2024-12-30T00:00:00.000,1000010201
0,2024-12-30T00:00:00.000,1000010111
0,2024-12-30T00:00:00.000,1000020001
0,2024-05-24T00:00:00.000,1000041039
0,2024-05-24T00:00:00.000,1000041015
0,2025-01-03T00:00:00.000,1000041052
0,2024-12-12T00:00:00.000,1000010111
0,2025-01-03T00:00:00.000,1000041012
0,2024-05-24T00:00:00.000,1000030003
0,2025-01-03T00:00:00.000,1000041018
0,2025-01-03T00:00:00.000,1000041027
0,2024-05-24T00:00:00.000,1000041023
0,2025-01-03T00:00:00.000,1000051002
0,2024-12-30T00:00:00.000,1000020023
0,2025-01-03T00:00:00.000,1000041050
0,2024-05-24T00:00:00.000,1000020003
0,2024-05-24T00:00:00.000,1000041030
0,2025-01-02T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041001
0,2024-09-20T00:00:00.000,1000010150
0,2024-05-24T00:00:00.000,1000041004
0,2024-05-24T00:00:00.000,1000051005
0,2024-07-01T00:00:00.000,1000030001
0,2024-12-30T00:00:00.000,1000020001
0,2024-05-24T00:00:00.000,1000041032
0,2025-01-03T00:00:00.000,1000041035
0,2025-01-03T00:00:00.000,1000041014
0,2025-01-03T00:00:00.000,1000041021
0,2025-01-02T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041040
0,2024-05-24T00:00:00.000,1000010101
0,2025-01-03T00:00:00.000,1000041036
0,2024-05-24T00:00:00.000,1000010101
0,2024-12-12T00:00:00.000,1000010111
0,2024-05-24T00:00:00.000,1000010201
0,2024-11-14T00:00:00.000,1000020002
0,2024-05-24T00:00:00.000,1000041013
0,2025-01-03T00:00:00.000,1000041003
0,2024-05-24T00:00:00.000,1000041038
0,2024-05-24T00:00:00.000,1000041002
0,2025-01-03T00:00:00.000,1000041001
639,2024-05-24T00:00:00.000,1000010111
0,2025-01-03T00:00:00.000,1000041028
0,2025-01-03T00:00:00.000,1000041009
3,2024-05-24T00:00:00.000,1000030004
0,2024-12-30T00:00:00.000,1000030002
0,2024-05-24T00:00:00.000,1000041042
0,2024-05-24T00:00:00.000,1000041031
0,2024-05-24T00:00:00.000,1000041047
0,2025-01-03T00:00:00.000,1000041040
0,2025-01-03T00:00:00.000,1000041042
0,2024-05-24T00:00:00.000,1000041035
0,2024-05-24T00:00:00.000,1000041052
0,2024-05-24T00:00:00.000,1000041014
0,2025-01-03T00:00:00.000,1000041037
0,2024-05-24T00:00:00.000,1000041037
0,2024-05-24T00:00:00.000,1000041045
0,2025-01-03T00:00:00.000,1000041029
0,2025-01-03T00:00:00.000,1000041007
0,2025-01-03T00:00:00.000,1000041019
0,2024-12-30T00:00:00.000,1000020003
0,2025-01-03T00:00:00.000,1000051006
0,2024-05-24T00:00:00.000,1000041021
0,2025-01-03T00:00:00.000,1000041051
0,2025-01-03T00:00:00.000,1000041041
0,2024-12-30T00:00:00.000,1000010101
0,2025-01-03T00:00:00.000,1000041008
0,2024-12-30T00:00:00.000,1000030001
0,2024-05-24T00:00:00.000,1000041043
0,2024-05-24T00:00:00.000,1000051003
0,2025-01-03T00:00:00.000,1000041011
0,2024-12-30T00:00:00.000,1000030001
0,2025-05-12T00:00:00.000,1000051002
0,2024-12-30T00:00:00.000,1000030003
0,2024-12-30T00:00:00.000,1000010101
0,2024-05-24T00:00:00.000,1000041046
0,2024-05-24T00:00:00.000,1000051004
-85410,2024-05-24T00:00:00.000,1000030003
0,2024-05-24T00:00:00.000,1000041048
0,2024-05-24T00:00:00.000,1000041016
0,2025-01-03T00:00:00.000,1000051001
0,2024-11-26T00:00:00.000,1000030010
0,2025-01-03T00:00:00.000,1000041034
0,2025-01-03T00:00:00.000,1000041045
0,2024-05-24T00:00:00.000,1000041027
0,2025-01-03T00:00:00.000,1000041038
0,2025-01-03T00:00:00.000,1000041026
0,2024-05-24T00:00:00.000,1000041017
0,2025-01-03T00:00:00.000,1000051005
0,2025-01-03T00:00:00.000,1000051007
0,2025-01-03T00:00:00.000,1000041010
0,2024-12-30T00:00:00.000,1000020023
0,2024-05-24T00:00:00.000,1000020023
-90180,2024-05-24T00:00:00.000,1000030002
0,2024-05-24T00:00:00.000,1000041006
0,2024-05-24T00:00:00.000,1000041044
0,2024-05-24T00:00:00.000,1000041049
-865801,2024-09-20T00:00:00.000,1000010010
0,2024-05-24T00:00:00.000,1000041036
0,2024-12-30T00:00:00.000,1000020003
0,2024-12-21T00:00:00.000,1000010010
0,2025-01-03T00:00:00.000,1000041005
-16004,2024-05-24T00:00:00.000,1000010112
0,2024-11-26T00:00:00.000,1000030010
0,2024-12-11T00:00:00.000,1000050010
0,2024-05-24T00:00:00.000,1000041019
0,2024-05-24T00:00:00.000,1000041024
0,2024-05-24T00:00:00.000,1000051006
0,2025-01-03T00:00:00.000,1000041030
0,2024-05-24T00:00:00.000,1000041034
