year,aids_diagnoses_num_per_100k
2021,48.2
2021,9.5
2021,45.6
2021,0.0
2021,0.0
2021,31.0
2021,0.0
2021,1.1
2021,0.0
2021,0.0
2021,0.0
2021,0.0
2021,5.7
2021,7.5
2021,51.0
2021,6.2
2021,6.1
2021,0.0
2021,13.9
2021,3.7
2021,0.0
2021,22.9
2021,55.9
2021,1.1
2021,34.9
2021,9.4
2021,8.0
2021,35.9
2021,93.6
2021,0.0
2021,0.0
2021,0.0
2021,7.4
2021,7.1
2021,11.5
2021,0.0
2021,54.7
2021,183.3
2021,0.0
2021,32.3
2021,0.0
2021,20.8
2021,0.0
2021,0.0
2021,23.3
2021,0.0
2021,13.5
2021,52.0
2021,
2021,27.3
2021,93.5
2021,120.9
2021,25.2
2021,6.3
2021,0.0
2021,9.2
2021,15.3
2021,0.0
2021,49.9
2021,24.7
2021,48.0
2021,40.9
2021,12.9
2021,25.9
2021,18.2
2021,43.7
2021,0.0
2021,14.6
2021,0.0
2021,0.7
2021,69.8
2021,7.0
2021,0.0
2021,61.7
2021,38.5
2021,0.0
2021,173.7
2021,19.4
2021,24.5
2021,0.0
2021,14.5
2021,7.6
2021,7.4
2021,20.8
2021,22.4
2021,20.3
2021,26.3
2021,0.0
2021,11.9
2021,2.8
2021,19.4
2021,31.5
2021,54.8
2021,0.0
2021,5.3
2021,4.4
2021,5.0
2021,4.3
2021,48.0
2021,20.5
2021,17.0
2021,16.4
2021,111.8
2021,14.0
2021,128.2
2021,12.6
2021,18.7
2021,24.2
2021,13.6
2021,14.1
2021,45.3
2021,32.9
2021,24.1
2021,2.2
2021,18.5
2021,0.0
2021,12.5
2021,8.9
2021,4.0
2021,10.8
2021,82.3
2021,94.2
2021,42.9
2021,9.1
2021,0.0
2021,47.9
2021,0.0
2021,10.5
2021,0.0
2021,24.2
2021,37.1
2021,17.1
2021,36.7
2021,19.7
2021,3.4
2021,222.1
2021,4.9
2021,8.5
2021,0.0
2021,20.4
2021,39.9
2021,0.0
2021,4.9
2021,23.4
2021,56.2
2021,6.9
2021,24.3
2021,53.9
2021,0.0
2021,40.2
2021,22.0
2021,44.3
2021,31.1
2021,0.7
2021,10.3
2021,14.7
2021,2.1
2021,0.0
2021,14.7
2021,2.4
2021,0.0
2021,1.2
2021,10.0
2021,2.5
2021,0.0
2021,51.6
2021,26.6
2021,20.8
2021,66.2
2021,48.5
2021,0.0
2021,18.2
2021,31.1
2021,41.0
2021,8.9
2021,0.0
2021,31.9
2021,0.0
2021,13.5
2021,76.9
2021,14.6
2021,11.4
2021,31.4
2021,173.8
2021,5.3
2021,61.2
2021,69.5
2021,22.3
2021,54.5
2021,0.0
2021,0.0
2021,0.0
2021,5.0
2021,32.3
2021,135.2
2021,8.2
2021,29.5
2021,11.2
2021,9.3
2021,21.9
