hiv_diagnoses_num_per_100k
48.2
10.8
76.0
0.0
0.0
52.2
4.5
4.3
0.0
0.0
0.0
0.0
5.7
7.5
55.0
7.1
6.3
0.0
24.3
16.4
51.0
34.0
0.0
1.7
87.2
33.1
16.1
52.4
93.6
0.0
0.0
0.0
0.0
15.7
14.6
0.0
102.6
0.0
0.0
44.3
0.0
25.0
0.0
3.3
38.3
0.0
9.3
20.8
""
27.3
75.7
60.5
31.6
7.9
0.0
4.6
24.0
12.7
25.0
24.7
61.4
60.8
17.2
37.5
24.8
44.3
0.0
32.3
25.6
2.0
61.1
2.8
11.7
64.2
52.1
0.0
86.8
19.4
0.0
0.0
13.1
9.1
4.9
27.3
39.3
22.2
36.8
""
11.9
28.0
38.7
32.4
0.0
0.0
8.0
8.8
10.0
10.7
74.7
61.4
33.3
19.7
111.8
22.6
0.0
13.5
10.2
45.8
13.8
12.3
45.3
54.8
12.1
3.9
29.6
80.6
6.2
14.6
8.2
21.6
0.0
80.7
18.4
18.1
39.5
28.0
0.0
16.4
0.0
24.2
68.7
30.2
35.0
29.6
0.0
111.1
8.0
28.4
0.0
40.8
43.9
0.0
12.3
40.1
41.2
7.6
37.3
98.4
6.8
75.8
31.2
44.6
48.1
1.2
12.0
19.9
8.8
0.0
29.4
9.8
34.0
1.5
11.9
5.8
16.3
0.0
0.0
57.3
67.5
58.2
0.0
29.2
53.6
57.6
15.2
0.0
31.9
""
0.0
62.0
22.1
17.6
41.3
347.5
5.3
44.9
50.5
37.8
54.5
0.0
13.9
0.0
19.8
74.6
225.4
11.5
27.9
18.9
27.8
14.6
