street_num,block,taxclass,taxyear,bin,community_board
3,572,4,2021,1009433.0,102.0
52,40,4,2021,1001006.0,101.0
151,72,4,2021,1082759.0,101.0
29,107,4,2021,1082022.0,101.0
146,470,4,2021,1006944.0,102.0
50,202,4,2021,1002429.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
25,461,4,2021,1087921.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
139,415,4,2021,1088498.0,103.0
246,491,4,2021,1088431.0,102.0
125,145,4,2021,1001584.0,101.0
196,471,4,2021,1089632.0,102.0
246,491,4,2021,1088431.0,102.0
143,423,4,2021,1005634.0,103.0
95,282,4,2021,1088290.0,103.0
102,53,4,2021,1001054.0,101.0
237,304,4,2021,1003931.0,103.0
138,209,4,2021,1002687.0,102.0
67,467,4,2021,1006826.0,103.0
120,39,4,2021,1000000.0,101.0
246,491,4,2021,1088431.0,102.0
110,37,4,2021,1000872.0,101.0
320,106,4,2021,1087430.0,101.0
246,491,4,2021,1088431.0,102.0
46,164,4,2021,1079227.0,103.0
136,411,4,2021,1005368.0,103.0
33,92,4,2021,1089833.0,101.0
246,491,4,2021,1088431.0,102.0
108,418,4,2021,1087357.0,103.0
215,427,4,2021,1090397.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
100,409,4,2021,1005287.0,103.0
38,462,4,2021,1006649.0,103.0
99,53,4,2021,1088967.0,101.0
246,491,4,2021,1088431.0,102.0
150,348,4,2021,1004191.0,103.0
135,422,4,2021,1087359.0,103.0
80,55,4,2021,1001061.0,101.0
52,477,4,2021,1087915.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
32,8,4,2021,1078968.0,101.0
100,53,4,2021,1090417.0,101.0
170,64,4,2021,1001088.0,101.0
245,426,4,2021,1005712.0,103.0
400,481,4,2021,1007193.0,102.0
66,41,4,2021,1001007.0,101.0
147,451,4,2021,1079106.0,103.0
116,239,4,2021,1003125.0,102.0
246,491,4,2021,1088431.0,102.0
8,10,4,2021,1087618.0,101.0
104,239,4,2021,1003130.0,102.0
246,491,4,2021,1088431.0,102.0
66,41,4,2021,1001007.0,101.0
55,78,4,2021,1079064.0,101.0
223,426,4,2021,,103.0
123,90,4,2021,1079072.0,101.0
75,31,4,2021,1085950.0,101.0
55,80,4,2021,1075702.0,101.0
2,16,4,2021,1085789.0,101.0
246,491,4,2021,1088431.0,102.0
4,69,4,2021,1089243.0,101.0
396,195,4,2021,1002323.0,101.0
79,306,4,2021,1084616.0,103.0
1,457,4,2021,1086133.0,103.0
123,53,4,2021,1088442.0,101.0
9,29,4,2021,1000842.0,101.0
126,39,4,2021,1000881.0,101.0
246,491,4,2021,1088431.0,102.0
91,303,4,2021,1082490.0,103.0
431,473,4,2021,1007016.0,102.0
246,491,4,2021,1088431.0,102.0
251,209,4,2021,1002689.0,102.0
71,463,4,2021,1006657.0,103.0
246,491,4,2021,1088431.0,102.0
9,233,4,2021,1088790.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
76,172,4,2021,1001870.0,101.0
246,491,4,2021,1088431.0,102.0
119,415,4,2021,1089952.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
24,65,4,2021,1001105.0,101.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
335,458,4,2021,1006545.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
102,16,4,2021,1085867.0,101.0
26,89,4,2021,1001244.0,101.0
2,212,4,2021,1002738.0,101.0
246,491,4,2021,1088431.0,102.0
61,303,4,2021,1084615.0,103.0
246,491,4,2021,1088431.0,102.0
151,417,4,2021,1005539.0,103.0
163,416,4,2021,1088499.0,103.0
246,491,4,2021,1088431.0,102.0
154,274,4,2021,1089446.0,103.0
59,279,4,2021,1003370.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
33,92,4,2021,1089833.0,101.0
60,41,4,2021,1001008.0,101.0
130,146,4,2021,1086485.0,101.0
246,491,4,2021,1088431.0,102.0
180,65,4,2021,1001102.0,101.0
33,92,4,2021,1089833.0,101.0
246,491,4,2021,1088431.0,102.0
100,409,4,2021,1005287.0,103.0
91,282,4,2021,1003541.0,103.0
246,491,4,2021,1088431.0,102.0
2,191,4,2021,1088221.0,101.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
190,417,4,2021,1087667.0,103.0
306,227,4,2021,1087764.0,102.0
60,488,4,2021,1087362.0,102.0
129,37,4,2021,1000873.0,101.0
189,425,4,2021,1090576.0,103.0
246,491,4,2021,1088431.0,102.0
60,294,4,2021,1090784.0,103.0
133,52,4,2021,1089248.0,101.0
246,491,4,2021,1088431.0,102.0
140,203,4,2021,1002606.0,102.0
88,196,4,2021,1000000.0,101.0
246,491,4,2021,1088431.0,102.0
49,92,4,2021,1089326.0,101.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
5,293,4,2021,1089346.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
29,464,4,2021,1006737.0,103.0
246,491,4,2021,1088431.0,102.0
246,491,4,2021,1088431.0,102.0
17,79,4,2021,1001216.0,101.0
180,412,4,2021,1087953.0,103.0
215,69,4,2021,1000000.0,101.0
246,491,4,2021,1088431.0,102.0
180,412,4,2021,1090121.0,103.0
51,64,4,2021,1079032.0,101.0
246,491,4,2021,1088431.0,102.0
85,136,4,2021,1088224.0,101.0
246,491,4,2021,1088431.0,102.0
35,461,4,2021,1090311.0,103.0
101,304,4,2021,1003921.0,103.0
11,11,4,2021,1000041.0,101.0
5,90,4,2021,1079072.0,101.0
15,68,4,2021,1085948.0,101.0
11,425,4,2021,1005687.0,103.0
246,491,4,2021,1088431.0,102.0
107,410,4,2021,1075676.0,103.0
106,78,4,2021,1001195.0,101.0
246,491,4,2021,1088431.0,102.0
6,8,4,2021,1090472.0,101.0
101,410,4,2021,1005320.0,103.0
159,234,4,2021,1003055.0,102.0
30,479,4,2021,1088694.0,102.0
246,491,4,2021,1088431.0,102.0
50,19,4,2021,1000801.0,101.0
125,303,4,2021,1003917.0,103.0
