source_id,status,sub_code
20225000247.0,Unchanged,225000
20225004127.0,Unchanged,225000
20225001298.0,Unchanged,225000
20225004165.0,Unchanged,225000
20225000008.0,Unchanged,225000
20225003414.0,Unchanged,225000
20225000102.0,Updated,225000
20225004106.0,Unchanged,225000
20225003927.0,Unchanged,225000
20225000263.0,Unchanged,225000
20225004388.0,Unchanged,225000
20225002732.0,Unchanged,225000
20225000474.0,Updated,225000
20225004494.0,Unchanged,225000
20225003631.0,Unchanged,225000
20225000832.0,Unchanged,225000
20225002086.0,Unchanged,225000
20225001717.0,Unchanged,225000
20225001647.0,Unchanged,225000
20225002488.0,Unchanged,225000
20225002633.0,Unchanged,225000
20225000511.0,Unchanged,225000
20225000543.0,Unchanged,225000
20225001241.0,Unchanged,225000
20225003271.0,Unchanged,225000
20225001852.0,Unchanged,225000
5225002222.0,Updated,225000
20225001048.0,Updated,225000
19225018249.0,Unchanged,225000
20225000751.0,Unchanged,225000
20225001445.0,Unchanged,225000
20225003920.0,Updated,225000
20225000586.0,Updated,225000
19225019753.0,Unchanged,225000
20225002270.0,Unchanged,225000
20225000387.0,Unchanged,225000
20225000136.0,Unchanged,225000
20225003592.0,Updated,225000
20225000547.0,Unchanged,225000
20225001440.0,Unchanged,225000
20225000603.0,Unchanged,225000
20225004419.0,Unchanged,225000
20225002986.0,Unchanged,225000
20225004355.0,Unchanged,225000
20225001973.0,Unchanged,225000
20225000223.0,Unchanged,225000
20225004201.0,Unchanged,225000
20225004009.0,Unchanged,225000
20225000787.0,Unchanged,225000
20225004662.0,Unchanged,225000
20225004582.0,Unchanged,225000
20225002299.0,Unchanged,225000
20225004323.0,Unchanged,225000
20225002228.0,Unchanged,225000
20225004486.0,Unchanged,225000
20225000040.0,Unchanged,225000
20225000096.0,Unchanged,225000
20225002128.0,Unchanged,225000
20225001759.0,Unchanged,225000
20225002188.0,Unchanged,225000
20225001482.0,Unchanged,225000
20225001347.0,Unchanged,225000
20225001840.0,Unchanged,225000
20225004396.0,Unchanged,225000
20225001337.0,Unchanged,225000
20225001633.0,Unchanged,225000
20225002734.0,Unchanged,225000
20225001634.0,Unchanged,225000
20225000860.0,Unchanged,225000
20225002612.0,Unchanged,225000
20225004498.0,Unchanged,225000
20225000425.0,Unchanged,225000
20225003712.0,Updated,225000
20225002667.0,Unchanged,225000
20225001837.0,Unchanged,225000
20225001363.0,Unchanged,225000
20225004273.0,Unchanged,225000
20225001966.0,Unchanged,225000
20225000036.0,Unchanged,225000
20225004673.0,Unchanged,225000
20225000267.0,Unchanged,225000
20225003679.0,Unchanged,225000
20225001627.0,Unchanged,225000
20225002310.0,Updated,225000
20225000104.0,Unchanged,225000
20225000523.0,Unchanged,225000
20225001902.0,Unchanged,225000
20225001904.0,Unchanged,225000
20225002756.0,Unchanged,225000
20225000545.0,Unchanged,225000
20225000386.0,Unchanged,225000
20225001286.0,Unchanged,225000
20225004573.0,Unchanged,225000
20225001329.0,Unchanged,225000
20225000544.0,Unchanged,225000
20225004655.0,Unchanged,225000
20225000748.0,Unchanged,225000
20225002840.0,Unchanged,225000
20225001306.0,Unchanged,225000
20225002978.0,Unchanged,225000
20225000189.0,Unchanged,225000
20225000004.0,Unchanged,225000
20225003962.0,Unchanged,225000
20225003966.0,Unchanged,225000
20225003296.0,Unchanged,225000
20225003343.0,Unchanged,225000
20225001774.0,Unchanged,225000
20225002352.0,Unchanged,225000
20225001130.0,Unchanged,225000
20225004451.0,Unchanged,225000
20225004286.0,Unchanged,225000
20225001568.0,Unchanged,225000
20225003700.0,Unchanged,225000
20225002444.0,Unchanged,225000
20225004245.0,Unchanged,225000
20225000033.0,Unchanged,225000
20225004390.0,Unchanged,225000
20225000957.0,Unchanged,225000
20225003470.0,Unchanged,225000
20225001464.0,Unchanged,225000
20225000432.0,Unchanged,225000
20225003665.0,Unchanged,225000
20225004319.0,Unchanged,225000
20225000893.0,Unchanged,225000
20225000382.0,Unchanged,225000
20225000253.0,Unchanged,225000
20225001792.0,Unchanged,225000
20225004467.0,Unchanged,225000
20225003513.0,Unchanged,225000
20225004545.0,Unchanged,225000
20225002061.0,Unchanged,225000
20225001453.0,Unchanged,225000
20225002787.0,Unchanged,225000
20225003906.0,Unchanged,225000
20225001279.0,Unchanged,225000
20225002206.0,Unchanged,225000
20225000875.0,Unchanged,225000
20225000385.0,Unchanged,225000
20225003383.0,Unchanged,225000
20225001697.0,Unchanged,225000
20225001703.0,Unchanged,225000
20225002547.0,Unchanged,225000
20225002300.0,Unchanged,225000
20225003357.0,Unchanged,225000
20225001161.0,Unchanged,225000
