latitude,longitude,bin,bbl,city
40.771414,-73.983201,1028831.0,1011340005.0,New York
40.707116,-74.007329,1001015.0,1000420031.0,New York
40.719029,-73.975891,1004062.0,1003250025.0,New York
40.789687,-73.944267,1080671.0,1016540011.0,New York
40.732447,-73.983031,1020419.0,1009220008.0,New York
40.793194,-73.942548,1052436.0,1016590012.0,New York
40.76337,-73.990593,1026646.0,1010590015.0,New York
40.802917,-73.965613,1056676.0,1018800013.0,New York
,,,,New York
40.740601,-73.983389,1086514.0,1008800024.0,New York
40.838954,-73.936838,1081842.0,1021120001.0,New York
40.80145,-73.948342,1087782.0,1015997502.0,New York
40.704294,-74.013237,1000042.0,1000120001.0,New York
40.85899,-73.922894,1084201.0,1021500030.0,New York
40.718664,-74.004452,1001931.0,1001750019.0,New York
40.866706,-73.923948,1064900.0,1022340007.0,New York
,,,,New York
40.772031,-73.98275,1081022.0,1011340001.0,New York
40.808291,-73.945122,1085673.0,1019107501.0,New York
40.815052,-73.935936,1054344.0,1017630001.0,New York
40.850603,-73.929417,1063719.0,1021560016.0,New York
40.764149,-73.955251,1084781.0,1014800001.0,New York
40.74193,-73.986521,1016745.0,1008550016.0,New York
40.802917,-73.965613,1056676.0,1018800013.0,New York
40.758742,-73.993394,1026333.0,1010510041.0,New York
40.793842,-73.972393,1033687.0,1012420055.0,New York
40.719206,-73.985447,1083425.0,1003490033.0,New York
40.71759,-74.013748,1084587.0,1000160215.0,New York
40.781312,-73.972254,1083846.0,1011300001.0,New York
40.793072,-73.951992,1051499.0,1016100001.0,New York
40.706631,-74.003495,1085798.0,1000740001.0,New York
40.746176,-73.981241,1087537.0,1008897501.0,New York
40.739265,-73.986215,1018010.0,1008780001.0,New York
40.792122,-73.951961,1051497.0,1016090007.0,New York
40.730806,-73.987364,1006849.0,1004677501.0,New York
40.753769,-73.98937,1014480.0,1007880037.0,New York
40.729719,-74.010622,1012249.0,1006560001.0,New York
40.768973,-73.965367,1081419.0,1014030001.0,New York
40.812588,-73.961848,1076684.0,1019930001.0,New York
40.775078,-73.953096,1049876.0,1015450005.0,New York
,,,,New York
40.726785,-73.990807,1082642.0,1004600056.0,New York
40.759974,-73.986428,1024753.0,1010190005.0,New York
40.785287,-73.97343,1032119.0,1012140029.0,New York
40.76337,-73.990593,1026646.0,1010590015.0,New York
40.73861,-73.997654,1014547.0,1007910016.0,New York
40.718252,-73.990181,1079706.0,1004140059.0,New York
40.761448,-73.988019,1025092.0,1010380014.0,New York
40.765386,-73.960171,1044750.0,1014410040.0,New York
40.766041,-73.993054,1082282.0,1010800103.0,New York
40.746958,-73.985059,1017003.0,1008610072.0,New York
40.814358,-73.940659,1053899.0,1017330001.0,New York
40.768837,-73.985812,1026890.0,1010670037.0,New York
40.808291,-73.945122,1085673.0,1019107501.0,New York
40.749196,-74.001815,1012827.0,1007240010.0,New York
40.819196,-73.950221,1084081.0,1019570200.0,New York
,,,,New York
40.780904,-73.945112,1082367.0,1015730001.0,New York
40.810928,-73.948938,1058671.0,1019320010.0,New York
40.703597,-74.009781,1083346.0,1000327501.0,New York
40.729636,-73.983818,1006478.0,1004530034.0,New York
40.748822,-73.984268,1017097.0,1008647502.0,New York
40.761574,-73.983962,1024812.0,1010220043.0,New York
40.839305,-73.936159,1076741.0,1021120058.0,New York
40.703597,-74.009781,1083346.0,1000327501.0,New York
40.774178,-73.961148,1082185.0,1014110001.0,New York
