rng_production_mmbtu,flared_biogas_mscf
21017,1959.0
15805,11938.0
24581,6092.0
9693,6808.0
14230,5679.0
719,19143.0
26309,11719.0
12272,13970.0
29575,
28983,3828.0
0,17794.0
24396,8906.0
28595,4537.0
24848,2605.0
10822,9391.0
24363,1134.0
23936,1680.0
22870,10163.0
12914,12683.0
17707,7549.0
20944,12141.0
28608,2829.0
0,16477.0
12931,14805.0
17972,4013.0
25238,2797.0
5491,20449.0
