occur_tm,veh_seized_flg,veh_searched_flg,occur_dt
19:25:00,False,False,2025-09-30T00:00:00.000
21:35:00,False,False,2025-09-30T00:00:00.000
10:43:00,False,False,2025-09-30T00:00:00.000
00:15:00,False,True,2025-09-30T00:00:00.000
17:50:00,False,False,2025-09-30T00:00:00.000
19:13:00,False,False,2025-09-30T00:00:00.000
12:01:00,False,False,2025-09-30T00:00:00.000
11:05:00,False,False,2025-09-30T00:00:00.000
19:22:00,False,False,2025-09-30T00:00:00.000
10:03:16,False,False,2025-09-30T00:00:00.000
18:37:00,False,False,2025-09-30T00:00:00.000
14:04:44,False,False,2025-09-30T00:00:00.000
17:35:00,False,False,2025-09-30T00:00:00.000
15:53:00,False,False,2025-09-30T00:00:00.000
19:15:00,False,False,2025-09-30T00:00:00.000
02:51:00,False,False,2025-09-30T00:00:00.000
23:25:00,False,False,2025-09-30T00:00:00.000
16:46:00,False,False,2025-09-30T00:00:00.000
16:21:00,False,False,2025-09-30T00:00:00.000
00:31:00,False,False,2025-09-30T00:00:00.000
06:00:00,False,False,2025-09-30T00:00:00.000
19:10:00,False,False,2025-09-30T00:00:00.000
18:36:00,False,False,2025-09-30T00:00:00.000
00:10:00,False,True,2025-09-30T00:00:00.000
23:35:02,False,False,2025-09-30T00:00:00.000
21:17:08,False,False,2025-09-30T00:00:00.000
07:31:00,False,False,2025-09-30T00:00:00.000
16:52:00,False,False,2025-09-30T00:00:00.000
01:45:00,False,False,2025-09-30T00:00:00.000
15:13:00,False,False,2025-09-30T00:00:00.000
17:42:25,False,False,2025-09-30T00:00:00.000
03:00:00,False,False,2025-09-30T00:00:00.000
13:51:00,False,False,2025-09-30T00:00:00.000
01:07:00,False,False,2025-09-30T00:00:00.000
10:30:00,False,False,2025-09-30T00:00:00.000
08:55:00,False,False,2025-09-30T00:00:00.000
20:15:00,False,False,2025-09-30T00:00:00.000
19:03:00,False,False,2025-09-30T00:00:00.000
21:59:00,False,False,2025-09-30T00:00:00.000
18:08:22,False,False,2025-09-30T00:00:00.000
22:15:00,False,False,2025-09-30T00:00:00.000
14:13:00,False,False,2025-09-30T00:00:00.000
01:00:00,False,False,2025-09-30T00:00:00.000
15:24:00,False,False,2025-09-30T00:00:00.000
23:11:00,False,False,2025-09-30T00:00:00.000
21:45:00,False,False,2025-09-30T00:00:00.000
02:38:00,False,False,2025-09-30T00:00:00.000
08:51:00,False,False,2025-09-30T00:00:00.000
17:54:00,False,False,2025-09-30T00:00:00.000
11:00:00,False,False,2025-09-30T00:00:00.000
02:56:00,False,False,2025-09-30T00:00:00.000
23:11:00,False,False,2025-09-30T00:00:00.000
18:09:00,False,False,2025-09-30T00:00:00.000
13:00:00,False,False,2025-09-30T00:00:00.000
14:15:00,False,False,2025-09-30T00:00:00.000
08:34:10,False,False,2025-09-30T00:00:00.000
09:15:00,False,False,2025-09-30T00:00:00.000
07:01:00,False,False,2025-09-30T00:00:00.000
20:35:00,False,False,2025-09-30T00:00:00.000
22:07:00,False,False,2025-09-30T00:00:00.000
08:49:27,False,False,2025-09-30T00:00:00.000
14:18:00,False,False,2025-09-30T00:00:00.000
17:26:00,False,False,2025-09-30T00:00:00.000
09:18:00,False,False,2025-09-30T00:00:00.000
14:18:00,False,False,2025-09-30T00:00:00.000
11:07:00,False,False,2025-09-30T00:00:00.000
