link_length_ft
711.89
1016.97
2092.07
711.89
2101.21
1013.97
504.02
508.77
1014.02
1024.34
2109.11
2109.11
1014.02
2101.21
508.77
2105.67
1014.02
2109.11
703.44
2092.07
1021.15
504.02
502.77
2101.21
703.44
502.77
501.04
2092.07
1836.18
504.02
1014.02
1024.34
508.77
501.04
1021.15
504.02
508.77
1836.18
2101.21
2101.21
2109.11
711.89
509.42
2092.07
509.42
1024.34
2101.21
1841.72
1014.02
502.77
1013.97
1847.0
1836.18
1014.02
1847.0
1014.02
501.04
1532.57
509.42
1847.0
1841.72
1013.97
514.26
2101.21
514.26
2105.67
504.02
1024.34
1532.57
2092.07
1014.02
1847.0
1014.02
502.84
1013.97
1841.72
1021.15
1014.02
1836.18
1836.18
508.77
711.89
1016.97
2105.67
2109.11
2109.11
1841.72
502.84
1021.15
502.77
511.81
1024.34
509.42
711.89
2101.21
1836.18
1024.34
1532.57
504.02
514.26
1024.34
1021.15
502.77
504.02
1021.15
703.44
1836.18
703.44
1024.34
511.81
2109.11
504.02
1847.0
703.44
1013.97
504.02
1024.34
2105.67
1016.97
509.42
502.77
502.77
2105.67
1532.57
501.04
1014.02
509.42
511.81
1024.34
1532.57
1013.97
1532.57
2105.67
1016.97
1021.15
1024.34
502.77
511.81
1021.15
2105.67
2092.07
1014.02
502.84
2109.11
501.04
2101.21
1013.97
504.02
1016.97
501.04
1014.02
2101.21
2105.67
1847.0
502.84
1021.15
1847.0
502.77
509.42
1021.15
2101.21
2109.11
2109.11
2092.07
1532.57
2101.21
1836.18
1014.02
711.89
502.84
1013.97
2105.67
2092.07
2101.21
703.44
514.26
511.81
1532.57
1016.97
1013.97
711.89
2109.11
502.77
2109.11
2101.21
2101.21
509.42
514.26
2092.07
1014.02
501.04
1847.0
514.26
1021.15
502.77
711.89
514.26
514.26
1021.15
1016.97
