sid
4042
13003
12013
4042
8011
2012
4001
3006
11001
1011
3002
3002
11001
8011
3006
5006
11001
3002
6055
12013
3013
4001
6003
8011
6055
6003
5002
12013
2001
4001
11001
1011
3006
5002
3013
4001
3006
2001
8011
8011
3002
4042
11014
12013
11014
1011
8011
11012
11001
6003
2012
4005
2001
11001
4005
11001
5002
8020
11014
4005
11012
2012
1004
8011
1004
5006
4001
1011
8020
12013
11001
4005
11001
8118
2012
11012
3013
11001
2001
2001
3006
4042
13003
5006
3002
3002
11012
8118
3013
6003
12015
1011
11014
4042
8011
2001
1011
8020
4001
1004
1011
3013
6003
4001
3013
6055
2001
6055
1011
12015
3002
4001
4005
6055
2012
4001
1011
5006
13003
11014
6003
6003
5006
8020
5002
11001
11014
12015
1011
8020
2012
8020
5006
13003
3013
1011
6003
12015
3013
5006
12013
11001
8118
3002
5002
8011
2012
4001
13003
5002
11001
8011
5006
4005
8118
3013
4005
6003
11014
3013
8011
3002
3002
12013
8020
8011
2001
11001
4042
8118
2012
5006
12013
8011
6055
1004
12015
8020
13003
2012
4042
3002
6003
3002
8011
8011
11014
1004
12013
11001
5002
4005
1004
3013
6003
4042
1004
1004
3013
13003
