arid,abpermitnumber,issuingauthority,abp_expirationdate,governmentvehicle,activepermit,issuereason,parkingplacardtype
1317,801317.0,,2009-02-01T00:00:00.000,,True,1.0,
5,800192.0,DOT,2009-02-01T00:00:00.000,CITY,False,1.0,ABPP
1490,801490.0,,2009-02-01T00:00:00.000,,True,1.0,
1324,801324.0,,2009-02-01T00:00:00.000,,True,1.0,
1524,801524.0,,2009-02-01T00:00:00.000,,True,1.0,
1476,801476.0,,2009-02-01T00:00:00.000,,True,1.0,
1470,801470.0,,2009-02-01T00:00:00.000,,True,1.0,
10,800197.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1353,801353.0,,2009-02-01T00:00:00.000,,True,1.0,
1340,801340.0,,2009-02-01T00:00:00.000,,True,1.0,
1335,801335.0,,2009-02-01T00:00:00.000,,True,1.0,
1282,801282.0,,2009-02-01T00:00:00.000,,True,1.0,
1410,801410.0,,2009-02-01T00:00:00.000,,True,1.0,
1515,801515.0,,2009-02-01T00:00:00.000,,True,1.0,
1522,801522.0,,2009-02-01T00:00:00.000,,True,1.0,
2,800189.0,DOT,2009-02-01T00:00:00.000,City,False,1.0,Official Business
1503,801503.0,,2009-02-01T00:00:00.000,,True,1.0,
1288,801288.0,,2009-02-01T00:00:00.000,,True,1.0,
1414,801414.0,,2009-02-01T00:00:00.000,,True,1.0,
1416,801416.0,,2009-02-01T00:00:00.000,,True,1.0,
1362,801362.0,,2009-02-01T00:00:00.000,,True,1.0,
1300,801300.0,,2009-02-01T00:00:00.000,,True,1.0,
1526,801526.0,,2009-02-01T00:00:00.000,,True,1.0,
1471,801471.0,,2009-02-01T00:00:00.000,,True,1.0,
1511,801511.0,,2009-02-01T00:00:00.000,,True,1.0,
1415,801415.0,,2009-02-01T00:00:00.000,,True,1.0,
1290,801290.0,,2009-02-01T00:00:00.000,,True,1.0,
1479,801479.0,,2009-02-01T00:00:00.000,,True,1.0,
1496,801496.0,,2009-02-01T00:00:00.000,,True,1.0,
1,800188.0,DOT,2009-02-01T00:00:00.000,VARIOUS,True,1.0,NOW - CAPP
1331,801331.0,,2009-02-01T00:00:00.000,,True,1.0,
1278,801278.0,,2009-02-01T00:00:00.000,,True,1.0,
1478,801478.0,,2009-02-01T00:00:00.000,,True,1.0,
1328,801328.0,,2009-02-01T00:00:00.000,,True,1.0,
1477,801477.0,,2009-02-01T00:00:00.000,,True,1.0,
1305,801305.0,,2009-02-01T00:00:00.000,,True,1.0,
1354,801354.0,,2009-02-01T00:00:00.000,,True,1.0,
1318,801318.0,,2009-02-01T00:00:00.000,,True,1.0,
1279,801279.0,,2009-02-01T00:00:00.000,,True,1.0,
1513,801513.0,,2009-02-01T00:00:00.000,,True,1.0,
1323,801323.0,,2009-02-01T00:00:00.000,,True,1.0,
1481,801481.0,,2009-02-01T00:00:00.000,,True,1.0,
1299,801299.0,,2009-02-01T00:00:00.000,,True,1.0,
1286,801286.0,,2009-02-01T00:00:00.000,,True,1.0,
1322,801322.0,,2009-02-01T00:00:00.000,,True,1.0,
1508,801508.0,,2009-02-01T00:00:00.000,,True,1.0,
1341,801341.0,,2009-02-01T00:00:00.000,,True,1.0,
1319,801319.0,,2009-02-01T00:00:00.000,,True,1.0,
1329,801329.0,,2009-02-01T00:00:00.000,,True,1.0,
1284,801284.0,,2009-02-01T00:00:00.000,,True,1.0,
1500,801500.0,,2009-02-01T00:00:00.000,,True,1.0,
1327,801327.0,,2009-02-01T00:00:00.000,,True,1.0,
1348,801348.0,,2009-02-01T00:00:00.000,,True,1.0,
1510,801510.0,,2009-02-01T00:00:00.000,,True,1.0,
1280,801280.0,,2009-02-01T00:00:00.000,,True,1.0,
1405,801405.0,,2009-02-01T00:00:00.000,,True,1.0,
1333,801333.0,,2009-02-01T00:00:00.000,,True,1.0,
1337,801337.0,,2009-02-01T00:00:00.000,,True,1.0,
1497,801497.0,,2009-02-01T00:00:00.000,,True,1.0,
1314,801314.0,,2009-02-01T00:00:00.000,,True,1.0,
1485,801485.0,,2009-02-01T00:00:00.000,,True,1.0,
1343,801343.0,,2009-02-01T00:00:00.000,,True,1.0,
1480,801480.0,,2009-02-01T00:00:00.000,,True,1.0,
1411,801411.0,,2009-02-01T00:00:00.000,,True,1.0,
1505,801505.0,,2009-02-01T00:00:00.000,,True,1.0,
1409,801409.0,,2009-02-01T00:00:00.000,,True,1.0,
1464,801464.0,,2009-02-01T00:00:00.000,,True,1.0,
1509,801509.0,,2009-02-01T00:00:00.000,,True,1.0,
1277,801277.0,,2009-02-01T00:00:00.000,,True,1.0,
1407,801407.0,,2009-02-01T00:00:00.000,,True,1.0,
1465,801465.0,,2009-02-01T00:00:00.000,,True,1.0,
1345,801345.0,,2009-02-01T00:00:00.000,,True,1.0,
1516,801516.0,,2009-02-01T00:00:00.000,,True,1.0,
1352,801352.0,,2009-02-01T00:00:00.000,,True,1.0,
1406,801406.0,,2009-02-01T00:00:00.000,,True,1.0,
1301,801301.0,,2009-02-01T00:00:00.000,,True,1.0,
17,800204.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1530,801530.0,,2009-02-01T00:00:00.000,,True,1.0,
1492,801492.0,,2009-02-01T00:00:00.000,,True,1.0,
1303,801303.0,,2009-02-01T00:00:00.000,,True,1.0,
1512,801512.0,,2009-02-01T00:00:00.000,,True,1.0,
1283,801283.0,,2009-02-01T00:00:00.000,,True,1.0,
1292,801292.0,,2009-02-01T00:00:00.000,,True,1.0,
19,800206.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,AB
1298,801298.0,,2009-02-01T00:00:00.000,,True,1.0,
1330,801330.0,,2009-02-01T00:00:00.000,,True,1.0,
1487,801487.0,,2009-02-01T00:00:00.000,,True,1.0,
1482,801482.0,,2009-02-01T00:00:00.000,,True,1.0,
1316,801316.0,,2009-02-01T00:00:00.000,,True,1.0,
1306,801306.0,,2009-02-01T00:00:00.000,,True,1.0,
1313,801313.0,,2009-02-01T00:00:00.000,,True,1.0,
1514,801514.0,,2009-02-01T00:00:00.000,,True,1.0,
1315,801315.0,,2009-02-01T00:00:00.000,,True,1.0,
1421,801421.0,,2009-02-01T00:00:00.000,,True,1.0,
1525,801525.0,,2009-02-01T00:00:00.000,,True,1.0,
1321,801321.0,,2009-02-01T00:00:00.000,,True,1.0,
1420,801420.0,,2009-02-01T00:00:00.000,,True,1.0,
1519,801519.0,,2009-02-01T00:00:00.000,,True,1.0,
1294,801294.0,,2009-02-01T00:00:00.000,,True,1.0,
1304,801304.0,,2009-02-01T00:00:00.000,,True,1.0,
1473,801473.0,,2009-02-01T00:00:00.000,,True,1.0,
1469,801469.0,,2009-02-01T00:00:00.000,,True,1.0,
1475,801475.0,,2009-02-01T00:00:00.000,,True,1.0,
1472,801472.0,,2009-02-01T00:00:00.000,,True,1.0,
1532,801532.0,,2009-02-01T00:00:00.000,,True,1.0,
1501,801501.0,,2009-02-01T00:00:00.000,,True,1.0,
430,800770.0,,2009-02-01T00:00:00.000,,True,1.0,
1350,801350.0,,2009-02-01T00:00:00.000,,True,1.0,
1495,801495.0,,2009-02-01T00:00:00.000,,True,1.0,
1291,801291.0,,2009-02-01T00:00:00.000,,True,1.0,
1334,801334.0,,2009-02-01T00:00:00.000,,True,1.0,
1312,801312.0,,2009-02-01T00:00:00.000,,True,1.0,
1310,801310.0,,2009-02-01T00:00:00.000,,True,1.0,
1507,801507.0,,2009-02-01T00:00:00.000,,True,1.0,
1276,801276.0,,2009-02-01T00:00:00.000,,True,1.0,
8,800195.0,DOT,2009-02-01T00:00:00.000,YES,False,1.0,NPA
1404,801404.0,,2009-02-01T00:00:00.000,,True,1.0,
1297,801297.0,,2009-02-01T00:00:00.000,,True,1.0,
