ctlabel
1128.0
1016.0
640.0
1134.0
1164.0
433.0
660.0
170.0
249.0
1172.02
968.0
60.0
734.0
222.0
638.0
5.01
930.0
269.0
796.01
552.0
544.0
206.0
1006.0
190.0
804.0
260.0
249.0
503.0
868.0
814.0
1124.0
434.0
970.0
288.0
562.0
840.0
916.0
890.0
252.0
414.01
130.0
404.0
428.0
1020.0
444.0
832.0
560.0
298.0
74.0
399.0
441.0
278.0
435.0
924.0
442.0
44.0
48.0
688.0
518.0
139.0
429.0
636.0
1156.0
676.0
674.0
184.0
194.0
1008.0
680.0
291.0
564.0
443.0
984.0
580.0
966.0
964.0
396.0
38.0
1014.0
339.0
682.0
1170.0
1004.0
632.0
516.01
570.0
258.0
850.0
818.0
534.0
9.0
454.0
246.0
436.0
592.0
58.0
514.0
137.0
760.0
1194.0
309.0
658.0
40.01
800.0
594.02
104.0
517.0
656.0
870.0
1024.0
728.0
650.0
838.0
1110.0
273.0
836.0
574.0
430.0
78.0
586.0
329.0
1130.0
768.0
102.0
495.0
266.0
752.0
417.0
104.0
68.0
784.0
566.0
740.0
576.0
994.0
748.0
196.0
578.0
188.0
558.0
98.0
113.0
293.0
646.0
572.0
896.0
472.0
690.0
1160.0
242.0
267.0
272.0
70.0
594.01
568.0
1172.01
1126.0
505.0
212.0
1010.0
550.0
862.0
1026.0
686.0
538.0
470.0
317.01
300.0
532.0
902.0
204.0
648.0
388.0
342.0
270.0
413.0
654.0
236.0
419.0
672.0
238.0
652.0
284.0
341.0
986.0
762.0
898.0
878.0
440.0
446.0
528.0
415.0
848.0
992.0
198.0
240.0
452.0
279.0
510.01
670.0
