the_geom,shape_leng,boroname,ntaname
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98900841025876, 40.627676058295904], [-73.98959063545297, 40.627117123929246], [-73.9901748133742, 40.626557735594], [-73.99075597963649, 40.62599758913173], [-73.99295979658102, 40.62732639926511], [-73.99516084078732, 40.628655301203096], [-73.99611483104519, 40.62923240906632], [-73.99735860407546, 40.6299863231965], [-73.99677888887234, 40.63054687273859], [-73.99619479034577, 40.631105851446684], [-73.99561773897994, 40.6316670171893], [-73.99546076223604, 40.631574698321394], [-73.99341325337446, 40.63033682638997], [-73.99121130245868, 40.62900554107489], [-73.98900841025876, 40.627676058295904]]]]}",6240.45934957,Brooklyn,Borough Park
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96651951178761, 40.59095287346441], [-73.96744527544173, 40.590851210293934], [-73.9678770216766, 40.59080375616196], [-73.96837099961164, 40.590749466611136], [-73.96929959284081, 40.59064758991978], [-73.97022337670373, 40.59054017534082], [-73.97115101831331, 40.59044244403069], [-73.97128748924906, 40.59115950174972], [-73.9714184756329, 40.59183850998368], [-73.97155530513315, 40.59256045755621], [-73.97178220253625, 40.59375608385796], [-73.97189684823076, 40.59435251069317], [-73.97176509065001, 40.59511141144379], [-73.97108255219185, 40.595049672547205], [-73.97056817604438, 40.595000527093774], [-73.97011108143963, 40.594956850174846], [-73.9697713119069, 40.59492988157008], [-73.96922788091884, 40.595255545996494], [-73.9683024706499, 40.59536072764029], [-73.96737610335964, 40.595461075210466], [-73.96722141109493, 40.59465166850312], [-73.96692340553074, 40.59307410090594], [-73.96665397056448, 40.591676744301026], [-73.96651951178761, 40.59095287346441]]]]}",5947.05624464,Brooklyn,Homecrest
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92817215363178, 40.65847734532556], [-73.92799465183614, 40.65680210198449], [-73.92896419474016, 40.65674261332475], [-73.92989802426044, 40.65668443579573], [-73.93090354932272, 40.656610355984185], [-73.93108323098912, 40.65829591603632], [-73.9320904796259, 40.658235090754765], [-73.93399584821424, 40.65811864639313], [-73.93423037484955, 40.66041523394802], [-73.93233560703489, 40.66053172412118], [-73.93132569780049, 40.66059330702456], [-73.93031984118441, 40.66065651222518], [-73.92938735008052, 40.660715097917645], [-73.92935402789752, 40.66040201383586], [-73.92914281087548, 40.65841710817447], [-73.92869321409728, 40.65844500773368], [-73.92817215363178, 40.65847734532556]]]]}",6146.79498863,Brooklyn,Prospect Lefferts Gardens-Wingate
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92687894657263, 40.61894981888279], [-73.92662740968515, 40.616611960904734], [-73.92640044600994, 40.614478535531354], [-73.9263159900524, 40.61343967604685], [-73.9262976991461, 40.613192155173046], [-73.92629604565613, 40.61311679907702], [-73.92739580756164, 40.61405269057586], [-73.9276920362311, 40.61431264133292], [-73.92776130050665, 40.614373425017405], [-73.9280893539052, 40.61466788526042], [-73.92842985426594, 40.61497277981082], [-73.92856778812097, 40.61649237744371], [-73.92860217797667, 40.61681164307605], [-73.92881955801091, 40.61882987178969], [-73.92907650383061, 40.62123985105733], [-73.92911735473557, 40.62162274177803], [-73.92931134107161, 40.62344076943042], [-73.92837632073503, 40.6234993821481], [-73.92736928380532, 40.62356136339471], [-73.92732106076782, 40.62310763260208], [-73.92713509237151, 40.62135782130102], [-73.92687894657263, 40.61894981888279]]]]}",8351.80782096,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94983714662644, 40.606666773513545], [-73.95076435789878, 40.60656497418869], [-73.95169115449102, 40.60646245571373], [-73.95272420043507, 40.60634895094376], [-73.95392245016285, 40.60621661031639], [-73.9543891391047, 40.6086748702632], [-73.95469559436981, 40.610266059790646], [-73.95479552709989, 40.610820766155186], [-73.95359888852906, 40.61094986560642], [-73.95258786948973, 40.611112239589055], [-73.95256553090685, 40.61098718473396], [-73.9516323504994, 40.611123539861744], [-73.95070512926118, 40.61125045222408], [-73.95029931616574, 40.609124596218834], [-73.94983714662644, 40.606666773513545]]]]}",5722.06050116,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9691298602932, 40.599733295628596], [-73.97005558742842, 40.5996320879261], [-73.97098384089291, 40.599529810599364], [-73.97191080543013, 40.59942305913237], [-73.97291116907182, 40.5993158037008], [-73.97256533709847, 40.60179437302312], [-73.97245261654382, 40.60261705453982], [-73.97235152087218, 40.603348118861064], [-73.97217742800865, 40.60419471153739], [-73.97099040689531, 40.60432186881207], [-73.97002127999427, 40.60444366805616], [-73.96957672619415, 40.60212241941118], [-73.9691298602932, 40.599733295628596]]]]}",5189.9688504,Brooklyn,Homecrest
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94904681622317, 40.59747936153664], [-73.94997334604547, 40.597377441937276], [-73.95100585510703, 40.59726261947361], [-73.95220370821761, 40.59713035149433], [-73.95314947405706, 40.597027918568166], [-73.95355183593594, 40.599146453010206], [-73.95397802921507, 40.60140163224036], [-73.9530366795168, 40.60150590938762], [-73.9518344852117, 40.60163707700523], [-73.95080167613067, 40.601749727377815], [-73.94987458880875, 40.60185315696847], [-73.94944810515335, 40.59959756723467], [-73.94904681622317, 40.59747936153664]]]]}",5522.41391228,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95899416297213, 40.62788559454315], [-73.95995565121865, 40.62777867203803], [-73.96014773493893, 40.62891518491449], [-73.96022560057942, 40.62925450079455], [-73.96024902920506, 40.629370622335024], [-73.96025855076716, 40.62941826306823], [-73.96040734342024, 40.630162531078874], [-73.96046280639736, 40.63015566071689], [-73.96136921593188, 40.63005838826246], [-73.96163639940355, 40.63002222352101], [-73.96182099849075, 40.63000487740184], [-73.96197454283188, 40.62999504108039], [-73.9623259936459, 40.62996871673761], [-73.9632214934303, 40.62984106103686], [-73.96414862901239, 40.62973896505889], [-73.96508072828969, 40.62965467509231], [-73.96608191359866, 40.6295427068263], [-73.96666143644512, 40.631922958621324], [-73.96655432880176, 40.63193460710655], [-73.96616426743911, 40.63197700704946], [-73.96553343195669, 40.63204001732912], [-73.96459843687057, 40.63212889381249], [-73.96367388187821, 40.63225025665483], [-73.96248721959877, 40.63237974915041], [-73.96229875946295, 40.63240033607914], [-73.96211090138708, 40.63242075201818], [-73.96091271560286, 40.63255560045817], [-73.96085965123375, 40.63256183993474], [-73.96080311206319, 40.63256726903923], [-73.95989339733457, 40.632659357555], [-73.95988501323332, 40.63262503656576], [-73.95944201661345, 40.630269023935575], [-73.95929333854362, 40.629488985176714], [-73.95926740533744, 40.629354366051814], [-73.95918905050348, 40.62893320138244], [-73.95899416297213, 40.62788559454315]]]]}",7275.90189656,Brooklyn,Flatbush
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93139116688346, 40.65168960812487], [-73.93232520345862, 40.651647567449864], [-73.93329560807219, 40.65160549472042], [-73.93426812874824, 40.651562352716475], [-73.93448240560436, 40.653563189993605], [-73.93541604439515, 40.653504257913944], [-73.93557827755015, 40.65503868605544], [-73.9357181326128, 40.65630329672938], [-73.93478437377982, 40.656360395087304], [-73.93381012074782, 40.656422992675026], [-73.93284657358834, 40.656478482051924], [-73.93190743894837, 40.656537652543], [-73.9317715320336, 40.655273641666746], [-73.93160868651243, 40.65374163911997], [-73.93139116688346, 40.65168960812487]]]]}",5647.03602708,Brooklyn,East Flatbush-Farragut
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93462114587392, 40.61044196444857], [-73.93280115826268, 40.60880497328901], [-73.93351310733408, 40.60834345581009], [-73.93423157627713, 40.60789771518759], [-73.93531145154154, 40.60886003972746], [-73.93572378349039, 40.609227486311525], [-73.93604627615385, 40.609514868916946], [-73.93676116245757, 40.609055286718366], [-73.93709376048243, 40.60884198346815], [-73.93753749374089, 40.608557389754964], [-73.93934703447131, 40.61018714136911], [-73.93891056618816, 40.610470286706835], [-73.93857912188423, 40.610685306938166], [-73.93786561387576, 40.61114457728227], [-73.93715225896084, 40.611606859791834], [-73.93643804226942, 40.61206942502865], [-73.93616523020735, 40.61182507053485], [-73.93462114587392, 40.61044196444857]]]]}",5230.94540177,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98411754823195, 40.75484205346464], [-73.9845958428486, 40.754176942373924], [-73.98504363809306, 40.75355414871729], [-73.98548819085713, 40.75293517965366], [-73.98594653087758, 40.75231680555555], [-73.98731031988817, 40.75289242302916], [-73.98878655043399, 40.753516779347486], [-73.9916327131064, 40.75470680500962], [-73.99117738158363, 40.75532984908395], [-73.99072636339713, 40.75595040556484], [-73.99027621412581, 40.756567565049636], [-73.98979085401604, 40.75723313191888], [-73.98841835499525, 40.75665498686526], [-73.98694873852376, 40.75603590226133], [-73.98640436709023, 40.75580802928723], [-73.98411754823195, 40.75484205346464]]]]}",5699.86064037,Manhattan,Midtown-Midtown South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92041799874801, 40.63090438455293], [-73.92130049649215, 40.630324002870715], [-73.92221536898661, 40.62973036467353], [-73.92271133861003, 40.629411248393616], [-73.92312808957169, 40.62914310057465], [-73.92400437881899, 40.62856619727018], [-73.9242972096997, 40.62838658306125], [-73.92495622240207, 40.62834939233288], [-73.92592688252854, 40.628287660739275], [-73.92685881773953, 40.628228381946265], [-73.9278650140523, 40.628166899174246], [-73.9288690331543, 40.6281064871454], [-73.92980463530833, 40.62804944737751], [-73.93077281682513, 40.627987709548336], [-73.93174317860021, 40.62792968349593], [-73.93198360097787, 40.63026852981557], [-73.9310245020546, 40.630329122320205], [-73.93005327705961, 40.63038843779022], [-73.92911992121834, 40.630446778146464], [-73.92811370409315, 40.63050675843957], [-73.92710673685477, 40.63057097060777], [-73.92617596536242, 40.63062806457406], [-73.92520537961157, 40.630689014961284], [-73.92423916579888, 40.63074874361117], [-73.92330514863846, 40.63080827101909], [-73.92233487923625, 40.630866459131944], [-73.92136605920292, 40.63092726086747], [-73.92062111410822, 40.63097246068584], [-73.92041799874801, 40.63090438455293]]]]}",7568.72837888,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98868737979164, 40.61724846240047], [-73.98927042567198, 40.6166902225365], [-73.9898515256969, 40.61613013334419], [-73.99043494329779, 40.615571013545875], [-73.99101484163528, 40.61501161221471], [-73.99159743652733, 40.61445169431277], [-73.99365164544983, 40.61569382411464], [-73.99600132069855, 40.61711187236395], [-73.99541754637059, 40.61767238818127], [-73.99483514475244, 40.61823170390259], [-73.99425411618573, 40.61878917054238], [-73.99387689516293, 40.619155780680046], [-73.99151796439376, 40.617819798026645], [-73.99137097018966, 40.61796144863241], [-73.99079542190532, 40.61852356272421], [-73.98868737979164, 40.61724846240047]]]]}",5699.18915516,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87859203470767, 40.65970104366969], [-73.87937356864495, 40.65936426201084], [-73.87978228429222, 40.65918743732178], [-73.88019000750768, 40.65901104052543], [-73.88060038826595, 40.658835455877785], [-73.88100156692528, 40.6586638055352], [-73.88182597645896, 40.65830768176404], [-73.88196183637677, 40.658492075694696], [-73.88219915851295, 40.658814174407624], [-73.88222887477286, 40.65885450593175], [-73.88250838586704, 40.65923385940817], [-73.88254466594388, 40.65928309832727], [-73.88269870972029, 40.65949216254435], [-73.88273957686347, 40.65954762740586], [-73.88291170730974, 40.65978123723728], [-73.88305171589488, 40.65997023707103], [-73.88308419953422, 40.66001408726333], [-73.88333370454612, 40.660350893198945], [-73.88336252513531, 40.66038979617289], [-73.88350368675269, 40.660580348590926], [-73.88353249897955, 40.66061924062325], [-73.8836780716932, 40.66081574470575], [-73.88370804975378, 40.66085621062643], [-73.8838801037598, 40.66108845839264], [-73.88390709893639, 40.661124898561916], [-73.88399317060046, 40.66124108025096], [-73.88406633900944, 40.66133984151912], [-73.8840991130521, 40.66138407216567], [-73.8836851588854, 40.66156381028404], [-73.88351334265026, 40.66163841195287], [-73.8833019410049, 40.66173019946458], [-73.88319508860275, 40.6617756022204], [-73.88304131475529, 40.66184094194958], [-73.88287122263293, 40.661913215267155], [-73.88266156309537, 40.66200489900464], [-73.88246945078076, 40.66208991960103], [-73.8820538336627, 40.662270290771595], [-73.88192941260081, 40.6623242841106], [-73.88183078748776, 40.66236708328331], [-73.88167275564618, 40.66243149674236], [-73.88152268264501, 40.662495233661524], [-73.88137262211598, 40.6625589709002], [-73.88085396990654, 40.66278129523897], [-73.8808139802381, 40.66272626755149], [-73.88075176507786, 40.66264065431377], [-73.88071112554886, 40.662584730645264], [-73.88065651087139, 40.662509575642886], [-73.88059525009811, 40.66242527086544], [-73.88054852664419, 40.662360974800684], [-73.88050927968233, 40.66230696550893], [-73.88046337672014, 40.66224379605014], [-73.8803504185608, 40.662088345986525], [-73.8802565689043, 40.66195919199389], [-73.88013753947693, 40.661795384617605], [-73.88012422621397, 40.6617770641022], [-73.8800900235925, 40.66172999441383], [-73.87998475298232, 40.66158512268697], [-73.87993034557223, 40.661510246982644], [-73.87968292755153, 40.661169744228765], [-73.87955742467176, 40.66100077914355], [-73.87951639387833, 40.66094554132858], [-73.87935032657553, 40.66072196287953], [-73.87929113042779, 40.660642265907626], [-73.8790044401769, 40.6602562871179], [-73.87894912171042, 40.660181810704785], [-73.87876527496215, 40.65993428746742], [-73.87870995768965, 40.659859810937164], [-73.87859203470767, 40.65970104366969]]]]}",4637.06883207,Brooklyn,East New York
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9396641041718, 40.63914132850186], [-73.94059709950075, 40.63908298361209], [-73.9415326931778, 40.639024523748], [-73.94250291178643, 40.63896441740359], [-73.94265118372918, 40.64034459107963], [-73.94271389781208, 40.64094914946952], [-73.94275063189117, 40.64130325992555], [-73.94372044513288, 40.64124284557534], [-73.94396498588735, 40.64354277215829], [-73.94299634392334, 40.64360355804989], [-73.94202961708643, 40.64366389598123], [-73.94109159524054, 40.64372026873056], [-73.94015829773792, 40.64378010462827], [-73.93991368690432, 40.641480241275644], [-73.9396641041718, 40.63914132850186]]]]}",5511.62421035,Brooklyn,East Flatbush-Farragut
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93964133594521, 40.59392254056836], [-73.93925356177321, 40.59186975561914], [-73.93923856248676, 40.59178976366814], [-73.94012735361846, 40.591692109124246], [-73.94020105017579, 40.59168400691545], [-73.94028006304377, 40.591675375516914], [-73.94123257589017, 40.59157137924304], [-73.94215379127132, 40.591469240509475], [-73.94308478449315, 40.59136796502595], [-73.94401164156683, 40.59126489579754], [-73.94497238858033, 40.5911601429466], [-73.94537361635065, 40.59327927439926], [-73.94577449198324, 40.59539762935432], [-73.94622941179414, 40.59778899208439], [-73.94526519230124, 40.59789362694904], [-73.94479667452052, 40.59794473278826], [-73.9443392262397, 40.59799462615248], [-73.94387596479534, 40.59804616334439], [-73.94341159130691, 40.59809781505673], [-73.94248473340741, 40.59820036561234], [-73.94148000390203, 40.59830439123593], [-73.94138092322446, 40.59779217396867], [-73.9413643669377, 40.59770657769646], [-73.94129863491433, 40.597366751837114], [-73.94127905147937, 40.59726550761126], [-73.94123828174638, 40.59705473015363], [-73.94120559831842, 40.59688576172238], [-73.94106836959712, 40.596176291080205], [-73.94105584336575, 40.59611153259521], [-73.94101897126488, 40.59592089505461], [-73.94091644263771, 40.595389473460045], [-73.94090202206421, 40.59531473007351], [-73.94085213946097, 40.59505617946442], [-73.94081668328306, 40.59487240071292], [-73.94077966551806, 40.59468052730119], [-73.94075108359989, 40.594532378503246], [-73.94069017642461, 40.594216677047854], [-73.94067085232666, 40.59411651371927], [-73.94061132717552, 40.59380796809797], [-73.94051817562165, 40.593818971489384], [-73.93974913860463, 40.593909807454224], [-73.93964133594521, 40.59392254056836]]]]}",8094.77383611,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97477658040467, 40.61263847542963], [-73.97458407480241, 40.61161357623686], [-73.97451543928018, 40.61125680143393], [-73.97439072889581, 40.61057921305033], [-73.97637170304222, 40.61176868550265], [-73.9770115719101, 40.6111727688596], [-73.97740717630181, 40.611410477403204], [-73.97846953273276, 40.612044044756836], [-73.97920804615912, 40.61249723256932], [-73.97954398809793, 40.61270748419066], [-73.98070684560388, 40.61340218511177], [-73.98143750071507, 40.61383768844173], [-73.9808050623508, 40.61444713027801], [-73.98022027459378, 40.61500494876014], [-73.97963821772845, 40.61556454722809], [-73.9774081645899, 40.614218112990315], [-73.97520829413772, 40.612885258215336], [-73.97477658040467, 40.61263847542963]]]]}",5828.14337958,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89882815471786, 40.642005244914024], [-73.89962586605749, 40.64149089177332], [-73.90050328727193, 40.64092287835624], [-73.9012165581271, 40.64046178766498], [-73.9019326330969, 40.640000649860816], [-73.90274756434394, 40.639472053602944], [-73.90336188368082, 40.63907618956896], [-73.90412992443476, 40.638577963397985], [-73.90489548958583, 40.63808403333848], [-73.90561196245241, 40.63762194677584], [-73.90571965817534, 40.63771863361362], [-73.90745386973812, 40.639275454985736], [-73.90674187400086, 40.63973557588609], [-73.90597221388826, 40.640238248737], [-73.90520058384547, 40.64072908258958], [-73.90462641561378, 40.64110236881184], [-73.90377394897381, 40.641652857442416], [-73.9030597828702, 40.6421151868048], [-73.90234519356413, 40.64257664791544], [-73.90146528321725, 40.643145286308965], [-73.90066994206177, 40.64365991433881], [-73.89991439200487, 40.64297826014091], [-73.89940579460283, 40.6425236853096], [-73.89882815471786, 40.642005244914024]]]]}",6518.29073421,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88330883390573, 40.666112005448184], [-73.88391264573167, 40.665851798568156], [-73.88412169962537, 40.66576074271453], [-73.88474247383917, 40.66549489364875], [-73.88493743678782, 40.66540710875857], [-73.8855636451942, 40.66514048671243], [-73.88641344683577, 40.66478080762298], [-73.88657767927934, 40.66470803747973], [-73.88726131274228, 40.66441357421631], [-73.88739217285882, 40.66435345726953], [-73.88810817419545, 40.664047412960386], [-73.88898470696255, 40.66391661475814], [-73.88990669497632, 40.663778289998135], [-73.89029917759834, 40.665311759354125], [-73.89069385391426, 40.666852234347], [-73.88976988627573, 40.66698991467192], [-73.88888919892364, 40.66712017405382], [-73.88798795965488, 40.66725460292859], [-73.88708404560293, 40.667388229376265], [-73.88618276516037, 40.66752098671631], [-73.88529697628564, 40.667653211663385], [-73.88441120802909, 40.66778496324657], [-73.88359681807393, 40.66790484656324], [-73.88319916866749, 40.666376051269964], [-73.88315201522792, 40.666181193684274], [-73.88330883390573, 40.666112005448184]]]]}",5874.91829026,Brooklyn,East New York
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98725890908335, 40.62935523869049], [-73.98784191992222, 40.628796654786846], [-73.98833888540986, 40.628319557031354], [-73.98842824402895, 40.62823089180314], [-73.98900841025876, 40.627676058295904], [-73.99121130245868, 40.62900554107489], [-73.99341325337446, 40.63033682638997], [-73.99546076223604, 40.631574698321394], [-73.99561773897994, 40.6316670171893], [-73.9953944908085, 40.631880756181175], [-73.99503449535298, 40.63223029545354], [-73.99445182267755, 40.63278509699035], [-73.99386586462512, 40.63334763016014], [-73.9916643249372, 40.632016487835735], [-73.98946251913321, 40.63068615903996], [-73.98725890908335, 40.62935523869049]]]]}",6244.55673068,Brooklyn,Borough Park
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93017996947648, 40.68856514015487], [-73.93014355334444, 40.68838147034545], [-73.93012502068372, 40.68828800234672], [-73.93003469538881, 40.68783242967569], [-73.9298876503294, 40.687099411457346], [-73.92974998938917, 40.686366021606915], [-73.93266904646838, 40.68603234288048], [-73.9355897567262, 40.68569478296533], [-73.93573599710628, 40.686428278701015], [-73.9358797938149, 40.687159549059814], [-73.93597165186655, 40.687617123986065], [-73.93600014689477, 40.6877590489043], [-73.93601070823635, 40.687811647872444], [-73.93602676471421, 40.687891614178206], [-73.93617169991664, 40.68862674768565], [-73.93324840736952, 40.68896103426656], [-73.93293427420593, 40.6889971682401], [-73.9327103555528, 40.6890229257218], [-73.93261586594774, 40.689033794566896], [-73.93239739323046, 40.689058924389876], [-73.93229280817573, 40.689070954203], [-73.93215763591667, 40.68908650223144], [-73.93205604625582, 40.68909818714831], [-73.93032510585428, 40.68929726462213], [-73.93017996947648, 40.68856514015487]]]]}",5437.78521716,Brooklyn,Stuyvesant Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96664515713734, 40.62216223742479], [-73.96618841724802, 40.61977364498082], [-73.96573927568069, 40.617380324720045], [-73.96666442629514, 40.61727780152448], [-73.96773971023343, 40.61716059051054], [-73.96826363058202, 40.6171031209961], [-73.96882927049984, 40.61703452142007], [-73.96911050452687, 40.61700298832522], [-73.96956472786043, 40.619398242332174], [-73.9697763041657, 40.62051858172667], [-73.97001867578425, 40.62179247663353], [-73.97013413890535, 40.622376367743165], [-73.97047171931136, 40.62417003048167], [-73.97019276977215, 40.6242032499742], [-73.96909724465438, 40.62433282564061], [-73.96864510622713, 40.62194169531228], [-73.96757137736036, 40.62206027486025], [-73.96664515713734, 40.62216223742479]]]]}",7171.83871499,Brooklyn,Ocean Parkway South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98192689720048, 40.670448641109154], [-73.9824284223703, 40.66984713847318], [-73.98293217427899, 40.66924495813201], [-73.9834345087248, 40.66864204575518], [-73.9839430237905, 40.66803081273761], [-73.98630429200723, 40.669172665877234], [-73.98864720123544, 40.670324688446456], [-73.98871322517387, 40.67035690652925], [-73.98821210711046, 40.670960814116484], [-73.98771576044813, 40.671555381148764], [-73.9874449644332, 40.67188008635538], [-73.98721100462444, 40.67216061625108], [-73.98670905431369, 40.672766732626755], [-73.98664204724719, 40.67273418945784], [-73.98428861857721, 40.67159109255282], [-73.98192689720048, 40.670448641109154]]]]}",5226.63136924,Brooklyn,Park Slope-Gowanus
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95214849968484, 40.6188753507115], [-73.95307696524787, 40.6187742178333], [-73.95400311081556, 40.61867267077315], [-73.95503698247002, 40.618557804042865], [-73.95549070038507, 40.62095009671464], [-73.95668950214922, 40.620817862580616], [-73.957632052433, 40.62071394305225], [-73.95808804111296, 40.62310580188351], [-73.95714256395165, 40.623207887260286], [-73.95594076577467, 40.62334016063696], [-73.95490800486338, 40.623454478198774], [-73.95398278705585, 40.62355503207883], [-73.95305163172793, 40.62365813475512], [-73.95260522614348, 40.62126706142594], [-73.95214849968484, 40.6188753507115]]]]}",6345.00330382,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95810672219409, 40.64651800935823], [-73.95803664426087, 40.64530250097158], [-73.9580217647043, 40.645069962320854], [-73.95897898403, 40.644966469810036], [-73.96001600744538, 40.64485312683706], [-73.9612134072085, 40.6447228802047], [-73.96167258532384, 40.64711423324366], [-73.9604711350616, 40.647244041304546], [-73.9594341944594, 40.64735812786319], [-73.95814068445158, 40.64750340358299], [-73.95810672219409, 40.64651800935823]]]]}",3652.72638077,Brooklyn,Flatbush
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94401164156683, 40.59126489579754], [-73.9439385950518, 40.59087989540676], [-73.94379717325263, 40.59013450812612], [-73.94360983096196, 40.58914704733799], [-73.9445692259455, 40.58904062172682], [-73.94553391024706, 40.58893468633228], [-73.94582782003953, 40.58890129863004], [-73.94645886564594, 40.5888296152548], [-73.94738063531112, 40.58873083906746], [-73.94831366237351, 40.588628126123524], [-73.9493455179803, 40.588513895217346], [-73.94975060101409, 40.59063361633411], [-73.95015202350199, 40.59275348829088], [-73.95055414715881, 40.59487085431102], [-73.95088024460901, 40.59660979514292], [-73.95100585510703, 40.59726261947361], [-73.94997334604547, 40.597377441937276], [-73.94904681622317, 40.59747936153664], [-73.94855032686569, 40.59753296361025], [-73.94812013074082, 40.59757939994927], [-73.94719207003335, 40.59768208727084], [-73.94622941179414, 40.59778899208439], [-73.94577449198324, 40.59539762935432], [-73.94537361635065, 40.59327927439926], [-73.94497238858033, 40.5911601429466], [-73.94401164156683, 40.59126489579754]]]]}",9659.79815497,Brooklyn,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90804254478043, 40.690647001625386], [-73.90729183111033, 40.69021906972516], [-73.90874150338037, 40.68874561923596], [-73.91018949259997, 40.687270906566276], [-73.9109402618909, 40.68769930560578], [-73.9112350409578, 40.68786651648599], [-73.91129211601987, 40.68789889114308], [-73.91169120954902, 40.68812526902859], [-73.91216165586472, 40.6883933014592], [-73.9122223943629, 40.688427905057246], [-73.91228074263839, 40.68846114815249], [-73.9124432643554, 40.688553740439225], [-73.91254327838688, 40.688610550372296], [-73.91260170144568, 40.68864373573117], [-73.91281943114386, 40.688767408571394], [-73.9131938521888, 40.68898008138127], [-73.913946280652, 40.689408696311105], [-73.91249979639022, 40.690882899776604], [-73.91105300980686, 40.69235724593208], [-73.91029860251041, 40.691929951770355], [-73.90955061508035, 40.691502973300466], [-73.9087965331596, 40.69107475110099], [-73.90804254478043, 40.690647001625386]]]]}",5284.90284431,Brooklyn,Bushwick South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9844575025316, 40.60285376501164], [-73.98401838828585, 40.600529933779264], [-73.98356634880102, 40.5981406319412], [-73.98449382911406, 40.59803845227182], [-73.98549063159696, 40.597929673240316], [-73.98566927519178, 40.59890879741062], [-73.98574706831648, 40.599312772143016], [-73.98587827134983, 40.59995860682714], [-73.98594205242215, 40.600321633867665], [-73.98605968666567, 40.60095774121912], [-73.98625104281649, 40.60195835150951], [-73.98630272432158, 40.60222860490967], [-73.98638523760637, 40.602640314960844], [-73.98645717442184, 40.603013095458365], [-73.9866438805088, 40.604043826739485], [-73.9868476264827, 40.605097236630385], [-73.98864527954069, 40.606166653600916], [-73.9891319148225, 40.60645613720722], [-73.98850456434607, 40.606329444998956], [-73.98702465189089, 40.60603057514179], [-73.98597299672231, 40.60587677704897], [-73.98500620412308, 40.60573161722498], [-73.98492571673394, 40.605312756435175], [-73.9844575025316, 40.60285376501164]]]]}",7953.54165322,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99750245198214, 40.60877541270604], [-73.99808518508077, 40.60821664181646], [-73.99839539618462, 40.607918140708534], [-73.99866710612027, 40.60765668701986], [-73.99924872219837, 40.60709579392917], [-73.999831143123, 40.60653674286224], [-74.00045724790152, 40.60593448290835], [-74.00263069656332, 40.60384644946047], [-74.00340902744843, 40.60425938146528], [-74.00416249537011, 40.60465473897291], [-74.00444636770055, 40.60480184666465], [-74.00493448904162, 40.60507440589864], [-74.00442477241343, 40.60556859747444], [-74.00264412402818, 40.60725717532034], [-74.00195012006182, 40.607817682963216], [-74.00171808551744, 40.608002977933936], [-74.00130866077217, 40.608343569615926], [-74.00094408424447, 40.608639709670676], [-74.00065405199399, 40.60886040248531], [-74.00002128092747, 40.609385524784756], [-73.99945464617434, 40.60995044728146], [-73.99750245198214, 40.60877541270604]]]]}",6104.40787351,Brooklyn,Bensonhurst West
