the_geom,shape_leng,source_id,sub_code
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83967156863547, 40.74303258018722], [-73.83971333253348, 40.74302762518808], [-73.8396593380711, 40.743057186661474], [-73.83963327262161, 40.743059176514535], [-73.83962338099158, 40.74305993087459], [-73.839616384729, 40.74306046593965], [-73.8396150004033, 40.74306056937138], [-73.83960011163765, 40.7430616247443], [-73.83958413341091, 40.743062761444655], [-73.83955521203984, 40.74306481303931], [-73.83950073949734, 40.743068672363066], [-73.83948924116712, 40.743069439781145], [-73.83938053926337, 40.743081376660925], [-73.83936195408373, 40.743083417407206], [-73.83934299022472, 40.74308537657648], [-73.83936149530247, 40.74307629194509], [-73.83936158420737, 40.74307624794418], [-73.83939713866037, 40.74305880695477], [-73.83943341834969, 40.74305534015387], [-73.83953890003302, 40.743045259188094], [-73.83954664861815, 40.743044518959394], [-73.83967156863547, 40.74303258018722]]]]}",212.932993389,9350004598.0,350020
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.82642030865146, 40.715956624518206], [-73.82641725804946, 40.71594871972706], [-73.82642861054384, 40.71594949777617], [-73.82644351516917, 40.7159505612384], [-73.8264516052723, 40.715951138055374], [-73.82647464360372, 40.715952850436686], [-73.82649628787215, 40.715954523791396], [-73.82651754148897, 40.71595623437489], [-73.82653706974995, 40.71595787211485], [-73.82655588788273, 40.71595952048833], [-73.8265738219389, 40.71596116932792], [-73.826589739585, 40.71596271156864], [-73.82659090502351, 40.71596283129116], [-73.82660516711435, 40.71597204429849], [-73.82666266213718, 40.7160091824448], [-73.82671523355756, 40.716040969513344], [-73.8267155939583, 40.71604118797968], [-73.82672394465378, 40.71604623711212], [-73.82673164190074, 40.71605089083618], [-73.8267388664887, 40.71605525928664], [-73.82681699319993, 40.71609942087897], [-73.82682003049044, 40.71610108238993], [-73.82685267397075, 40.7161183762939], [-73.82687638126922, 40.71613093986923], [-73.82688416157815, 40.716135062405876], [-73.82687437057771, 40.716136830696215], [-73.82685581311304, 40.716140057238114], [-73.82683846252554, 40.716142942497314], [-73.8268238757887, 40.71614523126991], [-73.8268123453123, 40.71614689157844], [-73.82679942997044, 40.716148614639266], [-73.82679936012045, 40.7161486235393], [-73.8267843353459, 40.71615051001959], [-73.82677204910175, 40.7161519800795], [-73.82676856614347, 40.71615239717875], [-73.82675265862973, 40.71615422289282], [-73.8267501843654, 40.71615450643271], [-73.82673117653972, 40.71615660483585], [-73.82672311226739, 40.71615746259299], [-73.82671601572865, 40.71615300158163], [-73.82671572387912, 40.716152818338415], [-73.82661995496994, 40.716092614504554], [-73.82658438745217, 40.71607019041585], [-73.82656605449976, 40.71605854529428], [-73.82655713851419, 40.71605288205012], [-73.82656391470938, 40.71605263831426], [-73.82658397606268, 40.71605181484964], [-73.82659554249837, 40.71605134059234], [-73.82660927401814, 40.7160506912934], [-73.82662224701286, 40.71605000302901], [-73.82663342814479, 40.71604932917452], [-73.82664290734115, 40.71604867706996], [-73.82665376948287, 40.716047789311816], [-73.82666710964858, 40.716046536073684], [-73.82668281305025, 40.71604491267937], [-73.82668340378737, 40.71604484783133], [-73.82667736629887, 40.71604410482468], [-73.82664933658434, 40.71604076854936], [-73.82662208743625, 40.71603764326202], [-73.82659773078873, 40.716034967177876], [-73.82657677898364, 40.71603278429511], [-73.82655743595362, 40.71603090550375], [-73.8265518297888, 40.71603041528373], [-73.82654110021682, 40.71602947789425], [-73.82652792338483, 40.71602845396914], [-73.82651790925617, 40.716027738280985], [-73.82651685178946, 40.716027058601945], [-73.826504587803, 40.716019075092206], [-73.8264983057585, 40.71601498630571], [-73.82649293712466, 40.71601145000876], [-73.82648136100707, 40.71600382593702], [-73.8264659123593, 40.71599351700378], [-73.82645099692766, 40.715983418691515], [-73.82643661238227, 40.71597351658881], [-73.82642355378401, 40.715964362107364], [-73.82642319466669, 40.71596410582051], [-73.82642237412209, 40.71596197847458], [-73.82642030865146, 40.715956624518206]]]]}",378.638351751,9350004401.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.86826442392159, 40.732589565169526], [-73.86826013770919, 40.73258940537844], [-73.86825641694097, 40.73258945335127], [-73.86837540564434, 40.73250227694925], [-73.86837871440495, 40.73249985295837], [-73.86837891307053, 40.7325011589238], [-73.8683791591056, 40.73250245593829], [-73.8683794643481, 40.73250374401533], [-73.86837984181973, 40.732505023169836], [-73.8683802654771, 40.732506293372055], [-73.86838206549841, 40.73250716171928], [-73.86839386142947, 40.732512854712674], [-73.86839698130825, 40.73251436032759], [-73.86840278347738, 40.73251716123851], [-73.86843524772577, 40.732532831173565], [-73.86845380380511, 40.732541785423855], [-73.86845510473331, 40.73254241726641], [-73.86845531762056, 40.73254251656562], [-73.86845599174278, 40.732542841519], [-73.86846587886936, 40.73254760750151], [-73.86846621947839, 40.73254777178322], [-73.86849023003596, 40.73255935994367], [-73.86849601327755, 40.73256215812667], [-73.86850512693384, 40.732566555814756], [-73.86854521237223, 40.732585897692495], [-73.86856626390681, 40.73259606145555], [-73.86856937196973, 40.73259755984825], [-73.86857541778942, 40.732600475393106], [-73.86860018293203, 40.732612426396386], [-73.86862779833044, 40.73262574941996], [-73.86864103242574, 40.7326321401222], [-73.86865401579877, 40.73263840896818], [-73.86865438952294, 40.73263858949629], [-73.86865467809558, 40.73263872850383], [-73.86865516535586, 40.732638964092494], [-73.8686615281384, 40.73264203308096], [-73.8686651057232, 40.73264375983535], [-73.8686673137726, 40.732644825854976], [-73.86867784901742, 40.73264991313964], [-73.86871014784124, 40.7326654927572], [-73.86874495037762, 40.732682292707885], [-73.86874876213659, 40.732684132290245], [-73.8687651303526, 40.73269203040062], [-73.86881497656405, 40.73271608126365], [-73.86882011292555, 40.73271855901262], [-73.86882182779941, 40.732719389434585], [-73.86884891225623, 40.732732460558005], [-73.8688539717426, 40.732734903098034], [-73.86879161848185, 40.732755434817925], [-73.86876468377562, 40.732764303857074], [-73.86872658673789, 40.732776917089865], [-73.86872153255995, 40.732774785226006], [-73.86868407275259, 40.73275898270399], [-73.86860750671171, 40.73272668325315], [-73.86852573991334, 40.73269218867565], [-73.8685222766336, 40.73269072769763], [-73.8685104070963, 40.732685719921015], [-73.86851004988496, 40.73268557002861], [-73.86844102089636, 40.73265644976542], [-73.86841737913257, 40.73264632624425], [-73.86837718058081, 40.7326291129966], [-73.86837352083683, 40.73262763197836], [-73.86835602527532, 40.73262055198672], [-73.86835052308207, 40.73261810621711], [-73.86834959698213, 40.73261769452615], [-73.86831680628187, 40.732603671225114], [-73.86830993064049, 40.732600751115655], [-73.86829821969603, 40.732595777717755], [-73.8682930165405, 40.73259356822083], [-73.86828841633195, 40.732592357177424], [-73.86828524882971, 40.732591587221116], [-73.8682847471128, 40.73259147948669], [-73.86828163267487, 40.73259081405], [-73.86828112611238, 40.732590762141555], [-73.86827882054595, 40.73259052447141], [-73.86827861459426, 40.73259050982769], [-73.86827619050959, 40.73259034226162], [-73.86827594668003, 40.732590325773565], [-73.86827419495131, 40.73259017878779], [-73.86827217336202, 40.73259000898054], [-73.86827042163327, 40.7325898619947], [-73.8682689066242, 40.73258973509082], [-73.8682670246158, 40.73258961947372], [-73.86826442392159, 40.732589565169526]]]]}",391.211943625,9350004489.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90779645520755, 40.80534285941483], [-73.9078362741906, 40.8053035196429], [-73.90787688822319, 40.805263394356814], [-73.90790136130461, 40.80527808754075], [-73.90795062011533, 40.805307653341835], [-73.90796044700434, 40.80531356035627], [-73.90792116634576, 40.80535273671014], [-73.90788330974246, 40.80539047339011], [-73.90787020179631, 40.80538337508859], [-73.90782035870504, 40.805356384213134], [-73.90779645520755, 40.80534285941483]]]]}",130.888976621,14350004055.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90258085716414, 40.633876711397285], [-73.90263681612825, 40.633842844323205], [-73.90269390133527, 40.63380829558103], [-73.90274932398226, 40.63385766933659], [-73.9028074666158, 40.63390946596121], [-73.90274939327416, 40.63394395719092], [-73.90268526727772, 40.63398204354641], [-73.90263516313026, 40.63393149638467], [-73.90258085716414, 40.633876711397285]]]]}",179.665428392,20350001088.0,350010
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91751032802402, 40.78000911332686], [-73.91754706529176, 40.779976241565564], [-73.91759105580175, 40.779936878755464], [-73.9175908647219, 40.77993812131207], [-73.91759072102752, 40.779939363902606], [-73.91759063655381, 40.7799406155405], [-73.91759061131195, 40.77994186722076], [-73.91759063345556, 40.77994311893486], [-73.91759071484216, 40.779944361686354], [-73.91759085544946, 40.77994561348522], [-73.91759105529977, 40.779946856321395], [-73.91759130254668, 40.779948090186465], [-73.91759160903662, 40.779949315088885], [-73.9175919747584, 40.77995054003366], [-73.9175923666793, 40.779951654235326], [-73.91759239973433, 40.779951747010706], [-73.91759286026054, 40.77995294500822], [-73.91759339187612, 40.779954134051515], [-73.9175939708995, 40.779955305118676], [-73.91759459733068, 40.77995645820964], [-73.91759528301594, 40.779957593332966], [-73.91759601610907, 40.77995871048015], [-73.91759679661, 40.77995980965117], [-73.9175984441862, 40.77996097337786], [-73.9176481413414, 40.779996091575505], [-73.91766672394236, 40.78000921616815], [-73.91769948613995, 40.78003236447177], [-73.9177318731602, 40.78005524504896], [-73.9177508309944, 40.780068637344975], [-73.91780216405836, 40.78010491018665], [-73.91783603656916, 40.78012884808306], [-73.91784290386911, 40.78013370128387], [-73.91787068201033, 40.780153325020684], [-73.91780741502157, 40.78020708492786], [-73.91777943581003, 40.78018719988677], [-73.91776347965556, 40.78017585838068], [-73.91773557149085, 40.78015602020569], [-73.91768581287059, 40.780120657966656], [-73.91767174695879, 40.78011065954642], [-73.91763605431424, 40.780085286700924], [-73.91760208500676, 40.78006114696378], [-73.91758629579968, 40.780049924418556], [-73.91753653734908, 40.780014553109474], [-73.91753523500559, 40.78001393983588], [-73.91753390892468, 40.78001336256543], [-73.91753255911759, 40.780012812293045], [-73.91753117372677, 40.78001229801525], [-73.91752977643388, 40.780011828754034], [-73.91752835541473, 40.7800113864909], [-73.91752692249345, 40.78001098924435], [-73.91752546584598, 40.78001061899588], [-73.91752483105181, 40.7800104798642], [-73.91752398545003, 40.7800102937555], [-73.91752250500943, 40.78001000453515], [-73.91752100082033, 40.78000976032293], [-73.91751949659776, 40.780009543125736], [-73.91751798046194, 40.78000937995012], [-73.91751645244625, 40.78000924378106], [-73.91751492437479, 40.78000915263705], [-73.9175133962587, 40.780009097513094], [-73.91751186808689, 40.780009087414214], [-73.91751032802402, 40.78000911332686]]]]}",283.374278754,13350003925.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.85296768930668, 40.716385285927025], [-73.85297168131575, 40.71637829675311], [-73.8529764327133, 40.71638008403267], [-73.85297681348635, 40.716380227700235], [-73.85294531514126, 40.71642869982184], [-73.85294512475359, 40.716428628438216], [-73.85294332376293, 40.71642795075418], [-73.85296685169891, 40.7163867517904], [-73.85296768930668, 40.716385285927025]]]]}",41.6282054782,9350002308.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87266814215438, 40.82438695390461], [-73.87268045717093, 40.824385311489166], [-73.87312068839756, 40.82432658816276], [-73.873576797545, 40.82425980761302], [-73.87416206766173, 40.8241741126735], [-73.87416382376273, 40.82417385614735], [-73.87417432706356, 40.82422002165906], [-73.87418512899619, 40.824267499518754], [-73.87418455627747, 40.824267582640076], [-73.87414797581029, 40.824272882667096], [-73.8741197264375, 40.82427697520642], [-73.87407913099996, 40.82428285705193], [-73.87401027431477, 40.82429283138272], [-73.87394141759191, 40.82430281467733], [-73.8738725727197, 40.82431278893882], [-73.87380371597258, 40.82432276314619], [-73.87373487105904, 40.824332737325456], [-73.87366601427065, 40.824342711450605], [-73.87359715746163, 40.824352685534585], [-73.87352831248621, 40.824362659590456], [-73.8734917532504, 40.824367960333134], [-73.87345945561871, 40.824372642597176], [-73.87339061060203, 40.8243826165708], [-73.87332175371041, 40.82439259049028], [-73.87325290865245, 40.82440256438167], [-73.8731840517195, 40.82441253821893], [-73.87311519476597, 40.824422512015026], [-73.87304634962891, 40.82443249478796], [-73.87297749263408, 40.82444246850181], [-73.8729086474729, 40.82445244218761], [-73.87283979043674, 40.824462415819205], [-73.87276884819605, 40.82447177477131], [-73.8727034326291, 40.82448040317477], [-73.87269061370374, 40.824482089160625], [-73.87267923087968, 40.824433927043266], [-73.87266814215438, 40.82438695390461]]]]}",911.975750922,14350004176.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90297672447262, 40.81000804580872], [-73.90293413673936, 40.80992577555715], [-73.90292349307352, 40.809905213622464], [-73.90289049491015, 40.80984146927465], [-73.90288882151721, 40.80983411259501], [-73.90288604753408, 40.80982564737531], [-73.90288247212158, 40.80981735707764], [-73.90287985285795, 40.8098125101903], [-73.90294311874794, 40.80976757277219], [-73.90297839864624, 40.80974251278353], [-73.90303059414803, 40.80970543815644], [-73.90311675249212, 40.80964423618384], [-73.90312002892273, 40.809646246147885], [-73.90312018405353, 40.80964633272612], [-73.90312111962633, 40.809646819781406], [-73.90312209078031, 40.809647288856596], [-73.90312307382527, 40.80964773092679], [-73.90312406877428, 40.80964813698711], [-73.90312509930452, 40.809648525067324], [-73.9031261298741, 40.80964888613261], [-73.90312718418632, 40.80964922020291], [-73.90312826224117, 40.809649527278154], [-73.90312934033535, 40.80964980733853], [-73.90313043033358, 40.80965005138893], [-73.90313154407448, 40.80965026844434], [-73.90313265785471, 40.8096504584848], [-73.90313377167426, 40.80965062151034], [-73.90313490924954, 40.80965074853591], [-73.90313603501245, 40.809650848536585], [-73.90313717266638, 40.809650921532274], [-73.9031383222244, 40.80965095851803], [-73.90313945995695, 40.809650977483884], [-73.90314059775503, 40.80965095142486], [-73.90314174743094, 40.80965090736584], [-73.90314288530764, 40.80965082727695], [-73.903144011372, 40.809650720163184], [-73.90314513748879, 40.809650577029515], [-73.90314626364487, 40.809650406880905], [-73.90314736613692, 40.80965020969748], [-73.90314848051996, 40.80964998550907], [-73.903149571239, 40.80964973428581], [-73.90315065015879, 40.809649447032704], [-73.90315170541457, 40.80964913274476], [-73.90315276070966, 40.8096487914419], [-73.90315379234069, 40.8096484231042], [-73.90315481215941, 40.809648027741595], [-73.90315580830102, 40.809647614349146], [-73.90315679264337, 40.80964716492688], [-73.90315774147007, 40.80964668845977], [-73.90315867847129, 40.80964619397277], [-73.90315959180845, 40.80964567245092], [-73.90316048148163, 40.80964512389425], [-73.90316134747772, 40.80964455730771], [-73.90316217795815, 40.80964396367639], [-73.90316517857015, 40.80964167803048], [-73.90317038002382, 40.809671171918325], [-73.9031710653277, 40.80967505454219], [-73.90317865182384, 40.809718068713266], [-73.90318633235987, 40.80976162146054], [-73.90318979261615, 40.80980673572924], [-73.90319349249798, 40.80985496051982], [-73.9031740319574, 40.809870467867555], [-73.90306579625678, 40.809956714889275], [-73.90300288386227, 40.81000543656458], [-73.90299937653134, 40.81000815311847], [-73.90299378148522, 40.81000723260409], [-73.90298806705707, 40.81000690541738], [-73.90298234464377, 40.81000717795547], [-73.90297712396607, 40.810007984010525], [-73.90297672447262, 40.81000804580872]]]]}",342.993395341,14350004052.0,350010
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8750362367396, 40.73040896020008], [-73.87504256876105, 40.73040701296624], [-73.87504338742517, 40.73040854021799], [-73.8750443193364, 40.73041027741131], [-73.87504524416711, 40.730412002890326], [-73.87504615955991, 40.730413711249426], [-73.87504707377575, 40.73041541600517], [-73.87504802927786, 40.73041719824953], [-73.87504895057269, 40.73041891562008], [-73.87504987422327, 40.730420639296746], [-73.8750500570688, 40.73042097898718], [-73.87480452561616, 40.73049778689444], [-73.87474673837791, 40.73051586391209], [-73.8746901237211, 40.73053357386843], [-73.87463020913427, 40.73055231669048], [-73.8744957328406, 40.73059438337798], [-73.87448977207258, 40.73058398050068], [-73.87448892845487, 40.73058250904941], [-73.87448806006483, 40.73058099164516], [-73.87448767070168, 40.73058031313719], [-73.87448722824918, 40.73057953911743], [-73.87448640115166, 40.73057809559989], [-73.874486368115, 40.730578037931295], [-73.87454445337795, 40.73056017749124], [-73.87460276010127, 40.730542248824385], [-73.87462125521947, 40.73053656153555], [-73.87466310877691, 40.73052369199402], [-73.87469898087242, 40.73051266197289], [-73.87472018598193, 40.730506141944346], [-73.87477576838921, 40.73048905130155], [-73.87477840969864, 40.73048823921291], [-73.87484765225813, 40.73046694810524], [-73.87492083067542, 40.73044444644405], [-73.8750362367396, 40.73040896020008]]]]}",344.377168426,9350004554.0,350020
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9110785791873, 40.65282538557746], [-73.91108474410215, 40.65282539934873], [-73.91108925605404, 40.65282540914034], [-73.91108951980989, 40.652825345407486], [-73.91109420353652, 40.65282422067936], [-73.91110127160032, 40.65282082758895], [-73.9111056962115, 40.652818058314786], [-73.91128785996321, 40.65270402862781], [-73.91136891992299, 40.65265001593373], [-73.91140751377245, 40.65262429896599], [-73.91145795602544, 40.652590687263164], [-73.91146427874872, 40.65258670463796], [-73.91149362384273, 40.652568220683804], [-73.91152816743913, 40.652546462836554], [-73.9115546156233, 40.652529803788816], [-73.91159237201003, 40.6525060222279], [-73.91161978105232, 40.65248875785525], [-73.9116597881456, 40.652463558785705], [-73.9116819087133, 40.6524496258538], [-73.91169174125746, 40.65244343243855], [-73.91169888993787, 40.652438929935315], [-73.91170246569247, 40.652436056426914], [-73.91170548146691, 40.65243283128653], [-73.9117065678132, 40.65243123730361], [-73.91170787687686, 40.652429317504236], [-73.91170960571928, 40.65242558348382], [-73.91171063479013, 40.65242170304236], [-73.91171076950037, 40.652419976853324], [-73.91176421359626, 40.65246942747313], [-73.91182095965455, 40.652521933354414], [-73.91182013208784, 40.652521860678526], [-73.91181931629727, 40.652521824032355], [-73.91181848867112, 40.6525217963823], [-73.91181767283294, 40.652521795756805], [-73.9118168451353, 40.652521822137714], [-73.91181602923761, 40.65252186653804], [-73.91181520149237, 40.65252192893964], [-73.91181438553517, 40.65252201836579], [-73.91181358137788, 40.65252212581132], [-73.91181277719686, 40.65252225126722], [-73.91181197298005, 40.6525224037386], [-73.91181118056319, 40.652522574229366], [-73.91181087422589, 40.65252265143902], [-73.91181039993434, 40.65252277174473], [-73.91180963111734, 40.652522978274284], [-73.9118088622646, 40.65252321181937], [-73.91180810519991, 40.65252347238899], [-73.91180737177078, 40.65252374198193], [-73.91180663830599, 40.65252403859035], [-73.91180592847671, 40.65252434422208], [-73.91180523043546, 40.65252467687837], [-73.91180454419414, 40.65252502755408], [-73.91180386975275, 40.652525396249146], [-73.91180321894691, 40.65252577396754], [-73.91180259175286, 40.652526178719526], [-73.91179769365088, 40.65252939341373], [-73.91175210778573, 40.65255931506825], [-73.91174765818495, 40.652562238336664], [-73.91174297190628, 40.65256531451134], [-73.91170163559222, 40.65259245140378], [-73.91169308430968, 40.652598064069025], [-73.91165115152474, 40.65262558770792], [-73.91160067923094, 40.65265872399887], [-73.91159547815856, 40.65266213656543], [-73.91157012484423, 40.652678773050674], [-73.91155019507518, 40.65269185125325], [-73.91153626991003, 40.652700990703956], [-73.91149971085727, 40.65272498749059], [-73.91149051694693, 40.65273102379011], [-73.91145475902455, 40.65275449887859], [-73.91144923841306, 40.652758123714676], [-73.9114262009553, 40.65277324457874], [-73.91139875409486, 40.652791259907445], [-73.91134828155036, 40.65282439608698], [-73.91132798838292, 40.65283771530959], [-73.91129779713194, 40.65285753223517], [-73.9112825109676, 40.65286756752102], [-73.91125540721465, 40.65288536155266], [-73.91124732448709, 40.65289066837017], [-73.91121194390996, 40.65291389062858], [-73.91119683996838, 40.65292380447377], [-73.91119621274292, 40.65292422723282], [-73.9111956091411, 40.65292466802045], [-73.91119501733913, 40.65292512682753], [-73.91119485517069, 40.65292526358097], [-73.91119444916079, 40.652925603663164], [-73.91119390461814, 40.65292608952228], [-73.91119338369909, 40.652926593409966], [-73.91119288641565, 40.65292710632107], [-73.91119241275588, 40.6529276372608], [-73.91119196273172, 40.65292817722393], [-73.91119153633122, 40.65292873521566], [-73.91119114540214, 40.65292929323476], [-73.91119076627291, 40.65292986927331], [-73.91119042260313, 40.65293045434445], [-73.91119010258096, 40.652931039433824], [-73.91118980618243, 40.65293164255181], [-73.91118954525535, 40.652932245697194], [-73.91118929612811, 40.65293286686204], [-73.91118909429612, 40.65293348806339], [-73.91118890428794, 40.65293410927388], [-73.91118876156301, 40.652934739526], [-73.91118863066193, 40.65293536978733], [-73.91118853522026, 40.65293600908118], [-73.91108030433335, 40.65282712040776], [-73.9110785791873, 40.65282538557746]]]]}",562.21823751,20350002297.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92228069431438, 40.734271817484675], [-73.9223431243595, 40.7342455737638], [-73.92234731766212, 40.73424845551661], [-73.92235087930749, 40.734250903698815], [-73.92235331485253, 40.73425257848553], [-73.92235682090268, 40.73425498880875], [-73.92235757912773, 40.73425550981378], [-73.92237086639794, 40.73426464452304], [-73.9223861243476, 40.734275134022965], [-73.92239473925427, 40.73428105616859], [-73.92239551403985, 40.73428158889113], [-73.92240124272293, 40.73428552707241], [-73.92242615889374, 40.73430265621905], [-73.92243284571387, 40.73430725241523], [-73.92243727205019, 40.73431029551269], [-73.9224746132186, 40.734335966233566], [-73.92250102340688, 40.7343541220486], [-73.92250532081607, 40.73435707590636], [-73.92251390380576, 40.73436297640929], [-73.922514061129, 40.73436308457617], [-73.92251778129166, 40.73436564272186], [-73.92254808910226, 40.73438647745909], [-73.92258550842688, 40.734412201326236], [-73.92259173039513, 40.734416478420684], [-73.92262077611365, 40.734436446001254], [-73.92263297401925, 40.734444831625595], [-73.92264545345535, 40.734453410146514], [-73.9226482746358, 40.734455349935374], [-73.9226521178297, 40.73445799190664], [-73.92265472254245, 40.73445978296607], [-73.92264861934122, 40.73446230659349], [-73.92262564566519, 40.734471728486675], [-73.9226204070926, 40.734473877181536], [-73.92261576076126, 40.734475744415086], [-73.92259300048634, 40.73448488998908], [-73.92254865837188, 40.73450271365185], [-73.92254406178041, 40.734504561104764], [-73.92251986482452, 40.73451428742626], [-73.92251621676755, 40.7345118148775], [-73.92251313413509, 40.73450972632558], [-73.92248919701046, 40.73449351277377], [-73.92248490427508, 40.734490604844545], [-73.92248248643251, 40.73448896699344], [-73.92248189616818, 40.7344885658699], [-73.92245988954943, 40.73447365754742], [-73.9224505008977, 40.73446729723877], [-73.92244499096532, 40.73446356452327], [-73.92243023788443, 40.73445356794959], [-73.92238435691934, 40.73442247940441], [-73.9223814422654, 40.734420505326696], [-73.92237613934907, 40.73441691142571], [-73.92236744625824, 40.734411019843414], [-73.92236401823031, 40.73440869692245], [-73.92234217017227, 40.734393895844654], [-73.92234144869686, 40.7343933298389], [-73.92231786711645, 40.73437481749317], [-73.92231079193455, 40.734369263788054], [-73.92230765766041, 40.7343668032858], [-73.92230005260689, 40.73436083678973], [-73.92229987046457, 40.73436069348599], [-73.9222879566724, 40.73435134627509], [-73.92227974960635, 40.73434490660453], [-73.92227150942516, 40.73433844079624], [-73.92227051000604, 40.73433765667941], [-73.92226328462067, 40.73433198760483], [-73.92225696521814, 40.73432702964254], [-73.92225502197098, 40.73432550377008], [-73.92225080667292, 40.73432219515812], [-73.92224677706562, 40.734319032553756], [-73.92223898397133, 40.734312914641215], [-73.92223857710732, 40.73431259558652], [-73.92223037360223, 40.734306155914794], [-73.92222788038093, 40.73430419832695], [-73.92222661129766, 40.73430320240818], [-73.92222231202433, 40.73429983070286], [-73.92221943677478, 40.734297575689084], [-73.92227274812964, 40.73427515841045], [-73.92228069431438, 40.734271817484675]]]]}",312.703398398,9350000073.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8742141246309, 40.824166496338385], [-73.87425814931363, 40.82416004456843], [-73.87511019430562, 40.82404314684439], [-73.87584719251419, 40.82394202718996], [-73.87680617750198, 40.82381904831411], [-73.87770073423917, 40.82370425070441], [-73.87786469832653, 40.82368320878593], [-73.87787153030835, 40.82368233263476], [-73.87788241823903, 40.823728263187576], [-73.87789504006955, 40.823781508507594], [-73.87788740640079, 40.82378256661201], [-73.8778264248486, 40.823790984696345], [-73.87776153039607, 40.823799947903524], [-73.87770339572009, 40.82380797632411], [-73.87769662407189, 40.82380891106159], [-73.8776602983374, 40.823813928816385], [-73.87763541361807, 40.823817365722505], [-73.87763172958438, 40.823817874195704], [-73.87756683509598, 40.82382682828831], [-73.87737948489736, 40.82385992687996], [-73.87707198851902, 40.82390843972077], [-73.87659234469938, 40.82397101349517], [-73.87623595716164, 40.82401998055427], [-73.87585947335396, 40.82407045122097], [-73.87577470320396, 40.82407959362265], [-73.8757028115354, 40.82408807267105], [-73.8756242082026, 40.8240996007211], [-73.87556975159998, 40.82410687651659], [-73.87553246367337, 40.82411152155836], [-73.87548685737474, 40.82411819543007], [-73.87542005981095, 40.82412708772758], [-73.87535406598607, 40.82413659229232], [-73.87527385238889, 40.82414893331235], [-73.87520517400024, 40.824159452449244], [-73.87516520076801, 40.824166132289854], [-73.87512924622763, 40.824174650779874], [-73.87509731309613, 40.824184191175604], [-73.87502184105567, 40.82415994818038], [-73.87502272526143, 40.82415307024555], [-73.87498516260054, 40.824158160558426], [-73.87491521652161, 40.82416763897532], [-73.87484527042278, 40.82417711734979], [-73.87477532430395, 40.82418659568184], [-73.87470536631103, 40.824196073958575], [-73.87463542016937, 40.82420554320076], [-73.87456547399083, 40.82421502140548], [-73.87449552779238, 40.824224499567734], [-73.87442558157397, 40.824233977687534], [-73.87435563533568, 40.82424345576489], [-73.87428567722317, 40.82425293378692], [-73.87423681475265, 40.82426001243988], [-73.87422539675599, 40.82421295354451], [-73.8742141246309, 40.824166496338385]]]]}",2133.51692619,14350004176.0,350000
