the_geom,shape_leng,source_id,sub_code
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92059776424365, 40.77793646129165], [-73.92066406562292, 40.77788742055997], [-73.92067651475539, 40.777896237847024], [-73.9206842697156, 40.77790173535055], [-73.92063559202617, 40.77796339526971], [-73.92061521047123, 40.77794888223792], [-73.92059776424365, 40.77793646129165]]]]}",73.8242384386,13350003939.0,350010
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91755075721846, 40.781540012311744], [-73.91758139439793, 40.781514704002184], [-73.91765978064197, 40.78157085321657], [-73.91764464776419, 40.78158325942705], [-73.91763178226624, 40.78159380501776], [-73.91755075721846, 40.781540012311744]]]]}",83.5558467706,13350003926.0,350010
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88766464497202, 40.73886954954897], [-73.88769754580991, 40.73885969585848], [-73.88774376138663, 40.73886850466115], [-73.88774456737023, 40.73886865763265], [-73.8878216825041, 40.73888336422975], [-73.88782572307161, 40.73888413359737], [-73.8878763295524, 40.7388937922007], [-73.88784293833511, 40.73890379494901], [-73.8877946803693, 40.73891825062467], [-73.88775400796547, 40.73893043358708], [-73.88775392386555, 40.738930458719366], [-73.88768991309966, 40.73894963116671], [-73.88763656164481, 40.73893966002854], [-73.88755643034281, 40.738924682911865], [-73.88751918802983, 40.73891772163618], [-73.88750971975264, 40.73891594829274], [-73.88757515194159, 40.738896353193745], [-73.88761567866088, 40.73888421517765], [-73.88766464497202, 40.73886954954897]]]]}",213.959481731,9350004704.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90938275916962, 40.65165620210286], [-73.90948105502231, 40.651588842427614], [-73.9094816715438, 40.65158846469532], [-73.90948190065971, 40.65158865758646], [-73.90948217233317, 40.6515888559142], [-73.90948574935594, 40.6515920564682], [-73.90948797067563, 40.651594044758674], [-73.90948830605838, 40.651594344895045], [-73.90950365808307, 40.651608088071576], [-73.90950379034716, 40.651608206143514], [-73.90983660602299, 40.651906187728414], [-73.91031397389486, 40.65233713453312], [-73.91092719630815, 40.65288583635916], [-73.9109275352474, 40.6528861391956], [-73.91094218165198, 40.65289924496513], [-73.91094538798983, 40.65290211379559], [-73.91094666698176, 40.65290325844336], [-73.9108961788012, 40.65293370546642], [-73.91084523972233, 40.65296442497461], [-73.9108451106471, 40.652963686450065], [-73.9108449579122, 40.65296295691234], [-73.91084493084858, 40.65296285873492], [-73.91084475788203, 40.65296222733795], [-73.91084453419218, 40.65296150675041], [-73.91084428684269, 40.65296079514969], [-73.91084399219795, 40.65296008351235], [-73.91084367389351, 40.652959380861816], [-73.91084332009353, 40.65295869619411], [-73.91084293082213, 40.652958011498924], [-73.91084251789104, 40.65295733579055], [-73.91084206946445, 40.65295667806503], [-73.9108415973782, 40.65295602932639], [-73.91084108979642, 40.65295539857052], [-73.910840558555, 40.652954776801494], [-73.91084000364185, 40.65295417302446], [-73.91083941324526, 40.65295357822511], [-73.91083879917694, 40.652953001417764], [-73.91082070341275, 40.65293662498196], [-73.91080485855503, 40.652922285458864], [-73.9107961903521, 40.6529144442324], [-73.91079567781881, 40.65291398006826], [-73.91075480148893, 40.65287699921648], [-73.91075358156442, 40.65287589603627], [-73.9107109846618, 40.652837338828135], [-73.9107035080616, 40.6528305746383], [-73.91066837597266, 40.6527987906001], [-73.91062576734474, 40.65276023335091], [-73.91061518132783, 40.65275065442218], [-73.91059070029183, 40.652728500668665], [-73.91058315876609, 40.65272167608576], [-73.9105601728217, 40.6527008805682], [-73.91054055022465, 40.65268312780984], [-73.91049414081655, 40.65264161655838], [-73.91049385502343, 40.652641361489444], [-73.9104567575221, 40.6526081890589], [-73.91044714805693, 40.65259959514071], [-73.91041082414098, 40.652567105889915], [-73.91040045297265, 40.65255782878197], [-73.91036946110363, 40.65253012091821], [-73.910353746111, 40.65251607140002], [-73.91030703931992, 40.65247430499381], [-73.91029498059366, 40.65246352089453], [-73.91026033258733, 40.65243253856836], [-73.91025294572765, 40.652425931108944], [-73.91021363773692, 40.65239077213304], [-73.91019319192306, 40.65237248916757], [-73.91016693112128, 40.65234900566928], [-73.91016478415224, 40.65234708679005], [-73.91012945130828, 40.65231549784057], [-73.91012022455197, 40.65230724819151], [-73.91010283981088, 40.65229169977276], [-73.91007352987698, 40.652265481698684], [-73.91004663262979, 40.65224142854775], [-73.91002682343677, 40.65222371517744], [-73.90999204695801, 40.65219261650214], [-73.90998011705501, 40.652181948637065], [-73.90994005353856, 40.65214612079083], [-73.90993342254328, 40.6521401910919], [-73.90989014337107, 40.65210148895871], [-73.90988671627849, 40.65209842451316], [-73.90984001007217, 40.65205665791529], [-73.90982694833542, 40.652045379496265], [-73.90982440448718, 40.652043182039435], [-73.9097825145593, 40.65200372542003], [-73.90973270583228, 40.651956808084066], [-73.90970700087193, 40.65193259549621], [-73.90969095625455, 40.65191769103616], [-73.9096780704975, 40.65190572024003], [-73.90965505460053, 40.6518847579199], [-73.90965180935885, 40.65188188181833], [-73.90962342885334, 40.6518567332728], [-73.90961113150237, 40.65184595611752], [-73.90952297522153, 40.65176869081267], [-73.90948006974126, 40.65173029319214], [-73.909476902493, 40.65172745947129], [-73.90944081250633, 40.65169405696924], [-73.90943445910517, 40.651688385007844], [-73.90942300172975, 40.651678156008444], [-73.90941154025079, 40.65166833944185], [-73.90941025630309, 40.651667398289966], [-73.9094039818535, 40.65166279710472], [-73.9093958500035, 40.65165813232021], [-73.90939431618841, 40.6516574782365], [-73.90939337675613, 40.65165707766651], [-73.90939113583673, 40.651656462648475], [-73.9093879532742, 40.65165620439406], [-73.90938275916962, 40.65165620210286]]]]}",1328.30655744,20350002298.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92738077993403, 40.845015847885996], [-73.92736229078282, 40.845005181614184], [-73.92738197955553, 40.84501295986039], [-73.9273906131348, 40.845016406978615], [-73.92741094661568, 40.8450245260119], [-73.92745441204143, 40.84504188063778], [-73.92747168632684, 40.845048778469135], [-73.92753252446118, 40.84507306967724], [-73.92753399673128, 40.84507351994809], [-73.92757131558021, 40.84508493732138], [-73.92760334517303, 40.8450947358791], [-73.92767264843174, 40.84511174283686], [-73.92779775003176, 40.845142442466035], [-73.92784227335699, 40.84515324832378], [-73.92794696019138, 40.84517865542965], [-73.92797105997627, 40.845184503872794], [-73.92813565442016, 40.84522445063528], [-73.92814426463008, 40.845226540639885], [-73.92815452734519, 40.84522909452628], [-73.9285017566017, 40.8453154883259], [-73.92881659880787, 40.84539089579736], [-73.9288764906309, 40.84540488497488], [-73.92919317914102, 40.84547885446838], [-73.92942819475478, 40.84553495600491], [-73.92946177539004, 40.84554297201895], [-73.9294948272969, 40.84555086253154], [-73.92949768545463, 40.845551636901156], [-73.92949921233391, 40.8455520511605], [-73.92950975586652, 40.84555490766332], [-73.92953430212289, 40.845561559291596], [-73.92954071549461, 40.8455632966576], [-73.92961402236665, 40.845583161255114], [-73.92961667307027, 40.84558387966469], [-73.92962764219538, 40.845586851679435], [-73.92962922123739, 40.84558727947625], [-73.92970118028589, 40.84560677849653], [-73.92985587560834, 40.845648696950356], [-73.9298933565911, 40.84565885297973], [-73.92985517173615, 40.845650474094796], [-73.92969522793089, 40.84561537907615], [-73.92962105274893, 40.84559910336428], [-73.9296194250143, 40.84559874577603], [-73.9296080972596, 40.84559625980772], [-73.92960536342335, 40.84559566021227], [-73.92952975972037, 40.845579071098896], [-73.9295273104131, 40.84557853380941], [-73.92952322977683, 40.845577674947805], [-73.92949722135657, 40.84557219846696], [-73.92948665462225, 40.84556997319418], [-73.92948474945642, 40.845569572210806], [-73.9294536289863, 40.8455630201082], [-73.92941969523379, 40.84555587465218], [-73.92921492155547, 40.84551275785442], [-73.92900925909075, 40.84546602466757], [-73.92879383669042, 40.845420281034016], [-73.92852203335863, 40.84535453725102], [-73.92823524086356, 40.845284381893734], [-73.92811901998753, 40.8452562988028], [-73.92810860544633, 40.84525378263929], [-73.9280956243186, 40.84525064533603], [-73.928078470263, 40.84524650047963], [-73.92796596958756, 40.84521931554402], [-73.92795737239967, 40.845217251648606], [-73.92793324763998, 40.845211460818575], [-73.92791489030138, 40.845207054043165], [-73.9279090327881, 40.84520564741484], [-73.92784520119596, 40.84519032434169], [-73.92778162570022, 40.8451750617265], [-73.92775290906208, 40.84516645034198], [-73.9277460917515, 40.84516440555539], [-73.92774445706661, 40.84516391556388], [-73.92772724401676, 40.84515844779436], [-73.9277075914376, 40.84515220497018], [-73.92770558105589, 40.845151530141656], [-73.9276710454112, 40.8451399335581], [-73.92763483202512, 40.84512710763957], [-73.92759896550375, 40.84511373262673], [-73.92756346244494, 40.84509981213237], [-73.92756315546072, 40.8450996858706], [-73.92754424927217, 40.84509190364461], [-73.92752833707111, 40.845085353369676], [-73.92752749673544, 40.845084990843596], [-73.92749360123496, 40.845070361749336], [-73.92746617539741, 40.845057964532515], [-73.92745927153129, 40.84505484358567], [-73.92745428189919, 40.84505248295769], [-73.92744967745095, 40.84505030627228], [-73.92742536218337, 40.84503880519136], [-73.92740799607002, 40.84503021887135], [-73.92739188385691, 40.84502225287703], [-73.92738077993403, 40.845015847885996]]]]}",1482.72718117,13350004146.0,350020
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84128645773214, 40.82863366686846], [-73.84131564867442, 40.828631087495125], [-73.84131932503395, 40.8286389971115], [-73.84132981746055, 40.82866157348662], [-73.84133246199168, 40.82867662802254], [-73.84133434860134, 40.82868736903819], [-73.84133499773667, 40.82869106827014], [-73.84133843639198, 40.82871066780343], [-73.84134384009236, 40.82874142719068], [-73.84134505066767, 40.82874831585275], [-73.84134641327603, 40.8287560782055], [-73.84134753610702, 40.82876247687678], [-73.84134836656428, 40.828767196620504], [-73.84135663581475, 40.82881429495391], [-73.84135776914982, 40.82882076387823], [-73.84135984051619, 40.82883257943953], [-73.84135988731381, 40.82883284064787], [-73.84136024405599, 40.82883486995703], [-73.8413657355581, 40.82886610402496], [-73.84136929694718, 40.82888644303306], [-73.84136960687937, 40.828888216536825], [-73.84137306900757, 40.828907924160234], [-73.84137482343912, 40.82891792208346], [-73.84137855753043, 40.82893742927001], [-73.84138161480242, 40.82895341098257], [-73.84138373406061, 40.82896453502788], [-73.84132090006692, 40.828970283804495], [-73.84127573366001, 40.828974580051], [-73.84125767775659, 40.82897630216132], [-73.8411979463455, 40.82898200111192], [-73.84117683663592, 40.82898418726245], [-73.84117680376413, 40.82898405214272], [-73.84117450396225, 40.82897408048035], [-73.84116691488113, 40.82894106503443], [-73.84116644085427, 40.828939004045786], [-73.8411663504945, 40.82893861670789], [-73.84116573685185, 40.828935944089935], [-73.84115895729015, 40.8289064858185], [-73.84115886813963, 40.828906088576765], [-73.84115861712608, 40.828904963511036], [-73.84115461616612, 40.82888752438983], [-73.84115432284207, 40.8288862452809], [-73.84114652368223, 40.82885234705728], [-73.84114616816731, 40.82885079951471], [-73.84114458420215, 40.82884389953036], [-73.841142190623, 40.82883348649468], [-73.84114148897014, 40.8288304364473], [-73.84113099713026, 40.828784790238736], [-73.84113007027821, 40.828780727723036], [-73.84112819528698, 40.828772581050345], [-73.84112643177956, 40.82876491179434], [-73.84112475507104, 40.82875763167233], [-73.84111793811913, 40.82872795992839], [-73.8411174324157, 40.82872576111989], [-73.841113655541, 40.82870931375199], [-73.84110993027765, 40.82869309788264], [-73.84110581781279, 40.82867520115329], [-73.84110439688031, 40.82866953507286], [-73.84110101835739, 40.828656059891514], [-73.84109888814122, 40.82864756257341], [-73.84119816932927, 40.828640209], [-73.84128645773214, 40.82863366686846]]]]}",365.6849774,14350004086.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83735655046891, 40.743897734972194], [-73.83735725812306, 40.74389594936303], [-73.83736068797933, 40.74388729581909], [-73.8373636626472, 40.74387740523442], [-73.83737221797227, 40.743878960786276], [-73.83737687138823, 40.74387980663064], [-73.83739230440672, 40.74388239486945], [-73.83741623026604, 40.743885945131574], [-73.8374173605739, 40.74388611332116], [-73.83743886366788, 40.74388881908375], [-73.83744254832354, 40.74388928264307], [-73.83745569924773, 40.74389063395599], [-73.83746052283134, 40.74389112973942], [-73.83746397450179, 40.74389148580879], [-73.83746785585895, 40.74389188480833], [-73.83747401854906, 40.74389237887884], [-73.83748047836471, 40.743892896781574], [-73.8374932476598, 40.74389391976663], [-73.83751871186347, 40.74389539650636], [-73.83753526754457, 40.74389595116101], [-73.8375464139774, 40.743896325285995], [-73.83754785952031, 40.74389637415138], [-73.83757713919564, 40.74389662256347], [-73.83760642071499, 40.74389611454372], [-73.83761023240544, 40.7438959506225], [-73.83761676994493, 40.74389566987632], [-73.8376356566956, 40.743894859030455], [-73.83766482345662, 40.743892855990346], [-73.8376831080581, 40.743891350896575], [-73.83770671817388, 40.743888918576715], [-73.83770900504803, 40.743888683164464], [-73.83770163551601, 40.74391117468113], [-73.83770081601324, 40.74391367693936], [-73.83769846519593, 40.743913914962896], [-73.83767474739551, 40.74391631921352], [-73.83767431041368, 40.743916354617966], [-73.83766347337422, 40.74391728487746], [-73.83763269764246, 40.74391876335423], [-73.83760845979933, 40.74391933252269], [-73.83760186455342, 40.743919485314905], [-73.83757103330792, 40.74391945084294], [-73.83754021579082, 40.743918641944965], [-73.83754006189346, 40.743918632722796], [-73.83753775337598, 40.74391851780345], [-73.83752667604823, 40.743917964573946], [-73.83751110480819, 40.74391718708036], [-73.83751083253333, 40.74391716868608], [-73.83748500224966, 40.74391529520441], [-73.83747458899458, 40.74391431876752], [-73.83746734457947, 40.74391363946683], [-73.8374594431969, 40.74391289800391], [-73.83745897207251, 40.74391285411463], [-73.83745428357035, 40.74391231439694], [-73.83744788111869, 40.74391157775016], [-73.83743425709802, 40.74391001865173], [-73.83743186384102, 40.74390969559319], [-73.83740966171182, 40.74390669707781], [-73.83740862610779, 40.74390653532539], [-73.83738517409644, 40.74390288037128], [-73.8373848782297, 40.74390282592304], [-73.83736531649905, 40.74389931063327], [-73.83735655046891, 40.743897734972194]]]]}",209.60694875,9350004656.0,350020
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92160420295846, 40.693010374346066], [-73.92155547201885, 40.69299069824482], [-73.9215481781673, 40.69298775309718], [-73.92137778185122, 40.692923700373186], [-73.92122223390263, 40.692869446140314], [-73.92120748092553, 40.692864301314046], [-73.9212050033721, 40.69286343692608], [-73.92120350142292, 40.69286294962056], [-73.92120197575873, 40.69286250732445], [-73.92120042639019, 40.692862101032624], [-73.92119886514826, 40.69286173075319], [-73.92119729202216, 40.69286140549123], [-73.92119569518107, 40.692861125238686], [-73.92119408646653, 40.692860880998516], [-73.92119247769884, 40.69286068178397], [-73.921190857047, 40.692860527586916], [-73.92118922451102, 40.692860418407356], [-73.9211875919325, 40.69286034524833], [-73.92118595930079, 40.69286031711484], [-73.92118458572523, 40.69286032337826], [-73.92118432662646, 40.692860325001874], [-73.92118269388826, 40.692860386919584], [-73.92118106110752, 40.692860484857796], [-73.92126356233378, 40.692838793035456], [-73.92134120659902, 40.692818378364265], [-73.9213415133735, 40.6928190809743], [-73.92134185565126, 40.69281977460346], [-73.92134223342171, 40.69282046825689], [-73.9213423042668, 40.692820587173046], [-73.92134263487517, 40.692821143916184], [-73.92134307183196, 40.69282181059465], [-73.92134354430264, 40.69282245928715], [-73.92134402861487, 40.69282309898258], [-73.92134456026128, 40.69282372970524], [-73.92134510375985, 40.69282434242572], [-73.92134568276164, 40.69282494616533], [-73.92134629728807, 40.692825522913786], [-73.92134692365599, 40.69282609066525], [-73.92134758553786, 40.69282664043068], [-73.92134825926124, 40.6928271811991], [-73.92134896850918, 40.69282769497638], [-73.92134970144015, 40.692828190759585], [-73.92135044622327, 40.692828668540606], [-73.9213512147, 40.69282911932243], [-73.9213520068598, 40.69282955211012], [-73.92135282269204, 40.69282997590889], [-73.92135365039766, 40.692830363695236], [-73.92135450178633, 40.69283073348749], [-73.92135535319622, 40.69283108526949], [-73.9213560225357, 40.69283133066653], [-73.92135624013068, 40.69283141006038], [-73.9215587690031, 40.69290547141507], [-73.92166091059441, 40.692945254524], [-73.92170060410764, 40.69296071453292], [-73.92175878565875, 40.69298337589605], [-73.92195616001473, 40.6930650964126], [-73.92195755529534, 40.69306575473342], [-73.92195897427995, 40.69306637704981], [-73.92196042881014, 40.69306695436461], [-73.9219618952029, 40.693067504672044], [-73.92196339715173, 40.69306800097277], [-73.921964922794, 40.69306847027415], [-73.92196646032, 40.69306889455791], [-73.92196802155003, 40.693069282837186], [-73.92196959466365, 40.69306962609885], [-73.9219711914919, 40.69306992435085], [-73.92197143989408, 40.693069965042376], [-73.92197278836231, 40.693070186582375], [-73.9219744089473, 40.69307040380428], [-73.92197602958494, 40.69307057600056], [-73.92197766209573, 40.693070712184316], [-73.9219792946592, 40.69307080334243], [-73.92198092727537, 40.69307084947491], [-73.9219825717751, 40.693070850589734], [-73.92198420448611, 40.69307081567601], [-73.92198547402644, 40.693070747197105], [-73.92198584790813, 40.69307072673873], [-73.92198747007664, 40.69307060176651], [-73.92198910293516, 40.693070440780986], [-73.921990712195, 40.693070225748635], [-73.92199232149696, 40.69306997469577], [-73.92199391902061, 40.693069678609255], [-73.92199549292458, 40.69306934648617], [-73.92199705505028, 40.69306896932938], [-73.92194106182897, 40.693113207799165], [-73.92190079223022, 40.69314502442734], [-73.92190023748368, 40.69314390741446], [-73.92189964722324, 40.69314280838774], [-73.9218989977976, 40.693141718326], [-73.9218983010165, 40.693140655247575], [-73.92189796792282, 40.69314019485921], [-73.92189754505957, 40.69313961013919], [-73.92189675358874, 40.69313858301695], [-73.9218959147625, 40.69313758287799], [-73.92189502859142, 40.69313660071713], [-73.92189409506494, 40.69313564553959], [-73.9218931260246, 40.69313470834816], [-73.92189210961826, 40.693133807145074], [-73.921891057698, 40.693132923928175], [-73.92188995841181, 40.69313207669964], [-73.92188882360115, 40.693131256462415], [-73.92188765325555, 40.69313047222154], [-73.92188644738543, 40.69312971497196], [-73.92188612462327, 40.69312952474461], [-73.92188520599088, 40.69312898471364], [-73.92188392905074, 40.69312829945683], [-73.92188262841711, 40.693127641199325], [-73.9218812922485, 40.69312701893827], [-73.92171606226572, 40.693055540989235], [-73.92160420295846, 40.693010374346066]]]]}",516.992055095,20350002677.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84854291657155, 40.747214420739716], [-73.84862062272843, 40.74718991201976], [-73.84862263333868, 40.74719300250308], [-73.84864707803486, 40.74723059570299], [-73.8486659753625, 40.747259364738355], [-73.84868507327994, 40.74728844921173], [-73.84870973795967, 40.74732566267249], [-73.84871189384477, 40.74732891723741], [-73.84863345094756, 40.7473534817824], [-73.84863334665448, 40.74735352396919], [-73.84855039272695, 40.74737952063995], [-73.84852136138379, 40.74738861901369], [-73.84851522358005, 40.74739054162982], [-73.84851324852738, 40.7473874349823], [-73.84848935084825, 40.747349857783064], [-73.84847070230663, 40.747320531632006], [-73.84845233693243, 40.74729165520376], [-73.84842795087118, 40.747253309215495], [-73.84842656102161, 40.74725112455592], [-73.84843027452119, 40.74724995428025], [-73.84846194117637, 40.747239969694995], [-73.84854291657155, 40.747214420739716]]]]}",230.181881678,9350004401.0,350000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87694980734831, 40.67041299648421], [-73.87701418384549, 40.670405220024], [-73.8770868055323, 40.67039644736092], [-73.87709651391593, 40.67044990427395], [-73.87710612396783, 40.67050281896995], [-73.8770408946281, 40.670512539685205], [-73.8769752701403, 40.670522319375024], [-73.87696286963158, 40.67046907929904], [-73.87694980734831, 40.67041299648421]]]]}",155.041051297,20350001256.0,350010
