"Property Valuation and Assessment data Tax Classes 2,3,4_normal/Property Valuation and Assessment data Tax Classes 2,3,4_1.csv","Property Valuation and Assessment data Tax Classes 2,3,4_normal/Property Valuation and Assessment data Tax Classes 2,3,4_2.csv",bble,bble,1
"Property Valuation and Assessment data Tax Classes 2,3,4_normal/Property Valuation and Assessment data Tax Classes 2,3,4_1.csv","Property Valuation and Assessment data Tax Classes 2,3,4_normal/Property Valuation and Assessment data Tax Classes 2,3,4_3.csv",lot,lot,1
Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_1.csv,Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_2.csv,permitnumber,permitnumber,1
Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_1.csv,Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_3.csv,createdon,createdon,1
Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_2.csv,Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_4.csv,permitissuedate,permitissuedate,1
Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_4.csv,Street Construction Permits (2022-Present)_normal/Street Construction Permits (2022-Present)_5.csv,applicationtrackingid,applicationtrackingid,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_status_history.csv,LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations_2.csv,unique_id,unique_id,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_status_history.csv,LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations_1.csv,site_id,site_id,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_status_history.csv,LinkNYC Kiosk Status (Historical)_normal/node_4.csv,ppt_id,ppt_id,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations_2.csv,LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_status_history_1.csv,latitude,latitude,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations_2.csv,LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_status_history_1.csv,longitude,longitude,1
LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations_2.csv,LinkNYC Kiosk Status (Historical)_normal/LinkNYC Kiosk Status (Historical)_linknyc_kiosk_locations.csv,address,address,1
Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_energy_water_usage_2017.csv,Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_energy_water_disclosure_2017_1.csv,property_id,property_id,1
Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_energy_water_usage_2017.csv,Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_energy_water_usage_2017.csv,property_id_1,property_id_1,1
Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_energy_water_disclosure_2017_1.csv,Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_building_energy_water_2017.csv,property_name,property_name,1
Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_building_energy_water_2017.csv,Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_normal/Energy and Water Data Disclosure for Local Law 84 2018 (Data for Calendar Year 2017)_nyc_energy_water_disclosure_2017.csv,address_1,address_1,1
DOB Sign Application Filings_normal/node_1.csv,DOB Sign Application Filings_normal/DOB Sign Application Filings_sign_application_records.csv,job__,job__,1
DOB Sign Application Filings_normal/node_1.csv,DOB Sign Application Filings_normal/node_3.csv,bin__,bin__,1
DOB Sign Application Filings_normal/DOB Sign Application Filings_sign_application_records.csv,DOB Sign Application Filings_normal/DOB Sign Application Filings_sign_application_records_1.csv,block,block,1
DOB Sign Application Filings_normal/DOB Sign Application Filings_sign_application_records_1.csv,DOB Sign Application Filings_normal/DOB Sign Application Filings_sign_application_details.csv,owner_s__phone__,owner_s__phone__,1
DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance.csv,DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance_2.csv,permit_si_no,permit_si_no,1
DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance.csv,DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance_1.csv,job__,job__,1
DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance.csv,DOB Permit Issuance_normal/DOB Permit Issuance_permit_issuance_records_1.csv,bin__,bin__,1
DOB Permit Issuance_normal/DOB Permit Issuance_building_permit_issuance_2.csv,DOB Permit Issuance_normal/DOB Permit Issuance_permit_issuance_records.csv,gis_longitude,gis_longitude-owner_s_business_name,1
Parks Concessions_normal/Parks Concessions_park_concession_contracts.csv,Parks Concessions_normal/node_2.csv,contractcode,contractcode,1
Parks Concessions_normal/Parks Concessions_park_concession_contracts.csv,Parks Concessions_normal/Parks Concessions_park_concession_fees.csv,personid,personid,1
Parks Concessions_normal/Parks Concessions_park_concession_contracts.csv,Parks Concessions_normal/Parks Concessions_concession_contracts_info.csv,operatorlastname,operatorlastname,1
Parks Concessions_normal/node_2.csv,Parks Concessions_normal/Parks Concessions_concession_contracts_details.csv,addlocationinfo1,addlocationinfo1,1
Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributions_summary_1.csv,Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributions_summary.csv,refno,refno,1
Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributions_summary_1.csv,Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributors_locations.csv,name,name,1
Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributions_summary.csv,Doing Business Contributions Summary_normal/Doing Business Contributions Summary_political_contributions_summary.csv,empname-db_entity_start,empname,1
Doing Business Contributions Summary_normal/Doing Business Contributions Summary_political_contributions_summary.csv,Doing Business Contributions Summary_normal/Doing Business Contributions Summary_business_contributions_summary_2.csv,db_entity_name,db_entity_name,1
LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations_1.csv,LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_statuses.csv,site_id,site_id-phone_status_date,1
LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations_1.csv,LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_status.csv,ppt_id,ppt_id,1
LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations_1.csv,LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations.csv,latitude,latitude-wifi_status,1
LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations_1.csv,LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations.csv,longitude,longitude,1
LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_locations_1.csv,LinkNYC Kiosk Status_normal/LinkNYC Kiosk Status_linknyc_kiosk_status_1.csv,address,address,1
2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_directory_2018.csv,2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs.csv,dbn,dbn,1
2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_directory_2018.csv,2018 DOE High School Directory_normal/node_3.csv,school_name,school_name,1
