2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_directory_2018.csv,2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs_info.csv,fax_number,fax_number,1
2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs.csv,2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs_info_2.csv,phone_number,phone_number,1
2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs.csv,2018 DOE High School Directory_normal/2018 DOE High School Directory_high_school_programs_info_1.csv,code1,code1,1
2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_locations_2019_2020.csv,2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_location_details.csv,location_code,location_code,1
2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_locations_2019_2020.csv,2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_location_details_1.csv,location_name,location_name,1
2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_location_details_2.csv,2019 - 2020 School Locations_normal/2019 - 2020 School Locations_school_location_details_3.csv,beds,beds,1
DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_2.csv,DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits.csv,tracking_number,tracking_number,1
DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_2.csv,DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_4.csv,work_permit,work_permit,1
DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_2.csv,DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_3.csv,job_filing_number,job_filing_number,1
DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits.csv,DOB NOW： Build – Approved Permits_normal/DOB NOW： Build – Approved Permits_approved_building_permits_1.csv,bin,bin,1
Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_valuation_records.csv,Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_assessment_records.csv,bble,bble,1
Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_valuation_records.csv,Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_tax n_assessment.csv,block,block,1
Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_valuation_records.csv,Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_valuation_records_1.csv,owner,owner,1
Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_assessment_records.csv,Property Valuation and Assessment Data_normal/Property Valuation and Assessment Data_property_valuation_records_2.csv,staddr,staddr,1
DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_income.csv,DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_income_2010_2011.csv,queens_condominium_property_condo_section,queens_condominium_property_condo_section,1
DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_income.csv,DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_comparisons.csv,queens_condominium_property_address,queens_condominium_property_address,1
DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_income_2010_2011.csv,DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_comparables.csv,queens_condominium_property_boro_block_lot,queens_condominium_property_boro_block_lot,1
DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_comparables.csv,DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/node_5.csv,latitude,latitude,1
DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/DOF： Condominium comparable rental income – Queens - FY 2010 2011_queens_condo_rental_comparables.csv,DOF： Condominium comparable rental income – Queens - FY 2010 2011_normal/node_5.csv,longitude,longitude,1
DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_center_inspections.csv,DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_inspection_records.csv,dc_id,dc_id,1
DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_center_inspections.csv,DOHMH Childcare Center Inspections_normal/node_3.csv,phone,phone,1
DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_center_inspections.csv,DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_inspection_records_1.csv,centername,centername,1
DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_inspection_records.csv,DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_center_inspections_1.csv,legalname,legalname,1
DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_inspection_records.csv,DOHMH Childcare Center Inspections_normal/DOHMH Childcare Center Inspections_childcare_inspection_results.csv,bin,bin,1
Forestry Planting Spaces_normal/Forestry Planting Spaces_tree_planting_sites.csv,Forestry Planting Spaces_normal/node_2.csv,objectid,objectid,1
Forestry Planting Spaces_normal/Forestry Planting Spaces_tree_planting_sites.csv,Forestry Planting Spaces_normal/Forestry Planting Spaces_street_tree_planting_locations.csv,globalid,globalid,1
Forestry Planting Spaces_normal/Forestry Planting Spaces_tree_planting_sites.csv,Forestry Planting Spaces_normal/Forestry Planting Spaces_planting_space_locations.csv,location,location,1
Forestry Planting Spaces_normal/node_2.csv,Forestry Planting Spaces_normal/Forestry Planting Spaces_tree_planting_locations.csv,bin,bin,1
Forestry Planting Spaces_normal/node_2.csv,Forestry Planting Spaces_normal/Forestry Planting Spaces_street_tree_planting_sites.csv,latitude,latitude,1
Forestry Planting Spaces_normal/node_2.csv,Forestry Planting Spaces_normal/Forestry Planting Spaces_street_tree_planting_sites.csv,longitude,longitude,1
Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details_1.csv,Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details.csv,job_number,job_number,1
Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details_1.csv,Housing Database Project Level Files_normal/node_3.csv,bin,bin,1
Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details_1.csv,Housing Database Project Level Files_normal/node_4.csv,latitude,latitude,1
Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details_1.csv,Housing Database Project Level Files_normal/node_4.csv,longitude,longitude,1
Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_details.csv,Housing Database Project Level Files_normal/Housing Database Project Level Files_housing_project_status.csv,addressnum,addressnum,1
Centerline_normal/Centerline_street_centerline_data_3.csv,Centerline_normal/Centerline_street_centerline_data_2.csv,objectid,objectid,1
Centerline_normal/Centerline_street_centerline_data_3.csv,Centerline_normal/Centerline_street_centerline_data_1.csv,globalid,globalid,1
Centerline_normal/Centerline_street_centerline_data_3.csv,Centerline_normal/Centerline_street_centerline_data.csv,physicalid,physicalid,1
Centerline_normal/Centerline_street_centerline_data_3.csv,Centerline_normal/Centerline_street_centerline_segments.csv,r_blockfaceid,r_blockfaceid,1
Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records_3.csv,Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records_1.csv,activitydetailid,activitydetailid,1
Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records_3.csv,Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records.csv,lotid,lotid,1
Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records_1.csv,Lot Cleaning Dispositions (No Longer Maintained)_normal/node_4.csv,activityid,activityid,1
Lot Cleaning Dispositions (No Longer Maintained)_normal/node_4.csv,Lot Cleaning Dispositions (No Longer Maintained)_normal/Lot Cleaning Dispositions (No Longer Maintained)_lot_cleaning_records_2.csv,inspectionrequestid,inspectionrequestid,1
2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_admissions_data.csv,2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_admissions_manhattan.csv,dbn,dbn,1
2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_admissions_data.csv,2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_admissions_data.csv,programname,programname,1
2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_admissions_manhattan.csv,2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_school_contact_info.csv,phonenumber,phonenumber,1
2019 Pre-Kindergarten Admissions Guide_normal/2019 Pre-Kindergarten Admissions Guide_pre_k_school_contact_info.csv,2019 Pre-Kindergarten Admissions Guide_normal/node_5.csv,address,address,1
Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory_1.csv,Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory.csv,title,title,1
Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory_1.csv,Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_artworks_1.csv,latitude,latitude,1
Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory_1.csv,Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_artworks_1.csv,longitude,longitude,1
Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory_1.csv,Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory_2.csv,address,address,1
Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_art_inventory.csv,Public Design Commission Outdoor Public Art Inventory_normal/Public Design Commission Outdoor Public Art Inventory_outdoor_public_artworks.csv,acquisition,acquisition,1
DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_comparables.csv,DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_income.csv,bronx_cooperatives_comparable_properties_boro_block_lot,bronx_cooperatives_comparable_properties_boro_block_lot,1
DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_comparables.csv,DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_comparisons.csv,bronx_cooperatives_comparable_properties_address,bronx_cooperatives_comparable_properties_address,1
DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_comparables.csv,DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_rental_income_comparisons.csv,latitude-bronx_cooperatives_comparable_properties_full_market_value,latitude,1
DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_comparables.csv,DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_rental_income_comparisons.csv,longitude,longitude,1
DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_income.csv,DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_normal/DOF： Cooperative Comparable Rental Income – Bronx – FY 2008 2009_bronx_coop_rental_income.csv,bin,bin,1
2020 DOE High School Directory_normal/node_1.csv,2020 DOE High School Directory_normal/2020 DOE High School Directory_high_school_admissions_data.csv,dbn,dbn,1
2020 DOE High School Directory_normal/node_1.csv,2020 DOE High School Directory_normal/2020 DOE High School Directory_nyc_high_school_directory.csv,school_name,school_name,1
2020 DOE High School Directory_normal/2020 DOE High School Directory_high_school_programs_info.csv,2020 DOE High School Directory_normal/2020 DOE High School Directory_high_school_admissions_data_1.csv,fax_number,fax_number,1
Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_2.csv,Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_4.csv,permitid,permitid,1
Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_2.csv,Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits.csv,fullpermitno,fullpermitno,1
Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_3.csv,Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_4.csv,fullapplicationno,pivot-value,1
Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_3.csv,Annual Overweight Load (AOL) Permits_normal/Annual Overweight Load (AOL) Permits_overweight_load_permits_1.csv,oldpermitno,oldpermitno,1
NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_boiler_fuel_usage_records.csv,NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_nyc_boiler_compliance_data.csv,dep_boiler_application,dep_boiler_application,1
NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_boiler_fuel_usage_records.csv,NYC Clean Heat Dataset (Historical)_normal/node_3.csv,building_manager,building_manager,1
NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_nyc_boiler_compliance_data.csv,NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_nyc_building_heating_data.csv,owner,owner,1
NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_nyc_building_heating_data.csv,NYC Clean Heat Dataset (Historical)_normal/NYC Clean Heat Dataset (Historical)_nyc_building_ownership_info.csv,borough_block_lot,borough_block_lot,1
SBS Certified Business List_normal/SBS Certified Business List_certified_businesses_info_1.csv,SBS Certified Business List_normal/SBS Certified Business List_certified_business_contracts.csv,account_number,account_number,1
Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_study_requests.csv,Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_signal_study_requests.csv,id,pivot-value,1
Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_study_requests.csv,Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_signal_study_requests_1.csv,referencenumber,referencenumber,1
Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_study_requests.csv,Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_signal_study_requests_2.csv,statusdate,statusdate,1
Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_signal_study_requests.csv,Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_control_requests.csv,daterequested,daterequested,1
Traffic Signal and All-Way Stop Study Requests_normal/Traffic Signal and All-Way Stop Study Requests_traffic_signal_study_requests_1.csv,Traffic Signal and All-Way Stop Study Requests_normal/node_6.csv,externalreferencenumber,externalreferencenumber,1
2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_locations_2018_2019.csv,2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_location_details_3.csv,system_code,system_code,1
2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_locations_2018_2019.csv,2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_location_details_2.csv,location_code,location_code,1
2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_locations_2018_2019.csv,2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_location_details.csv,location_name,location_name,1
2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_location_details_3.csv,2018 - 2019 School Locations_normal/2018 - 2019 School Locations_school_location_details_1.csv,principal_name,principal_name,1
Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_info_2.csv,Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_info.csv,oid,oid,1
Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_info_2.csv,Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_info_1.csv,location_name,location_name,1
Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_info.csv,Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_locations.csv,address_street,address_street,1
Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_locations.csv,Citywide Public Computer Centers_normal/Citywide Public Computer Centers_public_computer_centers_nyc.csv,full_location_address,full_location_address,1
DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records_2.csv,DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records_1.csv,job_s1_no,job_s1_no,1
DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records_2.csv,DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records.csv,job__,job__,1
DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records_2.csv,DOB Job Application Filings_normal/DOB Job Application Filings_building_permit_applications.csv,bin__,bin__,1
DOB Job Application Filings_normal/DOB Job Application Filings_job_application_records_1.csv,DOB Job Application Filings_normal/DOB Job Application Filings_job_application_details.csv,gis_latitude,gis_latitude,1
Local Law 8 of 2020 – Complaints of Illegal Parking of Vehicles Operated on Behalf of the City_normal/Local Law 8 of 2020 – Complaints of Illegal Parking of Vehicles Operated on Behalf of the City_illegal_parking_complaints_3.csv,Local Law 8 of 2020 – Complaints of Illegal Parking of Vehicles Operated on Behalf of the City_normal/Local Law 8 of 2020 – Complaints of Illegal Parking of Vehicles Operated on Behalf of the City_illegal_parking_complaints_4.csv,unique_key,unique_key,1
