condo_base_bbl,condo_base_bbl_key
3057670081,3057670081300858
1018490031,1018490031101035
3021290018,3021290018301333
1004730006,1004730006101179
1002770011,1002770011100884
1005920058,1005920058100788
1004340030,1004340030101526
3056850057,3056850057300101
1014930013,1014930013101037
1001900013,1001900013101237
1019550005,1019550005101340
3056700044,3056700044300840
1004690035,1004690035101085
3073980043,3073980043301282
3066510004,3066510004301149
1014190015,1014190015100833
3010660055,3010660055300679
3009760040,3009760040300165
4049550117,4049550117400248
3021470032,3021470032300506
1010090010,1010090010100364
3059130027,3059130027300694
1004970031,1004970031101214
3087930047,3087930047300520
2031540009,2031540009200022
3074700027,3074700027300763
1013790037,1013790037101015
1018690061,1018690061100708
4161130001,4161130001400463
1014430023,1014430023100175
3064010027,3064010027301418
4050410014,4050410014400221
1018230047,1018230047100807
1011630026,1011630026100231
3057690020,3057690020301262
1001790010,1001790010101072
2039430100,2039430100200023
3003910008,3003910008300091
1014870023,1014870023100419
3010530076,3010530076301128
1011650060,1011650060100472
3079910135,3079910135300263
4021190001,4021190001400183
1014140002,1014140002101465
1004700040,1004700040100564
3071670011,3071670011301127
3004030009,3004030009300812
1007790030,1007790030100504
4040760005,4040760005400391
4162330044,4162330044400173
1000160065,1000160065100371
1005940021,1005940021101379
3009830047,3009830047300644
3009660032,3009660032300083
1009980001,1009980001100717
3066670021,3066670021301484
3008070055,3008070055301072
1014360030,1014360030100546
1012250013,1012250013100004
3024080035,3024080035301382
1019250004,1019250004101488
1003920001,1003920001100341
1011580080,1011580080100414
3018550008,3018550008301589
3056210056,3056210056300282
3056430063,3056430063300079
1005570009,1005570009100039
3056060021,3056060021300140
4002750015,4002750015400384
1021640001,1021640001100769
3009390027,3009390027300349
5024020400,5024020400500125
2036430001,2036430001200029
4019100023,4019100023400129
5053100073,5053100073500109
3021130016,3021130016300816
1002740012,1002740012101291
1013880032,1013880032101030
3054950410,3054950410300904
1009100033,1009100033101320
5038930048,5038930048500024
4049550043,4049550043400276
1001730010,1001730010101434
3022410112,3022410112300854
4018660030,4018660030400216
4018660064,4018660064400270
1015570001,1015570001100752
3054380075,3054380075301251
1009200036,1009200036100597
3087200165,3087200165301138
3069240010,3069240010301471
1015360001,1015360001101277
3057520058,3057520058301348
3010480047,3010480047301216
1001890017,1001890017100838
1001350008,1001350008100662
1016460006,1016460006101512
3011710038,3011710038301500
4092700044,4092700044400313
5054610067,5054610067500088
1001930032,1001930032100588
3026180007,3026180007300379
1011790050,1011790050100412
3026980042,3026980042301455
5000690031,5000690031500102
1015050050,1015050050100100
1014090017,1014090017100639
3055930066,3055930066300581
3017340027,3017340027301139
3021650101,3021650101300881
4056880001,4056880001400049
1013420006,1013420006100061
1006990030,1006990030100672
3021320003,3021320003300798
3052770010,3052770010300135
4018660062,4018660062400269
1005000024,1005000024101439
3022300010,3022300010300737
1015370001,1015370001101277
3024170029,3024170029301488
3056350055,3056350055300366
4001600039,4001600039400308
3010920037,3010920037300440
3037550040,3037550040300464
1014040069,1014040069100151
1009030059,1009030059100321
1006380031,1006380031101211
1002020001,1002020001100222
3022340024,3022340024301035
1014130061,1014130061100257
1001890011,1001890011100816
1006070061,1006070061100392
1008860018,1008860018100587
4016170135,4016170135400321
1001740017,1001740017101397
4051020025,4051020025400361
1012870001,1012870001100013
4114170050,4114170050400012
5070540301,5070540301500029
3064170013,3064170013301413
1005440032,1005440032102004
3022370017,3022370017301153
1006320010,1006320010100962
1014580020,1014580020100645
3022380134,3022380134301376
3056770062,3056770062300370
3022370035,3022370035300621
3082170046,3082170046300052
3009540049,3009540049300076
3022410114,3022410114300859
3056770064,3056770064300390
3055910057,3055910057301518
1013610119,1013610119101118
3002600048,3002600048301254
4050220048,4050220048400034
1012840069,1012840069101344
3000270001,3000270001300658
3001790038,3001790038300139
1012260007,1012260007100511
3002860040,3002860040301011
5009420016,5009420016500140
3068010016,3068010016301599
3002620035,3002620035300009
1016800005,1016800005100458
1003770015,1003770015101288
1001340005,1001340005101079
3057030072,3057030072300687
1008440010,1008440010101492
1015420001,1015420001100250
1013030024,1013030024100305
3037730016,3037730016300464
3055100070,3055100070300160
3022640022,3022640022301283
3074680063,3074680063300734
1010530016,1010530016100233
2054170001,2054170001200069
3009740122,3009740122300847
4019900007,4019900007400296
1001320010,1001320010101069
5060240078,5060240078500038
3003470036,3003470036300074
3019660006,3019660006301147
1001000003,1001000003101286
3011710035,3011710035301500
1013890030,1013890030100993
3056280068,3056280068300672
1004920019,1004920019100382
3002430031,3002430031300874
3019130013,3019130013301041
1014670045,1014670045100687
4155570067,4155570067400179
2036510001,2036510001200035
4051370127,4051370127400121
3055930065,3055930065300543
3053880043,3053880043300753
3021310021,3021310021300539
3002860006,3002860006300051
1014090025,1014090025100299
3056040018,3056040018300844
3022410119,3022410119301088
