pivot-metric,pivot-value,post_direc,r_high_hn,to_lvl_co,status,the_geom-full_stree
r_blkfc_id,1222603438.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01105619612144, 40.7251484098777], [-74.01094273105342, 40.725662241966305]]]}-WEST ST"
r_blkfc_id,212261586.0,,168.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00745217307546, 40.70605109297283]]]}-PEARL ST"
bike_lane,,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01213630770864, 40.692040643353], [-74.01240888960344, 40.692493526977486]]]}-BK BATTERY TUNL"
bike_lane,,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00869902296354, 40.74236172346079], [-74.00851707994512, 40.74317447135778]]]}-11 AVE"
r_blkfc_id,212261125.0,,70.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01064454774598, 40.703695013770016]]]}-PEARL ST"
bike_lane,,,68.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01118994205468, 40.706278727518175], [-74.01142470631831, 40.70581802986001], [-74.0115498104063, 40.70495073496904]]]}-BROAD ST"
r_blkfc_id,1222607193.0,,399.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01739796591468, 40.70845740994716], [-74.01814846679568, 40.70879516565625]]]}-W  THAMES ST"
r_blkfc_id,212260983.0,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01438184521825, 40.70822414379349]]]}-RECTOR ST"
bike_lane,,,299.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01662578576105, 40.70813393464956], [-74.01739796591468, 40.70845740994716]]]}-W  THAMES ST"
r_blkfc_id,212260694.0,,12.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01359196892929, 40.707967342036326]]]}-RECTOR ST"
bike_lane,,,41.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01020028920429, 40.70328219200393]]]}-WATER ST"
bike_lane,,,254.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01174301064889, 40.72162327130305], [-74.01163016792495, 40.722310028884515]]]}-WEST ST"
r_blkfc_id,1322605311.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.9763358671262, 40.7960634647208], [-73.97625408558243, 40.79615842365773], [-73.97617083226903, 40.79625738038131], [-73.976032994965, 40.79645298441366], [-73.97576236642037, 40.79683702798631], [-73.97564786252292, 40.79710582087967]]]}-H HUDSON PKWY"
r_blkfc_id,212261312.0,,57.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00950279012935, 40.70637890826033], [-74.00881270660075, 40.70601231098704]]]}-WALL ST"
r_blkfc_id,1222601831.0,,227.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00667419287026, 40.71653207704189], [-74.00624902059795, 40.7170757117057]]]}-CHURCH ST"
bike_lane,,,246.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01200855059044, 40.72030281775768], [-74.01187628282109, 40.72095228810878], [-74.01174301064889, 40.72162327130305]]]}-WEST ST"
r_blkfc_id,212260828.0,,50.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01257015313976, 40.70320684159133], [-74.01159675068892, 40.703446660083394]]]}-PEARL ST"
bike_lane,3.0,,124.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00945463868723, 40.70452785694512], [-74.00890108919573, 40.704861846669594]]]}-PEARL ST"
bike_lane,,,394.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01023707839751, 40.73240086019474], [-74.01016258075191, 40.733164720337115]]]}-WEST ST"
bike_lane,,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98730772854314, 40.78104130328782], [-73.98687120791307, 40.78145267598638]]]}-H HUDSON PKWY"
r_blkfc_id,1222601557.0,,198.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01292127808581, 40.71639821593498], [-74.01273066939913, 40.7171136291998]]]}-WEST ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0147422924871, 40.70983551791749], [-74.01487672259566, 40.7098352414587], [-74.01504575792599, 40.7098313202978]]]}-ALBANY ST"
r_blkfc_id,212260696.0,,157.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00838690878152, 40.714362293583214], [-74.00793943414322, 40.71492697262616]]]}-CHURCH ST"
bike_lane,,,98.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00811962428791, 40.74537505055023], [-74.00798545322678, 40.746087855458825]]]}-11 AVE"
r_blkfc_id,1222606609.0,,716.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99622237272236, 40.7673522186317], [-73.99574495408581, 40.76798999299133]]]}-12 AVE"
bike_lane,,,500.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00125702002342, 40.71349677866762], [-74.00156635613374, 40.71368306349681]]]}-PEARL ST"
bike_lane,,,75.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01020028920429, 40.70328219200393], [-74.0089875528631, 40.704084827772505]]]}-WATER ST"
r_blkfc_id,1222601381.0,,80.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0082589089775, 40.74467384288739], [-74.00811962428791, 40.74537505055023]]]}-11 AVE"
bike_lane,,,690.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99666737542213, 40.76673968306694], [-73.99622237272236, 40.7673522186317]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0089875528631, 40.704084827772505], [-74.00878919300352, 40.704210902414125]]]}-WATER ST"
r_blkfc_id,1222606932.0,,576.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.9995526044864, 40.763075192296775], [-73.99937931101317, 40.763194463150136], [-73.9992208216015, 40.76332617028554], [-73.99907936138752, 40.763468637853265], [-73.99895667325781, 40.76361991274824]]]}-12 AVE"
bike_lane,2.0,,193.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00754375933072, 40.715432824625346], [-74.0070972885244, 40.71599826551069]]]}-CHURCH ST"
bike_lane,,,72.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0115498104063, 40.70495073496904], [-74.01155838499058, 40.7047211575981]]]}-BROAD ST"
r_blkfc_id,212262277.0,,151.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01283896749439, 40.709709980376886], [-74.01266646989112, 40.710148920968756]]]}-GREENWICH ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00151938817625, 40.70969234295805], [-74.00147140298127, 40.70974655432328]]]}-PEARL ST"
bike_lane,,,101.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01712051881411, 40.70746253088078], [-74.01662578576105, 40.70813393464956]]]}-BATTERY PL"
bike_lane,,,283.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00532369793707, 40.71827334637825], [-74.0048448675, 40.7188530167363]]]}-CHURCH ST"
bike_lane,,,123.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01326253180854, 40.70873106798991], [-74.01308187710583, 40.709146980592976]]]}-GREENWICH ST"
bike_lane,3.0,,74.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01064454774598, 40.703695013770016], [-74.01049611003593, 40.70380470056576]]]}-PEARL ST"
bike_lane,,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01067628670197, 40.707116369075244], [-74.01118994205468, 40.706278727518175]]]}-BROAD ST"
bike_lane,,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00860072436832, 40.685909564654835], [-74.00878590130911, 40.68614660179633], [-74.00913762518086, 40.686819031243694]]]}-BK BATTERY TUNL"
bike_lane,3.0,,70.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01064454774598, 40.703695013770016]]]}-PEARL ST"
bike_lane,,,21.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01433649678438, 40.70623720783566], [-74.01430040437965, 40.70627688391721], [-74.01425392075623, 40.70631108615352], [-74.0141994991425, 40.70633764575861], [-74.01414046824934, 40.70635526179954], [-74.01401379521812, 40.70642249167858], [-74.01401354714498, 40.7064226173541], [-74.01401333429845, 40.70642276178838], [-74.01389705238063, 40.706501687350205], [-74.01389681576204, 40.70650184988008], [-74.01389659147883, 40.70650204809173], [-74.0137931510094, 40.70659139972115], [-74.01379304425912, 40.706591489863506], [-74.01379296216471, 40.7065915798354], [-74.01370452743437, 40.706689538970195], [-74.01370448055523, 40.706689593422084], [-74.0137044330174, 40.70668965641792], [-74.01363266125834, 40.70679389912786]]]}-TRINITY PL"
bike_lane,3.0,,182.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00745217307546, 40.70605109297283], [-74.00712975165223, 40.70637505436468]]]}-PEARL ST"
bike_lane,,,17.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01168546371265, 40.70969274309439], [-74.01123100601572, 40.71036686413972]]]}-CHURCH ST"
bike_lane,,,616.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99849707679952, 40.76424494093253], [-73.99804140885739, 40.764863136598045]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01699521616094, 40.7058000436678], [-74.01793061274537, 40.70617486563979]]]}-1 PL"
bike_lane,,,303.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0048448675, 40.7188530167363], [-74.00437215011533, 40.71946672443137]]]}-CHURCH ST"
r_blkfc_id,212261818.0,,117.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00812645264551, 40.704671797183195], [-74.00739218847701, 40.70518268851544]]]}-WATER ST"
r_blkfc_id,212261239.0,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01194691411979, 40.70745153141396], [-74.01296134424844, 40.70777032084529]]]}-RECTOR ST"
r_blkfc_id,212260936.0,,238.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00595100486223, 40.707205735084045], [-74.00548224925218, 40.707387571654436]]]}-PEARL ST"
r_blkfc_id,212261350.0,,72.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0115498104063, 40.70495073496904], [-74.01155838499058, 40.7047211575981]]]}-BROAD ST"
r_blkfc_id,212262449.0,,20.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01510283492294, 40.70645943673728], [-74.01594492352275, 40.706676412663455]]]}-MORRIS ST"
r_blkfc_id,1222606935.0,,98.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00811962428791, 40.74537505055023], [-74.00798545322678, 40.746087855458825]]]}-11 AVE"
r_blkfc_id,1222602060.0,,337.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00391758971028, 40.72004031154029], [-74.00351186439296, 40.72055635239183]]]}-CHURCH ST"
bike_lane,,,356.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.005287812919, 40.756308184173484], [-74.00480506713535, 40.75697137368663]]]}-12 AVE"
r_blkfc_id,212261728.0,,139.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00883196127769, 40.71379594739111], [-74.00838690878152, 40.714362293583214]]]}-CHURCH ST"
bike_lane,,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0156777818473, 40.70125602052488], [-74.01568594789885, 40.70154175500151], [-74.01567486061293, 40.70184224805438]]]}-BK BATTERY TUNL"
r_blkfc_id,1222603225.0,,280.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01135914238981, 40.72361797385921], [-74.01123470913308, 40.72426563244946]]]}-WEST ST"
bike_lane,,,93.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01012167536024, 40.71208469638951], [-74.00966812264812, 40.71272457013371]]]}-CHURCH ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01273066939913, 40.7171136291998], [-74.01268806175729, 40.71729809455264]]]}-WEST ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98393581597519, 40.7855093334064], [-73.98366277920069, 40.785906028742474]]]}-H HUDSON PKWY"
bike_lane,,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01214432898097, 40.70899264549829], [-74.01208718758026, 40.70907811895355]]]}-TRINITY PL"
r_blkfc_id,212261401.0,,24.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0129978382912, 40.703099516053015]]]}-PEARL ST"
r_blkfc_id,1222601057.0,,399.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01638142202177, 40.71007837134676], [-74.01762947223385, 40.710395761085024]]]}-ALBANY ST"
bike_lane,,,65.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01417811318568, 40.70670145862714], [-74.01396029905284, 40.707111010591895]]]}-GREENWICH ST"
bike_lane,,,92.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00902906502225, 40.70531013847116], [-74.00800726907983, 40.70544646155277]]]}-BEAVER ST"
r_blkfc_id,1222601917.0,,63.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01786933958108, 40.70634871855227], [-74.01778897787625, 40.70651868456784], [-74.01769028387064, 40.70668296244674], [-74.01757437049282, 40.70683986715218]]]}-BATTERY PL"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01693786186667, 40.704813986597024], [-74.01704963744208, 40.70483662931336]]]}-BATTERY PL"
bike_lane,,,538.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0010358752528, 40.761968351756735], [-74.00103326112597, 40.76197036141985], [-74.0002955726903, 40.76253746582068]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00166466865358, 40.70952276305008], [-74.00162290743312, 40.70956043427792]]]}-PEARL ST"
r_blkfc_id,212262246.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00151938817625, 40.70969234295805], [-74.00147140298127, 40.70974655432328]]]}-PEARL ST"
r_blkfc_id,212261831.0,,500.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00125702002342, 40.71349677866762], [-74.00156635613374, 40.71368306349681]]]}-PEARL ST"
r_blkfc_id,212261465.0,,20.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01318764361285, 40.70404271697225], [-74.01311348010695, 40.7035871658206]]]}-WHITEHALL ST"
r_blkfc_id,1222604295.0,,442.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00998887757267, 40.735296993104214], [-74.00993003083771, 40.73600434861673]]]}-WEST ST"
bike_lane,,,111.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01326253180854, 40.70873106798991]]]}-GREENWICH ST"
r_blkfc_id,212262246.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00157615385477, 40.709620004022504], [-74.00151938817625, 40.70969234295805]]]}-PEARL ST"
r_blkfc_id,1222601140.0,,118.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00798545322678, 40.746087855458825], [-74.0078664338864, 40.74680348007818]]]}-11 AVE"
bike_lane,,,101.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01208718758026, 40.70907811895355], [-74.01193492725311, 40.70930588333295]]]}-TRINITY PL"
bike_lane,,,416.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01007533212791, 40.734225615466215], [-74.01004291133181, 40.73458937070711]]]}-WEST ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99479662197211, 40.76933737724522], [-73.99453226315117, 40.76993286816401]]]}-12 AVE"
r_blkfc_id,212260761.0,,24.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0143917690023, 40.70359878271113]]]}-STATE ST"
r_blkfc_id,212261819.0,,103.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00689991891616, 40.7048242435102]]]}-WALL ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0012825859855, 40.70999405297033], [-74.00123476628733, 40.71005533303564]]]}-PEARL ST"
bike_lane,,,20.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01318764361285, 40.70404271697225], [-74.01311348010695, 40.7035871658206]]]}-WHITEHALL ST"
bike_lane,,,198.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01292127808581, 40.71639821593498], [-74.01273066939913, 40.7171136291998]]]}-WEST ST"
bike_lane,,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01567486061293, 40.70184224805438], [-74.01566642080466, 40.701929617153084], [-74.01564653147396, 40.70203466427218]]]}-BK BATTERY TUNL"
r_blkfc_id,1322604574.0,,874.0,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99332519843287, 40.772831479035005], [-73.99293297355692, 40.77336901041069], [-73.99245134194055, 40.77404465417788], [-73.99227731188081, 40.77428802856217], [-73.99122907017902, 40.77575391295386], [-73.99064691410396, 40.77656798192866], [-73.9906469039647, 40.776567996670096], [-73.99064600333705, 40.77656929006096], [-73.99019036262722, 40.77721889069885], [-73.99016802704384, 40.777250733704456], [-73.98975501067643, 40.77783713990109], [-73.98928968657778, 40.77847952770988], [-73.9891419302272, 40.7786867706072], [-73.98884372569711, 40.779105025544794], [-73.98851184957837, 40.77959675363082]]]}-12 AVE"
r_blkfc_id,212261980.0,,93.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00878919300352, 40.704210902414125], [-74.00812645264551, 40.704671797183195]]]}-WATER ST"
bike_lane,,,58.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0115498104063, 40.70495073496904], [-74.01147191600678, 40.705033157565275], [-74.01061207105131, 40.705099380096485], [-74.00998418601552, 40.7051477331705]]]}-BEAVER ST"
r_blkfc_id,1322602532.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98521650669619, 40.78368310807819], [-73.98496058439454, 40.78404578876858], [-73.98416661216714, 40.78517093859282]]]}-H HUDSON PKWY"
bike_lane,,,758.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99574495408581, 40.76798999299133], [-73.99484913485443, 40.769256802792036]]]}-12 AVE"
bike_lane,,,,17,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.98687120791307, 40.78145267598638], [-73.9868200314508, 40.78151283200632], [-73.98679340457568, 40.78154413089683]]]}-H HUDSON PKWY"
r_blkfc_id,212260174.0,,53.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01337315500739, 40.70714645264195], [-74.01296134424844, 40.70777032084529]]]}-TRINITY PL"
r_blkfc_id,1222600278.0,,458.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00315984307318, 40.75923825343087], [-74.00284291607375, 40.75968622637695], [-74.00259193388094, 40.760034214844055], [-74.00253166830099, 40.76010885883833]]]}-12 AVE"
bike_lane,,,7.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01170249917278, 40.70775571315632], [-74.01125467663418, 40.70750763999125]]]}-WALL ST"
r_blkfc_id,1222604198.0,,386.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01027197567741, 40.73200971900632], [-74.01023707839751, 40.73240086019474]]]}-WEST ST"
bike_lane,,,,5,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01591034233404, 40.70146094794127], [-74.01589967703721, 40.70154212204522], [-74.01584079939174, 40.701990377851075]]]}-BK BATTERY TUNL"
bike_lane,,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01183833471073, 40.692153796772445], [-74.0121181561437, 40.69260636521495]]]}-BK BATTERY TUNL"
r_blkfc_id,212261402.0,,14.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01374945855002, 40.70238955053925], [-74.0138344107159, 40.70240570103803]]]}-STATE ST"
r_blkfc_id,0.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00610993824033, 40.70435089866511]]]}-WALL ST"
r_blkfc_id,1222605006.0,,426.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01004291133181, 40.73458937070711], [-74.00998887757267, 40.735296993104214]]]}-WEST ST"
bike_lane,3.0,,108.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01049611003593, 40.70380470056576], [-74.00945463868723, 40.70452785694512]]]}-PEARL ST"
bike_lane,,,21.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01125467663418, 40.70750763999125], [-74.01067628670197, 40.707116369075244]]]}-WALL ST"
r_blkfc_id,212260936.0,,222.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00645562008715, 40.70698201181704], [-74.00595100486223, 40.707205735084045]]]}-PEARL ST"
bike_lane,,,162.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01343897530212, 40.714430418461134], [-74.01325534455943, 40.71506455461134], [-74.01321811652312, 40.71520821640214]]]}-WEST ST"
r_blkfc_id,1222604635.0,,44.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00851707994512, 40.74317447135778], [-74.00837173923539, 40.74396898132182]]]}-11 AVE"
r_blkfc_id,212260678.0,,17.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01168546371265, 40.70969274309439], [-74.01123100601572, 40.71036686413972]]]}-CHURCH ST"
r_blkfc_id,1222607015.0,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00869902296354, 40.74236172346079], [-74.00851707994512, 40.74317447135778]]]}-11 AVE"
r_blkfc_id,212261400.0,,64.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01287851589179, 40.702664501247185], [-74.01282671055186, 40.702408626673964]]]}-WHITEHALL ST"
r_blkfc_id,212261771.0,,105.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00966812264812, 40.71272457013371], [-74.00925467816931, 40.71325580613428]]]}-CHURCH ST"
r_blkfc_id,1222601037.0,,690.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99666737542213, 40.76673968306694], [-73.99622237272236, 40.7673522186317]]]}-12 AVE"
bike_lane,,,100.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159382696616, 40.70357868401523], [-74.01159675068892, 40.703446660083394]]]}-BROAD ST"
bike_lane,2.0,,263.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00577729796854, 40.71767664665009], [-74.00532369793707, 40.71827334637825]]]}-CHURCH ST"
r_blkfc_id,1222606041.0,,404.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01016258075191, 40.733164720337115], [-74.01010480748744, 40.73383917083656]]]}-WEST ST"
r_blkfc_id,212261558.0,,0.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01266346141553, 40.7018130098396], [-74.01255063481182, 40.70150569621567]]]}-WHITEHALL ST"
bike_lane,,,716.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99622237272236, 40.7673522186317], [-73.99574495408581, 40.76798999299133]]]}-12 AVE"
bike_lane,2.0,,245.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00624902059795, 40.7170757117057], [-74.00577729796854, 40.71767664665009]]]}-CHURCH ST"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01428922948978, 40.70454907535256], [-74.01437031212745, 40.70455803784475], [-74.01451712300867, 40.704605675392386], [-74.01466709872304, 40.70464721296995], [-74.01478059501136, 40.704674113029824], [-74.01489542085365, 40.70469751835281], [-74.014961252156, 40.70475979724394]]]}-BATTERY PL"
r_blkfc_id,212261365.0,,74.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01064454774598, 40.703695013770016], [-74.01049611003593, 40.70380470056576]]]}-PEARL ST"
r_blkfc_id,212261581.0,,26.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01067628670197, 40.707116369075244], [-74.01118994205468, 40.706278727518175]]]}-BROAD ST"
bike_lane,,,278.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070256109346, 40.75379253019804], [-74.00664649267765, 40.75445090308997]]]}-12 AVE"
bike_lane,,,218.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00782941972257, 40.75171391312812], [-74.00755195736613, 40.75237822573365]]]}-12 AVE"
bike_lane,,,117.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01193492725311, 40.70930588333295], [-74.01168546371265, 40.70969274309439]]]}-TRINITY PL"
r_blkfc_id,212262105.0,,74.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00998418601552, 40.7051477331705], [-74.00902906502225, 40.70531013847116]]]}-BEAVER ST"
r_blkfc_id,1222604354.0,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01273066939913, 40.7171136291998], [-74.01268806175729, 40.71729809455264]]]}-WEST ST"
bike_lane,,,146.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01372415114948, 40.713678309156606], [-74.01343897530212, 40.714430418461134]]]}-WEST ST"
r_blkfc_id,212260227.0,,179.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00569066852002, 40.70637506246833], [-74.00500225478507, 40.70685251869731]]]}-WATER ST"
bike_lane,,,159.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00602039468583, 40.70614236277381], [-74.00569066852002, 40.70637506246833]]]}-WATER ST"
r_blkfc_id,1222603399.0,,162.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00795825631906, 40.749260791081596], [-74.00806127177302, 40.74945414976875], [-74.00814559236748, 40.74965357010671], [-74.00821036393826, 40.74985747611124], [-74.00825507746926, 40.75006417500013], [-74.00827951933162, 40.75027197362554]]]}-12 AVE"
r_blkfc_id,1222602260.0,,486.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984371599047, 40.73696752994005], [-74.00981442054704, 40.7375663786987]]]}-WEST ST"
bike_lane,,,71.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01046533974602, 40.71153454724642], [-74.01012167536024, 40.71208469638951]]]}-CHURCH ST"
bike_lane,,,,9,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00842516151923, 40.686015531942594], [-74.00859065970282, 40.686242454014064], [-74.00859803329706, 40.686252563582435], [-74.0089685350419, 40.68696605714863]]]}-BK BATTERY TUNL"
r_blkfc_id,212261613.0,,21.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01231160768083, 40.70268653279639], [-74.01218311229, 40.702741276603625], [-74.01205204354203, 40.70279236510637], [-74.01191858089284, 40.702839728353425], [-74.01178290727775, 40.70288330134841], [-74.01164520826687, 40.702923024581494], [-74.01150567239777, 40.70295884366267]]]}-WATER ST"
r_blkfc_id,1222600278.0,,420.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0033826474274, 40.75892977901519], [-74.00315984307318, 40.75923825343087]]]}-12 AVE"
