shape_leng,boro_name
18756.7018646,Brooklyn
114095.11951,Queens
20976.3355739,Queens
19816.7123182,Queens
39922.6741714,Brooklyn
21945.7199101,Bronx
26557.4093256,Bronx
38694.0406954,Bronx
20786.2561105,Manhattan
37119.8994206,Staten Island
17040.6854134,Manhattan
