shape_area,target_id
14522603.5915,BK-1
99436036.9404,QN-3
22887772.8652,QN-2
19726845.6252,QN-1
31341950.2811,BK-2
25666125.1035,BX-3
23945209.7754,BX-1
39738786.2415,BX-2
14501868.1603,MN-1
37752556.3256,SI-1
10647077.4989,MN-2
