profile_id,date,award,export_date
6665b5f7-4189-4409-a6bc-ff63812f51f3,2010-05-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
40a66406-a7ef-4aca-989e-6d3bd37f2f8f,2009-05-27T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
0396f720-74db-4137-a1df-24fefc94c882,2019-08-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a00eaf99-5527-48f6-af83-50e833643e62,2016-09-21T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7f6b1c7a-d9bb-482f-9e63-8299731ff250,2024-01-17T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
921e7b01-9a10-4f45-88f1-b0a05b8117ab,2015-12-05T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
9e082447-c2f9-46c3-8758-1adebb391113,2008-06-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
dee97a33-3f21-4074-a69d-5256af01e19c,2018-08-19T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
4b96a99a-832a-40d2-9641-86dec605e788,2020-11-20T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d9dd1f94-84c3-48b4-abd2-54976b5e59a2,2016-03-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7dca8067-3c96-4b7f-95ff-e4a2a37f598e,2022-11-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
2042fec0-0cba-4128-bc72-009d1db72567,2007-09-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
ed6e2670-e59a-4bd2-bbf4-1c1e8379b081,2004-01-20T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
6cd12b1d-6098-4368-911d-f5d1a7aa1410,2013-10-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
9214dd19-d798-45c0-b8bf-fd471331f671,2014-12-03T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
39d3fb52-df38-4ba7-a046-5f5103a80398,2018-08-31T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
24e24eb1-ec02-43ba-b350-91720c3491d3,2020-05-26T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a0aecb50-137c-4ba3-a24b-d90a709f9d96,2014-06-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e6ba6220-2462-4c98-978a-c7797a1760fb,2022-08-18T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
b25f8e54-3294-43f1-83a9-c03db1fd3bf2,2022-07-26T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
ca54b32c-e4d2-472f-8151-8ba73fc1a68f,2021-11-02T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
47f0cb30-c229-463c-8967-08bb9874701a,2023-11-25T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
89a0b6da-ee0e-4c1f-8022-0967eaabd123,2022-08-08T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
0a4744d1-57d1-43b0-93af-11ed87dce22f,2022-12-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
71c97d5b-8c9a-4875-97c7-3fd427258c57,2016-10-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
691ce4dc-8f78-4456-a515-ca5208b14003,2019-03-18T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
593f9f76-b868-4ef3-abb1-8f5750205919,2019-09-20T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d69c804a-1165-43c6-9f7b-a76c86ccf0f8,2020-10-01T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
9640f5c7-8c8d-4a90-ac39-6084ebe5034c,2018-06-29T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
0a460d0c-a0d5-437e-b725-5a5f32cbbdc2,2005-01-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
fb77e013-1fce-45ef-aa28-61c66cceb4f4,2008-08-28T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f57c03ce-b81c-47dd-8c0a-0fd18be971ed,2014-05-18T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
bb32e4c4-e925-4476-acd6-5fdae805d37a,2019-08-14T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
36f3bab7-d618-4b83-a5f1-a51f53c40db0,2017-08-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f27e6a65-1f79-4f93-9e1a-1248574b0649,2007-02-14T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f7dafb85-8c42-4155-a9cb-a9babe0c998f,2024-06-04T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
427659cf-980d-49f6-80a7-88993bd227cb,2011-07-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c0f31e51-43df-43bf-8ba2-c239a7938a67,2020-08-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
6e15555f-fb8f-4c69-b5ac-4ac98fb60749,2014-11-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d65f32bb-7583-4da4-8480-df0d505731d0,2012-08-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a65e2791-1da0-4677-b2fc-59eeb62f9708,1996-02-10T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
1750e768-9b4d-4a94-9e8e-c4fc333a143d,2019-03-25T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f0f2bbe7-e7ff-4717-90e3-b1230ddefe99,2017-10-26T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
579299a0-fbc5-4852-9345-fe7ba112f5ec,2013-02-08T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
4f89d894-b3e8-45ed-8cdc-a27f4fbf493c,2017-11-03T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
5e3bf4b6-d365-4840-89cc-2cddc74fdb0d,2011-12-21T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d3b96d29-9c5b-4a87-bdde-f1d48c335243,2020-08-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
baf3708e-3416-45a7-82db-6b6d7bdc087d,2024-07-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
31783a41-e13a-4c15-936e-52885cb8e103,2008-11-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
397caec1-9fd1-42bc-92cb-27445f2a6311,2019-08-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c345c1df-039e-4fdd-92d5-94637ba7a240,2016-01-22T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
787fd42c-b3e9-4e50-9a09-2d8e0208f6d6,2008-01-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
830f3814-761c-4eab-ae6b-45c9fe46025c,2016-12-14T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
739b2143-e814-4e7e-875f-ec5ea5fbd6e1,2022-03-04T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
b1243b46-f37f-4838-affe-30569bbd48a8,2021-07-31T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
bc02bf92-c7f1-4c0e-b3a0-a0a5eb68fb27,2021-04-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
e065f401-b53b-4786-a45f-a97d1692a2e5,2018-09-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
8083f00f-d0d0-49ec-b2ff-28e8781213a4,2021-05-25T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f294206f-fa6b-402f-9f19-cbbd3c6bd44e,2024-05-02T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
2b811b46-8fc9-4f2a-987d-958a088817e4,2024-08-04T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
e37de8ba-9e35-4e43-a7c1-be3314828a45,2017-12-10T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a3cb3a8f-582f-43d7-a305-b606c4aa1dad,2004-07-06T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
17bf3182-2510-44d0-8371-5ae5470a41ad,2021-01-19T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
c4a347a8-a5a1-4171-ac5c-d1c0cf5625d9,2019-02-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e0f9f2c3-9c0d-40c7-8a9f-b55adc8237b7,2023-12-26T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
17e78ad4-67e3-4056-87bb-48bd77046440,2021-06-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
961151fe-d321-4dc1-9966-3a8a0fcdbca9,2023-01-19T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
dab06052-dda8-4577-82b7-895ba4c96400,2010-03-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
5afa10d0-3a6f-4faa-be2a-4276fdb3622c,2007-10-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
307d3a4f-98b2-46ac-8b9d-e7703ae3f7a2,2009-10-11T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
870d8019-694b-47cb-81b2-f7682a05981a,2020-02-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
a2de8efe-bb24-4d81-bb35-0ead485e65f9,2020-07-28T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
8144c654-42cf-4bce-b0a8-acbb0f13207f,2017-10-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c8e52db6-9725-4565-9f40-0350c63785cc,2007-12-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e37de8ba-9e35-4e43-a7c1-be3314828a45,2014-04-03T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c49456ed-0dbf-41ef-9ded-ffe2ea6e8b99,2012-07-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c8134719-278e-4f7f-87b7-768a625c3f12,2007-07-29T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7c73c7b3-0aa7-4f62-a90a-9ac2c35f6215,2016-09-02T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
74971bd4-5b2a-4592-83e6-1a7084ec2587,2014-01-14T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
caa6b7de-84dd-424f-9d65-199695070b79,2019-03-30T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
97e640b1-ce66-438d-aa22-391860b1430a,2018-05-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
19f45ab4-9b08-43f6-9123-8304bec8eee4,2021-01-27T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
03cbbfcc-52f5-4e51-9151-be0f5ce860ca,2020-05-29T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7ff56bf2-d3e1-4e7b-9863-a913401f0aec,2020-04-15T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d3e7df3d-915d-4ae6-9038-25a436536bb7,2022-05-22T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
1d5478b5-f2c8-473c-9972-3b1af0d86528,2021-12-09T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
c4b3d649-451a-4874-8ba3-bc8984415509,2005-08-27T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
18f57a69-2d71-4339-973e-9fb4821d6933,1994-01-16T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
bdc31ea0-3db7-4532-8e03-a9300e1a0c3a,2021-01-23T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
7383e1db-78be-4f82-8456-8c20921ab4e7,2009-01-03T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
297dba99-abde-4c41-87b4-28cda085113a,2023-07-06T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
097849e6-1f50-4348-b443-979dc4199eac,2016-07-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
91444c18-65cc-4eba-a09b-228129b886f7,2007-05-10T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
abae95de-e726-41aa-95bd-1a1f9fbfd55c,1998-04-16T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e3d13a34-33b6-4417-9a83-d50e2c0cdd18,2015-08-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
64ac68a5-0630-41b6-a6aa-a50e07b07d4c,2022-07-30T00:00:00.000,COMMENDATION,2025-12-21T00:00:00.000
fecfde1d-6ee1-4748-9a68-3e109352923a,2020-10-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7aaa0881-8530-4a1a-894a-ab1f40bb6266,2012-03-02T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
b811afae-0cbe-45af-8b17-d941b6fb2318,2018-02-22T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
913c1c68-221b-4891-9914-2a72b66e9bc7,2018-08-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
bf8a87f7-e933-4661-84e6-f72838476e73,2012-10-29T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
c9672838-c754-4d1b-b677-d382d44ee7d7,2019-06-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
425a9998-cba2-4992-b976-b3e2bc24743f,2023-06-16T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
121fe54f-17c4-43e3-9f54-e3afbc5c3fc1,2021-01-01T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
dd9c8bba-b682-4e1a-a2b8-fd0724deaf48,2020-08-05T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
b6938bf9-7df0-4765-80ea-d825d1352d35,2024-05-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
58845375-3708-44f2-a9c5-b8905599c864,2015-10-01T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
eb7a103f-0a08-4870-afc7-9eed8f8f2a08,2022-07-05T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
a02de1d0-5bc9-41a9-a19e-011a5e508db6,2009-04-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
6fdaa591-2639-4072-9063-952d56a90c57,2023-04-21T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
4dae98ab-50c7-46b4-82e3-73e576de2acf,2024-04-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d109a615-1639-4db6-a12a-8cabb3c12f20,2007-05-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f629a6be-bdd1-4d4f-a1af-ee92d0960d9b,2022-10-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
1a88a4f1-3c75-46b5-b70d-1d85793edb2c,2013-05-24T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
2255bb04-8441-426e-b3f4-d68a8100945f,2015-08-25T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
833c57cd-978f-4467-b178-18d8c73afc56,2005-01-01T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
d030f5cf-15d6-4966-a0ed-80586bb16286,2014-07-01T00:00:00.000,COMMENDATION,2025-12-21T00:00:00.000
4b7ffda0-c0d9-46e2-ba98-69f5ecb628a4,2015-11-02T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a9cf8b1a-8fb5-4a0b-8af6-337d24f68cae,2022-09-17T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
7bf4a00b-d204-493f-bbd4-d6c28e8dd422,1997-12-24T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e686be54-dc38-4ed8-8a8b-7fe59e49e70c,2007-04-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
a143f808-1d93-4f3a-bc21-b3b7df1874dc,2007-12-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
ad87231c-dddc-4c50-b174-f807a1e656a7,2007-03-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
ee69672d-0823-49e7-b9be-b8f61587af03,2018-05-17T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
0ce0a9d7-64c5-473d-a804-f89dce2fb196,2018-06-25T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
24ca1b7d-a8c1-4069-8d38-35aa438c2b5c,2024-03-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
34d233c7-5ab0-423a-bffb-c3d55baa2eb2,2012-04-07T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
9985eb11-2604-4bc0-a127-d4e647a04f7f,2005-12-26T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f3b20a8f-cb52-4187-9878-7419c49a786a,2019-06-29T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
5ddcbe99-aa0e-4499-abfc-aef6ab57a9e7,2013-06-07T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
03e9f12c-31fa-4843-be8d-60d35967a852,2018-03-29T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
d90ad30e-7e80-48e3-8d4e-b32a05ab224f,2009-03-17T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
b10876f9-ee14-4706-b72b-03c39409aec1,2010-09-06T00:00:00.000,HONORABLE MENTION,2025-12-21T00:00:00.000
4f64471b-494c-4e95-92de-097409c05be8,2000-03-05T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
09a6ede8-c831-4eb2-a042-652b93a6101a,2011-11-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c32fbaaf-a4ba-4ee1-8ca8-b07651fd31b5,2024-05-15T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
55c7246d-ecc7-4988-87cd-66be774f369e,2015-10-07T00:00:00.000,HONORABLE MENTION,2025-12-21T00:00:00.000
b55439b0-742e-49f8-acbc-531e21a9024f,2016-07-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
53d93a99-791b-4004-9cdd-e55ccda75dd8,2021-12-15T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
75719190-b48b-4edc-86c6-b7af012fd983,2011-12-28T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
49ef69f6-6d13-42c9-bafc-62913b79a72b,2023-05-10T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
981a63bc-8e07-4a53-9b39-d843807b045f,2016-03-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
0a460d0c-a0d5-437e-b725-5a5f32cbbdc2,2020-05-04T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
de51facf-a197-45c0-be9f-43f4da83f5c1,2024-03-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
1c83b9ad-2c9c-47e6-98e2-db139eb9a868,1989-08-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
c6430802-d380-4f5c-bdbc-8baebd2f4e2a,2009-09-12T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
fa10de97-811c-4ad2-a8ec-ca7c7a5b624a,2020-12-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
4c1e3e2c-a2b3-4ced-a3b8-32d19f965552,2009-04-23T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
139ae1f6-28fd-464f-8caf-18bdb447e549,2020-10-31T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
4e7bc7ad-1fd2-452d-b6b4-b3c9ff1671fe,1998-12-27T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
fe54240c-0201-4c69-864c-6ceb40642b5e,2011-08-25T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f64752fc-74ab-4874-b234-f144cfa008d0,2017-12-05T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d440870e-54f2-4ea6-9608-19f5236e15c1,2006-08-21T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
