profile_id,date,award,export_date
9379d7f6-459b-4a10-bd67-b4faa657d9c2,2006-03-24T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
87fc91db-0c4f-48a9-869e-08328bdad3cf,2021-05-01T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
fef6092b-6c43-4e2d-9cee-5496979890e2,2024-03-02T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
d08c1003-b251-4afc-b15e-35ed848c68e1,2012-09-24T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
ce3e28ef-fb50-4ef6-9c53-f26374bbb0fe,2008-11-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
3c8a19c4-cfff-4b15-b492-7e7a004a6ba6,2023-11-17T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
b9591650-aeac-4551-9848-79ae1685ab5d,2021-01-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
672af8f3-9c19-404f-a73d-50bfcd19d823,2007-06-23T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
717b3b33-cb13-4888-814b-c2e87ca38c3a,2008-07-21T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
9c4646f7-02c1-4a28-909f-e1e0cf7005f6,2021-08-24T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
fd7aa0e5-e86b-49d1-813e-bc57f41c3551,2024-06-19T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
77506349-9554-454e-a26a-d5e1c9619e2f,2010-09-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
dbeb158d-8749-41bd-a000-7397c2a1409b,2023-11-22T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
08d00e71-1fc4-4158-9af3-9366610b085a,2019-07-13T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
0265845d-92fb-4b22-929c-1563ec8fa699,2019-06-21T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
5c4b3d9c-0176-4dcc-b7b3-80413a0f5f76,2005-12-20T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
0fb6b2f6-1e00-411c-b150-0356683531db,2014-07-04T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
35b2f786-b93b-4a40-9194-bcdf6aa53536,2013-08-31T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
61269830-e13e-4393-97ca-34eab9c35b1a,1990-05-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
733c399b-bac4-4441-bf17-3ccfa5f2b352,2021-12-29T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
00cc44fe-6347-4c9e-aa29-cc53b2fa6062,1990-12-28T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f4d37ff3-2bac-4b43-b4d1-460255cdcdbd,2017-11-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
f7d199ee-5e4c-4aa9-8956-5e1f6e8cb977,2021-02-08T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
98fcfc37-5127-4563-a197-4a0a466dc843,2021-08-11T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
89b21ff4-b701-4b5d-b246-f166f733978c,2018-10-24T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
354221cc-1513-4a65-9af4-3f0dc1fdf6a5,2021-02-25T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
8c55f0cc-9891-4e69-a2fa-ad8fe28b5c7f,2021-03-09T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
8144c654-42cf-4bce-b0a8-acbb0f13207f,2017-08-10T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
a002002b-0fb1-4e8d-b651-2b2e5f5a763b,2018-09-03T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
2e8e2dee-5152-4078-b455-ed22d9f71fdf,2020-06-18T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
ba881f71-7db5-408a-acf8-f1acccb0747f,2016-01-17T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
e69b3998-73a2-4a56-b879-e19a85768e4e,2006-09-20T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
2171fe5a-fe64-4380-b16c-cfb0cbd3eec3,2015-06-19T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
fed3c4d2-8e9b-45cc-b920-aedd9b431160,2017-08-16T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
59e6582b-43e2-4a0e-ad59-cb8148077f1a,2013-09-18T00:00:00.000,MERITORIOUS POLICE DUTY,2025-12-21T00:00:00.000
3fde37a9-abdb-46dd-b3b8-e64d8b9b290a,2008-09-27T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
bd4e09df-3ac1-423d-a9eb-c2f2aa4d2f4a,2019-09-12T00:00:00.000,EXCELLENT POLICE DUTY,2025-12-21T00:00:00.000
