highinitiallegalrent
2350.0
""
""
""
1584.0
602.0
1870.0
455.0
1200.0
""
""
""
""
2350.0
""
524.0
""
""
1123.0
1584.0
0.0
395.0
491.0
294.0
""
""
""
501.0
1825.0
1800.0
704.0
""
""
321.0
""
1150.0
""
1336.0
""
""
""
""
""
551.0
2350.0
""
722.0
""
""
2350.0
1825.0
318.0
""
""
2100.0
""
""
""
1531.0
""
541.0
403.0
445.0
""
1825.0
1597.0
""
""
1817.0
1825.0
524.0
""
""
2100.0
1584.0
""
""
""
255.0
""
1554.0
1156.0
""
""
1584.0
""
1336.0
""
1825.0
""
""
445.0
""
408.0
""
""
""
""
""
1150.0
""
""
368.0
""
1280.0
867.0
""
480.0
""
""
""
""
541.0
1584.0
321.0
""
547.0
""
437.0
469.0
312.0
2100.0
412.0
""
""
669.0
2350.0
""
1526.0
""
1554.0
""
""
""
""
209.0
446.0
482.0
""
""
""
482.0
""
1208.0
1825.0
""
""
1597.0
""
312.0
515.0
1439.0
2386.0
1411.0
""
""
""
""
444.0
""
""
1230.0
1417.0
""
476.0
396.0
""
2312.0
541.0
359.0
618.0
""
""
368.0
1584.0
445.0
1825.0
""
1658.0
1849.0
""
618.0
""
""
""
2056.0
""
0.0
0.0
551.0
""
""
""
""
370.0
""
292.0
1292.0
""
""
