aib_tot
4
5
10
0
1
18
0
7
6
3
6
7
24
0
0
1
1
3
4
10
11
9
6
1
7
6
7
0
0
0
9
0
0
4
8
1
7
15
9
6
0
3
3
13
8
1
6
0
1
2
2
2
2
5
1
10
7
6
1
1
1
1
5
5
7
1
7
2
4
4
2
5
1
11
0
2
9
0
3
1
1
1
1
2
1
6
10
4
1
2
7
11
8
6
2
10
5
5
1
0
5
4
8
1
1
4
7
10
4
1
5
4
5
1
2
1
4
4
3
2
7
6
1
1
6
1
1
1
8
1
0
2
0
5
9
1
5
2
4
0
8
3
3
3
6
1
5
0
5
3
0
6
2
2
5
1
5
3
8
0
6
9
10
1
4
0
3
2
6
17
6
8
1
3
1
0
9
8
3
6
2
20
2
0
0
2
5
7
9
30
1
5
6
3
6
0
1
2
5
0
