tot_meals
64
89
87
80
52
127
143
94
89
87
111
100
50
45
148
66
0
87
87
69
75
81
80
77
93
89
87
105
68
66
94
78
146
58
95
77
97
97
96
113
86
55
114
102
100
48
78
29
60
95
109
70
89
64
89
96
89
100
56
84
51
99
74
73
66
78
83
143
85
81
89
123
71
0
147
84
70
137
109
76
0
62
78
53
0
83
0
75
0
69
75
82
74
60
75
77
95
92
94
85
84
157
88
149
96
92
89
82
104
146
102
83
94
0
58
0
93
165
94
88
84
52
0
91
100
50
136
61
73
19
99
69
74
53
82
0
67
140
91
58
63
126
67
52
97
76
70
97
118
84
95
92
74
98
61
0
67
132
91
32
77
75
95
74
118
0
75
79
95
0
63
86
77
77
61
77
99
95
76
105
139
99
33
51
52
93
91
72
75
90
54
85
95
83
83
60
73
64
90
68
