record_id,borough,zip_code,community_district,state
10-2022-ATDL,Brooklyn,11208,305,NY
14-2022-ATDL,Bronx,10451,201,NY
12-2022-ATDL,Bronx,10454,201,NY
19-2022-ATDL,Brooklyn,11207,305,NY
26-2022-ATDL,Brooklyn,11212,316,NY
15-2022-ATDL,Brooklyn,11207,305,NY
13-2022-ATDL,Brooklyn,11207,305,NY
18-2022-ATDL,Brooklyn,11208,305,NY
16-2022-ATDL,Brooklyn,11207,305,NY
