block,address_longitude
1270.0,-73.975782
811.0,-73.988588
1272.0,-73.974742
2494.0,-73.95985
4082.0,-74.099439
4427.0,-73.870409
1980.0,-73.860166
128.0,-74.011612
3319.0,-73.89161
1316.0,-73.973288
920.0,-73.974347
2856.0,-73.918501
2292.0,-73.917667
5650.0,-73.797494
7050.0,-73.996127
9764.0,-73.800871
773.0,-73.995608
1232.0,-73.976488
2533.0,-73.925602
471.0,-73.997172
853.0,-73.987947
3433.0,-73.90931
934.0,-73.978998
969.0,-73.972016
1310.0,-73.970151
2050.0,-73.982413
10262.0,-73.783742
1011.0,-73.98637
646.0,-73.994273
1660.0,-73.942732
1909.0,-73.947278
414.0,-73.939299
5727.0,-73.995029
267.0,-73.94113
840.0,-73.984076
2050.0,-73.982413
6851.0,-73.987677
865.0,-73.982413
597.0,-74.008944
2762.0,-73.948301
538.0,-74.003558
11557.0,-73.837223
404.0,-73.980885
153.0,-73.918919
1660.0,-73.942732
3232.0,-73.927329
1554.0,-73.903473
1168.0,-73.98084
266.0,-73.939149
5711.0,-73.908648
1271.0,-73.975193
1028.0,-73.990289
12099.0,-73.795032
1036.0,-74.135621
2856.0,-73.918501
1010.0,-73.978142
439.0,-73.987691
1439.0,-73.961093
6.0,-73.980975
4603.0,-73.931238
65.0,-74.009082
2738.0,-73.890537
2856.0,-73.918501
6645.0,-73.821146
2538.0,-73.9604
708.0,-74.000787
5.0,-74.011202
1150.0,-73.97628
969.0,-73.972016
708.0,-74.000787
4960.0,-73.828871
579.0,-74.007494
4888.0,-73.945238
2865.0,-73.916753
1261.0,-73.979336
7282.0,-73.968639
4970.0,-73.833974
1263.0,-73.979783
424.0,-73.98843
2865.0,-73.917105
1660.0,-73.942403
2095.0,-73.979418
2414.0,-73.967211
1095.0,-73.996552
2856.0,-73.918501
267.0,-73.94113
1251.0,-73.940901
10156.0,-73.793707
3308.0,-73.884688
1283.0,-73.975109
265.0,-73.938805
864.0,-73.982056
2777.0,-73.885975
25.0,-74.011505
1429.0,-73.958849
1.0,-74.016281
2260.0,-73.920534
1918.0,-73.859814
161.0,-73.982454
4603.0,-73.931238
2892.0,-73.903209
1461.0,-73.956429
980.0,-73.986791
69.0,-74.006464
2228.0,-73.951825
12116.0,-73.789258
1311.0,-73.969609
367.0,-73.935047
2088.0,-73.97827
1276.0,-73.97907000000001
16188.0,-73.83655
5066.0,-73.836625
2050.0,-73.982413
,
4960.0,-73.828871
814.0,-73.901942
265.0,-73.938805
265.0,-73.938805
4594.0,-73.927833
2106.0,-73.979605
2344.0,-73.929876
751.0,-73.996849
266.0,-73.939149
621.0,-74.003947
445.0,-73.98975
1279.0,-73.97821
2856.0,-73.918501
2046.0,-73.938587
1259.0,-73.980213
453.0,-73.988402
7052.0,-73.992063
1342.0,-73.968172
2094.0,-73.980045
572.0,-73.996092
426.0,-73.992096
4603.0,-73.931238
1756.0,-73.943945
568.0,-73.993635
1989.0,-73.963608
423.0,-73.993835
969.0,-73.972016
2294.0,-73.960597
2805.0,-73.907721
7132.0,-73.965377
1818.0,-73.950541
1283.0,-73.975109
4603.0,-73.931266
978.0,-73.975298
643.0,-74.008776
1842.0,-73.952845
373.0,-73.93938
2538.0,-73.9604
1232.0,-73.976607
5322.0,-73.97361
1017.0,-73.988095
2856.0,-73.918501
796.0,-73.995933
1734.0,-73.938039
464.0,-73.989497
239.0,-73.933283
734.0,-73.997152
1571.0,-73.90798
397.0,-73.984307
1431.0,-73.958332
1122.0,-73.965788
3352.0,-73.914637
445.0,-73.98975
10030.0,-73.805657
1008.0,-73.98021
97.0,-74.002049
1237.0,-73.973764
962.0,-73.974757
1007.0,-73.97846
4973.0,-73.834483
3247.0,-73.89874
3191.0,-74.090833
814.0,-73.901942
1669.0,-73.94378
436.0,-73.944557
814.0,-73.901942
2572.0,-73.911539
1375.0,-73.97024
383.0,-73.9331
1041.0,-73.990084
2375.0,-73.951729
2050.0,-73.982413
978.0,-73.975168
9796.0,-73.793344
5437.0,-73.983874
15825.0,-73.767699
5090.0,-73.95386
267.0,-73.94113
1660.0,-73.942403
3964.0,-73.888452
4972.0,-73.834147
2589.0,-73.958095
6665.0,-73.964397
294.0,-73.940676
174.0,-73.978525
1272.0,-73.974742
