latitude,ct2010,cd,datasource,opabbrev,longitude-nta2020
40.78029899800122,15200.0,108.0,dca_operatingbusinesses,Non-public,-73.94452782094862-MN0803
40.85524775280324,39300.0,206.0,doe_lcgms,NYCDOE,-73.88250518773566-BX0603
40.755081508,11500.0,104.0,nysomh_mentalhealth,Non-public,-73.992226941-MN0402
40.789837299968,17700.0,107.0,dohmh_daycare,Non-public,-73.9710148702464-MN0702
40.71048190051992,58000.0,413.0,dpr_parksproperties,NYCDPR,-73.7296129617735-QN1303
40.70420040982664,700.0,101.0,moeo_socialservicesitelocations,,-74.00823807196346-MN0101
40.76033718740334,152902.0,411.0,nysomh_mentalhealth,Non-public,-73.72311811022982-QN1103
40.633311,72200.0,318.0,dsny_donatenycdirectory,,-73.91927099999998-BK1801
40.75726554768329,38100.0,403.0,dcla_culturalinstitutions,Non-public,-73.86135715423423-QN0303
40.587649171365136,30800.0,313.0,nysed_activeinstitutions,NYCDOE,-73.98147185530023-BK1301
40.63458325526559,6700.0,501.0,dycd_service_sites,,-74.09779867192593-SI0104
40.81020759171252,4100.0,201.0,moeo_socialservicesitelocations,,-73.91844953665857-BX0101
40.76425213870432,13300.0,104.0,dca_operatingbusinesses,Non-public,-73.98716165289761-MN0402
40.77432421,15100.0,107.0,dsny_fooddrop,,-73.98491538-MN0701
40.848690746868655,21501.0,205.0,doe_universalprek,Non-public,-73.91983970515116-BX0501
40.682597958560336,22700.0,302.0,dpr_parksproperties,NYCDPR,-73.96105326661673-BK0301
40.728321270588594,58900.0,301.0,doe_busroutesgarages,Non-public,-73.94057054204094-BK0101
40.671841046107424,114400.0,305.0,doe_busroutesgarages,Non-public,-73.90191880429948-BK0502
40.73683534502514,56300.0,301.0,dca_operatingbusinesses,Non-public,-73.95916511549437-BK0101
40.85521812529813,29600.0,211.0,doe_busroutesgarages,Non-public,-73.84078484843648-BX1102
40.74999894194031,9900.0,104.0,dcla_culturalinstitutions,Non-public,-74.00429288603662-MN0401
40.68157164927473,22700.0,303.0,nysomh_mentalhealth,Non-public,-73.95660962606513-BK0301
40.749527706137805,84500.0,407.0,doe_lcgms,NYCDOE,-73.82144577699297-QN0705
40.71377695551406,800.0,103.0,nysdoh_healthfacilities,Non-public,-73.99586264895393-MN0301
40.83203449567447,5600.0,209.0,nysed_activeinstitutions,Non-public,-73.87847570253399-BX0901
40.81646316693738,9000.0,209.0,doe_busroutesgarages,Non-public,-73.84425860650795-BX0903
40.77737268025784,15700.0,107.0,dpr_parksproperties,NYCDPR,-73.98233655494816-MN0701
40.88149708658749,42100.0,207.0,dfta_contracts,Non-public,-73.88073758986182-BX0703
40.8319225827216,24302.0,110.0,moeo_socialservicesitelocations,,-73.93687918134813-MN1002
40.7570013727601,9800.0,106.0,dca_operatingbusinesses,Non-public,-73.96655570268956-MN0604
40.5777006007251,35602.0,313.0,doe_lcgms,NYCDOE,-73.96984094170169-BK1302
40.66865355762978,15300.0,306.0,nysparks_historicplaces,,-73.98291239820561-BK0602
40.866123687913614,28700.0,112.0,dca_operatingbusinesses,Non-public,-73.92861754288309-MN1202
40.6736404922022,114400.0,305.0,doe_busroutesgarages,Non-public,-73.89747841563204-BK0502
40.759566804004045,15100.0,401.0,moeo_socialservicesitelocations,,-73.91237798588193-QN0104
40.73806313533015,5400.0,105.0,dcla_culturalinstitutions,Non-public,-73.99380272682208-MN0501
40.733887682440944,6100.0,102.0,dcla_culturalinstitutions,Non-public,-73.99015800944626-MN0202
40.68453352398503,27200.0,412.0,moeo_socialservicesitelocations,,-73.79227559539461-QN1203
40.64503899999984,700.0,501.0,dcp_colp,NYCOCA,-74.077788-SI0101
40.77243279214928,13600.0,108.0,dohmh_daycare,Non-public,-73.95138381779053-MN0803
40.689683117692496,900.0,302.0,moeo_socialservicesitelocations,,-73.99069243086275-BK0201
40.805002000765214,19600.0,111.0,moeo_socialservicesitelocations,,-73.93734591667781-MN1102
40.66836736175971,121000.0,305.0,dfta_contracts,Non-public,-73.87250949471088-BK0505
