Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_1.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_2.csv,dcid,dcid,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_1.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_3.csv,address,address,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_1.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_4.csv,latitude,latitude,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_1.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_4.csv,longitude,longitude-zipcode,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_1.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_5.csv,bbl,bbl,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_2.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_6.csv,bin,bin-administer_medication,1
Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_3.csv,Active NYC Health Code Regulated Child Care Programs_normal/Active NYC Health Code Regulated Child Care Programs_7.csv,phone,phone,1
Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_1.csv,Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_2.csv,date,date,1
Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_1.csv,Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_3.csv,_001_rent_arrears_total,_001_rent_arrears_total,1
Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_1.csv,Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_4.csv,_001_rent_arrears_req_accepted,_001_rent_arrears_req_accepted,1
Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_2.csv,Cash Assistance Emergency Assistance Requests_normal/Cash Assistance Emergency Assistance Requests_5.csv,_001_rent_arrears_req_rejected,_001_rent_arrears_req_rejected,1
Replacement Projects by school_normal/Replacement Projects by school_1.csv,Replacement Projects by school_normal/Replacement Projects by school_2.csv,existing_site_identified,existing_site_identified,1
Replacement Projects by school_normal/Replacement Projects by school_1.csv,Replacement Projects by school_normal/Replacement Projects by school_3.csv,district,district,1
Replacement Projects by school_normal/Replacement Projects by school_1.csv,Replacement Projects by school_normal/Replacement Projects by school_4.csv,project,project,1
Replacement Projects by school_normal/Replacement Projects by school_2.csv,Replacement Projects by school_normal/Replacement Projects by school_5.csv,school,school,1
Replacement Projects by school_normal/Replacement Projects by school_3.csv,Replacement Projects by school_normal/Replacement Projects by school_6.csv,boro,boro,1
NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_1.csv,NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_2.csv,unique_id_number,unique_id_number,1
NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_1.csv,NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_3.csv,program_description,program_description,1
NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_1.csv,NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_4.csv,plain_language_program_name,plain_language_program_name,1
NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_1.csv,NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_5.csv,brief_excerpt,brief_excerpt,1
NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_1.csv,NYC Benefits Platform： Benefits and Programs Multilingual Dataset_normal/NYC Benefits Platform： Benefits and Programs Multilingual Dataset_6.csv,plain_language_eligibility,plain_language_eligibility,1
VZV_Workshops_Locations_normal/VZV_Workshops_Locations_1.csv,VZV_Workshops_Locations_normal/VZV_Workshops_Locations_2.csv,the_geom,the_geom,1
VZV_Workshops_Locations_normal/VZV_Workshops_Locations_1.csv,VZV_Workshops_Locations_normal/VZV_Workshops_Locations_3.csv,name,name,1
VZV_Workshops_Locations_normal/VZV_Workshops_Locations_2.csv,VZV_Workshops_Locations_normal/VZV_Workshops_Locations_4.csv,address,address,1
VZV_Workshops_Locations_normal/VZV_Workshops_Locations_4.csv,VZV_Workshops_Locations_normal/VZV_Workshops_Locations_5.csv,long,long,1
New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_1.csv,New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_2.csv,revenues_1,revenues_1,1
New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_1.csv,New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_3.csv,total_expenses,total_expenses,1
New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_1.csv,New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_4.csv,recordkeeping_loan_fees_2,recordkeeping_loan_fees_2,1
New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_2.csv,New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_5.csv,communication_expenses-year,communication_expenses,1
New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_3.csv,New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_normal/New York City Deferred Compensation Plan  - Summary of Administrative Revenues and Expenses_6.csv,administrative_support,administrative_support,1
DSNY Frequencies_normal/DSNY Frequencies_1.csv,DSNY Frequencies_normal/DSNY Frequencies_2.csv,schedulecode,schedulecode,1
DSNY Frequencies_normal/DSNY Frequencies_1.csv,DSNY Frequencies_normal/DSNY Frequencies_3.csv,objectid,objectid,1
DSNY Frequencies_normal/DSNY Frequencies_1.csv,DSNY Frequencies_normal/DSNY Frequencies_4.csv,shape_area,shape_area,1
DSNY Frequencies_normal/DSNY Frequencies_2.csv,DSNY Frequencies_normal/DSNY Frequencies_5.csv,shape_length,shape_length,1
DSNY Frequencies_normal/DSNY Frequencies_3.csv,DSNY Frequencies_normal/DSNY Frequencies_6.csv,multipolygon,multipolygon,1
DSNY Frequencies_normal/DSNY Frequencies_6.csv,DSNY Frequencies_normal/DSNY Frequencies_7.csv,freq_resfuseid,freq_resfuseid,1
Hydrants_normal/Hydrants_1.csv,Hydrants_normal/Hydrants_2.csv,the_geom,the_geom,1
Hydrants_normal/Hydrants_1.csv,Hydrants_normal/Hydrants_3.csv,unitid,unitid,1
Hydrants_normal/Hydrants_2.csv,Hydrants_normal/Hydrants_4.csv,point_x,point_x,1
Hydrants_normal/Hydrants_4.csv,Hydrants_normal/Hydrants_5.csv,point_y,point_y,1
Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_1.csv,Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_2.csv,bizaddress,bizaddress,1
Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_1.csv,Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_3.csv,bizstreetn,bizstreetn,1
Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_2.csv,Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_4.csv,the_geom,the_geom,1
Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_4.csv,Open Storefronts Applications (Historical)_normal/Open Storefronts Applications (Historical)_5.csv,long,long,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_1.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_2.csv,site_name,site_name,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_1.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_3.csv,dfta_id,dfta_id,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_1.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_4.csv,site_address,site_address,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_2.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_5.csv,latitude,latitude,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_2.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_5.csv,longitude,longitude,1
List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_2.csv,List of NYC Aging Providers with Sites Open to the Public_normal/List of NYC Aging Providers with Sites Open to the Public_6.csv,x_coordinate,x_coordinate,1
SIDEWALK_LINE_normal/SIDEWALK_LINE_1.csv,SIDEWALK_LINE_normal/SIDEWALK_LINE_2.csv,the_geom,the_geom-full_stree,1
SIDEWALK_LINE_normal/SIDEWALK_LINE_1.csv,SIDEWALK_LINE_normal/SIDEWALK_LINE_3.csv,physicalid-l_high_hn,physicalid,1
SIDEWALK_LINE_normal/SIDEWALK_LINE_4.csv,SIDEWALK_LINE_normal/SIDEWALK_LINE_1.csv,shape_leng,pivot-value,1
