total_biodiesel_blended_with_1
0.0
0.0
79725.23
0.0
234407.3
260215.17
23179.62
682583.06
726580.2
622227.89
991780.2
0.0
511205.85
0.0
0.0
0.0
0.0
40463.55
14449.63
0.0
0.0
236732.86
0.0
0.0
655448.29
0.0
0.0
150094.3
0.0
0.0
0.0
0.0
213305.68
0.0
0.0
67511.62
1082019.62
0.0
376529.56
0.0
11011.98
112822.54
0.0
0.0
0.0
486604.28
509512.48
0.0
328496.17
0.0
44363.17
307609.63
430978.31
1630.07
0.0
603747.97
0.0
44301.97
0.0
0.0
745776.7
0.0
367818.83
0.0
0.0
779907.66
274552.38
0.0
310213.05
0.0
0.0
516434.01
741284.04
0.0
377457.16
3884.56
0.0
0.0
226875.56
308346.87
708123.24
0.0
391826.0
66185.09
0.0
0.0
0.0
375577.89
0.0
0.0
2885119.95
108180.56
0.0
44348.97
2952.64
104236.46
0.0
5262.64
418681.9
0.0
414583.63
708384.87
0.0
7648.5
337812.56
316688.98
485229.15
0.0
0.0
25469.29
0.0
238621.66
178278.72
0.0
380622.29
0.0
0.0
0.0
8769.48
0.0
299075.82
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
656.16
626802.73
0.0
0.0
0.0
0.0
0.0
0.0
446733.7
0.0
0.0
0.0
0.0
4947.47
0.0
0.0
0.0
179018.17
0.0
652634.99
0.0
0.0
0.0
0.0
0.0
1178.07
99521.76
0.0
76581.36
0.0
0.0
0.0
0.0
236791.88
0.0
0.0
200.52
203119.8
0.0
0.0
0.0
0.0
0.0
209198.01
324476.2
167548.62
0.0
0.0
679578.68
169863.84
0.0
0.0
0.0
493581.44
0.0
0.0
0.0
501149.42
101456.82
0.0
0.0
0.0
0.0
0.0
524.93
17917.41
0.0
0.0
0.0
0.0
0.0
