_2_fuel_oil_with_17_biodiesel,_2_fuel_oil_with_2_biodiesel,_2_fuel_oil_with_0_biodiesel,_4_fuel_oil_with_2_biodiesel
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,11811.88678,0.0,7872.084687
0.0,0.0,0.0,0.0
70407.0,33576.80311,1487.3,6850.313271
188637.0,38168.69534,3872.0,1856.854403
0.0,3391.943491,0.0,0.0
94208.0,100120.2474,1870.3,24437.84099
68618.0,106318.8143,0.0,30361.46015
28166.0,92112.59914,0.0,18130.91534
157097.0,145514.0378,1524.4,42457.95116
0.0,0.0,0.0,0.0
16639.0,75695.51583,10920.5,12588.76107
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,5634.758825,0.0,0.0
0.0,2177.914624,0.0,544.4126962
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
37369.0,34075.82957,0.0,3060.513428
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
35852.0,96803.11372,0.0,19051.07996
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
13534.0,22278.11125,0.0,1984.976699
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,661.1877793
19957.0,31219.08072,0.0,4934.996434
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,9356.686587,0.0,0.0
309393.0,158793.2076,1701.1,29031.49354
0.0,0.0,0.0,0.0
20679.0,54131.79631,0.0,3830.167036
0.0,0.0,0.0,0.0
0.0,1662.077276,0.0,0.0
0.0,16148.28192,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
96079.0,70930.13384,0.0,5671.484074
53983.0,74895.66779,4303.4,16952.0896
0.0,0.0,0.0,0.0
38094.0,48033.77593,0.0,9706.611448
0.0,0.0,0.0,488.8768402
42008.0,6256.024299,0.0,439.4629866
37989.0,45403.74557,0.0,8471.51283
77337.0,63344.40932,0.0,4580.847813
0.0,238.5325737,0.0,0.0
0.0,0.0,0.0,0.0
23702.0,89162.78933,0.0,34424.57437
0.0,0.0,0.0,0.0
0.0,6082.876366,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3869.0,110195.0052,0.0,16437.21154
0.0,0.0,0.0,0.0
71900.0,52230.14562,3740.8,12677.47633
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
57455.0,115980.7739,0.0,27150.79636
26382.7,40208.03247,0.0,3469.544994
0.0,0.0,0.0,0.0
58159.0,45325.15648,0.0,1018.295623
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,76524.83766,1758.9,31701.40478
6882.0,109173.6697,0.0,11745.99101
0.0,0.0,0.0,0.0
7437.0,55918.67821,0.0,9864.529537
11084.0,425.7068636,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
22455.0,33231.36757,0.0,9393.242892
9542.0,44135.18597,1025.4,1900.232669
44706.0,104382.1784,0.0,35096.35084
0.0,0.0,0.0,0.0
12583.0,58310.16064,0.0,12467.84192
0.0,9343.113436,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
30223.0,55478.31895,450.4,22343.91262
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
73001.0,421245.9096,2060.6,53011.88384
603.0,15756.07777,0.0,2026.666997
0.0,0.0,0.0,0.0
5541.0,6571.536687,0.0,1444.393134
0.0,445.6517909,0.0,0.0
0.0,14774.21738,0.0,0.0
0.0,0.0,0.0,0.0
0.0,770.0977247,0.0,0.0
11332.0,61381.14559,0.0,28427.71586
0.0,0.0,0.0,0.0
9005.0,61654.2486,0.0,26551.90783
1145.0,104897.4781,0.0,28233.95679
0.0,0.0,0.0,0.0
0.0,1119.228051,0.0,643.7147242
11794.0,49753.33746,0.0,4369.905656
13161.0,46667.896,0.0,2324.97635
64237.0,71395.94948,0.0,18345.36555
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,3759.136785,0.0,7764.033649
0.0,0.0,0.0,0.0
278798.0,33363.63474,1932.0,2423.976886
130838.0,25087.82264,0.0,8893.627583
0.0,0.0,0.0,0.0
259227.0,54542.40909,4740.8,12211.42834
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,1309.02172,0.0,542.167834
0.0,0.0,0.0,0.0
11378.0,44070.08554,0.0,20661.32213
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,96.01832903,0.0,0.0
39737.0,94291.12445,0.0,35058.68554
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
52894.0,65162.5087,4912.0,14871.14072
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,723.9782009,0.0,372.2169768
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,25473.85473,0.0,0.0
0.0,0.0,0.0,0.0
4960.0,96160.48609,0.0,15789.21064
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,153.6562116,0.0,0.0
10686.0,14122.12235,0.0,1000.517236
0.0,0.0,0.0,0.0
0.0,10802.93002,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
38266.0,34345.8792,0.0,17780.85664
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,30.26497731,0.0,38.42574269
0.0,28831.56193,0.0,681.2936027
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,29471.86207,0.0,1167.962067
62624.0,46927.94436,3030.5,12109.31303
0.0,23414.25773,0.0,9496.326043
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
164965.0,99231.01783,2686.7,12716.49354
1914.0,25441.54264,0.0,5204.60842
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
44003.0,72157.1828,0.0,11374.56137
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
3555.0,74851.77205,0.0,20655.68597
0.0,13905.06331,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,76.81466323,0.0,0.0
2818.0,2470.947202,0.0,1321.703444
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
