_2_fuel_oil_with_10_biodiesel,_2_fuel_oil_with_5_biodiesel,_4_fuel_oil_with_5_biodiesel
0.0,0.0,0.0
0.0,0.0,0.0
0.0,126318.5092,193033.6
0.0,0.0,0.0
112622.7,390096.0295,326923.4
26500.2,461378.6938,70373.7
0.0,594.3163469,0.0
106615.2,1032071.78,912698.0
670.3,705218.056,959260.0
31422.2,818271.1267,492055.02
66574.1,1276123.812,1518910.9
0.0,0.0,0.0
26935.9,870219.0221,399668.7
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
65690.3,19105.38923,0.0
0.0,54587.30136,28350.0
0.0,0.0,0.0
0.0,0.0,0.0
144774.6,378098.566,159374.6
0.0,0.0,0.0
0.0,0.0,0.0
61463.1,1142608.871,310125.5
0.0,0.0,0.0
0.0,0.0,0.0
15132.5,370167.1393,102846.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,25310.0
16269.8,258240.5233,132035.3
0.0,0.0,0.0
0.0,0.0,0.0
114651.1,13922.92348,0.0
0.0,767197.1099,271802.0
0.0,0.0,0.0
338039.9,584195.5543,131987.8
0.0,0.0,0.0
0.0,43566.21938,0.0
83701.0,28937.30678,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
49926.6,496603.76,118248.0
89653.2,848180.9775,451960.4
0.0,0.0,0.0
81208.0,630658.4951,277330.7
0.0,0.0,0.0
0.0,90019.24371,22884.8
0.0,460035.4767,172075.9
87533.9,992346.1341,155554.6
0.0,41.79427169,0.0
0.0,0.0,0.0
86968.6,1037536.678,1441806.2
0.0,0.0,0.0
89468.8,17285.30575,0.0
0.0,0.0,0.0
0.0,0.0,0.0
36247.4,1048458.419,798434.0
0.0,0.0,0.0
328861.4,365077.8583,606263.8
0.0,0.0,0.0
0.0,0.0,0.0
1041.0,1434381.968,1056235.7
6899.4,262125.8145,76119.0
0.0,0.0,0.0
2300.0,224641.3068,53027.2
0.0,0.0,0.0
0.0,0.0,0.0
14682.9,857388.731,966015.5
88278.1,799006.767,334085.9
0.0,0.0,0.0
0.0,676090.3412,192327.1
0.0,74.58984758,0.0
0.0,0.0,0.0
0.0,0.0,0.0
77905.9,512693.6044,477755.1
228196.1,114240.5072,31878.0
37836.3,1093135.63,1095086.2
0.0,0.0,0.0
0.0,943051.5627,286115.0
75588.5,11892.54527,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
125574.6,732621.1841,694158.6
0.0,0.0,0.0
0.0,0.0,0.0
118600.8,335171.9255,248931.5
60557.9,188149.5871,105537.6
0.0,0.0,0.0
0.0,131992.8259,46449.0
0.0,11681.38448,0.0
104711.9,12252.15129,0.0
0.0,0.0,0.0
0.0,134.9319845,0.0
102390.3,604384.1426,854713.1
0.0,0.0,0.0
0.0,952951.1941,697086.9
53004.0,1276470.118,878615.3
0.0,0.0,0.0
0.0,196.1045424,0.0
74659.8,710618.6866,174830.5
37374.7,573088.1737,0.0
18495.2,814925.7775,467039.4
0.0,0.0,0.0
0.0,0.0,0.0
0.0,28112.65379,24453.0
0.0,0.0,0.0
47519.3,180777.3794,126227.3
39472.6,263831.6404,169629.0
0.0,0.0,0.0
76750.7,474414.0995,461603.1
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,22231.45907,28233.1
0.0,0.0,0.0
23615.6,380362.0006,888312.2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,16.82376569,0.0
2783.0,1036267.235,1158239.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
192427.2,717204.4907,543747.7
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,126.8511933,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
158487.0,21315.37869,0.0
0.0,0.0,0.0
135948.9,1147616.774,263798.7
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
4000.7,26.92273577,0.0
103088.1,155496.395,52101.4
0.0,0.0,0.0
90583.7,19593.82573,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
61609.4,282692.8825,738607.6
0.0,0.0,0.0
0.0,0.0,0.0
0.0,793.3028509,0.0
213061.7,95705.89635,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
246814.2,18005.88597,223.0
130126.6,450430.5378,369467.0
249954.1,61175.10824,404983.4
0.0,0.0,0.0
0.0,0.0,0.0
89890.4,364385.2741,352787.6
5399.3,201108.5172,46066.2
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
175258.2,937050.5563,432313.3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
71125.9,1209502.786,779451.7
203693.7,13036.36324,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,13.45901256,0.0
30275.6,23579.64481,68827.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
