paper_percent
0.0
0.002
0.0
0.001
0.0
0.003
0.0
0.0
0.0
0.0
0.004
0.004
0.006
0.001
0.0
0.0
0.002
0.0
0.0
0.002
0.0
0.003
0.0
0.002
0.0
0.001
0.0
0.0
0.0
0.0
0.0
0.001
0.0
0.009
0.001
0.0
0.003
0.0
0.0
0.0
0.003
0.005
0.002
0.005
0.306
0.0
0.003
0.0
0.001
0.001
0.003
0.0
0.001
0.0
0.0
0.001
0.017
0.001
0.003
0.0
0.0
0.001
0.001
0.0
0.0
0.0
0.0
0.004
0.0
0.0
0.0
0.002
0.0
0.0
0.0
0.0
0.0
0.0
0.001
0.004
0.0
0.005
0.005
0.014
0.001
0.001
0.0
0.006
0.472
0.0
0.0
0.0
0.481
0.0
0.0
0.001
0.0
0.001
0.32
0.002
0.01
0.001
0.002
0.0
0.0
0.001
0.0
0.0
0.0
0.002
0.013
0.0
0.001
0.0
0.0
0.0
0.0
0.0
0.0
0.463
0.001
0.0
0.0
0.001
0.001
0.002
0.002
0.0
0.0
0.026
0.004
0.004
0.002
0.002
0.006
0.0
0.001
0.003
0.008
0.0
0.0
0.101
0.002
0.002
0.0
0.0
0.009
0.0
0.0
0.001
0.002
0.0
0.002
0.002
0.0
0.0
0.0
0.011
0.0
0.0
0.0
0.002
0.005
0.001
0.002
0.001
0.0
0.0
0.001
0.0
0.0
0.0
0.0
0.0
0.098
0.0
0.0
0.0
0.0
0.0
0.0
0.002
0.0
0.013
0.095
0.314
0.0
0.003
0.0
0.002
0.012
0.0
0.001
0.026
0.004
0.0
0.0
0.0
0.0
0.003
