aggregate_percent
0.001
0.004
0.02
0.003
0.001
0.014
0.0
0.0
0.002
0.005
0.019
0.013
0.017
0.026
0.001
0.005
0.01
0.045
0.0
0.013
0.014
0.019
0.009
0.011
0.002
0.013
0.0
0.004
0.0
0.009
0.005
0.008
0.015
0.207
0.008
0.007
0.012
0.005
0.0
0.001
0.028
0.01
0.007
0.011
0.077
0.003
0.026
0.001
0.006
0.006
0.016
0.055
0.006
0.0
0.001
0.009
0.004
0.008
0.007
0.012
0.0
0.004
0.029
0.007
0.004
0.003
0.0
0.011
0.003
0.0
0.005
0.021
0.002
0.0
0.005
0.0
0.0
0.001
0.003
0.018
0.0
0.019
0.023
0.081
0.023
0.023
0.005
0.01
0.057
0.0
0.001
0.023
0.056
0.001
0.0
0.001
0.001
0.001
0.085
0.014
0.024
0.002
0.007
0.024
0.001
0.021
0.001
0.0
0.001
0.044
0.08
0.023
0.02
0.004
0.0
0.008
0.001
0.002
0.003
0.055
0.004
0.0
0.0
0.015
0.003
0.031
0.017
0.001
0.0
0.006
0.003
0.024
0.088
0.012
0.01
0.0
0.042
0.011
0.207
0.0
0.002
0.018
0.011
0.017
0.0
0.0
0.019
0.0
0.007
0.011
0.028
0.0
0.026
0.005
0.0
0.014
0.0
0.084
0.0
0.014
0.0
0.021
0.01
0.008
0.011
0.003
0.001
0.044
0.005
0.001
0.001
0.001
0.017
0.006
0.019
0.001
0.001
0.0
0.0
0.003
0.0
0.003
0.003
0.217
0.018
0.087
0.0
0.008
0.0
0.013
0.025
0.008
0.005
0.007
0.004
0.001
0.001
0.0
0.003
0.004
