refuse_percent
0.0
0.005
0.024
0.002
0.002
0.014
0.0
0.0
0.002
0.003
0.016
0.003
0.012
0.057
0.001
0.0
0.004
0.039
0.0
0.009
0.017
0.022
0.011
0.013
0.001
0.011
0.0
0.001
0.0
0.008
0.003
0.008
0.015
0.251
0.005
0.005
0.004
0.002
0.0
0.001
0.032
0.006
0.008
0.013
0.056
0.003
0.028
0.001
0.003
0.007
0.008
0.065
0.006
0.0
0.001
0.007
0.004
0.007
0.003
0.01
0.0
0.002
0.035
0.007
0.006
0.002
0.0
0.007
0.001
0.001
0.002
0.026
0.002
0.0
0.003
0.0
0.0
0.001
0.003
0.015
0.0
0.022
0.026
0.098
0.035
0.029
0.001
0.011
0.014
0.002
0.001
0.028
0.012
0.001
0.001
0.001
0.001
0.001
0.066
0.013
0.03
0.004
0.009
0.029
0.001
0.026
0.001
0.0
0.0
0.054
0.097
0.03
0.024
0.004
0.0
0.005
0.001
0.001
0.002
0.013
0.004
0.0
0.0
0.003
0.003
0.026
0.01
0.001
0.0
0.004
0.002
0.028
0.104
0.012
0.011
0.0
0.052
0.006
0.264
0.0
0.001
0.011
0.003
0.01
0.0
0.0
0.02
0.0
0.008
0.012
0.033
0.0
0.032
0.006
0.0
0.017
0.0
0.081
0.0
0.017
0.001
0.019
0.01
0.005
0.005
0.002
0.001
0.059
0.001
0.0
0.001
0.002
0.019
0.007
0.011
0.001
0.0
0.0
0.0
0.003
0.0
0.003
0.0
0.262
0.01
0.068
0.0
0.01
0.0
0.013
0.026
0.007
0.002
0.005
0.003
0.001
0.0
0.0
0.002
0.003
