latitude,longitude,bin,inspection_date,boro,nta,zipcode
40.759791642744,-73.829242612573,4112492.0,1900-01-01T00:00:00.000,Queens,QN22,11354.0
40.759777908235,-73.829235428489,4113546.0,1900-01-01T00:00:00.000,Queens,QN22,11354.0
40.74608210698,-73.9925763627,1015055.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.728871072395,-73.980805293559,1076993.0,1900-01-01T00:00:00.000,Manhattan,MN22,10009.0
40.717415550492,-74.010392933756,1001520.0,1900-01-01T00:00:00.000,Manhattan,MN24,10013.0
40.751348383638,-73.983682582468,1015973.0,1900-01-01T00:00:00.000,Manhattan,MN17,10018.0
40.747626871722,-73.986653743397,1015828.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.763192668635,-73.989170318235,1026649.0,1900-01-01T00:00:00.000,Manhattan,MN15,10019.0
40.718140053728,-73.988402066414,1090554.0,1900-01-01T00:00:00.000,Manhattan,MN27,10002.0
40.777794593983,-73.954743627621,1047678.0,1900-01-01T00:00:00.000,Manhattan,MN40,10028.0
40.780891880006,-73.950989833247,1048898.0,1900-01-01T00:00:00.000,Manhattan,MN32,10128.0
40.752460063335,-73.970262893814,1038895.0,1900-01-01T00:00:00.000,Manhattan,MN19,10017.0
0.0,0.0,,1900-01-01T00:00:00.000,Manhattan,,
40.64883236759,-73.964626251757,3116476.0,1900-01-01T00:00:00.000,Brooklyn,BK42,11226.0
40.728083524492,-73.982039452071,1005164.0,1900-01-01T00:00:00.000,Manhattan,MN22,10009.0
0.0,0.0,,2022-01-24T00:00:00.000,Bronx,,
40.725493153573,-73.792682270356,4152001.0,1900-01-01T00:00:00.000,Queens,QN38,11366.0
40.851098414705,-73.901854104064,2007782.0,1900-01-01T00:00:00.000,Bronx,BX41,10457.0
40.706587482858,-74.009861037008,1000826.0,1900-01-01T00:00:00.000,Manhattan,MN25,10005.0
40.758941286674,-73.992239225365,1024955.0,1900-01-01T00:00:00.000,Manhattan,MN15,10036.0
40.760484727373,-73.977937228646,1071418.0,1900-01-01T00:00:00.000,Manhattan,MN17,10019.0
40.713747613266,-73.935986521997,3332345.0,1900-01-01T00:00:00.000,Brooklyn,BK90,11211.0
40.864319897083,-73.821977358429,2095160.0,2023-01-20T00:00:00.000,Bronx,BX13,10475.0
40.707026977846,-73.924591773798,3325713.0,1900-01-01T00:00:00.000,Brooklyn,BK77,11237.0
,,,1900-01-01T00:00:00.000,Queens,,
0.0,0.0,,2025-09-10T00:00:00.000,Manhattan,,
40.743081996014,-74.008650293747,1012253.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.729149479607,-73.990182515985,1006698.0,1900-01-01T00:00:00.000,Manhattan,MN22,10003.0
40.734743730001,-73.999574215087,1010572.0,1900-01-01T00:00:00.000,Manhattan,MN23,10011.0
40.796452209635,-73.935065160219,1053097.0,1900-01-01T00:00:00.000,Manhattan,MN34,10035.0
40.755658988379,-73.924966036042,4009599.0,2024-10-19T00:00:00.000,Queens,QN70,11106.0
40.734513130444,-74.003034609047,1010820.0,1900-01-01T00:00:00.000,Manhattan,MN23,10014.0
,,,1900-01-01T00:00:00.000,Queens,,
40.589208953503,-74.101604794022,5050604.0,1900-01-01T00:00:00.000,Staten Island,SI36,10304.0
40.813966918793,-73.960184888403,1059842.0,1900-01-01T00:00:00.000,Manhattan,MN09,10027.0
40.744344876743,-74.002876268375,1013242.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.755845908604,-73.97704000693,1035404.0,1900-01-01T00:00:00.000,Manhattan,MN17,10179.0
40.737249315882,-73.990607118917,1016122.0,1900-01-01T00:00:00.000,Manhattan,MN13,10003.0
,,,2022-12-20T00:00:00.000,Manhattan,,
40.750580119388,-73.985696709367,1015912.0,1900-01-01T00:00:00.000,Manhattan,MN17,10018.0
0.0,0.0,,2025-07-17T00:00:00.000,Queens,,
,,,2023-05-17T00:00:00.000,Bronx,,
40.796785914021,-73.937939765404,1052538.0,1900-01-01T00:00:00.000,Manhattan,MN34,10029.0
0.0,0.0,,2024-09-12T00:00:00.000,Manhattan,,
0.0,0.0,,1900-01-01T00:00:00.000,Queens,,
40.866573672969,-73.928513781984,1065057.0,1900-01-01T00:00:00.000,Manhattan,MN01,10034.0
