latitude,longitude,bin,inspection_date,boro,nta,zipcode
40.755634159504,-73.975109006874,1035421.0,1900-01-01T00:00:00.000,Manhattan,MN17,10017.0
40.639957723781,-73.986996046249,3135504.0,1900-01-01T00:00:00.000,Brooklyn,BK88,11218.0
0.0,0.0,,2025-09-05T00:00:00.000,Bronx,,
40.737455140594,-73.990217372423,1016136.0,1900-01-01T00:00:00.000,Manhattan,MN13,10003.0
40.862479702762,-73.917932585196,1064481.0,1900-01-01T00:00:00.000,Manhattan,MN01,10034.0
40.86172225875,-73.897543430151,2013810.0,2025-08-22T00:00:00.000,Bronx,BX40,10468.0
40.732472337326,-73.981616102436,1020426.0,1900-01-01T00:00:00.000,Manhattan,MN21,10003.0
40.575579011727,-73.962973330361,3245105.0,1900-01-01T00:00:00.000,Brooklyn,BK19,11235.0
40.805942977365,-73.965416591482,1057337.0,1900-01-01T00:00:00.000,Manhattan,MN09,10025.0
40.76213879279,-73.963233813411,1043796.0,1900-01-01T00:00:00.000,Manhattan,MN31,10065.0
40.686877291245,-73.990347416605,3001238.0,1900-01-01T00:00:00.000,Brooklyn,BK38,11201.0
40.751535084739,-73.970284963875,1038770.0,1900-01-01T00:00:00.000,Manhattan,MN19,10017.0
,,,1900-01-01T00:00:00.000,Queens,,
40.700828124574,-73.80655057604,4607280.0,1900-01-01T00:00:00.000,Queens,QN61,11435.0
40.749457575625,-73.886918181972,4029968.0,1900-01-01T00:00:00.000,Queens,QN28,11372.0
40.741752906188,-73.985229477097,1016745.0,1900-01-01T00:00:00.000,Manhattan,MN13,10010.0
40.755584834602,-73.885110217458,4034492.0,1900-01-01T00:00:00.000,Queens,QN28,11372.0
40.854383985199,-73.915853221473,2009112.0,1900-01-01T00:00:00.000,Bronx,BX36,10453.0
40.689884817399,-73.93643862298,3043982.0,1900-01-01T00:00:00.000,Brooklyn,BK35,11221.0
40.761320327799,-73.830996650422,4112473.0,1900-01-01T00:00:00.000,Queens,QN22,11354.0
40.74691311625,-73.985679454661,1015820.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.709852836152,-73.922705713001,3070597.0,1900-01-01T00:00:00.000,Brooklyn,BK90,11237.0
40.819672925094,-73.918133711201,2089848.0,1900-01-01T00:00:00.000,Bronx,BX34,10451.0
40.749285658502,-73.885164432642,4030036.0,1900-01-01T00:00:00.000,Queens,QN28,11372.0
40.750509164767,-73.989479170444,1015219.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.726045567475,-74.000674672425,1087556.0,1900-01-01T00:00:00.000,Manhattan,MN24,10012.0
40.767824704469,-73.968328188871,1041149.0,2025-06-25T00:00:00.000,Manhattan,MN40,10065.0
40.728975903773,-73.984290623383,1006454.0,1900-01-01T00:00:00.000,Manhattan,MN22,10003.0
0.0,0.0,,2025-02-19T00:00:00.000,Manhattan,,
40.671151849168,-73.984635945638,3021383.0,1900-01-01T00:00:00.000,Brooklyn,BK37,11215.0
0.0,0.0,,2025-07-24T00:00:00.000,Manhattan,,
40.629358611568,-74.022678536659,3328839.0,1900-01-01T00:00:00.000,Brooklyn,BK31,11209.0
40.750541907818,-73.987541021756,1089436.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.74946359475,-73.991724225709,1015175.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.717761761063,-73.995184089244,1003131.0,1900-01-01T00:00:00.000,Manhattan,MN24,10013.0
40.721524389825,-73.988780276159,1005523.0,1900-01-01T00:00:00.000,Manhattan,MN27,10002.0
40.809059156278,-73.918359947731,2000338.0,1900-01-01T00:00:00.000,Bronx,BX39,10454.0
40.73325562509,-73.989914897004,1077855.0,1900-01-01T00:00:00.000,Manhattan,MN22,10003.0
40.683215944265,-73.992828565498,3006696.0,1900-01-01T00:00:00.000,Brooklyn,BK33,11231.0
40.761061935614,-73.96948654606,1036890.0,1900-01-01T00:00:00.000,Manhattan,MN19,10022.0
40.761325854514,-73.831021904939,4112293.0,1900-01-01T00:00:00.000,Queens,QN22,11354.0
40.736609791786,-73.990679378381,1016108.0,1900-01-01T00:00:00.000,Manhattan,MN13,10003.0
40.777944843112,-73.982076501289,1029873.0,1900-01-01T00:00:00.000,Manhattan,MN14,10023.0
40.703304419929,-74.013037997991,1000023.0,1900-01-01T00:00:00.000,Manhattan,MN25,10004.0
40.75923943664,-73.982785441519,1091592.0,1900-01-01T00:00:00.000,Manhattan,MN17,10105.0
40.750509164767,-73.989479170444,1015219.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.682411896544,-73.928964350006,3047161.0,1900-01-01T00:00:00.000,Brooklyn,BK61,11233.0
40.675042225922,-73.999433998646,3005704.0,1900-01-01T00:00:00.000,Brooklyn,BK33,11231.0
40.574551384379,-73.981004597151,3000000.0,1900-01-01T00:00:00.000,Brooklyn,BK21,11224.0
40.752130625428,-73.983577720644,1016040.0,1900-01-01T00:00:00.000,Manhattan,MN17,10018.0
40.767154770253,-73.92194581216,4007679.0,1900-01-01T00:00:00.000,Queens,QN71,11102.0
40.835687732775,-73.903051425129,2009624.0,1900-01-01T00:00:00.000,Bronx,BX01,10456.0
40.750654836632,-73.991944239076,1082908.0,2023-03-04T00:00:00.000,Manhattan,MN17,10121.0
40.746894214295,-73.988440349399,1079187.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.688318210432,-73.989362817057,3335912.0,1900-01-01T00:00:00.000,Brooklyn,BK38,11201.0
40.680776096245,-73.975064947193,3027809.0,2025-09-27T00:00:00.000,Brooklyn,BK37,11217.0
40.739101960026,-73.989773273905,1016184.0,1900-01-01T00:00:00.000,Manhattan,MN13,10003.0
,,,2022-12-12T00:00:00.000,Bronx,,
,,,2017-09-14T00:00:00.000,Queens,,
,,,2024-08-28T00:00:00.000,Queens,,
40.70226090071,-73.918880751316,3074527.0,1900-01-01T00:00:00.000,Brooklyn,BK77,11237.0
40.733169214463,-73.952100331158,3064361.0,1900-01-01T00:00:00.000,Brooklyn,BK76,11222.0
40.766568442385,-73.905123532108,4013583.0,1900-01-01T00:00:00.000,Queens,QN70,11103.0
,,,2024-12-04T00:00:00.000,Manhattan,,
40.744015011954,-73.988978569661,1015646.0,1900-01-01T00:00:00.000,Manhattan,MN13,10001.0
40.726358363178,-74.005014968398,1007818.0,1900-01-01T00:00:00.000,Manhattan,MN24,10013.0
40.721837387655,-73.893054937639,4063621.0,2025-04-19T00:00:00.000,Queens,QN21,11378.0
40.750541907818,-73.987541021756,1089436.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.733275176029,-74.004925284301,1010039.0,2024-10-12T00:00:00.000,Manhattan,MN23,10014.0
40.671829051876,-73.856675135856,4541230.0,1900-01-01T00:00:00.000,Queens,QN57,11414.0
40.599642209161,-74.131015862648,5021261.0,1900-01-01T00:00:00.000,Staten Island,SI05,10314.0
40.811254040502,-73.950385774601,1059344.0,1900-01-01T00:00:00.000,Manhattan,MN03,10027.0
40.578715193504,-73.959681290111,3245357.0,1900-01-01T00:00:00.000,Brooklyn,BK19,11235.0
40.736873453731,-73.992992365827,1080621.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.645999717019,-73.998609037843,3018212.0,1900-01-01T00:00:00.000,Brooklyn,BK34,11232.0
40.754930345322,-73.984035427203,1034195.0,1900-01-01T00:00:00.000,Manhattan,MN17,10036.0
0.0,0.0,,2022-07-27T00:00:00.000,Manhattan,,
40.727510543681,-73.855270484882,4074784.0,1900-01-01T00:00:00.000,Queens,QN17,11374.0
40.693833964755,-73.967955979926,3255178.0,1900-01-01T00:00:00.000,Brooklyn,BK69,11205.0
40.60499342239,-73.978705471092,3176891.0,2022-05-24T00:00:00.000,Brooklyn,BK29,11223.0
40.823930164063,-73.894722120026,2005669.0,1900-01-01T00:00:00.000,Bronx,BX33,10459.0
40.738600123621,-73.999657187145,1013732.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.845321615242,-73.938714771609,1063502.0,1900-01-01T00:00:00.000,Manhattan,MN36,10033.0
0.0,0.0,,2025-04-02T00:00:00.000,Manhattan,,
,,,2025-09-10T00:00:00.000,Manhattan,,
,,,2021-08-18T00:00:00.000,Queens,,
40.694970813594,-73.983270903538,3392968.0,2025-08-15T00:00:00.000,Brooklyn,BK38,11201.0
40.733785220688,-73.988392116202,1084306.0,1900-01-01T00:00:00.000,Manhattan,MN22,10003.0
40.750541907818,-73.987541021756,1089436.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
0.0,0.0,,2024-10-23T00:00:00.000,Bronx,,
40.71749826812,-73.99529954546,1003919.0,1900-01-01T00:00:00.000,Manhattan,MN27,10002.0
0.0,0.0,,2025-11-13T00:00:00.000,Bronx,,
40.612538973812,-74.129481726979,5018255.0,1900-01-01T00:00:00.000,Staten Island,SI07,10314.0
,,,2023-11-27T00:00:00.000,Bronx,,
40.753037571144,-74.000281528635,1088961.0,1900-01-01T00:00:00.000,Manhattan,MN13,10001.0
40.855321885296,-73.889043814866,2011888.0,1900-01-01T00:00:00.000,Bronx,BX06,10458.0
40.705221097962,-73.906231889582,4083246.0,1900-01-01T00:00:00.000,Queens,QN20,11385.0
40.726830224622,-73.788373837829,4155491.0,1900-01-01T00:00:00.000,Queens,QN06,11366.0
40.742299776174,-74.008137748225,1000000.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.700986095563,-73.805825205075,4619928.0,1900-01-01T00:00:00.000,Queens,QN61,11435.0
40.818638955148,-73.961601957407,,1900-01-01T00:00:00.000,Manhattan,,10027.0
40.704279137344,-74.009784953715,1000855.0,1900-01-01T00:00:00.000,Manhattan,MN25,10004.0
40.744677255478,-73.97596120472,1020129.0,2023-10-12T00:00:00.000,Manhattan,MN20,10016.0
40.711556311104,-73.944660072882,3069589.0,1900-01-01T00:00:00.000,Brooklyn,BK90,11211.0
40.724836845616,-73.947520818142,3066882.0,1900-01-01T00:00:00.000,Brooklyn,BK76,11222.0
,,,2023-02-08T00:00:00.000,Staten Island,,
40.741542208716,-73.991681908845,1015549.0,1900-01-01T00:00:00.000,Manhattan,MN13,10010.0
40.687058270958,-73.962691238197,3056215.0,1900-01-01T00:00:00.000,Brooklyn,BK69,11238.0
40.63436699933,-74.026589390095,3146522.0,1900-01-01T00:00:00.000,Brooklyn,BK31,11209.0
40.686962712621,-73.97458305989,3059305.0,1900-01-01T00:00:00.000,Brooklyn,BK68,11217.0
40.688123259564,-73.962741121417,3055567.0,1900-01-01T00:00:00.000,Brooklyn,BK69,11238.0
40.766615325711,-73.988599366875,1026779.0,1900-01-01T00:00:00.000,Manhattan,MN15,10019.0
0.0,0.0,,1900-01-01T00:00:00.000,Manhattan,,
40.6839379416,-73.995146879965,3004043.0,1900-01-01T00:00:00.000,Brooklyn,BK33,11231.0
40.712805679023,-73.783170111335,4212921.0,1900-01-01T00:00:00.000,Queens,QN06,11432.0
40.744697739719,-73.983081533353,1016966.0,1900-01-01T00:00:00.000,Manhattan,MN17,10016.0
40.730389652883,-73.954270811296,3064742.0,2023-04-21T00:00:00.000,Brooklyn,BK76,11222.0
40.633341555222,-73.967095236332,3128003.0,1900-01-01T00:00:00.000,Brooklyn,BK42,11230.0
40.703100269006,-73.935311525967,3071579.0,1900-01-01T00:00:00.000,Brooklyn,BK78,11206.0
,,,1900-01-01T00:00:00.000,Queens,,
40.762729442799,-73.975488991143,1081136.0,2025-08-11T00:00:00.000,Manhattan,MN17,10019.0
40.744579033857,-73.978963829771,1018480.0,1900-01-01T00:00:00.000,Manhattan,MN20,10016.0
0.0,0.0,,2025-09-26T00:00:00.000,Manhattan,,
40.729005128428,-73.978348183042,1005249.0,1900-01-01T00:00:00.000,Manhattan,MN22,10009.0
40.740518662562,-73.996575381015,1014713.0,1900-01-01T00:00:00.000,Manhattan,MN13,10011.0
40.513729417996,-74.19666417106,5082721.0,1900-01-01T00:00:00.000,Staten Island,SI01,10309.0
0.0,0.0,,1900-01-01T00:00:00.000,Manhattan,,
40.717866059963,-73.995129970237,1003130.0,1900-01-01T00:00:00.000,Manhattan,MN24,10013.0
40.747412001006,-73.981106698925,1017105.0,2024-09-18T00:00:00.000,Manhattan,MN17,10016.0
40.759124635911,-73.986348218206,1024737.0,2024-09-09T00:00:00.000,Manhattan,MN17,10036.0
40.721649053993,-73.958155039926,3329926.0,1900-01-01T00:00:00.000,Brooklyn,BK73,11249.0
40.750654836632,-73.991944239076,1082908.0,2023-04-29T00:00:00.000,Manhattan,MN17,10121.0
40.713133960065,-73.992857798725,1003286.0,1900-01-01T00:00:00.000,Manhattan,MN27,10002.0
,,,2022-07-27T00:00:00.000,Manhattan,,
0.0,0.0,,1900-01-01T00:00:00.000,Manhattan,,
40.748763484815,-73.989349519271,1080604.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.707696485365,-73.943271034797,3071118.0,2022-11-12T00:00:00.000,Brooklyn,BK90,11206.0
40.74999804304,-73.984267601047,1015932.0,1900-01-01T00:00:00.000,Manhattan,MN17,10018.0
0.0,0.0,,1900-01-01T00:00:00.000,Manhattan,,
40.773536399656,-73.796622785107,4111259.0,1900-01-01T00:00:00.000,Queens,QN51,11358.0
40.767808491195,-73.982266967297,1026318.0,1900-01-01T00:00:00.000,Manhattan,MN14,10019.0
40.759871379059,-73.987849705278,1024736.0,1900-01-01T00:00:00.000,Manhattan,MN17,10036.0
40.621830268731,-74.031713936803,3154052.0,1900-01-01T00:00:00.000,Brooklyn,BK31,11209.0
,,,1900-01-01T00:00:00.000,Queens,,
40.752748606377,-73.864195454235,4044238.0,1900-01-01T00:00:00.000,Queens,QN26,11368.0
40.758003399168,-73.977595140586,1082656.0,1900-01-01T00:00:00.000,Manhattan,MN17,10020.0
40.747009546852,-73.988974463331,1082272.0,1900-01-01T00:00:00.000,Manhattan,MN17,10001.0
40.724530380047,-73.995760844883,1007941.0,1900-01-01T00:00:00.000,Manhattan,MN24,10012.0
40.839974633723,-73.876861149663,2098842.0,2023-07-03T00:00:00.000,Bronx,BX17,10460.0
40.704083415091,-73.918860491636,3073933.0,1900-01-01T00:00:00.000,Brooklyn,BK77,11237.0
40.705218031201,-73.896295312326,4088015.0,1900-01-01T00:00:00.000,Queens,QN20,11385.0
40.753936992473,-73.985948643127,1022565.0,1900-01-01T00:00:00.000,Manhattan,MN17,10018.0
0.0,0.0,,1900-01-01T00:00:00.000,Queens,,
40.703925075043,-73.932926711548,3397431.0,1900-01-01T00:00:00.000,Brooklyn,BK78,11206.0
