mean_salary
84643
79624
45440
54104
134281
101097
112795
74863
110897
39800
131136
94594
145355
110357
193226
182304
220164
228711
145397
67478
77857
62684
251982
67206
51549
46966
51105
291139
184617
99175
66939
51035
91311
49430
203996
126234
56040
76426
123745
119902
51564
227786
58958
134280
166444
220652
86546
44039
114639
56650
42000
94986
124875
263017
75591
82400
44205
69173
84254
81414
105639
79792
56911
81800
47888
79389
68898
29966
243853
63943
173216
74984
258750
156556
243171
180472
87550
60832
92012
112700
65086
175633
311885
166689
187991
45525
173345
57500
106841
75643
60392
181119
88913
147079
59263
103000
135653
50018
82234
89364
151634
103754
117901
106348
62811
243171
243171
110137
48033
53032
56650
122295
116800
180250
120272
56620
69826
77987
158881
62696
61239
43390
37253
167270
118006
53705
109807
163243
84717
187991
236900
101455
110347
87550
154693
91604
60248
80773
142793
54455
87789
227786
87064
54343
222924
227786
182776
112471
64672
151925
130212
104675
80000
92700
93232
66463
132872
227786
145332
115238
98203
232615
45659
60485
117217
238960
94702
110620
40717
92349
138858
237033
67000
72599
107242
50000
141058
50000
110832
104990
49820
243171
46350
92679
222924
218802
105755
89999
148000
120000
227786
124961
67074
84247
70900
172366
174352
161625
214190
101987
