owner,id
PA-GWBridge,190
NYC_DOT_LIC,222
NYC_DOT_LIC,169
NYC_DOT_LIC,157
NYC_DOT_LIC,331
PA-GWBridge,190
Verrazano-Narrows-Bridge,411
NYC-DOT-Region 10,318
NYC_DOT_LIC,405
NYC_DOT_LIC,351
NYC_DOT_LIC,1
NYC_DOT_LIC,170
NYC_DOT_LIC,394
NYC_DOT_LIC,369
NYC_DOT_LIC,258
PA -Lincoln Tunnel,324
NYC_DOT_LIC,157
MTA Bridges & Tunnels,124
NYC_DOT_LIC,3
NYC_DOT_LIC,338
NYC_DOT_LIC,344
PA-GWBridge,186
Verrazano-Narrows-Bridge,263
NYC_DOT_LIC,349
NYC_DOT_LIC,381
Verrazano-Narrows-Bridge,417
NYC_DOT_LIC,168
NYC_DOT_LIC,384
NYC_DOT_LIC,434
NYC_DOT_LIC,145
NYC_DOT_LIC,423
Verrazano-Narrows-Bridge,264
NYC_DOT_LIC,164
NYC_DOT_LIC,344
NYC_DOT_LIC,311
NYC_DOT_LIC,405
NYC_DOT_LIC,1
NYC_DOT_LIC,369
NYC_DOT_LIC,437
NYC_DOT_LIC,202
NYC_DOT_LIC,428
MTA Bridges & Tunnels,141
MTA Bridges & Tunnels,398
NYC_DOT_LIC,345
NYC_DOT_LIC,148
NYC_DOT_LIC,178
NYC_DOT_LIC,217
NYC_DOT_LIC,426
NYC_DOT_LIC,164
PA-GWBridge,265
NYC_DOT_LIC,448
PA-GWBridge,195
NYC_DOT_LIC,425
NYC_DOT_LIC,315
NYC_DOT_LIC,422
NYC_DOT_LIC,378
NYC_DOT_LIC,390
NYC_DOT_LIC,137
NYC_DOT_LIC,435
Verrazano-Narrows-Bridge,264
NYC_DOT_LIC,172
NYC_DOT_LIC,430
NYC_DOT_LIC,426
NYC_DOT_LIC,311
NYC_DOT_LIC,431
NYC_DOT_LIC,259
NYC_DOT_LIC,207
NYC_DOT_LIC,354
PA -Lincoln Tunnel,330
PA -Lincoln Tunnel,329
NYC_DOT_LIC,167
NYC_DOT_LIC,402
NYC_DOT_LIC,150
NYC_DOT_LIC,384
NYC_DOT_LIC,375
NYC_DOT_LIC,262
MTA Bridges & Tunnels,399
NYC_DOT_LIC,168
NYC-DOT-Region 10,319
NYC_DOT_LIC,142
NYC_DOT_LIC,170
NYC_DOT_LIC,171
NYC_DOT_LIC,169
Verrazano-Narrows-Bridge,263
NYC_DOT_LIC,261
NYC_DOT_LIC,185
PA -Lincoln Tunnel,324
MTA Bridges & Tunnels,213
NYC_DOT_LIC,159
NYC_DOT_LIC,148
NYC_DOT_LIC,424
NYC_DOT_LIC,451
NYC_DOT_LIC,448
NYC_DOT_LIC,376
NYC_DOT_LIC,388
NYC_DOT_LIC,364
NYC_DOT_LIC,441
NYC_DOT_LIC,338
MTA Bridges & Tunnels,141
NYC_DOT_LIC,154
NYC_DOT_LIC,345
NYC_DOT_LIC,437
NYC_DOT_LIC,436
NYC_DOT_LIC,433
NYC_DOT_LIC,382
NYC_DOT_LIC,422
NYC_DOT_LIC,376
PA-GWBridge,191
NYC_DOT_LIC,439
NYC_DOT_LIC,378
NYC_DOT_LIC,385
NYC_DOT_LIC,450
NYC-DOT-Region 10,211
NYC-DOT-Region 10,319
NYC_DOT_LIC,375
NYC_DOT_LIC,445
NYC_DOT_LIC,204
MTA Bridges & Tunnels,119
NYC_DOT_LIC,332
PA -Lincoln Tunnel,325
MTA Bridges & Tunnels,347
NYC_DOT_LIC,406
NYC_DOT_LIC,427
NYC_DOT_LIC,383
NYC_DOT_LIC,298
NYC-DOT-Region 10,212
NYC_DOT_LIC,402
NYC_DOT_LIC,295
NYC_DOT_LIC,208
NYC_DOT_LIC,394
NYC_DOT_LIC,129
NYC_DOT_LIC,150
NYC_DOT_LIC,171
NYC_DOT_LIC,425
NYC_DOT_LIC,331
NYC-DOT-Region 10,211
NYC_DOT_LIC,377
NYC_DOT_LIC,208
NYC_DOT_LIC,159
PA -Lincoln Tunnel,325
MTA Bridges & Tunnels,395
MTA Bridges & Tunnels,124
PA -Lincoln Tunnel,329
NYC_DOT_LIC,435
NYC_DOT_LIC,207
Verrazano-Narrows-Bridge,411
NYC_DOT_LIC,387
MTA Bridges & Tunnels,398
PA-GWBridge,195
NYC_DOT_LIC,364
NYC_DOT_LIC,351
NYC_DOT_LIC,427
NYC_DOT_LIC,387
NYC_DOT_LIC,388
NYC_DOT_LIC,381
NYC_DOT_LIC,406
NYC_DOT_LIC,223
PA-GWBridge,265
NYC_DOT_LIC,332
MTA Bridges & Tunnels,399
MTA Bridges & Tunnels,395
NYC_DOT_LIC,298
NYC_DOT_LIC,199
MTA Bridges & Tunnels,140
NYC_DOT_LIC,349
NYC_DOT_LIC,350
NYC_DOT_LIC,202
NYC_DOT_LIC,177
PA-GWBridge,191
Verrazano-Narrows-Bridge,417
MTA Bridges & Tunnels,119
NYC_DOT_LIC,385
PA -Lincoln Tunnel,330
MTA Bridges & Tunnels,140
NYC_DOT_LIC,445
NYC_DOT_LIC,315
NYC_DOT_LIC,2
MTA Bridges & Tunnels,213
NYC_DOT_LIC,430
NYC_DOT_LIC,453
NYC_DOT_LIC,4
NYC_DOT_LIC,431
PA-GWBridge,186
NYC_DOT_LIC,165
NYC_DOT_LIC,436
NYC_DOT_LIC,257
NYC_DOT_LIC,199
NYC_DOT_LIC,365
NYC_DOT_LIC,215
NYC_DOT_LIC,365
NYC_DOT_LIC,383
NYC_DOT_LIC,221
NYC_DOT_LIC,434
NYC_DOT_LIC,160
NYC_DOT_LIC,126
MTA Bridges & Tunnels,347
NYC_DOT_LIC,451
NYC_DOT_LIC,149
NYC_DOT_LIC,184
NYC_DOT_LIC,106
