grade_level
8
K-8 SC
2
5
3
6
K-8 SC
1
6
K-8 SC
6
6
5
6
2
2
7
1
6
8
1
2
3
1
1
K
K-8 SC
3
8
K
2
5
7
7
8
K
6
8
1
K-8 SC
3
1
3
4
7
8
2
3
2
1
K
K-8 SC
K
6
6
6
5
7
2
8
7
3
6
8
4
K-8 SC
6
K
4
8
K-8 SC
1
5
5
8
8
4
8
4
4
K-8 SC
7
5
7
6
1
3
4
3
K
3
5
8
2
6
5
4
1
K
7
5
3
1
6
4
2
2
1
4
6
7
6
7
2
5
K-8 SC
3
K-8 SC
5
5
1
4
4
3
3
4
2
K
2
5
8
2
8
K-8 SC
4
7
5
7
5
2
8
7
K-8 SC
8
5
8
8
2
8
1
1
7
K
3
K
6
6
7
4
2
5
K-8 SC
3
K
1
7
1
5
K
3
8
K-8 SC
2
4
3
4
8
7
2
6
7
5
4
4
K
7
K
6
4
2
7
6
5
7
3
3
1
1
3
1
