shape_leng,shape_area,zoned_dist,boro_num,x_centroid
8939.24091227,3376001.43436,32,3,0.0
16350.9965685,10264146.2817,21,3,0.0
7763.08856948,2533762.26746,20,3,0.0
7537.11821058,2804695.57195,14,3,0.0
14949.5406845,8651595.48111,15,3,0.0
11340.071007,5341227.58453,18,3,0.0
5864.23467392,1713312.02006,16,3,0.0
9292.61859888,2568571.69371,19,3,0.0
9542.716839,2892960.87742,13,3,0.0
12514.3768459,6623431.68654,19,3,0.0
7382.17108141,2034114.24197,32,3,0.0
4404.75040925,687148.643889,13,3,0.0
10882.6766279,6910618.87487,21,3,0.0
7447.31848357,3153348.14383,14,3,0.0
14416.2954623,6774356.88521,19,3,0.0
11918.3821747,5026045.78208,17,3,0.0
11278.3612118,5923154.18093,19,3,0.0
10931.4248933,6081924.12021,19,3,0.0
14054.5464705,4315029.48304,20,3,0.0
46299.2679324,15826326.8154,15,3,0.0
27481.3598311,10334378.8084,15,3,0.0
11629.9601216,6961094.43798,18,3,0.0
15008.2047713,7296242.58774,14,3,0.0
10918.0218822,4434726.45778,13,3,0.0
13220.9428798,6387650.59771,32,3,0.0
15897.548902,11465050.2438,18,3,0.0
2728.5298554,445537.308037,16,3,0.0
10334.5864868,5552060.79973,16,3,0.0
19931.3183246,8769958.85801,15,3,0.0
19779.3605365,16367217.8366,22,3,0.0
12951.0858117,7638553.5086,15,3,0.0
9127.49699745,3296654.6998,32,3,0.0
13677.4608822,7613357.41364,20,3,0.0
20438.2820162,12787293.2813,14,3,0.0
21903.8800236,13448247.0298,14,3,0.0
13477.0716574,6193105.67358,19,3,0.0
7467.72409616,3439593.39191,23,3,0.0
10092.7791563,5382434.93236,19,3,0.0
27098.40114,17198293.957,18,3,0.0
10064.4235487,3754080.12387,15,3,0.0
21810.6829085,25341622.5948,14,3,0.0
13740.3149162,5362457.47003,13,3,0.0
3158.17141402,402078.329984,14,3,0.0
19293.8666545,11051646.65,22,3,0.0
25566.134579,16875194.8208,22,3,0.0
14145.3819242,9524630.23894,15,3,0.0
9912.05335705,3603009.3331,17,3,0.0
8850.05669477,4679800.82485,17,3,0.0
16666.6818666,9867339.84721,20,3,0.0
11575.3940978,5657619.05755,13,3,0.0
63709.3266592,122928589.411,22,3,0.0
11778.8597321,7345398.82826,17,3,0.0
18250.3962421,16709303.9116,22,3,0.0
12632.4833798,3568986.84425,17,3,0.0
12804.6238351,7246291.82166,15,3,0.0
6099.09316794,2051358.68218,19,3,0.0
7341.92365057,2472759.65461,19,3,0.0
16894.2245537,9411175.57396,21,3,0.0
12191.3910563,5972580.90048,17,3,0.0
8757.69502225,3056937.41914,16,3,0.0
12443.6859402,7362393.01593,20,3,0.0
19562.7528544,11488387.8258,18,3,0.0
11948.7336816,4357837.07401,19,3,0.0
21302.4435504,18468337.9174,22,3,0.0
7486.24169429,3118891.76728,13,3,0.0
22792.6211271,12495817.6761,21,3,0.0
12735.6523377,5622227.03816,18,3,0.0
32391.317208,10379061.7007,15,3,0.0
28881.8017264,22042946.2962,21,3,0.0
13653.9710429,7795126.61592,15,3,0.0
16315.3316888,7128353.8337,17,3,0.0
10855.0894877,5089416.86035,17,3,0.0
16460.2067995,7245584.99844,17,3,0.0
8830.31529347,4082853.83643,18,3,0.0
3973.18360325,689362.679579,21,3,0.0
17534.3456408,8577851.23178,15,3,0.0
13911.2830465,10480088.3431,21,3,0.0
8700.17157016,3614328.45145,16,3,0.0
18388.2688334,10323365.7491,21,3,0.0
16427.9474598,10722192.2931,20,3,0.0
17299.0184167,15396430.2111,18,3,0.0
7581.32712557,1965417.61131,32,3,0.0
10782.9513345,3769100.30942,16,3,0.0
21821.3615968,24755828.513,22,3,0.0
14447.1820686,6882180.92643,19,3,0.0
14929.859116,9778635.72551,20,3,0.0
14300.3203639,5896410.48291,19,3,0.0
9268.72056217,2644538.79002,16,3,0.0
20726.2489153,14590699.6943,18,3,0.0
15875.9907943,11887693.6301,20,3,0.0
14078.2353187,6475371.63847,17,3,0.0
12168.6674538,6280972.76156,15,3,0.0
22138.0439376,12935063.5553,14,3,0.0
9491.51696304,4615636.93793,19,3,0.0
28337.3156425,30288594.0189,22,3,0.0
7236.04176357,3027331.55407,17,3,0.0
18034.3603899,13169701.3916,20,3,0.0
21631.055924,21860510.7309,20,3,0.0
18273.3362946,13905881.3357,21,3,0.0
8219.65792575,1663048.08246,14,3,0.0
7166.21351651,1534732.52868,32,3,0.0
15129.5423345,6679153.23202,18,3,0.0
12133.3377169,5321847.29311,32,3,0.0
15695.1378499,7614907.44695,18,3,0.0
11447.0327619,4646668.72061,15,3,0.0
12729.9945313,8410902.63952,15,3,0.0
2034.92139974,212939.871258,21,3,0.0
18376.4356828,6543570.56606,21,3,0.0
6302.10437156,2012510.09436,14,3,0.0
13146.0959569,7011020.11394,20,3,0.0
16930.6590927,11499564.0711,20,3,0.0
15255.5250739,8807961.65752,17,3,0.0
12794.2943319,8408923.07729,21,3,0.0
12180.1477919,8553239.52832,22,3,0.0
19585.7887955,14845340.7466,14,3,0.0
8677.85086187,3923554.59065,17,3,0.0
8939.30882947,4529624.53453,19,3,0.0
24675.6583433,12016303.6332,18,3,0.0
13464.1450457,4416802.30104,20,3,0.0
13293.7624098,8291388.45648,22,3,0.0
15530.1430752,9019560.74749,17,3,0.0
11278.3612118,5923154.18093,19,3,0.0
13180.8603954,9487671.77317,18,3,0.0
12062.5949902,6716716.55267,22,3,0.0
9178.72981544,4907849.76915,19,3,0.0
14817.9980949,8505349.39389,22,3,0.0
15421.8232181,8872769.35985,21,3,0.0
11668.3769533,3870862.12615,21,3,0.0
12385.7121703,4892519.27567,21,3,0.0
8630.12894229,3755559.12758,16,3,0.0
17340.4171095,13432772.6004,22,3,0.0
12317.0284336,6576429.37402,20,3,0.0
6640.11082891,2163265.97954,17,3,0.0
18145.9639411,13882751.9878,14,3,0.0
8270.59082046,4033693.99672,13,3,0.0
12070.4047715,6542797.27304,15,3,0.0
11807.6972863,6109457.59119,20,3,0.0
5588.8344962,1633767.47768,16,3,0.0
12722.1559843,6223254.24586,14,3,0.0
12625.2851404,4860774.21568,16,3,0.0
15142.3813635,4426800.64334,19,3,0.0
15632.0157423,8015004.89618,15,3,0.0
33736.9194886,39097707.9957,19,3,0.0
11242.4869132,5592307.62927,19,3,0.0
15540.6932827,7927390.36151,19,3,0.0
13551.2436302,8376552.03902,13,3,0.0
10474.096236,5973673.77519,20,3,0.0
3304.11897626,672917.735827,16,3,0.0
28268.0304633,22434840.6109,19,3,0.0
16600.6970927,10468607.7057,21,3,0.0
7098.76518028,2156645.18747,32,3,0.0
20609.6004433,17961063.0314,22,3,0.0
10580.2788032,4993794.17674,15,3,0.0
13202.2187569,9982935.43098,21,3,0.0
