the_geom,esid_no,creat_date
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87462484698597, 40.672389345461916], [-73.87456185126949, 40.67250237813884], [-73.87385518783317, 40.67260928521467], [-73.87371848203895, 40.67251052729124], [-73.87361988032099, 40.672639250416125], [-73.87295260733032, 40.67273718135989], [-73.87280325763528, 40.672642948524306], [-73.87271827747091, 40.672781912019516], [-73.87232269393485, 40.67284103470574], [-73.87204257007818, 40.67275457038745], [-73.8713025808156, 40.672858385014244], [-73.87197668560863, 40.6725479816795], [-73.8718607162474, 40.671949114694826], [-73.8712921733673, 40.67178287152381], [-73.87119262337148, 40.67134963071363], [-73.87335156420764, 40.67102081143562], [-73.87396601263094, 40.669922075382324], [-73.87380043321023, 40.669335261916345], [-73.87478179786399, 40.66918763198193], [-73.87664529485225, 40.66892044490343], [-73.87676689249392, 40.66890994908217], [-73.87756808990186, 40.66878747883634], [-73.88116953831698, 40.66826527674218], [-73.88529697674083, 40.66765321140488], [-73.88492765726872, 40.66798762282234], [-73.88513356404235, 40.668770311593306], [-73.88568973759224, 40.66918928883122], [-73.88236104189889, 40.6696835855425], [-73.88204110598966, 40.67011527593502], [-73.88226791211603, 40.670890635674965], [-73.88276318209957, 40.6712185654996], [-73.8824422552101, 40.67155902662461], [-73.8826341886841, 40.6722073888123], [-73.88307350296492, 40.67247489423922], [-73.8768004095825, 40.6733853880729], [-73.87648729640146, 40.67212991325622], [-73.8755660731838, 40.67226278232443], [-73.87528145855183, 40.67196348999865], [-73.87479562607409, 40.67202293397803], [-73.87462484698597, 40.672389345461916]]]]}",198.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00236186485934, 40.69021332426709], [-74.0018354517356, 40.69002972914961], [-74.00046846928635, 40.68965914565356], [-73.99912517544527, 40.68927496633522], [-73.99886033355347, 40.68920780361085], [-73.99874207792088, 40.68917701374396], [-73.9972021052295, 40.6887493689816], [-73.99533325874933, 40.688226308302674], [-73.99572977796612, 40.68739741506754], [-73.99603991252714, 40.68675240501749], [-73.99635725308914, 40.686096415223915], [-73.99722630158156, 40.68429861415368], [-73.9975508304343, 40.68362889718297], [-73.9978711445522, 40.68295736953572], [-74.00128182435238, 40.683909639578786], [-74.00147522278093, 40.68396163284789], [-74.00178094535977, 40.68328704454004], [-74.00210472502415, 40.682613031436965], [-74.0022419159624, 40.682991368153445], [-74.00342061576762, 40.68324796254782], [-74.00365534063742, 40.68304803079398], [-74.00371910885507, 40.6832290569038], [-74.00540443678034, 40.68385981074946], [-74.00581925462116, 40.68365655401785], [-74.00596041052054, 40.68336287128225], [-74.00769770453957, 40.68630151050841], [-74.0072365011362, 40.68653226373523], [-74.00697294077625, 40.68653228000759], [-74.00657758044555, 40.686331674251605], [-74.00628765971929, 40.68627150192721], [-74.00587913798142, 40.686221365814], [-74.00562880373465, 40.686773107719205], [-74.00737133424649, 40.68727830996486], [-74.00784279355445, 40.687414991160885], [-74.0074475396551, 40.688237595956465], [-74.00628521521818, 40.68792308894782], [-74.00507538806211, 40.687595712059036], [-74.00464055063233, 40.688227711665014], [-74.00554213392789, 40.68848342659107], [-74.00676232568988, 40.68882949258642], [-74.00635387108636, 40.68965209425389], [-74.0044614498138, 40.689139347161344], [-74.00383671463442, 40.688970067775834], [-74.0034154885044, 40.68957744665865], [-74.00387915116637, 40.689708711489104], [-74.00573452636347, 40.690233951086235], [-74.00533923054662, 40.69106657916578], [-74.00337297895047, 40.690519425266345], [-74.00236186485934, 40.69021332426709]]]]}",113.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8762772177988, 40.67897323048316], [-73.8760987604599, 40.678247752508206], [-73.87589560341046, 40.6774307209184], [-73.87558810556116, 40.67618862299736], [-73.87527450805116, 40.6749188264014], [-73.87495739509356, 40.673650699982886], [-73.87462484698597, 40.672389345461916], [-73.87479562607409, 40.67202293397803], [-73.87528145855183, 40.67196348999865], [-73.87556607318386, 40.67226278232443], [-73.87648729640131, 40.67212991325628], [-73.8768004095825, 40.6733853880729], [-73.88307350296492, 40.67247489423922], [-73.88270771718449, 40.67281553720372], [-73.88282116268448, 40.673183169556914], [-73.8833980312205, 40.673740484434546], [-73.88318802453587, 40.67417917993976], [-73.88331856078496, 40.67481411476149], [-73.88372216480076, 40.67500895457759], [-73.88346612114512, 40.67525127466995], [-73.88361419139191, 40.67589959047858], [-73.88403982896253, 40.676250059615356], [-73.88448868899862, 40.67800472416997], [-73.8841945532135, 40.67808875657617], [-73.88371970256385, 40.678224415839786], [-73.88330820448877, 40.67834197398234], [-73.882833807505, 40.678475560476905], [-73.88241059813504, 40.67859767092607], [-73.88195914092073, 40.678726396494476], [-73.88152355232975, 40.678850777927494], [-73.88106271822157, 40.678982687480854], [-73.88061377810727, 40.67911003245117], [-73.8801511065963, 40.67924206266318], [-73.87974063269147, 40.67936096132448], [-73.8792669251896, 40.67949108529486], [-73.87862924173353, 40.67967653273933], [-73.87838855886179, 40.67973905383264], [-73.8774268616589, 40.680014437259175], [-73.87688955196957, 40.68016499702085], [-73.87657495336371, 40.68016700128218], [-73.8762772177988, 40.67897323048316]]]]}",199.0,2011-08-12T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99669592123094, 40.6205914413173], [-73.99639307194428, 40.62058198656597], [-73.99574324161195, 40.62021323716252], [-73.9951308340558, 40.61986576512105], [-73.9945293158236, 40.619520856611075], [-73.99424261589537, 40.619360424339554], [-73.99387689522763, 40.61915577982183], [-73.99425411613012, 40.61878917054868], [-73.99483514484668, 40.61823170364059], [-73.995417546541, 40.61767238828151], [-73.99600132054529, 40.61711187179772], [-73.99658204833183, 40.61655473819499], [-73.99716586233411, 40.615995233512095], [-73.99774601479658, 40.615435771041234], [-73.99837308428378, 40.61483178436232], [-73.99899969407292, 40.61422828015216], [-74.00019136591864, 40.614950385064375], [-74.00144909910301, 40.61571072198248], [-74.00365199741603, 40.617041156611556], [-74.00585319947471, 40.618370476996326], [-74.00522666035972, 40.61897315349456], [-74.00508233192767, 40.61942426100089], [-74.00459906971307, 40.6195768534085], [-74.0044413683796, 40.61994846656464], [-74.00401906911483, 40.62013618852606], [-74.00383166689038, 40.62053223327985], [-74.00343557117168, 40.620695403311835], [-74.00328449216711, 40.62110408179846], [-74.00285701643108, 40.621253642775265], [-74.00273730660216, 40.62164018820775], [-74.0022758628134, 40.62181427445064], [-74.00210568571094, 40.62221203302868], [-74.00169380204781, 40.622372427092486], [-74.00158975108408, 40.62273622018115], [-74.00120222375467, 40.62284271178995], [-74.00107380988679, 40.62335571022839], [-74.0005298750256, 40.6234899391035], [-74.00042148346394, 40.62314950201443], [-73.99862348232058, 40.622101136842424], [-73.99833249867125, 40.62215490689257], [-73.99829450505669, 40.62161940301839], [-73.99817243786164, 40.62155587703814], [-73.99810611978174, 40.62138965476882], [-73.99669592123094, 40.6205914413173]]]]}",222.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97478615636157, 40.6980045525512], [-73.97753101707218, 40.698115812110146], [-73.98054419198643, 40.698246511722374], [-73.98046217271892, 40.69970315762244], [-73.98198056032578, 40.69974516224637], [-73.98239970307199, 40.698343771965966], [-73.98305147123352, 40.69837793299387], [-73.9839956224687, 40.6984139713531], [-73.98496067188015, 40.69844496201373], [-73.98537893002158, 40.69844056773802], [-73.98571222073139, 40.698449245180726], [-73.98557182287554, 40.69819492775276], [-73.98535487135698, 40.69777340678312], [-73.98528250128818, 40.69763131907051], [-73.9850947492863, 40.697232556529144], [-73.98495630589782, 40.6969239421227], [-73.98487794679569, 40.6967598403219], [-73.9845651722879, 40.69612098433055], [-73.98452995845194, 40.69603534120208], [-73.98508421113488, 40.69605178526092], [-73.98710566113911, 40.696131626106904], [-73.9870623505887, 40.696839343100685], [-73.98704043611262, 40.69728000645188], [-73.98702180561958, 40.69768182180807], [-73.98696892266318, 40.698503614451376], [-73.98694749741573, 40.6987346741818], [-73.98686354829546, 40.69922012163894], [-73.98786526609113, 40.699252101095816], [-73.98852611943938, 40.699327172365386], [-73.98858271976589, 40.699488405581626], [-73.9886897059328, 40.69962785138105], [-73.98883563724354, 40.69980258490042], [-73.98974833654795, 40.70046724573871], [-73.99013277344011, 40.70073937843478], [-73.99135830865971, 40.701706221404336], [-73.99223885846894, 40.70240851211791], [-73.99250677293844, 40.70261188350486], [-73.99338985382535, 40.7033318785617], [-73.99463603484298, 40.70433440236559], [-73.99456979030734, 40.704376263509985], [-73.9938634102568, 40.70455600681569], [-73.99362643980307, 40.70459524410222], [-73.99353477362598, 40.70461726828268], [-73.99279696088257, 40.70463386861147], [-73.99269135571019, 40.70462984993608], [-73.99252693020982, 40.70468879827469], [-73.99230833860453, 40.70469000120009], [-73.99212703604066, 40.70468964145489], [-73.99211835368995, 40.70454281256735], [-73.99212100640788, 40.70439620098984], [-73.99186159263638, 40.704086642086054], [-73.99138658260934, 40.70400597962286], [-73.9909475536154, 40.70403244157663], [-73.99082345394551, 40.70420244309894], [-73.9906777100858, 40.70436560906014], [-73.99054618067842, 40.704416166961025], [-73.99038398293872, 40.70470432969614], [-73.99029454183137, 40.70485523521053], [-73.99022721268561, 40.70493404448106], [-73.99009549765336, 40.70494315992959], [-73.98998163087822, 40.704918833132844], [-73.98949359040316, 40.704809038171256], [-73.98934734729583, 40.70472969169896], [-73.98920046505468, 40.704723896988355], [-73.9890698975544, 40.70470591525161], [-73.98898897758893, 40.704690356787545], [-73.98869723300707, 40.70456457876107], [-73.98830332223027, 40.70454046836916], [-73.98829300256942, 40.704950889713146], [-73.98828999107423, 40.70507065837931], [-73.98805960828697, 40.70511460147069], [-73.98772655791157, 40.70514812363648], [-73.98726969376284, 40.70517572010512], [-73.98686320664436, 40.70515985635362], [-73.98669416575686, 40.70507942316251], [-73.98642911605083, 40.70506917935762], [-73.98640326800879, 40.705405378474495], [-73.9840214986157, 40.705598634555066], [-73.98343806295655, 40.70564409484185], [-73.98340650335118, 40.705466370682494], [-73.98336819957059, 40.70546106446516], [-73.9832639872271, 40.70548506604171], [-73.98308639166386, 40.70547709070389], [-73.98274859374648, 40.705532691220554], [-73.98245956868168, 40.70550879663562], [-73.98245898636243, 40.705542414421586], [-73.98242287179883, 40.70582205483853], [-73.98087421736356, 40.705901938745896], [-73.97926618020819, 40.70587199478131], [-73.97918270870915, 40.705965214396734], [-73.9790504990982, 40.705966962977335], [-73.97924333487784, 40.705551196304164], [-73.97912092254623, 40.70553006967127], [-73.97867915303458, 40.70547255724288], [-73.97864529299036, 40.70559102103537], [-73.97844876948645, 40.70555968280338], [-73.97859313689487, 40.70497858411354], [-73.9785319889462, 40.70487652347304], [-73.97844190782108, 40.70487139588091], [-73.97816199693668, 40.70452842758358], [-73.9780206732263, 40.70429096644796], [-73.977355708959, 40.704178089196354], [-73.97733878473403, 40.70422955019983], [-73.9772119641036, 40.70421392663075], [-73.97751204625295, 40.703196711551435], [-73.9772953842823, 40.70318930751919], [-73.9771356262158, 40.703005580829014], [-73.97706069019266, 40.70316814873722], [-73.97623864838725, 40.70477564360661], [-73.9759609634744, 40.704715506344954], [-73.97692749151813, 40.70279782051978], [-73.97619162409934, 40.70217568658733], [-73.97526398143305, 40.70353091069876], [-73.9750439128648, 40.70342311426642], [-73.97598092814398, 40.70197503611423], [-73.9755930183113, 40.70181378838252], [-73.97540348175654, 40.701911146796505], [-73.97455023392652, 40.70159034323746], [-73.97580504031693, 40.699718739868466], [-73.97575135116297, 40.69959201974777], [-73.97551485479273, 40.69951856184468], [-73.97535788554103, 40.69960251774323], [-73.97434585855368, 40.70108702430502], [-73.97432309717777, 40.701204145841125], [-73.97411233114343, 40.7012939102914], [-73.97393942676517, 40.70110298794576], [-73.97376211003493, 40.70108068054673], [-73.9735559706964, 40.70086763186836], [-73.97259266814362, 40.70009381359764], [-73.97239201396069, 40.70016632219907], [-73.9725440467648, 40.70035007411317], [-73.97352217219613, 40.701241128076525], [-73.97370456015301, 40.70154661658192], [-73.97320118152176, 40.70166612017964], [-73.97115989122072, 40.699923148609024], [-73.9709685927485, 40.699865492052425], [-73.97075875440984, 40.69998415164771], [-73.97095673691484, 40.70023143903311], [-73.97331329838273, 40.702403307064884], [-73.9728351285888, 40.70272874071762], [-73.96982556570528, 40.70024507035092], [-73.96976858699794, 40.69991992180319], [-73.96968856659879, 40.699503288095755], [-73.96970976757778, 40.69911697379799], [-73.96975343534072, 40.69827759986714], [-73.96972789881102, 40.697804013769044], [-73.9707731495788, 40.6978408008789], [-73.97120281177402, 40.69785798987174], [-73.97180794067566, 40.69788506805055], [-73.97279477805601, 40.69792083765386], [-73.97332378594345, 40.69793965060186], [-73.97377513407956, 40.69795939094282], [-73.97478615636157, 40.6980045525512]]]]}",249.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93486257235892, 40.6820305681576], [-73.93778801578414, 40.681694331786716], [-73.93793221401397, 40.68242734754451], [-73.93807695934932, 40.68316090297073], [-73.93515472973864, 40.68349718470392], [-73.9350082172463, 40.682763767893874], [-73.93486257235892, 40.6820305681576]]]]}",77.0,2001-08-01T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93111937851675, 40.668798542578635], [-73.93388773690738, 40.668950444741256], [-73.93942695664535, 40.669248683915846], [-73.9391760477749, 40.67192600023653], [-73.93907622042174, 40.67282564339964], [-73.93780185803887, 40.672750650812766], [-73.93634321312793, 40.67270370975482], [-73.93355357152154, 40.6725145065188], [-73.93078484080492, 40.67236281568056], [-73.93111937851675, 40.668798542578635]]]]}",159.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95326012861891, 40.59241275671691], [-73.95230036022329, 40.59251402257492], [-73.95134928952186, 40.5926217228513], [-73.95015202405753, 40.59275318958319], [-73.94911583959598, 40.592867209762474], [-73.9487173318018, 40.590746705883184], [-73.94778690895299, 40.59085056787517], [-73.94686188485302, 40.59095070480287], [-73.94645886587605, 40.588829317184455], [-73.94734643726757, 40.58850705183634], [-73.94696109898847, 40.58647896844267], [-73.94679297199575, 40.58559430552468], [-73.94674843389734, 40.58535117066846], [-73.94669113294844, 40.585072774261754], [-73.94641529496758, 40.583569531863176], [-73.94705571385379, 40.583543437103906], [-73.94787786442133, 40.583517421361435], [-73.94800540721678, 40.58350592633003], [-73.94942711530874, 40.58337777789902], [-73.95027742142764, 40.583301125423304], [-73.95038530058602, 40.583449427873184], [-73.95090326054572, 40.584355296704835], [-73.95106514588784, 40.58463088120336], [-73.95153721352244, 40.5846772948014], [-73.9547417720299, 40.58504025393316], [-73.95485543096397, 40.58562477741647], [-73.95522691064438, 40.58768491242732], [-73.95526485038181, 40.58786124943331], [-73.95567342198058, 40.58998413788013], [-73.95607720420888, 40.59210143190569], [-73.95514745765543, 40.59220701073054], [-73.95461004977247, 40.59223566100586], [-73.95422294518151, 40.59230795424435], [-73.95326012861891, 40.59241275671691]]]]}",2.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98981472103202, 40.66496334326108], [-73.99065052860126, 40.66405789154962], [-73.99167274870811, 40.663028680026805], [-73.99089409999993, 40.66297241766188], [-73.98961599036785, 40.66215932153834], [-73.98947000118294, 40.661699040514584], [-73.99005216530196, 40.66113864709957], [-73.99071845381674, 40.661191572355925], [-73.99217085848143, 40.66202126032949], [-73.99235244063102, 40.661874367720806], [-73.99283830654352, 40.6619084805304], [-73.99267270549826, 40.661596479328274], [-73.99293418632675, 40.66133103067486], [-73.99342089320965, 40.66134895255487], [-73.9933155062674, 40.66095497711732], [-73.99351887645545, 40.660739297967616], [-73.99400419129223, 40.660789835817155], [-73.99383482096832, 40.660446197237725], [-73.99411081332805, 40.66021392888234], [-73.99458790585092, 40.66022793344753], [-73.9923833951971, 40.65889901536441], [-73.99296402055674, 40.658337409109734], [-73.99516890243412, 40.65966952207043], [-73.99581861617168, 40.65960690603468], [-73.99715995146381, 40.660404761356766], [-73.99733205899885, 40.66097713341685], [-73.99751787670395, 40.661088963732624], [-73.99812436241378, 40.660971452692564], [-73.99916222321487, 40.66159778666461], [-73.99926487081653, 40.662135307063735], [-73.99943689483074, 40.66224110965997], [-73.99886580989961, 40.66278977193524], [-73.99828437950147, 40.66334835493372], [-73.99707326103389, 40.66453569668993], [-73.99679587292663, 40.66479225552386], [-73.99656831581139, 40.665075821324976], [-73.9962585714034, 40.66557235394281], [-73.99607800384463, 40.66607797138292], [-73.99601676573769, 40.666730387582696], [-73.99609322691072, 40.66738280755771], [-73.99633799217693, 40.668105135438346], [-73.99640459777137, 40.668217195902734], [-73.9958512924491, 40.66797249577483], [-73.99454340086601, 40.66725340641225], [-73.99223462344295, 40.66613762484257], [-73.98981472103202, 40.66496334326108]]]]}",106.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00645651136284, 40.62657410990558], [-74.004932017642, 40.626150744767024], [-74.00435001143947, 40.626710369363536], [-74.00372265988365, 40.6273123079028], [-74.00152128797674, 40.62598334394132], [-73.99932090288135, 40.624655246723634], [-73.9997604634434, 40.624475551479925], [-73.99994664994429, 40.624050622012234], [-74.00044841217387, 40.62386798001187], [-74.0005298750256, 40.6234899391035], [-74.00107380988679, 40.62335571022839], [-74.00120222375467, 40.62284271178995], [-74.00158975108408, 40.62273622018115], [-74.00169380204781, 40.622372427092486], [-74.00210568571094, 40.62221203302868], [-74.0022758628134, 40.62181427445064], [-74.00273730660216, 40.62164018820775], [-74.00285701643108, 40.621253642775265], [-74.00328449216711, 40.62110408179846], [-74.00343557117168, 40.620695403311835], [-74.00383166689038, 40.62053223327985], [-74.00401906911483, 40.62013618852606], [-74.0044413683796, 40.61994846656464], [-74.00459906971307, 40.6195768534085], [-74.00508233192767, 40.61942426100089], [-74.00522666035972, 40.61897315349456], [-74.00742666927428, 40.62030364140139], [-74.00863712350925, 40.619142173609184], [-74.0108384585021, 40.620472965279404], [-74.00842197959794, 40.62279542974382], [-74.01282890951529, 40.625455791614456], [-74.00933769050386, 40.62881225014516], [-74.00933745529431, 40.628812245661734], [-74.00861732782049, 40.62778478283129], [-74.00713522355458, 40.627481147314164], [-74.00645651136284, 40.62657410990558]]]]}",223.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.89561313747654, 40.62041239940693], [-73.89545864488971, 40.61966670499992], [-73.89538071256997, 40.61929053594933], [-73.89648778326283, 40.61730315391467], [-73.89592265625441, 40.615008353637464], [-73.89535477200809, 40.61449799606114], [-73.89418480838289, 40.61396159010955], [-73.89348240758717, 40.61390995743271], [-73.89257921831386, 40.613909116933534], [-73.89160962202841, 40.61360230131002], [-73.8909746299952, 40.61324481140387], [-73.89064132925698, 40.612505223111484], [-73.88947190270923, 40.611688356902114], [-73.88967454283825, 40.610515913456055], [-73.89154959461453, 40.609370552558005], [-73.89163243087567, 40.60922898125826], [-73.89195209900981, 40.608682643642716], [-73.89235554048824, 40.607408415816224], [-73.89302544396229, 40.6068227219976], [-73.89537420486191, 40.605909086168296], [-73.89621296784244, 40.60662538188936], [-73.90155365916652, 40.61118577737593], [-73.90774501497017, 40.61667161454345], [-73.90852252570812, 40.61732090817263], [-73.90969158936666, 40.61837501902045], [-73.91026048907042, 40.617780670461784], [-73.91252504335424, 40.6198315514857], [-73.91484807103075, 40.61969688466903], [-73.9157762532285, 40.61963975541849], [-73.91609511035756, 40.61962285119624], [-73.91689711575269, 40.61957040216367], [-73.91726440936078, 40.61954803709752], [-73.91741279854809, 40.62095853069266], [-73.91746991646686, 40.62151242805922], [-73.91751556157482, 40.62194031578818], [-73.91770927139072, 40.62371768617101], [-73.91775240204093, 40.62416471710268], [-73.91799464615926, 40.62645772346426], [-73.91816260213328, 40.62800449495905], [-73.9182425447149, 40.628770075031575], [-73.9183549181038, 40.6297952983938], [-73.91860224820395, 40.632068327732256], [-73.9169224016061, 40.63166941636971], [-73.91413270550333, 40.63045029161472], [-73.90696491491295, 40.626949356098], [-73.9066141556183, 40.62677801518964], [-73.90195172227197, 40.62451331381755], [-73.90183041929848, 40.62445438829557], [-73.89827557761217, 40.62266225403904], [-73.8967361927574, 40.6220504302316], [-73.89657027656168, 40.62198448542008], [-73.89659332792037, 40.62193358530221], [-73.89677226748988, 40.6215374313648], [-73.89660892495384, 40.62145802072418], [-73.89637157931953, 40.62118604780502], [-73.89607546504676, 40.62048373612063], [-73.89561313747654, 40.62041239940693]]]]}",27.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01967093815357, 40.602967433576275], [-74.01967922645045, 40.60295973539558], [-74.02038459743244, 40.60324060954097], [-74.02092279929559, 40.603347791107744], [-74.02142656687982, 40.603448112799654], [-74.01996663792094, 40.6070425078095], [-74.02476242376056, 40.609732006159334], [-74.02121548267134, 40.61847198503913], [-74.01611824045838, 40.61538403543161], [-74.01171201595896, 40.612735029226336], [-74.01522379499646, 40.609356384106114], [-74.0170191016275, 40.607654416969645], [-74.01549855005815, 40.6068415240175], [-74.01967093815357, 40.602967433576275]]]]}",208.0,
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94774825764559, 40.68804320843641], [-73.94760206997312, 40.687310403329], [-73.94745683434671, 40.68657784488279], [-73.94731056692157, 40.685845485532084], [-73.95059026528021, 40.68546662655995], [-73.95073580110589, 40.686203666223776], [-73.9508831508559, 40.686932518207], [-73.95102806039253, 40.68766648954068], [-73.9546841891975, 40.68724485364865], [-73.9549756816066, 40.68871119337144], [-73.95526567431791, 40.6901751358642], [-73.95432544480063, 40.690288339357046], [-73.9516115649633, 40.69059670059364], [-73.95175747300722, 40.6913293112919], [-73.94564166887073, 40.692033451905466], [-73.94549553208861, 40.69130013126824], [-73.94534976376512, 40.69056729637561], [-73.94519881323143, 40.689839879683355], [-73.94505645123509, 40.689102345758705], [-73.94491170951748, 40.68837022203982], [-73.94774825764559, 40.68804320843641]]]]}",241.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94424205007898, 40.602472841316654], [-73.94039354067898, 40.60289527138882], [-73.94074309681942, 40.60217198742476], [-73.9404842882383, 40.600819972433015], [-73.93996699327819, 40.60063944831368], [-73.9403178930463, 40.59997761399098], [-73.94010987480428, 40.598958285370905], [-73.93956109293109, 40.59851111177345], [-73.94048861051633, 40.59840771152037], [-73.94148000438085, 40.5983043903993], [-73.94101897128759, 40.59592089424433], [-73.94061132764674, 40.59380796747909], [-73.94163088700961, 40.59369096277353], [-73.94255814458583, 40.59358849153064], [-73.94348383834277, 40.59348737153598], [-73.94440823162088, 40.59338536072789], [-73.94537361672747, 40.59327927359877], [-73.94497238907421, 40.5911601424164], [-73.94593441056203, 40.591053193953066], [-73.94686188461601, 40.590951002632615], [-73.94778690872012, 40.59085086570498], [-73.94871733157308, 40.59074700371294], [-73.94911583936901, 40.59286750759218], [-73.9501520238352, 40.59275348741295], [-73.95134928952186, 40.5926217228513], [-73.95230036022329, 40.59251402257492], [-73.95326012861891, 40.59241275671691], [-73.95422294518151, 40.59230795424435], [-73.95461004977247, 40.59223566100586], [-73.95514745765543, 40.59220701073054], [-73.95607720424744, 40.59210143185081], [-73.9565554047584, 40.594647725437355], [-73.95565081073656, 40.594854848282004], [-73.95600127952935, 40.59671338809693], [-73.95545313453857, 40.59677338356289], [-73.95507631408927, 40.59681539039515], [-73.95411036194542, 40.59692073892183], [-73.95314947407724, 40.59702791848787], [-73.95355183596197, 40.59914645299943], [-73.95260704335055, 40.59925061771661], [-73.95140557470265, 40.599381024973205], [-73.95037360101655, 40.5994952476573], [-73.9494481050101, 40.59959756670071], [-73.94852098925192, 40.5996976087154], [-73.947595379753, 40.59980151575017], [-73.94663212424051, 40.59990896389601], [-73.94566886868074, 40.60001176690662], [-73.94474202541241, 40.600111174709916], [-73.94381683954454, 40.60021733903139], [-73.94424205007898, 40.602472841316654]]]]}",4.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9182425447149, 40.628770075031575], [-73.91816260213328, 40.62800449495905], [-73.91799464615926, 40.62645772346426], [-73.91775240204093, 40.62416471710268], [-73.91770927139072, 40.62371768617101], [-73.91751556157482, 40.62194031578818], [-73.91746991646686, 40.62151242805922], [-73.91741279854809, 40.62095853069266], [-73.91726440936078, 40.61954803709752], [-73.91826562960897, 40.619484276208986], [-73.91920055491103, 40.61942644833921], [-73.92013375156961, 40.61936966484286], [-73.91992065859674, 40.617383624784615], [-73.91988287567243, 40.6170314768247], [-73.91965474282264, 40.614897982904864], [-73.92062400319834, 40.614838681713174], [-73.92159370159301, 40.61477818387776], [-73.92252930374501, 40.61471903277527], [-73.92349952825859, 40.61465659605114], [-73.92353611575966, 40.61501878793822], [-73.92372432050348, 40.61679294829353], [-73.9246955437854, 40.616733227052684], [-73.92562430525831, 40.61667341551999], [-73.92598272808512, 40.616651457952514], [-73.92662741035313, 40.6166119603042], [-73.92687894703931, 40.618949818866234], [-73.92788368033037, 40.61888855189116], [-73.92881955801089, 40.618829871815954], [-73.9297896486386, 40.6187697914548], [-73.9307581295718, 40.61871038594083], [-73.93169293752634, 40.618653024034415], [-73.9324624556945, 40.61860132022957], [-73.93270577113762, 40.618812617377806], [-73.9335370577586, 40.619571681320856], [-73.93418058233094, 40.62011910906128], [-73.93498872667303, 40.620866316881774], [-73.93538014802591, 40.62121557002188], [-73.93454349053562, 40.62175725544834], [-73.93400697656448, 40.622114265746674], [-73.93376053427404, 40.622275191152795], [-73.93310006936224, 40.622693929099654], [-73.93219512388225, 40.62326916456983], [-73.93238502380458, 40.625136415302826], [-73.93242539748576, 40.62553344233335], [-73.93248058096533, 40.62592939768148], [-73.93255153666342, 40.62643841303709], [-73.93263460507312, 40.626551963230334], [-73.93241518002333, 40.62688128975869], [-73.93238518000386, 40.62704753506753], [-73.93237305989109, 40.62721624033545], [-73.93237923511374, 40.627385703767516], [-73.93240373133924, 40.627554196706626], [-73.93244619556859, 40.62772002539796], [-73.93250594475165, 40.62788154172319], [-73.93255084833258, 40.628242406169846], [-73.93259289134693, 40.62858031505096], [-73.93264244729924, 40.62921094067369], [-73.93268462732934, 40.62974767665311], [-73.93268232011587, 40.62978133090544], [-73.93266217691551, 40.629918456499716], [-73.93265609336652, 40.62994049325022], [-73.93263953651825, 40.62998470516409], [-73.93262925564122, 40.63000776299868], [-73.93261872668829, 40.63002872397249], [-73.9326056357025, 40.63005213251657], [-73.93259105441848, 40.630076327471485], [-73.93257125425038, 40.63010473983092], [-73.93255180122623, 40.63012987773958], [-73.93253372759344, 40.63015106067611], [-73.9325129163231, 40.63017351916156], [-73.93245286575966, 40.63023724865942], [-73.9322414894782, 40.63025287789421], [-73.9319836009701, 40.630268529848806], [-73.93102450218953, 40.6303291217212], [-73.9300532770575, 40.630388437809756], [-73.92911992131141, 40.63044677817762], [-73.928113704442, 40.63050675842404], [-73.9278650145276, 40.628166898880735], [-73.92685881771693, 40.62822838135411], [-73.92592688251521, 40.628287660122474], [-73.92495622306723, 40.628349391750554], [-73.92429720963919, 40.62838658310918], [-73.92398819015924, 40.62840710019489], [-73.92305537484832, 40.62846697707744], [-73.92208656665828, 40.62852766795129], [-73.92158265361306, 40.62855822237017], [-73.921119402625, 40.62858630747067], [-73.92067982648251, 40.62861343483567], [-73.92018414979506, 40.62864402503884], [-73.91971629852459, 40.62867301997427], [-73.9192479265993, 40.62870204008811], [-73.9182425447149, 40.628770075031575]]]]}",25.0,2001-07-31T00:00:00.000
