the_geom,esid_no,creat_date
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98463965475426, 40.59355217578135], [-73.9844026549332, 40.592352773335335], [-73.98386525278828, 40.5924346296131], [-73.98380088149031, 40.591959424492494], [-73.98311301555945, 40.5920412559452], [-73.9831988854444, 40.592483692762414], [-73.98225306339648, 40.59258186697412], [-73.9821886990589, 40.59212304687268], [-73.98041512044631, 40.59230382643109], [-73.9806116279925, 40.59202166196933], [-73.97967545723814, 40.59213260582419], [-73.97952582619378, 40.59149624088588], [-73.97916485479747, 40.59156942162588], [-73.97876126302887, 40.589602673758165], [-73.97848414171608, 40.58963247217859], [-73.97599223405834, 40.5898674201027], [-73.97557035113779, 40.589947991252174], [-73.97421699324582, 40.590111554629736], [-73.97428505458268, 40.58870895113078], [-73.97437832633037, 40.587198677238], [-73.97445847940541, 40.58575920832695], [-73.97449382934589, 40.5852411538732], [-73.97461091950547, 40.583129875093626], [-73.97460468641884, 40.58284153501666], [-73.97630255996934, 40.58266420348756], [-73.97788780503777, 40.58264773285299], [-73.97847603132129, 40.58271125403794], [-73.9802229483491, 40.58289988104987], [-73.98224834280356, 40.58322364034117], [-73.98371390162814, 40.58350481182295], [-73.98392491383746, 40.58339507760526], [-73.98439246237002, 40.5829428513233], [-73.98476023097831, 40.58258712986907], [-73.98505088338108, 40.58236784368459], [-73.98566016430205, 40.58190815800992], [-73.98615100950842, 40.581637969217354], [-73.9866748409303, 40.581264826156975], [-73.98697475780516, 40.58105118153872], [-73.98712362757351, 40.58094513461377], [-73.98733849969187, 40.58054483418413], [-73.98736910452185, 40.58048781727701], [-73.98768731803246, 40.57985726981212], [-73.98805999027087, 40.57958705918946], [-73.9889273360169, 40.580033008998555], [-73.98904143781044, 40.58016923319584], [-73.98955943307686, 40.58046031907399], [-73.98978666159225, 40.5803494678899], [-73.98997748235487, 40.580598945137346], [-73.99023193984529, 40.580737556785806], [-73.99115893979733, 40.58095244553675], [-73.99187692422474, 40.58104258155174], [-73.99196778273739, 40.581264331141206], [-73.99196777072419, 40.58136421995028], [-73.99196776773655, 40.58138906180156], [-73.99206773008505, 40.581499940344365], [-73.9920404268269, 40.58181176464979], [-73.99180411597442, 40.581860253851175], [-73.99156774148041, 40.58240073563865], [-73.9909495779714, 40.58335695567442], [-73.99035868583182, 40.58415379631767], [-73.99022233082913, 40.58429237448173], [-73.99041318636881, 40.58438940307454], [-73.9903131792233, 40.58457649017396], [-73.99085855472242, 40.5843340040386], [-73.99092049534877, 40.584306463733355], [-73.9928218741996, 40.58346102995024], [-73.99284915222503, 40.58335708960353], [-73.99419436000372, 40.582726583615546], [-73.99533958144046, 40.58224157314723], [-73.9959303579649, 40.58208914681813], [-73.99718458650501, 40.582352504761154], [-73.99806618760077, 40.58258812431605], [-74.00039291549876, 40.58314249783217], [-74.00041508930293, 40.58354537494895], [-74.0004474556697, 40.584133412275875], [-73.99994756074383, 40.58456996897501], [-73.99925678995815, 40.58491644033128], [-73.99854898694534, 40.58534743134952], [-73.9982751573025, 40.58535298649689], [-73.99823880013042, 40.58540842127344], [-73.99840077248653, 40.58546650380745], [-73.99871107351335, 40.58549183583208], [-73.9993022292592, 40.58554009279413], [-73.99958399225567, 40.58575490773935], [-73.99963852612048, 40.586087522577266], [-73.99953492302338, 40.586281943419564], [-73.99952036333161, 40.58630926524127], [-73.99928162004187, 40.58640311655057], [-73.99877504004269, 40.5864963551654], [-73.99838419897193, 40.586551786556605], [-73.99856848677824, 40.586851950566455], [-73.99858415619637, 40.58687747339496], [-73.99851902428176, 40.58687099600959], [-73.99837510216729, 40.58685668294646], [-73.99823876559124, 40.58671809128469], [-73.9975661428848, 40.58705762315679], [-73.99538462222694, 40.588076187726585], [-73.99536809385026, 40.58808418280789], [-73.99434218799627, 40.58858042786149], [-73.99408426915139, 40.58870518417065], [-73.99419814314821, 40.58885898944159], [-73.99434130007376, 40.589050004762385], [-73.99330854976185, 40.589583898311126], [-73.99255747858054, 40.58992167442862], [-73.99298625113178, 40.59063087234625], [-73.9934655514564, 40.5912705871703], [-73.99262928565769, 40.59165379020184], [-73.99257737675703, 40.59167757850887], [-73.99250937514404, 40.59173471231468], [-73.99182154058266, 40.592312684236724], [-73.99018963924605, 40.59388256381899], [-73.98822326617112, 40.59577553902686], [-73.9864571744276, 40.59747892604271], [-73.98574725803108, 40.59704049290592], [-73.98526614254742, 40.5967438452501], [-73.98412703272518, 40.5960683556781], [-73.98372152695875, 40.59582107824434], [-73.98304659499094, 40.59541453911321], [-73.98197740056186, 40.59476340620817], [-73.98093723320936, 40.59413693399165], [-73.98071099976345, 40.593997396221], [-73.98110896858483, 40.59394677632565], [-73.981790849274, 40.59386745575773], [-73.98273346391969, 40.59376369908556], [-73.98303296902198, 40.593730293380624], [-73.9834412441933, 40.59368777286931], [-73.98354622423443, 40.59367651011834], [-73.983667664233, 40.593663481412335], [-73.98407040372285, 40.59361736383875], [-73.98412888510745, 40.593610666935426], [-73.98463965475426, 40.59355217578135]]]]}",127.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92999915463663, 40.648181063585696], [-73.92980160610084, 40.64631899471046], [-73.92786104187212, 40.64644023833519], [-73.92765995069315, 40.64455306696844], [-73.92668924679548, 40.64461355228458], [-73.92644653617359, 40.64231616578906], [-73.92356525997168, 40.64249929828947], [-73.92261514067556, 40.642732905929215], [-73.92174139447447, 40.643381732412884], [-73.92087159475524, 40.64399828970623], [-73.91995063039657, 40.644707629870034], [-73.91955576633218, 40.64118495810686], [-73.91946141158914, 40.640239293213426], [-73.91917180245417, 40.637469844349376], [-73.91970238474524, 40.63720032202311], [-73.92014216780838, 40.63698888923673], [-73.92054767853186, 40.636768568400846], [-73.92101708776897, 40.63652752670745], [-73.92190720087513, 40.63607496599971], [-73.92283249194776, 40.63554299844412], [-73.92380305365108, 40.635484818946146], [-73.9247379494765, 40.635427477092875], [-73.92570568467268, 40.63536689820926], [-73.92667430550517, 40.6353059966447], [-73.92744822304287, 40.6352584087566], [-73.9286128377311, 40.63518764556585], [-73.92962453332181, 40.63512131559635], [-73.93055333220946, 40.63506291429768], [-73.93153121856886, 40.63500665386011], [-73.93154812385686, 40.63532588021019], [-73.93159729380385, 40.63567783402594], [-73.93176365545212, 40.63727637634284], [-73.93201328546775, 40.639616133803564], [-73.93298420801726, 40.63955446170129], [-73.93391820714413, 40.63949666645042], [-73.93488750449914, 40.63943859859584], [-73.93513872341322, 40.64178465921469], [-73.93610768394626, 40.64171527794745], [-73.93704133100039, 40.641658799058625], [-73.93801223869099, 40.64160290908639], [-73.9389808945284, 40.64153791487352], [-73.93918469879162, 40.64344843661301], [-73.93922712394867, 40.643835131248636], [-73.93932905759566, 40.644814768477346], [-73.93836050579483, 40.64485702952679], [-73.93738309178872, 40.64490488656304], [-73.93645634181279, 40.64494611707511], [-73.93548506510926, 40.644989854624114], [-73.9345103754212, 40.64502837736519], [-73.93357588851981, 40.64508370053304], [-73.93261418279052, 40.645245477516085], [-73.93270476032622, 40.646142140385905], [-73.93292069199434, 40.64799717166011], [-73.93193849321705, 40.64806233271887], [-73.93100541452537, 40.648118482332066], [-73.92999915463663, 40.648181063585696]]]]}",177.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88034650074951, 40.63919562707424], [-73.87963467065167, 40.63847075394626], [-73.87929021925832, 40.638484969587665], [-73.87940890555096, 40.638251695660635], [-73.87899633653565, 40.63774375193146], [-73.8771094733426, 40.63574163623057], [-73.87713038012994, 40.63568355973464], [-73.87765176929841, 40.63505001103033], [-73.87780108745719, 40.63467650178033], [-73.87900648006003, 40.63387382290206], [-73.87952775551332, 40.63328555893737], [-73.88088238853585, 40.6324215849131], [-73.88186368402563, 40.631917864818114], [-73.88296428467481, 40.63148870474084], [-73.88333646506398, 40.63113806111561], [-73.88358982076305, 40.63074200256611], [-73.88362055243687, 40.63016454624732], [-73.88345752081065, 40.629903945236975], [-73.88402288029671, 40.62956481813523], [-73.88357574935655, 40.62916930795534], [-73.88261315718898, 40.628317824565805], [-73.88374394838137, 40.62758295923069], [-73.88456037094083, 40.628320673284655], [-73.88512395331517, 40.62882990933803], [-73.88571907703219, 40.628456833278065], [-73.88607574579436, 40.6284685112912], [-73.88707176828093, 40.62831096720289], [-73.88763698034306, 40.62803976192311], [-73.88873797070958, 40.62731614152377], [-73.89012190255981, 40.626230436150394], [-73.89043471979312, 40.62578912659718], [-73.89048038111484, 40.625132418598625], [-73.89170040160965, 40.62427300343913], [-73.89192403338046, 40.62383160571162], [-73.89259334155302, 40.623481209962996], [-73.89309892076689, 40.623289185866994], [-73.89350011023362, 40.62332352766544], [-73.89494261180482, 40.62269075047901], [-73.8953279284703, 40.62253687244553], [-73.89610247079209, 40.62222754912816], [-73.89642929938059, 40.622295783833565], [-73.89657027656168, 40.62198448542008], [-73.8967361927574, 40.6220504302316], [-73.89827557761217, 40.62266225403904], [-73.90183041929848, 40.62445438829557], [-73.90195172227197, 40.62451331381755], [-73.90174754466356, 40.62479891610851], [-73.90041825539473, 40.62665824682967], [-73.90001156623735, 40.627013045589514], [-73.89977493408472, 40.6273100373852], [-73.89840517830459, 40.628175431074766], [-73.89576910609404, 40.629883986605456], [-73.89351152253188, 40.63134356997409], [-73.8927718594969, 40.631808703690375], [-73.89081563691117, 40.63085391446377], [-73.89131794887844, 40.63025078066319], [-73.89182600604333, 40.62964912701529], [-73.89227223417429, 40.629107945980074], [-73.89209387133587, 40.62865773477143], [-73.89038036146482, 40.6289295027307], [-73.89011159123343, 40.62897571301043], [-73.88753495709906, 40.62948136195396], [-73.88598037135814, 40.630459945344924], [-73.88393343577137, 40.63183355706708], [-73.88339286189971, 40.632239932629986], [-73.88247251594163, 40.63304846494704], [-73.88285949938755, 40.63344265544249], [-73.88588030481274, 40.63624951840592], [-73.88198926911889, 40.63879276544937], [-73.88094384249818, 40.63944307315236], [-73.880483635307, 40.63972933734676], [-73.88060329366033, 40.63945712026914], [-73.88034650074951, 40.63919562707424]]]]}",168.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96483469053503, 40.594434692471665], [-73.96463908109735, 40.59332315317224], [-73.96479382479525, 40.59258070141318], [-73.9649569161299, 40.591861917878006], [-73.96514385190207, 40.59110191522686], [-73.96530164485229, 40.59035823004154], [-73.96546500700003, 40.58964333592367], [-73.96615022881443, 40.58666882308487], [-73.9663474079622, 40.58582478437034], [-73.9664979628308, 40.58514249242597], [-73.96653588859809, 40.58495780633406], [-73.96660079841698, 40.58464174155816], [-73.96661531529755, 40.58457103639391], [-73.96670866296994, 40.584239301497995], [-73.96673011763987, 40.584135973064235], [-73.96676128940973, 40.58398439217515], [-73.96694103408916, 40.58397507657416], [-73.96705716122588, 40.583968765044986], [-73.96829016398924, 40.58386992360189], [-73.970750633796, 40.58351754237976], [-73.97167927224748, 40.583396843731165], [-73.97224755519875, 40.5832932508508], [-73.97460468641884, 40.58284153501666], [-73.97461091950547, 40.583129875093626], [-73.97449382934589, 40.5852411538732], [-73.97445847940541, 40.58575920832695], [-73.97437832633037, 40.587198677238], [-73.97428505458268, 40.58870895113078], [-73.97421699324582, 40.590111554629736], [-73.97389008163015, 40.592304416675184], [-73.97267365685826, 40.59243914009945], [-73.97155530523503, 40.59256045756159], [-73.97062857876816, 40.59266343327794], [-73.96970236946844, 40.59276620348193], [-73.9687765945395, 40.59286875059698], [-73.96784981309544, 40.59297088429045], [-73.96818482887707, 40.59474474636978], [-73.96722141111701, 40.59465166790781], [-73.9662565553347, 40.59455867069986], [-73.96510681315105, 40.594458423513785], [-73.96498647648082, 40.59444792977552], [-73.96483469053503, 40.594434692471665]]]]}",133.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90189948495222, 40.6910776152655], [-73.90573806849599, 40.68703977643928], [-73.91024374302906, 40.6896008022996], [-73.9073416266836, 40.69255276185505], [-73.90579597115725, 40.69412715463857], [-73.90504295403808, 40.693704005891895], [-73.90428792781775, 40.69327806786862], [-73.90354057068045, 40.692848781571286], [-73.90279061769542, 40.69242104612855], [-73.9020727747241, 40.69199923133329], [-73.90170525508906, 40.69166024375236], [-73.90124087414432, 40.69143835605664], [-73.90189948495222, 40.6910776152655]]]]}",90.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87250541296996, 40.67792404118355], [-73.87210574705868, 40.677980828982136], [-73.8706959714845, 40.67818166248858], [-73.86885539519893, 40.67844484417371], [-73.86896336558539, 40.67849867396264], [-73.8691036175639, 40.67911735258657], [-73.86925239592183, 40.67979948179537], [-73.87103975338975, 40.67954376277498], [-73.87119975073144, 40.68022146257919], [-73.87136685949748, 40.680893325874436], [-73.8715400350097, 40.681616993402095], [-73.87156150468304, 40.68168445642285], [-73.87073147154474, 40.68192318811273], [-73.87008359868709, 40.68210952204521], [-73.86980843301254, 40.68218747719912], [-73.86901910183843, 40.682412592805605], [-73.86813983324616, 40.682665254679776], [-73.86716026102481, 40.68294020791852], [-73.86630304659077, 40.683188753201776], [-73.86630296492258, 40.683188776520296], [-73.86630264022968, 40.683186702256926], [-73.8660266688652, 40.68191805150431], [-73.86499404568205, 40.682128969897406], [-73.86410096676455, 40.68237284975254], [-73.8639900885992, 40.68192857559743], [-73.86378674471668, 40.681113747024725], [-73.86334943649317, 40.67935164040162], [-73.86330964291494, 40.67916796884324], [-73.86328640841774, 40.6790771964461], [-73.8629647074317, 40.679112816445084], [-73.86234580528945, 40.67916478480689], [-73.86225943082836, 40.678816785080386], [-73.86202809870589, 40.67789267264515], [-73.86171238728399, 40.676610595149505], [-73.86139775975221, 40.67533658990086], [-73.8613186369509, 40.675021268851964], [-73.86113248661746, 40.67452741646301], [-73.86638189050375, 40.676054301466884], [-73.86862414879582, 40.67689353929905], [-73.86936831304304, 40.67709113256165], [-73.87250541296996, 40.67792404118355]]]]}",201.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01264921207398, 40.64286578721478], [-74.0124160380618, 40.64259069830692], [-74.0128551213136, 40.64220180548356], [-74.01323203366998, 40.64230518489016], [-74.01264921207398, 40.64286578721478]]], [[[-74.01264921207398, 40.64286578721478], [-74.0149073248838, 40.64422985592281], [-74.01432463059513, 40.644789955324526], [-74.01616197749014, 40.645894969160224], [-74.01633774480793, 40.64599588321889], [-74.01649305431599, 40.64607796139121], [-74.01867332706185, 40.647412654794095], [-74.02087101715185, 40.648748486245225], [-74.02435686105034, 40.65085160797402], [-74.02446077599636, 40.650944609355896], [-74.02428919442869, 40.65111207362848], [-74.02427173049202, 40.65110251064941], [-74.02424909333288, 40.65110894681144], [-74.02550141561416, 40.651854091846], [-74.02541326884756, 40.6519212656381], [-74.02421386040109, 40.65120968611504], [-74.02411690609611, 40.65130372320703], [-74.02403510993403, 40.65132073219292], [-74.02392294132525, 40.651344056467146], [-74.02390134518747, 40.65146493200607], [-74.0238965438048, 40.65149180174153], [-74.02388374433293, 40.65148390506161], [-74.02305872819767, 40.6509748830521], [-74.02285599876922, 40.651162956063075], [-74.02288799889168, 40.651183052850506], [-74.02532539721528, 40.65271370874508], [-74.0252019889086, 40.65280775255747], [-74.02271770803357, 40.651352079513394], [-74.02152443989462, 40.65065283839972], [-74.02109253963171, 40.65108942264424], [-74.02111460295971, 40.65110280478751], [-74.02217726950495, 40.65174733382519], [-74.02202751587807, 40.65188547315064], [-74.02200979291264, 40.6519018209336], [-74.0227164671829, 40.652336619893234], [-74.02435571580492, 40.65334517085674], [-74.02434807339428, 40.65340500644034], [-74.02432054550333, 40.65362051143252], [-74.02315640025988, 40.65294249114041], [-74.02207163789532, 40.65227787502688], [-74.0218600077504, 40.652230906639666], [-74.02158672206737, 40.65239212924302], [-74.02118124397289, 40.6527682705542], [-74.02175449547951, 40.65313751340543], [-74.02368105060518, 40.65433194355973], [-74.02370357805361, 40.65434590954181], [-74.02350937712079, 40.654493486519506], [-74.02350093061798, 40.6544885687208], [-74.02189571083385, 40.653553844341126], [-74.02146375100904, 40.65385612131351], [-74.021172895842, 40.65424567139567], [-74.02270113825055, 40.65518402487812], [-74.02276921272538, 40.6552258224274], [-74.02258409517037, 40.65538702985587], [-74.02251396138583, 40.65534678149017], [-74.02089960563534, 40.65442032354072], [-74.02067037642297, 40.65451438074991], [-74.02006212179923, 40.6550517252209], [-74.02169421463896, 40.656059564025185], [-74.02179073874402, 40.65611916720362], [-74.02161442945905, 40.65626694017533], [-74.02151997813445, 40.65621106190063], [-74.01813081740308, 40.65420589842592], [-74.01806029569018, 40.65427306378307], [-74.01787509562843, 40.65415893055865], [-74.01724920458261, 40.654763416269894], [-74.02077085085651, 40.65686241740232], [-74.02078711850102, 40.65687211302992], [-74.02055296893377, 40.657123984637984], [-74.0205025674925, 40.65709568138433], [-74.01688775667498, 40.655065665413865], [-74.01662576191856, 40.655288362716284], [-74.01504808444696, 40.65436262315616], [-74.01528268706653, 40.6539779869137], [-74.01497296600557, 40.65379053277847], [-74.01326322555067, 40.65275602497422], [-74.01284820234193, 40.65300425260094], [-74.01300750372229, 40.65266875353395], [-74.01145595730893, 40.65170427809903], [-74.010665077736, 40.65169872578095], [-74.010354027076, 40.65150200929831], [-74.01035483575808, 40.651109663716156], [-74.00923075241897, 40.650401859058796], [-74.00849655728892, 40.6503919674928], [-74.01024814359684, 40.64870737966785], [-74.00798795306389, 40.64734471538117], [-74.00800632026191, 40.646857695398374], [-74.00633899169901, 40.64588682866442], [-74.00636841197822, 40.645458069504016], [-74.00698019256471, 40.6453918011457], [-74.00695078861808, 40.644897238451094], [-74.00728608334347, 40.64488952177103], [-74.00895661786804, 40.64589454054453], [-74.00933293329561, 40.64559628207292], [-74.0097353709534, 40.645666835091006], [-74.00948251535999, 40.64533853321768], [-74.00982242537216, 40.64497884049153], [-74.01031893883639, 40.64510666210881], [-74.0100454482734, 40.64475172187489], [-74.01038548362034, 40.64442568125387], [-74.0109022253042, 40.64454699915652], [-74.01069097177046, 40.64423715997704], [-74.01098280954696, 40.64385937920872], [-74.01148370519552, 40.643986613158695], [-74.01121857401625, 40.64366338423179], [-74.01160716035139, 40.643304760484604], [-74.01206573041728, 40.64342519757814], [-74.01179605515317, 40.64311913470832], [-74.01223890476096, 40.64276169453808], [-74.01264921207398, 40.64286578721478]]]]}",93.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9676287253524, 40.6971768564596], [-73.96738234285016, 40.69584947579308], [-73.96688042132409, 40.693341719591636], [-73.96880989682334, 40.69312038239066], [-73.96983118544915, 40.69313424344781], [-73.97332950060478, 40.69325803620005], [-73.97355943352721, 40.69326225855998], [-73.97385472507995, 40.693286559038214], [-73.97498560872411, 40.69332869309849], [-73.9753279345857, 40.694201931140256], [-73.97499988890353, 40.69427488299073], [-73.97512605319926, 40.69513958260508], [-73.97511394909156, 40.69599733645387], [-73.97525090110345, 40.69614844486786], [-73.97343894911597, 40.69607830519513], [-73.9734748998373, 40.6962402707061], [-73.97318416695434, 40.69654933458233], [-73.9734023407641, 40.69765281374502], [-73.97377513407956, 40.69795939094282], [-73.97332378594345, 40.69793965060186], [-73.97279477805601, 40.69792083765386], [-73.97180794067566, 40.69788506805055], [-73.97120281177402, 40.69785798987174], [-73.9707731495788, 40.6978408008789], [-73.96972789881102, 40.697804013769044], [-73.96873949276285, 40.697759849744614], [-73.96772744687613, 40.697717624330444], [-73.9676287253524, 40.6971768564596]]]]}",247.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92083932940089, 40.69762927619933], [-73.9203854382866, 40.697365937754626], [-73.92007372428176, 40.69749003441341], [-73.92011410371248, 40.69720041559586], [-73.91975888562426, 40.69699726134447], [-73.91932072862521, 40.697060396324794], [-73.91939394161075, 40.69667385640031], [-73.91910779010148, 40.69651583895401], [-73.9185644073171, 40.696630094103185], [-73.91846748019535, 40.696126234081774], [-73.91931935247952, 40.69526731550244], [-73.92001088040858, 40.695157356160244], [-73.91851142890268, 40.6943037075158], [-73.92030064180568, 40.692484555054484], [-73.9194599325584, 40.69214942016092], [-73.92065676858543, 40.690927525484845], [-73.92207133792705, 40.68948984075534], [-73.92280702368238, 40.68992392476896], [-73.92316966720942, 40.69012340597557], [-73.92364379845134, 40.69039883759923], [-73.92429213267243, 40.69077335677177], [-73.92439183311798, 40.69083174869224], [-73.92536488866214, 40.69136634327777], [-73.92556064127223, 40.691490839998245], [-73.92631612526135, 40.69192845335154], [-73.92495141501688, 40.693315226689975], [-73.92520550610551, 40.6934546562269], [-73.92082397462241, 40.697917657035326], [-73.92083932940089, 40.69762927619933]]]]}",86.0,2001-08-03T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91756493471337, 40.58609558256427], [-73.91241055878734, 40.581504617053334], [-73.91262081680712, 40.581549676395724], [-73.91367729274143, 40.581852646847764], [-73.9140507250408, 40.58172798357503], [-73.91488180072184, 40.58145053750082], [-73.91503198685429, 40.581400398513516], [-73.91740924676971, 40.581956113825356], [-73.9229565259628, 40.58309311149592], [-73.92325817937554, 40.58310704456753], [-73.92487314560081, 40.58455369966114], [-73.9307920671599, 40.58985502245261], [-73.93100681881866, 40.59269287074667], [-73.93185456159993, 40.59465854133561], [-73.93189014810524, 40.59475257803587], [-73.93241279782939, 40.59522362577956], [-73.9320548428238, 40.595469986887444], [-73.93214674534008, 40.59551232070663], [-73.93241414911391, 40.596864793372426], [-73.93257531444438, 40.59771858363634], [-73.93292657551008, 40.59981792545039], [-73.93322184728832, 40.60010737223179], [-73.93244772888694, 40.600608330744194], [-73.93173390202114, 40.601062069529966], [-73.92992224939847, 40.599437382138944], [-73.9281313970924, 40.597777927537216], [-73.92605287552294, 40.595980499964256], [-73.92635230399182, 40.59580075155699], [-73.92759936728952, 40.59506077919116], [-73.91804055861984, 40.58651917352915], [-73.91756493471337, 40.58609558256427]]]]}",6.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91252504335424, 40.6198315514857], [-73.91026048907042, 40.617780670461784], [-73.90969158936666, 40.61837501902045], [-73.90852252570812, 40.61732090817263], [-73.90774501497017, 40.61667161454345], [-73.90155365916652, 40.61118577737593], [-73.89621296784244, 40.60662538188936], [-73.89537420486191, 40.605909086168296], [-73.89583678007587, 40.60572914249727], [-73.89837951859381, 40.60524706836189], [-73.89855549202986, 40.604282946177385], [-73.89878102644046, 40.60425507033615], [-73.91141896476663, 40.602692287570726], [-73.91393266783756, 40.6032815119523], [-73.9176795779596, 40.606962697362604], [-73.91637714018569, 40.61060928595905], [-73.91552462475043, 40.61119597563039], [-73.91727963810922, 40.61280374655399], [-73.9193708873103, 40.614690223066994], [-73.91965474282264, 40.614897982904864], [-73.91988287567243, 40.6170314768247], [-73.91992065859674, 40.617383624784615], [-73.92013375156961, 40.61936966484286], [-73.91920055491103, 40.61942644833921], [-73.91826562960897, 40.619484276208986], [-73.91726440936078, 40.61954803709752], [-73.91689711575269, 40.61957040216367], [-73.91609511035756, 40.61962285119624], [-73.9157762532285, 40.61963975541849], [-73.91484807103075, 40.61969688466903], [-73.91252504335424, 40.6198315514857]]]]}",26.0,2001-07-31T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.02326643475253, 40.619724680560395], [-74.022151924912, 40.621019470803795], [-74.02245052444441, 40.62120173222373], [-74.02262563896177, 40.62121078414286], [-74.0229778848472, 40.62143139576773], [-74.02534486414497, 40.62285939365598], [-74.02773394498416, 40.624301403345896], [-74.02685720199625, 40.6264577465825], [-74.02656062882258, 40.62718718063464], [-74.02415343477735, 40.625780414860344], [-74.02179439169046, 40.62435499397057], [-74.02062537104885, 40.623655604747405], [-74.02007423350425, 40.62424643452617], [-74.0194674184833, 40.624267980087964], [-74.0191999483037, 40.62426799789471], [-74.0187518073798, 40.62431751048386], [-74.01797626941955, 40.62478802998654], [-74.01648765930577, 40.62577531293481], [-74.01500072028117, 40.626768907139144], [-74.01282890951529, 40.625455791614456], [-74.00842197959794, 40.62279542974382], [-74.0108384585021, 40.620472965279404], [-74.01611824045834, 40.615384035431646], [-74.02121548267124, 40.61847198503913], [-74.02287598784761, 40.61946614735907], [-74.02326643475253, 40.619724680560395]]]]}",215.0,2001-08-07T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95716995200766, 40.69009898934984], [-73.9592822494659, 40.68985907681443], [-73.95937265285492, 40.69024085887427], [-73.95938499220145, 40.69029296963048], [-73.95876416385627, 40.690361231983864], [-73.95867748209304, 40.69037076254138], [-73.95859959295733, 40.69052469260041], [-73.95858160391136, 40.69056024469483], [-73.958993614431, 40.692627837498804], [-73.9576809558573, 40.692778747547614], [-73.95727249229614, 40.690693477542645], [-73.95716995200766, 40.69009898934984]]]]}",242.0,
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98041512044631, 40.59230382643109], [-73.9821886990589, 40.59212304687268], [-73.98225306339648, 40.59258186697412], [-73.9831988854444, 40.592483692762414], [-73.98311301555945, 40.5920412559452], [-73.98380088149031, 40.591959424492494], [-73.98386525278828, 40.5924346296131], [-73.9844026549332, 40.592352773335335], [-73.98463965475426, 40.59355217578135], [-73.98412888510745, 40.593610666935426], [-73.98407040372285, 40.59361736383875], [-73.983667664233, 40.593663481412335], [-73.98354622423443, 40.59367651011834], [-73.9834412441933, 40.59368777286931], [-73.98303296902198, 40.593730293380624], [-73.98273346391969, 40.59376369908556], [-73.981790849274, 40.59386745575773], [-73.98110896858483, 40.59394677632565], [-73.98071099976345, 40.593997396221], [-73.98059603259065, 40.593599375781814], [-73.98073209809527, 40.593305275603505], [-73.98053801767843, 40.59318051990587], [-73.98041512044631, 40.59230382643109]]]]}",128.0,2001-08-06T00:00:00.000
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9182425447149, 40.628770075031575], [-73.9192479265993, 40.62870204008811], [-73.91971629852459, 40.62867301997427], [-73.92018414979506, 40.62864402503884], [-73.92067982648251, 40.62861343483567], [-73.921119402625, 40.62858630747067], [-73.92158265361306, 40.62855822237017], [-73.92208656665828, 40.62852766795129], [-73.92305537484832, 40.62846697707744], [-73.92398819015924, 40.62840710019489], [-73.92429720963919, 40.62838658310918], [-73.92495622306723, 40.628349391750554], [-73.92592688251521, 40.628287660122474], [-73.92685881771693, 40.62822838135411], [-73.9278650145276, 40.628166898880735], [-73.928113704442, 40.63050675842404], [-73.92911992131141, 40.63044677817762], [-73.9300532770575, 40.630388437809756], [-73.93102450218953, 40.6303291217212], [-73.9319836009701, 40.630268529848806], [-73.9322414894782, 40.63025287789421], [-73.93245286575966, 40.63023724865942], [-73.93202210091471, 40.63062555477882], [-73.93114117535312, 40.631429608791734], [-73.93027038125449, 40.632313628280826], [-73.9298354773324, 40.63275641026913], [-73.92940390288659, 40.63321953536728], [-73.92850140185621, 40.63413058271641], [-73.9276698703898, 40.63499872151501], [-73.92744822304287, 40.6352584087566], [-73.92667430550517, 40.6353059966447], [-73.92570568467268, 40.63536689820926], [-73.9247379494765, 40.635427477092875], [-73.92380305365108, 40.635484818946146], [-73.92283249194776, 40.63554299844412], [-73.92190720087513, 40.63607496599971], [-73.92101708776897, 40.63652752670745], [-73.92054767853186, 40.636768568400846], [-73.92014216780838, 40.63698888923673], [-73.91970238474524, 40.63720032202311], [-73.91917180245417, 40.637469844349376], [-73.91900629574455, 40.63589362265041], [-73.91885164464279, 40.6344827232356], [-73.91869868886458, 40.63301514019731], [-73.91860224820395, 40.632068327732256], [-73.9183549181038, 40.6297952983938], [-73.9182425447149, 40.628770075031575]]]]}",23.0,2001-07-31T00:00:00.000
