dbn,black,students_with_disabilities,male,white,ict
02M059,0.0234899334609508,0.1644295305013656,0.541946291923523,0.6040268540382385,0.10067114
02M288,0.3981264531612396,0.1522248238325119,0.4800936877727508,0.0304449647665023,0.13583139
03M199,0.0146231716498732,0.1473565846681594,0.4983127117156982,0.6591675877571106,0.0011248594
02M449,0.2695473134517669,0.2181069999933242,0.4609053432941437,0.0473251044750213,0.18312757
02M290,0.0139318881556391,0.1424148678779602,0.4674922525882721,0.7414860725402832,0.10835914
02M933,0.2151898741722107,0.3544303774833679,0.3670886158943176,0.1898734122514724,0.21518987
02M418,0.0728376358747482,0.0940819457173347,0.3641881644725799,0.3323217034339905,0.053110775
02M531,0.3780487775802612,0.1260162591934204,0.1544715464115142,0.085365854203701,0.11788618
03M334,0.0452961660921573,0.0331010445952415,0.4756097495555877,0.5348432064056396,0.0
01M378,0.2297872304916381,0.3319149017333984,0.5531914830207825,0.0255319140851497,0.17446809
02M412,0.0596252121031284,0.1499148160219192,0.4480408728122711,0.4599659144878387,0.11754685
02M308,0.2819843292236328,0.292428195476532,0.3002611100673675,0.0339425578713417,0.22715405
03M258,0.4705882370471954,0.3137255012989044,0.5960784554481506,0.0745098069310188,0.14901961
02M414,0.1273885369300842,0.0764331221580505,0.4479830265045166,0.1231422498822212,0.048832271
02M437,0.2939958572387695,0.2153209149837494,0.6666666865348816,0.0310559011995792,0.14906833
02M040,0.0288461539894342,0.1650640964508056,0.4983974397182464,0.6426281929016113,0.1025641
02M896,0.1366120278835296,0.2814207673072815,0.5245901346206665,0.2185792326927185,0.17759563
01M458,0.4245809912681579,0.1675977706909179,0.4301675856113434,0.0167597774416208,0.1396648
01M015,0.3551912605762481,0.311475396156311,0.5409836173057556,0.0109289614483714,0.23497267
02M416,0.0443622916936874,0.0591497235000133,0.4048059284687042,0.6136783957481384,0.046210721
02M177,0.0892857164144516,0.2857142984867096,0.5535714030265808,0.4285714328289032,0.16071428
02M089,0.022624434903264,0.1515837162733078,0.5180995464324951,0.6199095249176025,0.09049774
01M134,0.1921568661928177,0.3019607961177826,0.5372549295425415,0.0313725508749485,0.14117648
02M305,0.4194528758525848,0.1793313026428222,0.4194528758525848,0.0273556225001811,0.13069908
03M404,0.2821782231330871,0.1188118830323219,0.4851485192775726,0.0198019798845052,0.004950495
03M479,0.1354085654020309,0.0575875490903854,0.3533073961734772,0.4879377484321594,0.025680933
02M570,0.3120300769805908,0.1616541296243667,0.4436090290546417,0.0263157896697521,0.033834588
03M403,0.2479838728904724,0.2379032224416732,0.5141128897666931,0.054435484111309,0.15524194
02M459,0.1661807596683502,0.0349854230880737,0.5043731927871704,0.122448980808258,0.0
02M432,0.32862189412117,0.2473498284816742,0.5265017747879028,0.0424028262495994,0.22968198
