dbn,black,students_with_disabilities,male,white,ict
02M234,0.0096021946519613,0.1604938209056854,0.5034293532371521,0.7023319602012634,0.10562414
02M605,0.2870813310146332,0.1244019120931625,0.468899518251419,0.0909090936183929,0.11004785
03M180,0.5680000185966492,0.1615999937057495,0.5264000296592712,0.0864000022411346,0.1008
02M300,0.2946859896183014,0.2101449221372604,0.6980676054954529,0.0289855077862739,0.14734299
03M452,0.0839160829782486,0.2132867127656936,0.5244755148887634,0.6433566212654114,0.15034965
04M012,0.282527893781662,0.0483271367847919,0.4981412589550018,0.1301115304231643,0.0
02M260,0.0629629641771316,0.1629629582166671,0.2370370328426361,0.6111111044883728,0.12222222
02M425,0.2832618057727813,0.1974248886108398,0.4263233244419098,0.0414878390729427,0.067238912
02M376,0.1990950256586074,0.1334841698408126,0.4230769276618957,0.2895927727222442,0.072398193
02M545,0.03125,0.0192307699471712,0.46875,0.0168269239366054,0.0
02M212,0.0692520812153816,0.1163434907793998,0.4736842215061188,0.5013850331306458,0.019390581
02M303,0.2733990252017975,0.2512315213680267,0.5295566320419312,0.01970443315804,0.24384236
03M421,0.5435897707939148,0.3025641143321991,0.6000000238418579,0.0512820519506931,0.16923077
03M149,0.6689895391464233,0.2822299599647522,0.5226480960845947,0.0174216032028198,0.020905923
03M191,0.3326530754566192,0.2734693884849548,0.4795918464660644,0.1142857149243354,0.13469388
02M408,0.233208954334259,0.1044776141643524,0.2686567306518554,0.4720149338245392,0.063432835
02M267,0.015625,0.1656250059604644,0.4906249940395355,0.8062499761581421,0.084375001
02M575,0.3560709357261657,0.0504774898290634,0.4829467833042145,0.0463847219944,0.012278308
03M009,0.0440729483962059,0.1261398196220398,0.487841933965683,0.6185410618782043,0.11246201
01M650,0.386956512928009,0.0826086923480033,0.417391300201416,0.0478260852396488,0.0043478259
02M655,0.2912482023239136,0.1979913860559463,0.4978479146957397,0.0315638445317745,0.081779055
02M399,0.2036613225936889,0.1739130467176437,0.4416475892066955,0.0549199096858501,0.12585813
02M394,0.0964912250638008,0.0,0.530701756477356,0.0614035092294216,0.0
02M282,0.2427184432744979,0.058252427726984,0.5728155374526978,0.097087375819683,0.038834952
02M551,0.2393735945224762,0.2170022428035736,0.6286353468894958,0.185682326555252,0.13422818
02M527,0.0127388536930084,0.2038216590881347,0.5987260937690735,0.6496815085411072,0.14649682
01M019,0.1740740686655044,0.2851851880550384,0.5111111402511597,0.1000000014901161,0.081481479
02M534,0.219219222664833,0.2432432472705841,0.4294294416904449,0.1651651710271835,0.16816817
01M301,0.268456369638443,0.3959731459617615,0.5503355860710144,0.0335570462048053,0.32214764
01M140,0.1052631586790084,0.3236842155456543,0.4789473712444305,0.039473682641983,0.12105263
03M541,0.1640798300504684,0.095343679189682,0.4190687239170074,0.1308203935623169,0.077605322
02M442,0.2399999946355819,0.0133333336561918,0.4333333373069763,0.1933333277702331,0.0
02M489,0.2223618030548095,0.1457286477088928,0.5640703439712524,0.0716080367565155,0.082914576
02M033,0.1182965263724327,0.1167192459106445,0.4936908483505249,0.2539432048797607,0.03154574
02M407,0.1452282220125198,0.0684647336602211,0.5186722278594971,0.5643153786659241,0.0
02M340,0.0481927692890167,0.1084337383508682,0.4096385538578033,0.5542168617248535,0.012048192
03M145,0.2685422003269195,0.2148337662220001,0.4833759665489197,0.0485933497548103,0.061381076
03M415,0.5325842499732971,0.2247191071510315,0.3393258452415466,0.0067415731027722,0.029213483
03M417,0.1576227396726608,0.1705426424741745,0.4082687199115753,0.3178294599056244,0.049095608
01M188,0.3132780194282532,0.2655601799488067,0.5248962640762329,0.0497925318777561,0.17012449
02M347,0.2295918315649032,0.5357142686843872,0.4948979616165161,0.2142857164144516,0.16836734
02M519,0.3359683752059936,0.0869565233588218,0.1758893281221389,0.197628453373909,0.065217391
02M420,0.1887019276618957,0.1268028914928436,0.296875,0.0727163478732109,0.10877404
01M839,0.1440217345952987,0.2445652186870575,0.48097825050354,0.1929347813129425,0.1875
02M255,0.0383561626076698,0.1369863003492355,0.3972602784633636,0.6356164216995239,0.10410959
04M037,0.4434389173984527,0.2171945720911026,0.4841628968715668,0.022624434903264,0.14932127
03M505,0.2566539943218231,0.2319391667842865,0.5,0.0114068444818258,0.17680608
02M312,0.0197132620960474,0.148745521903038,0.5089605450630188,0.3835125565528869,0.11648746
01M515,0.0909090936183929,0.0340909101068973,0.5681818127632141,0.0132575761526823,0.0056818184
01M696,0.1724770665168762,0.0110091743990778,0.4018348753452301,0.4550458788871765,0.0
02M615,0.2870159447193146,0.1936218738555908,0.6036446690559387,0.0341685637831687,0.14578588
03M165,0.1383874863386154,0.1805054098367691,0.512635350227356,0.1107099875807762,0.083032489
03M333,0.1014492735266685,0.1884057968854904,0.5204216241836548,0.6416337490081787,0.10013175
02M600,0.3627118766307831,0.1384180784225464,0.0694915279746055,0.0378531068563461,0.059887007
01M064,0.1808510571718216,0.3226950466632843,0.5744680762290955,0.074468083679676,0.25531915
01M345,0.280303031206131,0.3787878751754761,0.5,0.0227272734045982,0.12121212
02M198,0.1363636404275894,0.1839826852083206,0.5303030014038086,0.4047619104385376,0.1017316
02M397,0.025581395253539,0.1279069781303405,0.525581419467926,0.5767441987991333,0.086046509
02M150,0.0760869532823562,0.1576087027788162,0.52173912525177,0.54347825050354,0.0
02M151,0.139860138297081,0.1695804148912429,0.5227272510528564,0.470279723405838,0.092657343
02M625,0.3571428656578064,0.244047611951828,0.4583333432674408,0.0178571436554193,0.14880952
02M411,0.0620842576026916,0.0997782722115516,0.4035476744174957,0.2350332587957382,0.082039915
02M116,0.0948275849223136,0.1422413736581802,0.5071839094161987,0.4439655244350433,0.08908046
03M054,0.095940962433815,0.1205412074923515,0.5153751373291016,0.6457564830780029,0.046740469
02M413,0.1037868186831474,0.147265076637268,0.4922861158847809,0.3576437532901764,0.096774191
02M475,0.0084951454773545,0.0063713593408465,0.5876820683479309,0.2044902890920639,0.0
03M299,0.3870246112346649,0.2192393690347671,0.4876957535743713,0.0111856823787093,0.13199106
02M131,0.0812807902693748,0.2684729099273681,0.5295566320419312,0.002463054144755,0.08374384
02M298,0.2789598107337951,0.1134751737117767,0.3947990536689758,0.0189125295728445,0.11111111
02M217,0.1847014874219894,0.1194029822945594,0.5018656849861145,0.3432835936546325,0.02238806
02M580,0.3180212080478668,0.229681983590126,0.3374558389186859,0.0194346290081739,0.1466431
01M539,0.0910662859678268,0.0363112390041351,0.484726220369339,0.4161383211612701,0.0051873201
02M546,0.2906976640224457,0.2412790656089782,0.7906976938247681,0.0901162773370742,0.12790698
03M402,0.2322946190834045,0.243626058101654,0.5750707983970642,0.0254957508295774,0.17847025
03M245,0.1699029058218002,0.1747572869062423,0.4368931949138641,0.46116504073143,0.063106798
02M529,0.2115384638309478,0.186390534043312,0.4526627361774444,0.0355029590427875,0.094674557
03M485,0.1130929812788963,0.0193548388779163,0.2690702080726623,0.4470588266849518,0.0
02M507,0.3050847351551056,0.1864406764507293,0.7860169410705566,0.0572033897042274,0.16525424
02M296,0.2099056541919708,0.1745283007621765,0.2783018946647644,0.0188679248094558,0.021226415
02M586,0.4375,0.203125,0.453125,0.046875,0.0
03M494,0.3198653161525726,0.2188552170991897,0.6666666865348816,0.026936026290059,0.087542087
02M289,0.0787671208381652,0.1746575385332107,0.4589041173458099,0.3835616409778595,0.08561644
02M047,0.2840236723423004,0.2426035553216934,0.3550295829772949,0.0532544367015361,0.07692308
02M427,0.0479041934013366,0.0329341329634189,0.4940119683742523,0.0149700595065951,0.017964073
02M041,0.0211360640823841,0.1571994721889495,0.4874504506587982,0.6842800378799438,0.091149271
01M361,0.1137254908680915,0.2235294133424759,0.4901960790157318,0.3960784375667572,0.14901961
02M001,0.1118279546499252,0.163440853357315,0.5397849678993225,0.01290322560817,0.049462367
02M543,0.3129251599311828,0.2562358379364013,0.3401360511779785,0.0362811796367168,0.17006803
02M167,0.0967741906642913,0.1825513243675232,0.5329912304878235,0.383431077003479,0.093108505
01M315,0.1107266470789909,0.2456747442483902,0.5467128157615662,0.508650541305542,0.19723183
02M313,0.4324324429035187,0.1621621549129486,0.4517374634742737,0.0656370669603347,0.15830116
01M509,0.3994490504264831,0.2782369256019592,0.4325068891048431,0.0275482088327407,0.074380167
01M063,0.2060301452875137,0.3165829181671142,0.5075376629829407,0.1005025133490562,0.26130652
02M550,0.2825552821159363,0.0294840298593044,0.6191646456718445,0.0958230942487716,0.0
03M166,0.0666666701436042,0.1203252002596855,0.4861788749694824,0.5886178612709045,0.063414633
02M565,0.314814805984497,0.0679012313485145,0.4135802388191223,0.2530864179134369,0.018518519
02M114,0.0311804004013538,0.1559019982814788,0.485523372888565,0.679287314414978,0.14253898
03M250,0.3492063581943512,0.2592592537403106,0.4761904776096344,0.095238097012043,0.22751322
01M292,0.2588235437870025,0.3215686380863189,0.6235294342041016,0.0352941192686557,0.27843139
04M610,0.2666666805744171,0.1770833283662796,0.0,0.03125,0.14166667
02M139,0.2435233145952224,0.2901554405689239,0.7409326434135437,0.0880829021334648,0.17098446
02M500,0.2746478915214538,0.2288732379674911,0.6478873491287231,0.0492957755923271,0.16901408
01M020,0.0837282761931419,0.2227488160133361,0.5244866013526917,0.0394944697618484,0.11532386
03M307,0.3640776574611664,0.1990291327238083,0.4635922312736511,0.016990290954709,0.15048544
02M392,0.2831050157546997,0.1803652942180633,0.586758017539978,0.0342465750873088,0.16894977
02M011,0.0733944922685623,0.1376146823167801,0.5516055226325989,0.4862385392189026,0.086009175
02M135,0.2797927558422088,0.196891188621521,0.4300518035888672,0.0259067360311746,0.12953368
02M544,0.3974763453006744,0.1261829584836959,0.5425867438316345,0.0189274456351995,0.063091479
02M002,0.0434210523962974,0.169736847281456,0.5328947305679321,0.0157894734293222,0.068421051
04M007,0.2883116900920868,0.2623376548290252,0.5090909004211426,0.0415584407746791,0.18441558
02M158,0.0381077527999877,0.1773981600999832,0.5032851696014404,0.7069644927978516,0.10381077
02M533,0.2037617564201355,0.1410658359527588,0.2727272808551788,0.0470219440758228,0.13479623
03M185,0.5737051963806152,0.1832669377326965,0.4780876636505127,0.0517928302288055,0.067729086
03M860,0.7007299065589905,0.2287104576826095,0.5644769072532654,0.0145985400304198,0.16545013
02M419,0.2338028103113174,0.2394366264343261,0.4676056206226349,0.016901409253478,0.23098591
02M281,0.0769230797886848,0.1346153914928436,0.567307710647583,0.3846153914928436,0.11538462
04M050,0.3668639063835144,0.3047337234020233,0.4970414340496063,0.0118343196809291,0.10650887
03M492,0.4196078479290008,0.1607843190431594,0.4431372582912445,0.0235294122248888,0.054901961
02M077,0.0085714282467961,0.1257142871618271,0.4742857217788696,0.6228571534156799,0.0
03M243,0.1478260904550552,0.0956521704792976,0.508695662021637,0.626086950302124,0.078260869
02M130,0.0100100096315145,0.1211211234331131,0.5205205082893372,0.045045044273138,0.007007007
02M343,0.037267081439495,0.136645957827568,0.52173912525177,0.590062141418457,0.024844721
02M126,0.1134402006864547,0.1639950722455978,0.5018495917320251,0.0949445143342018,0.10480887
02M560,0.3176291882991791,0.1534954458475113,0.457446813583374,0.1747720390558242,0.05319149
01M142,0.1424870491027832,0.2823834121227264,0.5362694263458252,0.0155440410599112,0.16839378
03M242,0.6742081642150879,0.3167420923709869,0.5565611124038696,0.0316742099821567,0.17647059
01M184,0.0315789468586444,0.1233082711696624,0.4917293190956116,0.0872180461883544,0.091729321
02M276,0.0455075837671756,0.1458576470613479,0.5262543559074402,0.5542590618133545,0.10268378
01M364,0.140186920762062,0.1993769407272339,0.5015576481819153,0.3800623118877411,0.16199377
02M316,0.5283950567245483,0.1876543164253235,0.0,0.0197530873119831,0.11604938
02M183,0.0369747914373874,0.184873953461647,0.5310924649238586,0.6386554837226868,0.10084034
04M057,0.2593457996845245,0.2721962630748749,0.5303738117218018,0.0210280381143093,0.14602804
02M294,0.3854748606681824,0.2430167645215988,0.491620123386383,0.1173184365034103,0.15921788
01M363,0.1490066200494766,0.2549668848514557,0.5231788158416748,0.4768211841583252,0.16225165
01M137,0.2419354766607284,0.3279569745063782,0.5322580933570862,0.0322580635547637,0.016129032
03M075,0.2491166144609451,0.2544169723987579,0.554770290851593,0.1660777330398559,0.1696113
01M110,0.0978520289063453,0.1599045395851135,0.5155131220817566,0.2911694645881653,0.045346063
03M084,0.147792711853981,0.1650671809911728,0.4779270589351654,0.3512476086616516,0.072936662
02M280,0.3195876181125641,0.2164948433637619,0.5154638886451721,0.1649484485387802,0.19587629
03M163,0.1686143577098846,0.1535893082618713,0.5275459289550781,0.2721202075481415,0.096828043
04M038,0.3320754766464233,0.2528301775455475,0.5169811248779297,0.0301886796951293,0.14716981
03M087,0.0480000004172325,0.1565714329481125,0.4959999918937683,0.6537142992019653,0.12228572
02M225,0.2105263173580169,0.1950464397668838,0.5108358860015869,0.2786377668380737,0.027863776
03M241,0.4799999892711639,0.3400000035762787,0.5,0.0399999991059303,0.079999998
02M006,0.0247933883219957,0.1515151560306549,0.5385674834251404,0.7534435391426086,0.085399449
02M438,0.1416430622339248,0.0453257784247398,0.5609065294265747,0.0991501435637474,0.014164306
02M630,0.2405149042606353,0.165311649441719,0.4126016199588775,0.1070460677146911,0.10230352
03M256,0.4859154820442199,0.2746478915214538,0.5352112650871277,0.0633802786469459,0.21830986
02M400,0.1475787907838821,0.1667947769165039,0.4957724809646606,0.066102996468544,0.11760184
01M332,0.2093023210763931,0.395348846912384,0.5348837375640869,0.0465116277337074,0.20930232
02M111,0.163440853357315,0.2795698940753937,0.4924731254577636,0.1139784976840019,0.18064517
02M003,0.0543881319463253,0.1631644070148468,0.5142150521278381,0.6983931064605713,0.084054388
01M450,0.2147147208452224,0.2687687575817108,0.5300300121307373,0.1081081107258796,0.2087087
02M439,0.0963855385780334,0.1132530122995376,0.3253012001514435,0.072289153933525,0.096385539
03M076,0.7846153974533081,0.1711538434028625,0.4903846085071563,0.0230769235640764,0.017307693
02M124,0.0057870368473231,0.0960648134350776,0.5497685074806213,0.0173611119389534,0.046296295
02M042,0.0090206181630492,0.1314432919025421,0.5386598110198975,0.0257731955498456,0.055412371
02M542,0.0,0.022684309631586,0.4933837354183197,0.0,0.0
03M859,0.1428571492433548,0.1082251071929931,0.4805194735527038,0.4415584504604339,0.0043290043
03M862,0.2544378638267517,0.1627218872308731,0.4556213021278381,0.2573964595794678,0.094674557
02M520,0.4613800346851349,0.2049433588981628,0.5139032006263733,0.0288362521678209,0.07723996
02M104,0.0885368138551712,0.1686859279870987,0.518173336982727,0.2441752105951309,0.076421246
03M208,0.6433120965957642,0.2993630468845367,0.4522292912006378,0.0254777073860168,0.17197452
02M422,0.1542553156614303,0.3031914830207824,0.7127659320831299,0.338652491569519,0.16843972
02M051,0.1228571459650993,0.2514285743236542,0.508571445941925,0.1714285761117935,0.15714286
01M034,0.2784810066223144,0.2810126543045044,0.4962025284767151,0.0354430377483367,0.2
02M393,0.3630289435386657,0.2204899787902832,0.7216035723686218,0.0111358575522899,0.17371938
03M247,0.0050761420279741,0.2385786771774292,0.4517766535282135,0.0,0.13197969
02M374,0.4283019006252289,0.1698113232851028,0.2886792421340942,0.0528301894664764,0.13962264
01M448,0.2434210479259491,0.2236842066049575,0.6217105388641357,0.0361842103302478,0.12828948
