hispanic,setss,female,other,total_enrollment_pre_k_to_12
0.1223776191473007,0.0,0.4755244851112366,0.0454545468091964,286
0.4415094256401062,0.020754717,0.7113207578659058,0.0396226420998573,530
0.0625,0.015625,0.5093749761581421,0.025000000372529,320
0.2369337975978851,0.10801394,0.4773519039154053,0.0487804859876632,287
0.1556016653776168,0.062240664,0.4813278019428253,0.0684647336602211,482
0.3791574239730835,0.019955654,0.5809312462806702,0.0665188506245613,451
0.0712074339389801,0.010835913,0.5325077176094055,0.057275541126728,646
0.1407407373189926,0.025925925,0.7629629373550415,0.0333333350718021,270
0.585185170173645,0.09259259,0.4888888895511627,0.0296296291053295,270
0.5494579672813416,0.033875339,0.5873983502388,0.0182926822453737,1476
0.0716845914721489,0.023297491,0.4910394251346588,0.0788530483841896,558
0.4439140856266022,0.033412889,0.4844868779182434,0.0381861589848995,419
0.2013047486543655,0.060577821,0.4818266630172729,0.0195712950080633,1073
0.5254902243614197,0.054901961,0.5568627715110779,0.0078431377187371,510
0.0373711325228214,0.033505153,0.4613402187824249,0.0051546390168368,776
0.2182490825653076,0.027127003,0.4981504380702972,0.0184956844896078,811
0.6653226017951965,0.054435484,0.4858871102333069,0.0080645158886909,496
0.1155192553997039,0.022170361,0.4737456142902374,0.0618436411023139,857
0.6534653306007385,0.11386139,0.5148515105247498,0.0049504949711263,202
0.621004581451416,0.0045662099,0.4132420122623443,0.0273972600698471,438
0.4110787212848663,0.023323616,0.495626837015152,0.0058309040032327,343
0.14673912525177,0.086956523,0.47826087474823,0.1086956486105918,184
0.627978503704071,0.0038431976,0.5042275190353394,0.0076863951981067,1301
0.4295774698257446,0.035211269,0.4647887349128723,0.0140845067799091,142
0.1090670153498649,0.023653088,0.4967148602008819,0.0367936939001083,761
0.3981900513172149,0.04524887,0.5769230723381042,0.0294117648154497,442
0.3121019005775451,0.012738854,0.5477706789970398,0.0,157
0.6419437527656555,0.025575448,0.5166240334510803,0.0281329918652772,391
0.4826254844665527,0.0038610038,0.5482625365257263,0.0038610037881881,259
0.623115599155426,0.0,0.4924623072147369,0.0,199
0.1024498865008354,0.0089086862,0.5144765973091125,0.0400890856981277,449
0.586309552192688,0.023809524,0.5416666865348816,0.020833333954215,336
0.188596487045288,0.0,0.469298243522644,0.013157894834876,228
0.910179615020752,0.011976048,0.5059880018234253,0.0,334
0.7110266089439392,0.032319393,0.5,0.0057034222409129,526
0.4027459919452667,0.027459955,0.5583524107933044,0.0251716244965791,437
0.0923344939947128,0.0,0.5243902206420898,0.0470383279025554,574
0.1550255566835403,0.03407155,0.5519590973854065,0.0494037494063377,587
0.084210529923439,0.018421052,0.4671052694320678,0.0,760
0.4924012124538421,0.048632219,0.5805470943450928,0.0030395137146115,329
0.1232558116316795,0.01627907,0.4744186103343963,0.132558137178421,430
0.1441241651773452,0.0044345898,0.5964523553848267,0.0133037697523832,451
0.1599999964237213,0.0,0.5666666626930237,0.0333333350718021,150
0.1338582634925842,0.046119235,0.5016872882843018,0.0641169846057891,889
0.5966183543205261,0.033816423,0.3019323647022247,0.0193236712366342,414
0.2896000146865845,0.025599999,0.4736000001430511,0.0399999991059303,625
0.2857142984867096,0.10714286,0.4464285671710968,0.0714285746216774,56
0.5205047130584717,0.053627759,0.4574132561683655,0.0189274456351995,317
0.5838926434516907,0.033557046,0.449664443731308,0.0335570462048053,149
0.4235294163227081,0.094117649,0.4039215743541717,0.0078431377187371,255
0.2287937700748443,0.024124514,0.6466926336288452,0.0599221773445606,1285
0.4987714886665344,0.02948403,0.3808353841304779,0.0098280096426606,407
0.5761317014694214,0.034979425,0.5390946269035339,0.0329218097031116,486
0.4810126721858978,0.075949363,0.6329113841056824,0.0379746817052364,79
0.3992094993591308,0.017786561,0.8241106867790222,0.0177865605801343,506
0.4472168982028961,0.0,0.5220729112625122,0.0383877158164978,521
0.5096153616905212,0.016826924,0.703125,0.0048076924867928,1664
0.1426174491643905,0.016778523,0.4580536782741546,0.0989932864904403,596
0.4590984880924225,0.010016695,0.4724541008472442,0.0333889834582805,599
0.6035503149032593,0.071005918,0.5029585957527161,0.0088757397606968,338
0.7616580128669739,0.020725388,0.4637305736541748,0.0259067360311746,386
0.1118012443184852,0.055900622,0.47826087474823,0.1118012443184852,161
0.52173912525177,0.078260869,0.582608699798584,0.0086956517770886,230
0.4563106894493103,0.009708738,0.4271844625473022,0.097087375819683,103
0.0628571435809135,0.04857143,0.5257142782211304,0.0799999982118606,350
0.6560283899307251,0.014184397,0.4255319237709045,0.0177304968237876,282
0.6449704170227051,0.065088756,0.6449704170227051,0.0059171598404645,169
0.7026627063751221,0.056213018,0.5473372936248779,0.0103550292551517,676
0.4897959232330322,0.035714287,0.5051020383834839,0.0357142873108387,196
0.1362179517745971,0.024038462,0.5016025900840759,0.1009615361690521,624
0.5,0.083333336,0.5,0.0378787890076637,132
0.5752426981925964,0.004854369,0.5364077687263489,0.0218446608632802,412
0.6845070719718933,0.0028169013,0.5323943495750427,0.0253521129488945,355
0.2083333283662796,0.017241379,0.4928160905838012,0.0646551698446273,696
0.5691609978675842,0.020408163,0.6598639488220215,0.0226757377386093,441
0.2948207259178161,0.0079681277,0.5219123363494873,0.0398406386375427,251
0.0872180461883544,0.0090225562,0.5082706809043884,0.0436090230941772,665
0.6907340288162231,0.025270758,0.4873646199703216,0.0168471727520227,831
0.2184750735759735,0.041788857,0.4670087993144989,0.026392962783575,1364
0.4134078323841095,0.069832399,0.5083798766136169,0.0251396652311086,358
0.1389913856983184,0.0086100865,0.484624832868576,0.0639606416225433,813
0.218836560845375,0.049861494,0.5263158082962036,0.1329639852046966,361
0.6752336621284485,0.037383176,0.4696261584758758,0.0046728970482945,856
0.2286245375871658,0.014869888,0.5018587112426758,0.0520446114242076,538
0.4539006948471069,0.0,0.6052009463310242,0.1111111119389534,423
0.56456458568573,0.033033032,0.4699699580669403,0.0195195190608501,666
0.3617021143436432,0.097517729,0.2872340381145477,0.0496453903615474,564
0.1095100864768028,0.017291067,0.5152737498283386,0.0507204607129097,1735
0.0300925932824611,0.0092592593,0.4502314925193786,0.0034722222480922,864
0.5568627715110779,0.011764706,0.3764705955982208,0.0235294122248888,255
0.2076502740383148,0.081967212,0.4754098355770111,0.0355191268026828,366
0.2880794703960418,0.0,0.4768211841583252,0.0132450331002473,302
0.0440440438687801,0.055055056,0.4794794917106628,0.0260260254144668,999
0.1212121248245239,0.064935066,0.5194805264472961,0.1212121248245239,231
0.6226685643196106,0.047345769,0.5021520853042603,0.0172166433185338,697
