dfta_id
6K3
5K1
2MG
3MA
2K2
1K5
6K3
2MK
3K4
3K3
5M4
1K5
6K5
1K5
4MD
4MB
1K1
3MB
5K1
3M9
4K1
3M8
2K4
3K3
4K1
5M4
1MA
3M9
4K1
2MJ
6K3
4K3
3K3
4MB
1K1
2K2
1E6
1M9
1K5
3K3
4K1
4ME
3K4
4MH
5K1
1K1
1K5
6K3
3K4
3M9
4MF
1K5
3K4
1E6
6K5
6K5
6K1
1MA
3K3
6K5
6K1
6K1
6K5
6K1
1K1
1K5
4MF
1MA
3K4
2K4
5K1
5M4
2K4
1K5
1M9
5K1
2MH
2MH
4K3
1K1
4K1
2K2
3K3
2MJ
4MG
2K2
1M9
3K3
6K3
2MF
1MB
4MD
2ME
6K1
6K3
6K1
2K4
3K3
4K3
4K3
3K4
2MF
4K1
4ME
2K2
1K5
2K2
4K3
1K1
1M9
3M8
4K1
2K2
2K4
2K2
3K3
6K3
6K1
1K5
CM6
4K3
4K3
1M9
3K4
3K4
1E6
2ME
6K5
1E6
1K1
2MF
4K1
5K1
6K5
5K1
4K1
2MP
4K3
4K3
6K1
4K3
3K4
5K1
1K1
3K3
6K3
1K1
1K1
2MK
4MH
2K4
3MA
6K3
6K1
2K2
2MH
4ME
3K3
1MA
3MB
1MB
4MB
4MG
5K1
2MP
4MG
3MA
4K1
4MF
6K3
1K1
4K3
6K1
3K4
6K5
2MF
5K1
2K4
CM6
2K2
2K2
6K5
6K5
2ME
5M4
2K4
2K4
2K4
6K1
3M8
1K5
3K4
5M4
2K4
6K5
6K3
2MG
5K1
4K1
4MG
