programname
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"4MB-Sunnyside Community Services, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"1E6-Carter Burden Network, Inc.-01|BASELINE (from 01/01/23)"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
"4ME-Selfhelp Community Services, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
4MH-The Jewish Association For Services for the Aged-01|DFTABASELINE
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"3M9|DFTA ONE-TIME COUNCIL, BUCKET 1"
"4MF-Catholic Charities Neighborhood Services, Inc.-01|DFTABASELINE"
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"1E6-Carter Burden Network, Inc.-01|BASELINE (from 01/01/23)"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"4MF-Catholic Charities Neighborhood Services, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
5M4|CMA EXPANSION
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
1M9|CMA EXPANSION
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
"2MH-Catholic Charities Neighborhood Services, Inc.-01|DFTABASELINE"
"2MH-Catholic Charities Neighborhood Services, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
2MJ-The Jewish Association For Services for the Aged-01DFTABASELINE
"01|DFTAONETIME-COUNCIL, BUCKET 1"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"1M9-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
2MF-Recreation Rooms and Settlement-01|DFTABASELINE
1MB-The Jewish Association For Services for the Aged-01|DFTABASELINE
"4MD-Queens Community House, Inc.-01|DFTABASELINE"
"2ME-Heights and Hills, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
"4ME|DFTA ONE-TIME COUNCIL, BUCKET 1"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
1M9|CMA EXPANSION
"3M8-New York Foundation for Senior Citizens, Inc.-01|DFTABASELINE"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
CM6-Citymeals-on-Wheels-01|DFTABASELINE
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"1M9-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"1E6-Carter Burden Network, Inc.-01|BASELINE (from 01/01/23)"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"1E6-Carter Burden Network, Inc.-01|BASELINE (from 01/01/23)"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
2MP-RiseBoro Community Partnership Inc.-01|DFTABASELINE
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
1K1-Presbyterian Senior Services-01|DFTABASELINE
2MK-The Jewish Association For Services for the Aged-01|DFTABASELINE
4MH-The Jewish Association For Services for the Aged-01|DFTABASELINE
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"3MA-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"4ME-Selfhelp Community Services, Inc.-01|DFTABASELINE"
"3K3-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"1MA-Regional Aid for Interim Needs, Inc.-01|DFTABASELINE"
"3MB-Isabella Geriatric Center, Inc.-01|DFTABASELINE"
1MB-The Jewish Association For Services for the Aged-01|DFTABASELINE
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"4MG-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
2MP-RiseBoro Community Partnership Inc.-01|DFTABASELINE
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"3MA-Lenox Hill Neighborhood House, Inc.-01|DFTABASELINE"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
1K1-Presbyterian Senior Services-01|DFTABASELINE
"4K3-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
2MF-Recreation Rooms and Settlement-01|DFTABASELINE
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
CM6-Citymeals-on-Wheels-01|DFTABASELINE
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
2K2-The Jewish Association For Services for the Aged-01|DFTABASELINE
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"2ME-Heights and Hills, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
"6K1-Hamilton-Madison House, Inc.-01|DFTABASELINE"
"01|DFTAONETIME-COUNCIL, BUCKET 1"
"1K5-THE NEIGHBORHOOD SELF-HELP BY OLDER PERSONS PROJECT, INC.-01|DFTABASELINE"
"3K4-Hamilton-Madison House, Inc.-01|DFTABASELINE"
5M4|CMA EXPANSION
"2K4-Heights and Hills, Inc.-01|DFTABASELINE"
6K5-VISIONS/Services for the Blind and Visually Impaired-01|DFTABASELINE
"6K3-Services and Advocacy for Gay, Lesbian, Bisexual and Transgender Elders, Inc.-01|DFTABASELINE"
2MG-The Jewish Association For Services for the Aged-01|DFTABASELINE
"5K1-Jewish Community Center of Staten Island, Incorporated-01|DFTABASELINE"
"4K1-Sunnyside Community Services, Inc.-01|DFTABASELINE"
"4MG-Services Now for Adult Persons, Inc.-01|DFTABASELINE"
