latitude,longitude,status,lot
40.66612324675861,-73.97559311526798,Closed,41
40.77353465692023,-73.9794963431309,Closed,47
40.68091999103304,-73.93809493070984,Closed,47
40.7794509413267,-73.75335982294399,Closed,10
40.6906111445729,-73.97136519670407,Closed,52
40.68770224938858,-73.9737174190473,Closed,1
40.6855807196428,-73.96420288581221,Closed,9
40.75089450782723,-73.87884248111516,Closed,33
40.74264396276247,-73.99016612799458,Closed,17
40.79177255517554,-73.96461888389126,Closed,29
40.73581815238413,-73.99727205664855,Closed,76
40.789017957888,-73.98095775209778,Closed,1
40.749676735455296,-73.8850740794835,Closed,38
40.749116015459926,-73.88704923217071,Closed,19
40.72426550935282,-73.99998556893937,Closed,7502
40.72371927271013,-74.00262282377312,Closed,8
40.737264662548725,-73.9987370358456,Closed,70
40.687485711037446,-73.96459128687452,Closed,10
40.68335815008594,-73.92991887863118,Closed,50
40.82289225883358,-73.92465214640484,Closed,26
40.74913521098286,-73.88703115404978,Closed,1
40.723567409679646,-73.9853562345479,Closed,10
40.71883587774364,-74.0107214045732,Closed,12
40.74201015852874,-73.99344294479486,Closed,79
40.72859559817953,-73.95354339515656,Closed,15
40.733122763744426,-74.00409535775282,Closed,40
40.686494785422255,-73.96438628692255,Closed,31
40.78719528245834,-73.97993631080851,Closed,32
40.72637790621116,-73.98433097916894,Closed,23
40.68190318561814,-73.9295346219031,Closed,51
40.676811698965885,-73.97702046730849,Closed,1
40.77670986731276,-73.97710153327209,Closed,24
40.672477109389256,-73.949418750752,Closed,16
40.78523495276976,-73.97679166050642,Closed,1
40.74728737428123,-73.9471965438141,Closed,22
40.687537055826986,-73.97158286351178,Closed,17
40.787605507802986,-73.97271018096565,Closed,22
40.81685107332287,-73.89939477260444,Closed,49
40.74471889427697,-73.98906150665235,Closed,22
40.82266023417687,-73.94660560901686,Closed,73
40.67646574371235,-73.97645817851293,Closed,75
40.7286790333725,-74.00321112365252,Closed,51
40.738449610882434,-73.9864968687625,Closed,10
40.77509658634077,-73.9804959760116,Closed,32
40.76928986361505,-73.74702180730772,Closed,1
40.73285108367281,-73.99773763978762,Closed,59
40.765663383006334,-73.96991058562041,Closed,16
40.79855105205007,-73.96154525835846,Closed,46
40.64024395142628,-73.96037896556273,Closed,1
40.82621024841622,-73.94315567864055,Closed,114
40.72007971809717,-74.00283191778051,Closed,4
40.77198483840935,-73.74810551043043,Closed,36
40.67245484480163,-73.94872661471051,Closed,58
40.74870292300008,-73.97926578592558,Closed,10
40.57557364813312,-73.98129578385338,Closed,16
40.68967043361191,-73.97453518106423,Closed,36
40.665782952872526,-73.97587079414619,Closed,33
40.71935193104859,-74.01029941018136,Closed,13
40.72247043132549,-74.00121217644269,Closed,40
40.67720674265087,-73.97602168537509,Closed,77
40.85153694438808,-73.90704517228731,Closed,12
40.78325692571652,-73.98196685798437,Closed,25
40.7092404134553,-74.00800021944058,Closed,7508
40.73549154520687,-73.99821385537041,Closed,47
40.86683081679298,-73.87044936996642,Closed,"40, 2700"
40.73837616064607,-74.00554630939729,Closed,23
40.72205835902826,-74.0091670276837,Closed,15
40.69450384452743,-73.99321321681276,Closed,8
40.728557162866,-73.95352177396326,Closed,16
40.67587621996269,-73.94576055255575,Closed,65
40.69087714175793,-73.9703950795605,Closed,21
40.675876197859125,-73.94571368564739,Closed,64
40.68598146442565,-73.9959796513803,Closed,55
40.72918109262441,-73.99202985887786,Closed,37
40.71720040339424,-74.00471845660863,Closed,7504
40.71675141224914,-73.75289562012567,Closed,29
40.75271956443543,-73.88673633075292,Closed,51
40.75319619387776,-73.88303234249096,Closed,61
40.65905237442179,-73.95603910386333,Closed,9
40.72668586375556,-73.98904281924007,Closed,8
40.73529389072144,-74.00325835114418,Closed,7503
40.69211921450529,-73.91715515216507,Closed,50
40.81047252531487,-73.92484682870023,Closed,27
40.74002298614384,-74.00605526168079,Closed,44
40.73508250583331,-73.99557616187084,Closed,38
40.78411142682722,-73.97255995072177,Closed,12
40.735142959078566,-74.00193768615812,Closed,7502
40.6890904609455,-73.97104132216026,Closed,21
40.749124249697175,-73.8870492182096,Closed,14
40.73715736425176,-73.9922634548858,Closed,41
40.68448807251932,-73.93297525196117,Closed,38
40.77942506619171,-73.95951983844323,Closed,49
40.676553225521474,-73.94377354512699,Closed,76
40.851504051641705,-73.90709943828357,Closed,17
40.787589029997314,-73.97267046455637,Closed,122
40.73141546536127,-74.0055529463427,Closed,58
40.69201161203582,-73.99351637616645,Closed,27
40.77104151171907,-73.74850260273955,Closed,39
40.7349700241977,-74.0027026502157,Closed,40
40.734766898866816,-73.99677054129582,Closed,77
40.73059214303536,-74.00261587807347,Closed,2
40.81122147732141,-73.92430049850458,Closed,67
40.71866867406814,-74.00792198699534,Closed,50
40.7342152020514,-74.0032763399159,Closed,72
40.71786733958462,-74.0056203585319,Closed,11
40.71820504615192,-74.00288234224554,Closed,2
40.7483153114698,-73.88783014898553,Closed,63
40.73214558317655,-74.0052751764167,Closed,4
40.73588952081275,-73.99748494900469,Closed,11
40.73376785238395,-73.99943350009548,Closed,2
40.72236061438645,-73.99724374620143,Closed,34
40.75264356311136,-73.88482713755516,Closed,40
40.62805219769277,-74.01307010276042,Closed,1
40.68901308250221,-73.96902568115748,Closed,36
40.67694366645024,-73.95129007012825,Closed,24
40.78663802807501,-73.9795175859147,Closed,24
40.72855830888426,-73.99997474401702,Closed,7501
40.78409769627711,-73.97253106832196,Closed,13
40.73723446990905,-73.9987045602115,Closed,17
40.78033684218868,-73.9841016335257,Closed,19
40.72475382477158,-73.9923911675181,Closed,77
40.7311054050401,-74.00291537346698,Closed,10
40.753973059688136,-73.98053825462506,Closed,40
40.683211833944085,-73.9637318311452,Closed,4
40.72918109262441,-73.99202985887786,Closed,37
40.7349699586017,-73.99526585169471,Closed,49
40.64652531752567,-74.08338642753338,Closed,31
40.82567573589073,-73.94460866747158,Closed,24
40.75283107326479,-73.88296440660982,Closed,52
40.66972467387877,-73.97694720788355,Closed,131
40.724498737814685,-73.99581858554575,Closed,37
40.69051491864104,-73.98500650563685,Closed,9
40.79010139621357,-73.97695608540096,Closed,61
40.68184576125042,-73.92988801877645,Closed,39
40.816686391785424,-73.91659545471161,Closed,1
40.6859540320324,-73.96427840495089,Closed,18
40.72306051712518,-73.9968324394632,Closed,7
40.72637790621116,-73.98433097916894,Closed,23
40.81125988443599,-73.92427155496321,Closed,67
40.66982851782779,-73.94968751610905,Closed,63
40.73859036969997,-74.00186922413965,Closed,63
40.72384275902265,-73.99635618030298,Closed,1
40.74621518344463,-74.00522937407204,Closed,7502
40.82286875217997,-73.94643201234035,Closed,110
40.748153343327466,-73.88780154920516,Closed,59
40.78442678667277,-73.9713898486031,Closed,50
40.660062759018345,-73.95684579971754,Closed,57
40.73797267803518,-74.0056292714803,Closed,10
40.749124249697175,-73.8870492182096,Closed,14
40.73476415511951,-73.99680662476482,Closed,15
40.74621518344463,-74.00522937407204,Closed,7502
40.77637073586306,-73.7467566071639,Closed,25
