latitude,longitude,status,lot
40.67690769390671,-73.95060871288119,Closed,36
40.67692982165276,-73.95100526904484,Closed,29
40.67152422251042,-73.94840649288797,Closed,33
40.74619922744014,-73.91714925490226,Closed,38
40.6853629769343,-73.98494997347962,Closed,15
40.81118032547837,-73.92432944513314,Closed,69
40.66278806692931,-73.9561627973424,Closed,14
40.66249540929675,-73.97948361662009,Closed,34
40.67336360507932,-73.94926666791703,Closed,11
40.71518837617178,-74.00702696943024,Closed,7501
40.810982800313205,-73.92447416839508,Closed,74
40.67703922122439,-73.97559272555742,Closed,68
40.660062759018345,-73.95684579971754,Closed,57
40.74621518344463,-74.00522937407204,Closed,7502
40.67636413291309,-73.97619503667939,Closed,70
40.69209136328298,-73.99738563242593,Closed,57
40.71835601042262,-74.0027813403065,Closed,46
40.74790276587356,-73.91583705229412,Closed,24
40.83037898710171,-73.94218369386185,Closed,56
40.74911876020569,-73.88704922751701,Closed,18
40.68109369376913,-73.92988880947219,Closed,30
40.67586789711171,-73.94557309164246,Closed,60
40.76613981857926,-73.96579132189767,Closed,113
40.73394626176755,-74.00048351076724,Closed,45
40.67691877027829,-73.95083583255635,Closed,32
40.78378584066668,-73.95782002165927,Closed,11
40.785548225206455,-73.97872348227261,Closed,54
40.69069623691019,-73.97138318990565,Closed,45
40.73299653518405,-74.00313555871801,Closed,19
40.74354679422912,-73.98813423510246,Closed,35
40.6751088969777,-73.94840011468042,Closed,29
40.8344346628019,-73.945754158224,Closed,80
40.68264536860054,-73.9361102961057,Closed,62
40.68816087134046,-73.99838459636763,Closed,56
40.75093569038607,-73.87885323385387,Closed,32
40.71642345212847,-74.00804076237668,Closed,7505
40.78036635566674,-73.97977227145873,Closed,160
40.729823430921066,-73.99304004055337,Closed,7504
40.719802481886624,-74.00340550224801,Closed,7501
40.71974484530019,-74.00329005864857,Closed,10
40.73273294459402,-74.00561439593517,Closed,43
40.74148044274946,-73.99382551884644,Closed,78
40.788511326384906,-73.97295176320738,Closed,54
40.68931279819047,-73.97108449608857,Closed,25
40.73574404080792,-73.99713854937615,Closed,17
40.72656246507174,-73.99033085609345,Closed,21
40.68259065686708,-73.93644205557628,Closed,20
40.73303221689094,-74.00313916863686,Closed,10
