bin,system_id
1082863,2000000137
1000003,2000000129
1082391,2000000133
1082863,2000000137
1015632,2000000139
1016212,2000000164
1083636,2000000127
1082863,2000000137
3397613,2000000144
1040467,2000000124
1048569,2000000125
1013558,2000000130
4045397,2000000147
4430537,2000001499
1060519,2000012450
3413889,2000000145
1016212,2000000164
4045397,2000000147
3071799,2000000112
1017822,2000000123
1028249,2000000117
3071799,2000000112
1014441,2000000131
3024351,2000000128
1015407,2000000141
1000003,2000000129
1040467,2000000124
1015407,2000000141
1001006,2000000136
1014441,2000000131
1017191,2000012463
1082391,2000000133
1015834,2000000122
1048569,2000000125
1001009,2000000162
1001006,2000000136
1082391,2000000133
2120051,2000000161
3003731,2000000151
1016212,2000000164
1024898,2000000119
1083636,2000000127
1013332,2000000163
1016085,2000000142
1001006,2000000136
1009094,2000000025
1001006,2000000136
1013332,2000000163
1016085,2000000142
1015407,2000000141
3329854,2000000150
1015834,2000000122
1018549,2000000243
4045397,2000000147
1087264,2000000166
3003731,2000000151
1015407,2000000141
1082863,2000000137
2120051,2000000161
1044217,2000000132
1013332,2000000163
1016085,2000000142
1034531,2000000169
1034531,2000000169
1015407,2000000141
1039077,2000000165
1080092,2000000135
1016085,2000000142
1000806,2000012465
3071799,2000000112
3413889,2000000145
1016085,2000000142
1082863,2000000137
1013558,2000000130
1001006,2000000136
1015834,2000000122
1017822,2000000123
1001006,2000000136
1050614,2000000126
1015834,2000000122
1082391,2000000133
1048569,2000000125
1080092,2000000135
1083636,2000000127
3397613,2000000144
3003731,2000000151
1039077,2000000165
1015407,2000000141
1015867,2000000120
3024351,2000000128
1082391,2000000133
1007944,2000000134
1001006,2000000136
1013332,2000000163
1013558,2000000130
1015407,2000000141
1040467,2000000124
1013332,2000000163
1082863,2000000137
4045397,2000000147
1007944,2000000134
1015834,2000000122
1015867,2000000120
1082863,2000000137
3024351,2000000128
1007944,2000000134
1040467,2000000124
3395982,2000012461
1019603,2000000170
1060519,2000012450
3003731,2000000151
1039077,2000000165
3024351,2000000128
1016085,2000000142
1015407,2000000141
3397613,2000000144
1015867,2000000120
1015292,2000000121
1036888,2000014442
3071799,2000000112
1001006,2000000136
1015292,2000000121
3003731,2000000151
1001006,2000000136
3071799,2000000112
3329854,2000000150
1082863,2000000137
1024898,2000000119
1085785,2000000138
1040467,2000000124
1085785,2000000138
1028249,2000000117
1050614,2000000126
3413889,2000000145
1015834,2000000122
1015834,2000000122
1028249,2000000117
1085785,2000000138
1015407,2000000141
1007984,2000012462
1015834,2000000122
3071799,2000000112
1024877,2000000116
1015867,2000000120
1015407,2000000141
1001006,2000000136
1001129,2000000001
1015834,2000000122
3071799,2000000112
3329854,2000000150
1080609,2000000114
1017822,2000000123
1087777,2000012288
1016085,2000000142
1019603,2000000170
2120051,2000000161
1001129,2000000001
1015292,2000000121
1040467,2000000124
2127321,2000000159
1015834,2000000122
1083636,2000000127
1034531,2000000169
1039077,2000000165
1015834,2000000122
1015834,2000000122
1087264,2000000166
1085785,2000000138
1048569,2000000125
1044217,2000000132
1015867,2000000120
1017822,2000000123
1015632,2000000139
1001009,2000000162
3397613,2000000144
3413889,2000000145
1087264,2000000166
1001006,2000000136
1048569,2000000125
1024898,2000000119
3071799,2000000112
2120051,2000000161
1034531,2000000169
1082863,2000000137
1040467,2000000124
1000003,2000000129
1087293,2000004045
1007984,2000012462
1060519,2000012450
1024898,2000000119
1039077,2000000165
1017822,2000000123
3329854,2000000150
3024351,2000000128
1015867,2000000120
1039077,2000000165
3003731,2000000151
1080092,2000000135
3003731,2000000151
3329854,2000000150
