average_wage_of_residents
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   16
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   16
$   15
$   16
$   15
$   16
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   16
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   16
$   15
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   16
$   16
$   16
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   15
$   16
$   16
$   16
$   15
$   15
$   15
$   15
$   15
$   16
$   15
$   15
$   15
$   15
$   15
$   15
$   15
