pub_date,fy4_amt
20191211,385000.0
20191211,11000.0
20191211,0.0
20191211,29000.0
20191211,1280000.0
20191211,0.0
20191211,10000.0
20191211,161000.0
20191211,14330000.0
20191211,46000.0
20191211,185000.0
20191211,107000.0
20191211,0.0
20191211,1499000.0
20191211,0.0
20191211,401000.0
20191211,495000.0
20191211,244000.0
20191211,281000.0
20191211,37000.0
20191211,48000.0
20191211,706000.0
20191211,0.0
20191211,959000.0
20191211,28000.0
20191211,62000.0
20191211,0.0
20191211,51000.0
20191211,4000.0
20191211,458000.0
20191211,0.0
20191211,578000.0
20191211,5000.0
20191211,1013000.0
20191211,14604000.0
20191211,465000.0
20191211,138000.0
20191211,36356000.0
20191211,1383000.0
20191211,809000.0
20191211,2300000.0
20191211,26000.0
20191211,0.0
20191211,24000.0
20191211,641000.0
20191211,0.0
20191211,1737000.0
20191211,0.0
20191211,8018000.0
20191211,208000.0
20191211,1019000.0
20191211,5200000.0
20191211,0.0
20191211,742000.0
20191211,1320000.0
20191211,514000.0
20191211,31104000.0
20191211,35000.0
20191211,4000.0
20191211,0.0
20191211,710000.0
20191211,0.0
20191211,236000.0
20191211,314000.0
20191211,0.0
20191211,0.0
20191211,14000.0
20191211,61000.0
20191211,0.0
20191211,0.0
20191211,540000.0
20191211,6463000.0
20191211,449000.0
20191211,0.0
20191211,0.0
20191211,412000.0
20191211,0.0
20191211,0.0
20191211,42000.0
20191211,68000.0
20191211,4000.0
20191211,7000.0
20191211,936000.0
20191211,163000.0
20191211,278000.0
20191211,137000.0
20191211,0.0
20191211,219000.0
20191211,1484000.0
20191211,161000.0
20191211,6000.0
20191211,2544000.0
20191211,2105000.0
20191211,498000.0
20191211,13000.0
20191211,0.0
20191211,0.0
20191211,763000.0
20191211,5567000.0
20191211,41000.0
20191211,804000.0
20191211,573000.0
20191211,42000.0
20191211,159000.0
20191211,0.0
20191211,24000.0
20191211,654000.0
20191211,2000.0
20191211,1000.0
20191211,0.0
20191211,176000.0
20191211,49000.0
20191211,230000.0
20191211,2504000.0
20191211,141000.0
20191211,557000.0
20210503,
20191211,0.0
20191211,5000.0
20191211,0.0
20191211,0.0
20191211,19000.0
20191211,556000.0
20191211,0.0
20191211,140000.0
20191211,0.0
20191211,189000.0
20191211,27000.0
20191211,0.0
20191211,0.0
20191211,437000.0
20191211,493000.0
20191211,77000.0
20191211,2466000.0
20191211,3191000.0
20191211,732000.0
20191211,0.0
20191211,0.0
20191211,1000.0
20191211,0.0
20191211,7000.0
20191211,15000.0
20191211,443000.0
20191211,16000.0
20191211,0.0
20191211,0.0
20191211,0.0
20191211,517000.0
20191211,866000.0
20191211,0.0
20191211,3101000.0
20191211,0.0
20191211,333000.0
20191211,336000.0
20191211,0.0
20191211,0.0
20191211,2219000.0
20191211,1046000.0
20191211,237000.0
20191211,28000.0
20191211,0.0
20191211,95000.0
20191211,5563000.0
20191211,1222000.0
20191211,345000.0
20191211,0.0
20191211,17336000.0
20191211,1289000.0
20191211,10000.0
20191211,0.0
20191211,259000.0
20191211,40000.0
20191211,0.0
20191211,0.0
20191211,22000.0
20191211,24000.0
20191211,50000.0
20191211,1107000.0
20191211,134000.0
20191211,17000.0
20191211,238000.0
20191211,97000.0
20191211,428000.0
20191211,465000.0
20191211,71000.0
20191211,2000.0
20191211,79000.0
20191211,6000.0
20191211,0.0
20191211,191000.0
20191211,31942000.0
20191211,0.0
20191211,4470000.0
20191211,154000.0
20191211,153000.0
20191211,0.0
20191211,6000.0
20191211,3008000.0
20191211,393000.0
20191211,1312000.0
