cartodb_id,shape_area
7,20263203.308
8,15069793.6262
3,10473835.0437
9,30887612.3379
2,2698062.14504
10,14296514.3539
1,19726051.036
4,5728587.36684
5,43575028.3143
6,7515019.82968
