the_geom,name,lat
"{'type': 'Point', 'coordinates': [-73.91610161084513, 40.77279783735192]}",Bohemian Hall,40.772797837352
"{'type': 'Point', 'coordinates': [-73.80210191269778, 40.70278235455324]}",Jamaica Performing Arts Center,40.7027823545534
"{'type': 'Point', 'coordinates': [-73.92751532369347, 40.818085390426994]}",Hostos Community College,40.8180853904271
"{'type': 'Point', 'coordinates': [-74.00295498990909, 40.73017772062637]}",Our Lady of Pompeii,40.7301777206265
"{'type': 'Point', 'coordinates': [-73.95265608922372, 40.63169106148595]}",Brooklyn College,40.6316910614861
"{'type': 'Point', 'coordinates': [-73.94795633514853, 40.80949447204243]}",Alhambra Ballroom,40.8094944720425
"{'type': 'Point', 'coordinates': [-73.89285948173891, 40.875027548892824]}",Lehman College,40.8750275488929
"{'type': 'Point', 'coordinates': [-73.99389791229842, 40.699337461662616]}",Plymouth Church,40.6993374616627
"{'type': 'Point', 'coordinates': [-74.08122207852374, 40.64473456515713]}",Curtis High School,40.6447345651573
