incident_key,y_coord_cd,:@computed_region_efsh_h5xi,latitude,jurisdiction_code,perp_sex,:@computed_region_sbqj_enih,statistical_murder_flag,boro
295822895,"174,823",13510.0,40.646521,0,M,43.0,False,BROOKLYN
298699604,"173,870",13827.0,40.643866,0,M,42.0,False,BROOKLYN
295721939,"247,291",11269.0,40.845373,0,(null),31.0,False,BRONX
297015430,"202,787",11729.0,40.723279,0,M,5.0,False,MANHATTAN
297015430,"202,787",11729.0,40.723279,0,M,5.0,False,MANHATTAN
296655365,"180,903",17614.0,40.663175,2,(null),46.0,False,BROOKLYN
297517226,"183,165",13509.0,40.669416,0,(null),44.0,False,BROOKLYN
297453074,"178,621",17614.0,40.656911,0,M,46.0,False,BROOKLYN
298079917,"225,239",14191.0,40.784806,0,M,67.0,True,QUEENS
297737363,"174,675",16866.0,40.646107,0,(null),40.0,True,BROOKLYN
295775768,"253,615",11606.0,40.86275,0,M,34.0,False,BRONX
297623042,"201,643",12076.0,40.72014,0,M,1.0,False,MANHATTAN
295548026,"185,054",17615.0,40.674592,2,(null),49.0,True,BROOKLYN
297743560,"216,247",13094.0,40.760224,0,(null),6.0,False,MANHATTAN
298672095,"240,878",10937.0,40.827795,0,M,25.0,True,BRONX
296313801,"239,218",12427.0,40.82326,0,M,20.0,False,MANHATTAN
297516720,"185,468",13516.0,40.675719,2,(null),46.0,False,BROOKLYN
295230671,"164,504",10691.0,40.618172,0,M,74.0,False,STATEN ISLAND
298316135,"224,864",14191.0,40.783797,0,(null),67.0,False,QUEENS
296266930,"238,678",10929.0,40.82176,0,(null),23.0,False,BRONX
295891596,"247,321",11269.0,40.84546,0,M,31.0,False,BRONX
295865250,"184,055",17214.0,40.671821,0,(null),47.0,True,BROOKLYN
298411322,"227,613",12426.0,40.791414,0,(null),14.0,False,MANHATTAN
298672094,"260,875",11605.0,40.882661,0,M,34.0,False,BRONX
298609065,"240,835",10929.0,40.827694,0,M,27.0,False,BRONX
296286077,"173,102",16866.0,40.641783,0,(null),40.0,False,BROOKLYN
297302875,"222,175",16862.0,40.776453,0,(null),72.0,False,QUEENS
296516805,"148,779",18184.0,40.575042,0,M,35.0,False,BROOKLYN
295344772,"182,218",24018.0,40.666521,0,M,63.0,False,QUEENS
298034554,"238,243",11611.0,40.820506,0,M,26.0,True,BRONX
296778955,"195,779",24340.0,40.703871,0,M,61.0,False,QUEENS
296005398,"184,310",17214.0,40.672515,0,(null),47.0,False,BROOKLYN
296383585,"232,501",12424.0,40.804825,0,M,16.0,False,MANHATTAN
296101418,"221,806",12420.0,40.775481,0,M,12.0,False,MANHATTAN
296248354,"245,098",,40.839368,0,(null),25.0,False,BRONX
298034554,"238,243",11611.0,40.820506,0,M,26.0,True,BRONX
296909031,"197,008",,,0,(null),,False,QUEENS
296014917,"244,289",13090.0,40.837178,0,(null),21.0,False,MANHATTAN
296909032,"172,627",10369.0,40.640464,0,(null),74.0,False,STATEN ISLAND
296455537,"248,763",10931.0,40.849448,0,M,29.0,False,BRONX
298079917,"225,239",14191.0,40.784806,0,M,67.0,False,QUEENS
297145619,"193,863",15312.0,40.698528,0,M,71.0,False,QUEENS
295865247,"237,559",10929.0,40.818691,0,M,23.0,False,BRONX
298301433,"253,200",13098.0,40.861639,0,M,22.0,False,MANHATTAN
298628070,"239,110",,,0,M,,False,BRONX
