all_fnd
78975
501447
95827
0
6352
234
57895
201380
4160
112277
15510
9715
229491
621330
261616
964
-1110255
331
0
2069
419
-1213036
2262
0
668217
0
705916
0
47728791
24847
82566
7070
914973
4219
461
0
276078
228593
124680
501650
478
946842
515126
4407
0
344
342
-311474
439
992
418602
0
83205
480
120425
14627
2779
1552
72604
-372892
30790
0
190359
6129
-557916
13948
110772
