total_4_fuel_oil_with_0,total_4_fuel_oil_with_6
0.0,0.0
0.0,0.0
0.0,0.0
47818.6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
160413.0,16761.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
176988.0,178351.0
0.0,0.0
0.0,0.0
24000.2,20767.0
0.0,0.0
0.0,0.0
0.0,78475.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
1301.0,129202.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
27332.0,48124.0
0.0,0.0
0.0,0.0
69293.0,44048.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
84354.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
217804.7,595042.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
136252.0,22001.0
0.0,0.0
0.0,0.0
194228.5,94404.0
0.0,0.0
0.0,35604.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
25938.6,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
15467.0,100905.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,21017.0
0.0,0.0
0.0,132718.0
0.0,0.0
192686.9,18108.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
72621.8,198995.0
0.0,0.0
0.0,0.0
0.0,0.0
49504.8,0.0
22957.0,0.0
0.0,0.0
0.0,0.0
88141.5,131760.0
0.0,0.0
0.0,0.0
0.0,32004.0
0.0,0.0
196858.0,36345.0
0.0,0.0
15259.3,44800.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
13512.7,0.0
0.0,0.0
29709.0,76725.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
56008.5,353590.0
0.0,0.0
29019.6,95645.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
58613.3,61226.0
0.0,0.0
0.0,0.0
0.0,0.0
32211.3,98060.0
0.0,0.0
0.0,46330.0
0.0,0.0
0.0,0.0
0.0,0.0
31008.7,435361.0
0.0,0.0
0.0,0.0
0.0,0.0
31003.6,90357.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
23395.3,80662.0
0.0,0.0
0.0,0.0
121808.1,0.0
0.0,0.0
0.0,0.0
0.0,3000.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,7000.0
0.0,0.0
64510.1,150235.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
