latitude,longitude,assignment_type,last_modified_date,bbl,block
40.740676,-73.987496,,2017-05-16T00:00:00.000,1008530002.0,853
40.759366,-73.994878,,2010-12-20T00:00:00.000,1010517502.0,1051
40.765305,-73.993282,,2017-05-16T00:00:00.000,1010780053.0,1078
40.808109,-73.938367,,2017-05-16T00:00:00.000,1017540025.0,1754
40.7593,-73.995697,,2010-12-20T00:00:00.000,1010517502.0,1051
40.729327,-73.991907,,2017-05-16T00:00:00.000,1005450026.0,545
40.759355,-73.994849,,2010-12-20T00:00:00.000,1010517502.0,1051
40.756925,-73.972066,Verification,2017-05-16T00:00:00.000,1013050060.0,1305
40.720392,-73.98342,,2017-05-16T00:00:00.000,1003457501.0,345
40.860412,-73.927936,,2017-05-16T00:00:00.000,1021730001.0,2173
40.74688,-73.994446,,2017-05-16T00:00:00.000,1007760033.0,776
40.746147,-73.994168,,2017-05-16T00:00:00.000,1007760040.0,776
40.718455,-74.007489,,2017-05-16T00:00:00.000,1001790032.0,179
40.80422,-73.932566,,2017-05-16T00:00:00.000,1017920019.0,1792
40.708016,-74.010774,,2017-05-16T00:00:00.000,1000460009.0,46
40.74559,-74.006828,,2011-02-03T00:00:00.000,1006907501.0,690
40.720227,-73.981562,Tentative,2017-05-16T00:00:00.000,1003450058.0,345
40.758792,-73.995427,,2010-12-20T00:00:00.000,1010517502.0,1051
40.766924,-73.98339,New/Permanent,2017-05-16T00:00:00.000,1010477502.0,1047
40.745894,-73.999931,,2017-05-16T00:00:00.000,1007467507.0,746
40.80281,-73.958444,,2017-05-16T00:00:00.000,1018470005.0,1847
40.760876,-73.967003,,2017-05-16T00:00:00.000,1013317501.0,1331
40.766209,-73.957178,,2017-05-16T00:00:00.000,1014440023.0,1444
40.759404,-73.994972,,2010-12-20T00:00:00.000,1010517502.0,1051
40.759418,-73.995001,,2010-12-20T00:00:00.000,1010517502.0,1051
,,,2017-05-16T00:00:00.000,,910
40.758734,-73.995275,,2010-12-20T00:00:00.000,1010517502.0,1051
40.7274,-74.008006,New/Permanent,2017-05-16T00:00:00.000,1005980058.0,598
40.722537,-73.995119,,2017-05-16T00:00:00.000,1004940024.0,494
40.727384,-73.991446,,2017-05-16T00:00:00.000,1005440065.0,544
40.808994,-73.950503,,2010-10-20T00:00:00.000,1019297504.0,1929
40.739548,-73.992451,,2017-05-16T00:00:00.000,1008217505.0,821
40.766113,-73.957246,,2017-05-16T00:00:00.000,1014440023.0,1444
40.762668,-74.000282,,2017-05-16T00:00:00.000,1011070021.0,1107
,,Verification,2016-03-30T00:00:00.000,,605
40.727222,-73.991514,,2017-05-16T00:00:00.000,1005440065.0,544
40.720113,-73.991962,,2010-12-21T00:00:00.000,1004207501.0,420
40.857467,-73.932248,,2017-05-16T00:00:00.000,1021800513.0,2180
40.71506,-73.999632,,2017-05-16T00:00:00.000,1001640009.0,164
40.75947,-73.995575,,2010-12-20T00:00:00.000,1010517502.0,1051
40.819882,-73.938956,,2017-05-16T00:00:00.000,1020110057.0,2011
40.746386,-74.006861,,2010-12-20T00:00:00.000,1006927501.0,692
40.819766,-73.938685,,2017-05-16T00:00:00.000,1020110055.0,2011
40.753612,-73.992417,,2017-05-16T00:00:00.000,1007860001.0,786
40.778624,-73.98208,,2017-05-16T00:00:00.000,1011637503.0,1163
40.746921,-74.007929,,2017-05-16T00:00:00.000,1006927501.0,692
40.763809,-73.98969,,2017-05-16T00:00:00.000,1010600022.0,1060
40.741303,-74.002061,,2011-07-14T00:00:00.000,1007407501.0,740
40.802206,-73.945325,,2010-12-20T00:00:00.000,1017457502.0,1745
40.741492,-73.975172,,2017-05-16T00:00:00.000,1009620080.0,962
40.71641,-73.992623,,2017-05-16T00:00:00.000,1003000015.0,300
40.721565,-74.001169,,2017-05-16T00:00:00.000,1004747507.0,474
40.746104,-73.979036,,2017-05-16T00:00:00.000,1008890050.0,889
40.713306,-74.009389,New/Permanent,2017-05-16T00:00:00.000,1001250020.0,125
40.758002,-73.977577,Verification,2017-05-16T00:00:00.000,1012857501.0,1285
40.715935,-74.008625,,2017-05-16T00:00:00.000,1001460011.0,146
40.727167,-73.991536,,2017-05-16T00:00:00.000,1005440065.0,544
40.786643,-73.976607,,2017-05-16T00:00:00.000,1012320014.0,1232
40.741288,-73.98309,,2017-05-16T00:00:00.000,1008810060.0,881
40.758792,-73.989478,,2017-05-16T00:00:00.000,1010340037.0,1034
,,Tentative,2017-05-16T00:00:00.000,,1528
40.737704,-73.993562,New/Permanent,2017-05-16T00:00:00.000,1008170070.0,817
40.729093,-73.983356,,2017-05-16T00:00:00.000,1004380018.0,438
40.808093,-73.93837,,2017-05-16T00:00:00.000,1017537502.0,1753
40.720284,-73.981533,,2017-05-16T00:00:00.000,1003450058.0,345
40.738418,-73.993393,,2017-05-16T00:00:00.000,1008190020.0,819
40.76077,-73.987222,,2017-05-16T00:00:00.000,1010380033.0,1038
40.822025,-73.938806,,2017-05-16T00:00:00.000,1020310035.0,2031
40.736321,-73.994389,,2017-05-16T00:00:00.000,1005777504.0,577
40.866733,-73.923919,New/Permanent,2014-09-24T00:00:00.000,1022380033.0,2238
40.717236,-73.992424,,2017-05-16T00:00:00.000,1003070024.0,307
40.803238,-73.95663,,2017-05-16T00:00:00.000,1018477502.0,1847
