lat,sip_year
40.710471219054,2013
40.8670317290587,2018
40.8201500907472,2018
40.8654771442204,2018
40.6699213223872,2018
40.6571503527862,2022
40.7005005011512,2015
40.8211433830494,2021
40.6449186789301,2014
40.640205012305,2023
40.6806405084448,2016
40.853816414221,2017
40.7429145530352,2017
40.6074610342169,2010
40.7624527353191,2015
40.6449186789301,2019
40.6599325760873,2015
40.6632962625226,2018
40.6323107529317,2024
40.7001445769806,2019
40.7002347237365,2024
40.7486901630125,2022
40.8878136954898,2023
40.6575264438935,2022
40.7257926378471,2022
40.8152901848648,2020
40.6396446303588,2022
40.6431450500329,2021
40.8352980809818,2019
40.7672926309967,2014
40.6500826025707,2009
40.7216228501321,2023
40.8180126680461,2024
40.5829647241691,2023
40.6680188176606,2024
40.6179277235438,2021
40.7411038183412,2024
40.7591047218483,2014
40.7192190488644,2011
40.8168018596456,2018
40.861944193147,2023
40.7126172737484,2024
40.6685414709588,2023
40.6114988737702,2025
40.6510644136917,2024
40.8485899867394,2013
40.6770677109289,2022
40.8464560818515,2022
40.7031077890105,2014
40.6742113318908,2023
40.670085357996,2019
40.7357622373034,2024
40.6896901233195,2016
40.7351796155649,2025
40.8560733061718,2013
40.6208282185674,2022
40.6702132378325,2022
40.6437820277651,2018
40.639072808945,2018
40.8175120136948,2024
40.8631663078918,2021
40.6690187695795,2020
40.5878442516338,2021
40.8844559360189,2018
40.6349551158277,2024
40.770516180712,2015
40.7309815174176,2010
40.7813265245395,2023
40.631708161977,2009
40.6500826025707,2017
40.6385243439166,2024
40.6814840893077,2018
40.7244257764058,2023
40.6262887684122,2016
40.6340588397553,2023
40.75499818441,2013
40.7572983576018,2013
40.7954696347573,2017
40.7955265387119,2017
40.7252072997723,2015
40.8955238719339,2023
40.7203467732103,2021
40.6706257873184,2024
40.8420670890514,2019
40.6334617116712,2025
40.6804974117794,2022
40.6869849369096,2015
40.680591884747,2010
40.583174449892,2020
40.8441932597351,2015
40.8029720381162,2021
40.6522055056507,2018
40.6770568569555,2017
40.7043268976793,2012
40.8046836999382,2015
40.7343147613387,2013
40.8321888234953,2019
40.7509080371689,2024
40.7599626019693,2024
40.7704719128209,2021
40.7645420849793,2023
40.6781251000872,2016
40.711800639403,2023
40.678054157508,2012
40.8330458683609,2017
40.8373699824639,2019
40.7274003679466,2012
40.7011005978279,2021
40.6231307625997,2012
40.8287628791028,2024
40.7326327021432,2022
40.6891367440782,2019
40.6615689973856,2018
40.743807824641,2014
40.6535646280819,2019
40.7043022945397,2019
40.6620830893823,2020
40.8650208608722,2024
40.7008079503739,2022
40.6558270809869,2015
40.7502540989266,2025
40.8505680968933,2017
40.616589736468,2022
40.7056527408917,2019
40.8622258759126,2024
40.7453913578384,2021
40.8449727019185,2021
40.6921947374809,2018
40.7007980578146,2017
40.7784756618579,2013
40.7014528864609,2021
40.6913738441356,2019
40.7280652667825,2022
40.6213403540181,2017
40.6891367440782,2009
40.6770961573134,2016
40.7431557377776,2014
40.8084284912823,2017
40.6642513317609,2016
40.8635525539702,2024
40.7649512066137,2024
40.6642504892337,2018
40.7215651905502,2014
40.7625392364939,2019
40.6686022606044,2024
40.6918964464048,2019
40.638212108118,2024
40.7482312723455,2019
40.7026865327112,2010
40.7177198772035,2013
40.6359775726968,2022
40.6825086121439,2016
40.5750642745231,2018
40.7268382887967,2012
40.7132995668331,2023
40.7730266147644,2018
40.6840535484739,2024
40.6503872733566,2009
40.8385355072112,2020
40.7424939426254,2014
40.6454509756478,2025
40.8515892938125,2022
40.6420150320009,2025
40.7102974829724,2013
40.6177887447279,2024
40.6766332733645,2016
40.8064710234045,2019
40.7383702068323,2025
40.6810077307219,2015
40.8574225658866,2011
40.8859765228337,2023
40.675641480454,2012
40.7593689047754,2018
40.7619939030602,2011
40.8200588621545,2019
40.7088715253211,2021
40.760626652509,2021
40.8626828088089,2009
40.6560780163578,2018
40.8244403244595,2018
40.7122836164192,2009
40.8742923140178,2021
40.7064053052685,2016
40.6934883229781,2023
40.7360001320586,2019
40.6999343310111,2023
40.8592258316778,2019
40.6251264188736,2024
40.6988481359961,2025
40.5970203429256,2024
40.7600134890764,2022
40.5675886567747,2014
40.7657366336433,2013
40.6919535889405,2017
40.7186654849365,2023
40.8490792209727,2022
40.5978824058512,2019
40.7163512461519,2022
40.6992141732609,2019
40.8136667281991,2016
