monthlyrelocationtotal
2325.0
1397.53
1950.0
2015.0
1625.0
1120.0
4063.4
1395.0
4030.0
2015.0
2015.0
5980.0
9100.0
2015.0
437.89
437.89
3965.0
7145.94
4030.0
7724.64
1950.0
4340.0
4526.72
1950.0
2325.0
4650.0
2250.0
1885.0
1960.0
3300.0
3965.0
2015.0
7814.16
2015.0
2015.0
2739.1
2015.0
3835.0
2015.0
2800.0
3900.0
5250.19
2015.0
437.89
2015.0
585.0
2015.0
3278.0
2325.0
3931.42
5154.62
1625.0
2547.0
2015.0
437.89
4455.0
4030.0
437.89
1950.0
3900.0
3965.0
1950.0
8.27
3835.0
3100.0
4030.0
2015.0
19601.79
1512.8
3892.72
360.0
437.89
1950.0
3835.0
12415.0
2447.55
1950.0
7509.67
4236.75
2015.0
1950.0
2015.0
437.89
585.0
2280.91
4030.0
2015.0
2015.0
437.89
455.0
2334.72
3720.0
2061.68
9555.0
12594.67
1050.0
5980.0
2210.0
3705.85
2325.0
1040.0
1857.9
2015.0
1653.2
1950.0
2015.0
1950.0
1170.0
2218.87
1950.0
1950.0
2677.75
3433.0
703.03
3709.06
2015.0
2325.0
2325.0
4340.0
2015.0
325.0
3000.71
1950.0
2015.0
1950.0
1170.0
1105.0
2015.0
4030.0
3900.0
1950.0
2015.0
2015.0
2015.0
1950.0
1950.0
9920.89
437.89
4030.0
2398.2
65.0
437.89
1950.0
7930.0
2015.0
2510.0
1829.05
2175.0
437.89
4116.41
1950.0
650.0
5565.16
2015.0
2015.0
437.89
1350.0
3900.0
2085.42
10279.88
10235.0
1940.2
1558.17
4943.12
2250.0
2015.0
5939.99
2015.0
15445.0
1950.0
2015.0
2015.0
212.31
4500.0
437.89
5357.02
2626.72
437.89
4340.0
2325.0
3517.72
8626.1
437.89
2100.0
2786.0
2015.0
2210.0
1950.0
2015.0
2015.0
3994.68
6627.16
350.79
1950.0
8367.0
4196.98
2015.0
437.89
2422.54
1885.0
