url_report,lot
http://s-media.nyc.gov/agencies/lpc/lp/0055.pdf,30
http://s-media.nyc.gov/agencies/lpc/lp/1682.pdf,43
http://s-media.nyc.gov/agencies/lpc/lp/1751.pdf,7501
http://s-media.nyc.gov/agencies/lpc/lp/2077.pdf,24
http://s-media.nyc.gov/agencies/lpc/lp/1538.pdf,19
http://s-media.nyc.gov/agencies/lpc/lp/0772.pdf,39
http://s-media.nyc.gov/agencies/lpc/lp/2181.pdf,63
http://s-media.nyc.gov/agencies/lpc/lp/2032.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/2378.pdf,4
http://s-media.nyc.gov/agencies/lpc/lp/0141.pdf,26
http://s-media.nyc.gov/agencies/lpc/lp/0244.pdf,53
http://s-media.nyc.gov/agencies/lpc/lp/1407.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0345.pdf,45
http://s-media.nyc.gov/agencies/lpc/lp/1940.pdf,8
http://s-media.nyc.gov/agencies/lpc/lp/2157.pdf,11
http://s-media.nyc.gov/agencies/lpc/lp/2527.pdf,14
http://s-media.nyc.gov/agencies/lpc/lp/0030.pdf,35
http://s-media.nyc.gov/agencies/lpc/lp/0287.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1997.pdf,26
http://s-media.nyc.gov/agencies/lpc/lp/1763.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/0662.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1315.pdf,37
http://s-media.nyc.gov/agencies/lpc/lp/2154.pdf,21
http://s-media.nyc.gov/agencies/lpc/lp/0082.pdf,24
http://s-media.nyc.gov/agencies/lpc/lp/1047.pdf,53
http://s-media.nyc.gov/agencies/lpc/lp/2098.pdf,44
http://s-media.nyc.gov/agencies/lpc/lp/1639.pdf,56
http://s-media.nyc.gov/agencies/lpc/lp/1398.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0142.pdf,60
http://s-media.nyc.gov/agencies/lpc/lp/1815.pdf,54
http://s-media.nyc.gov/agencies/lpc/lp/1816.pdf,55
http://s-media.nyc.gov/agencies/lpc/lp/0341.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1537.pdf,17
http://s-media.nyc.gov/agencies/lpc/lp/2367.pdf,30
http://s-media.nyc.gov/agencies/lpc/lp/0342.pdf,33
http://s-media.nyc.gov/agencies/lpc/lp/1206.pdf,12
http://s-media.nyc.gov/agencies/lpc/lp/0020.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0012.pdf,38
http://s-media.nyc.gov/agencies/lpc/lp/2022.pdf,26
http://s-media.nyc.gov/agencies/lpc/lp/2042.pdf,46
http://s-media.nyc.gov/agencies/lpc/lp/1348.pdf,50
http://s-media.nyc.gov/agencies/lpc/lp/2539.pdf,11
http://s-media.nyc.gov/agencies/lpc/lp/2141.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2414.pdf,123
http://s-media.nyc.gov/agencies/lpc/lp/0135.pdf,80
http://s-media.nyc.gov/agencies/lpc/lp/2317.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2393.pdf,37
http://s-media.nyc.gov/agencies/lpc/lp/2321.pdf,40
http://s-media.nyc.gov/agencies/lpc/lp/0990.pdf,15
http://s-media.nyc.gov/agencies/lpc/lp/1541.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2225.pdf,83
http://s-media.nyc.gov/agencies/lpc/lp/1002.pdf,242
http://s-media.nyc.gov/agencies/lpc/lp/0944.pdf,76
http://s-media.nyc.gov/agencies/lpc/lp/2036.pdf,3
http://s-media.nyc.gov/agencies/lpc/lp/0391.pdf,115
http://s-media.nyc.gov/agencies/lpc/lp/0925.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1207.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2331.pdf,4
http://s-media.nyc.gov/agencies/lpc/lp/2191.pdf,26
http://s-media.nyc.gov/agencies/lpc/lp/2404.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1678.pdf,140
http://s-media.nyc.gov/agencies/lpc/lp/1941.pdf,7502
http://s-media.nyc.gov/agencies/lpc/lp/2162.pdf,38
http://s-media.nyc.gov/agencies/lpc/lp/2473.pdf,101
http://s-media.nyc.gov/agencies/lpc/lp/1942.pdf,7501
http://s-media.nyc.gov/agencies/lpc/lp/0210.pdf,15
http://s-media.nyc.gov/agencies/lpc/lp/1871.pdf,134
http://s-media.nyc.gov/agencies/lpc/lp/2088.pdf,23
http://s-media.nyc.gov/agencies/lpc/lp/1282.pdf,7501
http://s-media.nyc.gov/agencies/lpc/lp/2057.pdf,22
http://s-media.nyc.gov/agencies/lpc/lp/2212.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2190.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2247.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/2382.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1798.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2175.pdf,18
http://s-media.nyc.gov/agencies/lpc/lp/0876.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/1132.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/0088.pdf,19
http://s-media.nyc.gov/agencies/lpc/lp/2045.pdf,113
http://s-media.nyc.gov/agencies/lpc/lp/2201.pdf,28
http://s-media.nyc.gov/agencies/lpc/lp/0229.pdf,26
http://s-media.nyc.gov/agencies/lpc/lp/0010.pdf,40
http://s-media.nyc.gov/agencies/lpc/lp/0139.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1955.pdf,15
http://s-media.nyc.gov/agencies/lpc/lp/0960.pdf,6
http://s-media.nyc.gov/agencies/lpc/lp/0399.pdf,70
http://s-media.nyc.gov/agencies/lpc/lp/1304.pdf,20
http://s-media.nyc.gov/agencies/lpc/lp/1927.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/1934.pdf,3
http://s-media.nyc.gov/agencies/lpc/lp/2180.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/2538.pdf,22
http://s-media.nyc.gov/agencies/lpc/lp/1177.pdf,44
http://s-media.nyc.gov/agencies/lpc/lp/0361E.pdf,120
http://s-media.nyc.gov/agencies/lpc/lp/0841.pdf,25
http://s-media.nyc.gov/agencies/lpc/lp/0053.pdf,9
http://s-media.nyc.gov/agencies/lpc/lp/1512.pdf,6
http://s-media.nyc.gov/agencies/lpc/lp/0344.pdf,76
http://s-media.nyc.gov/agencies/lpc/lp/2253.pdf,180
http://s-media.nyc.gov/agencies/lpc/lp/0091.pdf,17
http://s-media.nyc.gov/agencies/lpc/lp/0330.pdf,27
http://s-media.nyc.gov/agencies/lpc/lp/0930.pdf,87
http://s-media.nyc.gov/agencies/lpc/lp/1772.pdf,59
http://s-media.nyc.gov/agencies/lpc/lp/0227.pdf,12
http://s-media.nyc.gov/agencies/lpc/lp/1818.pdf,59
http://s-media.nyc.gov/agencies/lpc/lp/2415.pdf,4
http://s-media.nyc.gov/agencies/lpc/lp/0204.pdf,8
http://s-media.nyc.gov/agencies/lpc/lp/2185.pdf,48
http://s-media.nyc.gov/agencies/lpc/lp/2482.pdf,62
http://s-media.nyc.gov/agencies/lpc/lp/2200.pdf,34
http://s-media.nyc.gov/agencies/lpc/lp/2131.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2377.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/0136.pdf,90
http://s-media.nyc.gov/agencies/lpc/lp/0945.pdf,36
http://s-media.nyc.gov/agencies/lpc/lp/1745.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/1873.pdf,138
http://s-media.nyc.gov/agencies/lpc/lp/0377.pdf,32
http://s-media.nyc.gov/agencies/lpc/lp/0773.pdf,7
http://s-media.nyc.gov/agencies/lpc/lp/2522.pdf,20
http://s-media.nyc.gov/agencies/lpc/lp/0999.pdf,7501
http://s-media.nyc.gov/agencies/lpc/lp/2094.pdf,15
http://s-media.nyc.gov/agencies/lpc/lp/0369.pdf,194
http://s-media.nyc.gov/agencies/lpc/lp/2120.pdf,9
http://s-media.nyc.gov/agencies/lpc/lp/0223.pdf,70
http://s-media.nyc.gov/agencies/lpc/lp/2160.pdf,64
http://s-media.nyc.gov/agencies/lpc/lp/1773.pdf,18
http://s-media.nyc.gov/agencies/lpc/lp/2349.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/0935.pdf,4
http://s-media.nyc.gov/agencies/lpc/lp/1930.pdf,13
http://s-media.nyc.gov/agencies/lpc/lp/2189.pdf,50
http://s-media.nyc.gov/agencies/lpc/lp/1956.pdf,12
http://s-media.nyc.gov/agencies/lpc/lp/1555.pdf,36
http://s-media.nyc.gov/agencies/lpc/lp/2229.pdf,5
http://s-media.nyc.gov/agencies/lpc/lp/2354.pdf,7
http://s-media.nyc.gov/agencies/lpc/lp/0016.pdf,16
http://s-media.nyc.gov/agencies/lpc/lp/0949.pdf,21
http://s-media.nyc.gov/agencies/lpc/lp/2133.pdf,6
http://s-media.nyc.gov/agencies/lpc/lp/2531.pdf,31
http://s-media.nyc.gov/agencies/lpc/lp/1652.pdf,37
http://s-media.nyc.gov/agencies/lpc/lp/1399.pdf,22
http://s-media.nyc.gov/agencies/lpc/lp/0384.pdf,30
http://s-media.nyc.gov/agencies/lpc/lp/1870.pdf,131
http://s-media.nyc.gov/agencies/lpc/lp/0630.pdf,100
http://s-media.nyc.gov/agencies/lpc/lp/2416.pdf,101
http://s-media.nyc.gov/agencies/lpc/lp/0334.pdf,24
http://s-media.nyc.gov/agencies/lpc/lp/0331.pdf,77
http://s-media.nyc.gov/agencies/lpc/lp/2299.pdf,37
http://s-media.nyc.gov/agencies/lpc/lp/2035.pdf,18
http://s-media.nyc.gov/agencies/lpc/lp/0230.pdf,18
http://s-media.nyc.gov/agencies/lpc/lp/1990.pdf,39
http://s-media.nyc.gov/agencies/lpc/lp/2379.pdf,54
http://s-media.nyc.gov/agencies/lpc/lp/2231.pdf,377
http://s-media.nyc.gov/agencies/lpc/lp/2060.pdf,38
http://s-media.nyc.gov/agencies/lpc/lp/0366.pdf,155
http://s-media.nyc.gov/agencies/lpc/lp/2447.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/0679.pdf,17
http://s-media.nyc.gov/agencies/lpc/lp/2179.pdf,40
http://s-media.nyc.gov/agencies/lpc/lp/1241.pdf,41
http://s-media.nyc.gov/agencies/lpc/lp/2249.pdf,310
http://s-media.nyc.gov/agencies/lpc/lp/2221.pdf,13
http://s-media.nyc.gov/agencies/lpc/lp/0632.pdf,31
http://s-media.nyc.gov/agencies/lpc/lp/0144.pdf,62
http://s-media.nyc.gov/agencies/lpc/lp/0385.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/2386.pdf,27
http://s-media.nyc.gov/agencies/lpc/lp/1048.pdf,15
http://s-media.nyc.gov/agencies/lpc/lp/0232.pdf,40
http://s-media.nyc.gov/agencies/lpc/lp/1867.pdf,9
http://s-media.nyc.gov/agencies/lpc/lp/1562.pdf,12
http://s-media.nyc.gov/agencies/lpc/lp/2126.pdf,89
http://s-media.nyc.gov/agencies/lpc/lp/1011.pdf,21
http://s-media.nyc.gov/agencies/lpc/lp/1346.pdf,51
http://s-media.nyc.gov/agencies/lpc/lp/2223.pdf,11
http://s-media.nyc.gov/agencies/lpc/lp/2107.pdf,17
http://s-media.nyc.gov/agencies/lpc/lp/1923.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0393.pdf,90
http://s-media.nyc.gov/agencies/lpc/lp/0332.pdf,155
http://s-media.nyc.gov/agencies/lpc/lp/0400.pdf,61
http://s-media.nyc.gov/agencies/lpc/lp/0208.pdf,13
http://s-media.nyc.gov/agencies/lpc/lp/0875.pdf,11
http://s-media.nyc.gov/agencies/lpc/lp/2381.pdf,3
http://s-media.nyc.gov/agencies/lpc/lp/2384.pdf,75
http://s-media.nyc.gov/agencies/lpc/lp/0373.pdf,18
http://s-media.nyc.gov/agencies/lpc/lp/1350.pdf,20
http://s-media.nyc.gov/agencies/lpc/lp/1926.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0042.pdf,7502
http://s-media.nyc.gov/agencies/lpc/lp/2073.pdf,35
http://s-media.nyc.gov/agencies/lpc/lp/2031.pdf,2
http://s-media.nyc.gov/agencies/lpc/lp/0741.pdf,10
http://s-media.nyc.gov/agencies/lpc/lp/1583.pdf,33
http://s-media.nyc.gov/agencies/lpc/lp/1943.pdf,36
http://s-media.nyc.gov/agencies/lpc/lp/2518.pdf,64
http://s-media.nyc.gov/agencies/lpc/lp/1877.pdf,81
http://s-media.nyc.gov/agencies/lpc/lp/0987.pdf,24
http://s-media.nyc.gov/agencies/lpc/lp/0145.pdf,1
http://s-media.nyc.gov/agencies/lpc/lp/0143.pdf,6
http://s-media.nyc.gov/agencies/lpc/lp/2109.pdf,9
http://s-media.nyc.gov/agencies/lpc/lp/0464.pdf,49
http://s-media.nyc.gov/agencies/lpc/lp/1540.pdf,33
http://s-media.nyc.gov/agencies/lpc/lp/0700.pdf,48
http://s-media.nyc.gov/agencies/lpc/lp/1292.pdf,37
